Scotland's Census 2022 - National Records of Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table UV602 - Economic activity of Household Reference Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Household Reference Persons aged 16 and over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,All Household Reference Persons aged 16 and over,Economically Active (full-time students) - Total,Economically Active (full-time students) - Employee - Total,Economically Active (full-time students) - Employee - Part-time,Economically Active (full-time students) - Employee - Full-time,Economically Active (full-time students) - Self-employed with employees - Total,Economically Active (full-time students) - Self-employed with employees - Part-time,Economically Active (full-time students) - Self-employed with employees - Full-time,Economically Active (full-time students) - Self-employed without employees - Total,Economically Active (full-time students) - Self-employed without employees - Part-time,Economically Active (full-time students) - Self-employed without employees - Full-time,Economically Active (full-time students) - Unemployed - Available for work,Economically Active Full-time student - Total,Economically Active Full-time student - Employee - Total,Economically Active Full-time student - Employee - Part-time,Economically Active full-time student - Employee - Full-time,Economically Active Full-time student - Self-employed with employees - Total,Economically Active Full-time student - Self-employed with employees - Part-time,Economically Active Full-time student - Self-employed with employees - Full-time,Economically Active Full-time student - Self-employed without employees - Total,Economically Active Full-time student - Self-employed without employees - Part-time,Economically Active Full-time student - Self-employed without employees - Full-time,Economically Active Full-time student - Unemployed - Available for work,Economically inactive - Total,Economically inactive - Retired,Economically inactive - Student,Economically inactive - Looking after home/ family,Economically inactive - Long term sick or disabled,Economically inactive - Other
S00170904,41,34,21,-,20,2,-,2,11,-,10,-,-,-,-,-,-,-,-,-,-,-,-,8,6,-,-,-,2
S00170905,44,27,21,5,14,2,-,2,5,1,5,1,1,1,-,1,-,-,-,-,-,-,-,16,13,-,1,3,1
S00170906,41,27,21,7,17,-,-,-,5,2,2,1,-,-,-,-,-,-,-,-,-,-,-,12,9,-,-,4,1
S00170907,49,37,30,4,30,3,-,3,6,1,5,-,-,-,-,-,-,-,-,-,-,-,-,10,9,-,-,-,1
S00170908,61,37,20,3,17,8,3,6,9,-,7,-,-,-,-,-,-,-,-,-,-,-,-,24,21,-,-,-,3
S00170909,76,39,29,7,22,3,-,3,7,4,3,-,-,-,-,-,-,-,-,-,-,-,-,37,34,-,1,2,-
S00170910,47,33,16,1,15,3,-,3,14,7,8,-,-,-,-,-,-,-,-,-,-,-,-,14,13,-,-,1,-
S00170911,57,34,26,4,22,1,-,1,5,3,2,3,-,-,-,-,-,-,-,-,-,-,-,21,7,1,2,5,4
S00170912,61,33,24,9,13,1,-,1,8,-,8,-,-,-,-,-,-,-,-,-,-,-,-,28,27,-,-,1,-
S00170913,62,46,29,2,25,5,-,5,5,2,1,3,-,-,-,-,-,-,-,-,-,-,-,20,19,-,1,-,-
S00170914,58,41,20,5,15,10,-,9,14,2,9,-,-,-,-,-,-,-,-,-,-,-,-,17,15,-,-,2,-
S00170915,49,25,25,9,18,-,-,-,2,2,1,-,-,-,-,-,-,-,-,-,-,-,-,20,12,1,2,5,-
S00170916,66,45,36,5,31,1,-,1,7,2,5,1,-,-,-,-,-,-,-,-,-,-,-,21,8,-,3,8,-
S00170917,29,21,17,1,12,-,-,-,4,-,4,-,1,-,-,-,-,-,-,-,-,-,1,9,4,-,-,3,-
S00170918,41,18,12,-,12,-,-,-,5,-,5,-,-,-,-,-,-,-,-,-,-,-,-,23,23,-,-,3,-
S00170919,36,19,15,4,10,-,-,-,2,2,1,2,-,-,-,-,-,-,-,-,-,-,-,20,11,-,1,2,-
S00170920,68,39,28,4,24,9,-,9,1,2,2,1,-,-,-,-,-,-,-,-,-,-,-,29,27,-,1,-,-
S00170921,50,19,18,6,12,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,31,26,-,1,4,-
S00170922,61,49,45,2,46,1,-,1,2,2,1,-,-,-,-,-,-,-,-,-,-,-,-,12,11,-,-,-,1
S00170923,60,32,25,3,22,-,-,-,5,4,3,2,1,1,-,1,-,-,-,-,-,-,-,27,13,-,3,10,1
S00170924,38,21,18,4,17,1,-,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,12,6,-,-,5,1
S00170925,60,37,33,8,25,-,-,-,3,-,3,1,-,-,-,-,-,-,-,-,-,-,-,23,17,-,1,4,1
S00170926,28,24,20,2,18,-,-,-,3,-,3,-,-,-,-,-,-,-,-,-,-,-,-,4,4,-,-,-,-
S00170927,36,26,18,1,17,5,2,2,5,2,3,-,-,-,-,-,-,-,-,-,-,-,-,10,10,-,-,-,-
S00170928,32,17,15,3,12,-,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,12,13,-,1,1,-
S00170929,45,25,20,5,15,-,-,-,1,-,1,-,1,1,1,-,-,-,-,-,-,-,-,19,9,-,-,9,1
S00170930,81,35,27,2,25,4,-,4,4,1,3,2,-,-,-,-,-,-,-,-,-,-,-,45,40,2,1,3,-
S00170931,43,21,10,2,8,3,-,3,5,4,3,2,-,-,-,-,-,-,-,-,-,-,-,26,16,-,2,3,-
S00170932,50,33,31,7,24,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,16,9,-,2,6,2
S00170933,73,43,31,4,27,5,-,5,7,3,4,-,1,1,-,1,-,-,-,-,-,-,-,26,25,-,-,-,-
S00170934,53,33,25,5,20,1,-,1,5,-,5,2,1,1,1,-,-,-,-,-,-,-,-,19,15,-,1,3,-
S00170935,78,46,34,3,24,1,-,1,10,5,5,2,1,-,-,-,-,-,-,1,1,-,-,31,30,-,1,-,-
S00170936,48,20,13,-,13,1,-,1,6,-,5,-,-,-,-,-,-,-,-,-,-,-,-,28,24,-,-,-,1
S00170937,80,36,24,1,24,2,-,2,6,2,4,1,-,-,-,-,-,-,-,-,-,-,-,40,38,-,2,3,1
S00170938,42,21,18,5,14,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,17,-,2,1,-
S00170939,48,31,13,3,7,4,-,4,12,2,11,-,-,-,-,-,-,-,-,-,-,-,-,19,16,1,-,2,-
S00170940,49,29,28,4,20,-,-,-,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,16,14,1,-,-,-
S00170941,67,38,31,6,25,2,-,2,4,2,2,-,-,-,-,-,-,-,-,-,-,-,-,25,22,-,2,2,2
S00170942,56,39,33,8,25,2,-,2,3,1,3,1,-,-,-,-,-,-,-,-,-,-,-,17,15,-,-,2,-
S00170943,76,20,16,2,15,-,-,-,3,3,-,1,-,-,-,-,-,-,-,-,-,-,-,52,49,-,-,2,-
S00170944,38,21,17,3,14,1,-,1,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,17,12,-,1,1,1
S00170945,58,35,31,7,25,2,2,-,3,2,-,-,1,-,-,-,-,-,-,1,-,1,-,22,13,-,-,8,-
S00170946,40,30,29,5,23,-,-,-,4,1,3,-,-,-,-,-,-,-,-,-,-,-,-,10,8,-,-,1,1
S00170947,72,51,33,1,31,7,-,7,10,3,7,-,-,-,-,-,-,-,-,-,-,-,-,21,17,-,-,1,3
S00170948,77,51,29,4,26,3,-,3,19,5,11,-,-,-,-,-,-,-,-,-,-,-,-,24,24,-,-,-,-
S00170949,72,32,27,4,23,-,-,-,2,-,2,2,-,-,-,-,-,-,-,-,-,-,-,40,25,-,1,9,1
S00170950,34,24,12,1,11,-,-,-,8,-,8,1,-,-,2,1,-,-,-,-,-,-,-,11,5,-,2,4,4
S00170951,64,38,33,7,26,-,-,-,5,4,2,-,-,-,-,-,-,-,-,-,-,-,-,26,10,3,-,8,5
S00170952,56,20,17,3,16,1,-,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,36,22,-,-,13,1
S00170953,45,27,20,6,11,1,-,1,4,2,7,-,-,-,-,-,-,-,-,-,-,-,-,18,13,-,-,3,1
S00170954,57,33,20,4,16,4,-,4,6,1,5,3,-,-,-,-,-,-,-,-,-,-,-,24,22,-,-,1,-
S00170955,65,51,41,6,35,2,2,1,5,5,4,3,1,1,1,-,-,-,-,-,-,-,-,13,7,1,2,3,-
S00170956,48,29,26,7,21,-,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,19,7,-,3,7,1
S00170957,43,29,25,5,21,2,1,2,2,1,1,-,1,1,1,-,-,-,-,-,-,-,-,13,12,-,1,-,-
S00170958,72,49,38,8,31,1,-,1,9,-,7,-,1,1,-,1,-,-,-,-,-,-,-,22,21,-,-,2,-
S00170959,54,31,26,2,24,-,-,-,1,1,-,-,1,-,-,-,-,-,-,1,1,-,-,26,23,1,-,3,1
S00170960,54,24,20,8,12,-,-,-,2,-,2,1,-,-,-,-,-,-,-,-,-,-,-,30,17,-,5,6,4
S00170961,41,25,25,9,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,12,-,-,2,1
S00170962,63,31,25,3,22,1,-,1,3,1,2,2,-,-,-,-,-,-,-,-,-,-,-,32,30,-,1,1,-
S00170963,51,23,20,5,17,-,-,-,4,1,2,-,-,-,-,-,-,-,-,-,-,-,-,29,20,1,-,7,2
S00170964,67,33,30,9,21,-,-,-,2,-,2,-,6,6,5,1,-,-,-,-,-,-,-,27,18,-,-,9,3
S00170965,59,18,13,-,13,1,-,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,44,38,-,4,4,-
S00170966,40,30,20,1,19,3,-,3,7,-,7,-,-,-,-,-,-,-,-,-,-,-,-,10,10,-,-,-,-
S00170967,43,29,23,3,20,-,-,-,6,2,4,-,-,-,-,-,-,-,-,-,-,-,-,14,10,-,-,3,1
S00170968,43,33,28,4,24,1,-,1,4,1,5,-,-,-,-,-,-,-,-,-,-,-,-,13,7,-,1,-,2
S00170969,49,6,3,2,2,1,-,1,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,43,43,-,-,-,-
S00170970,28,23,22,6,18,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-
S00170971,64,33,28,2,26,2,2,-,6,-,5,1,-,-,-,-,-,-,-,-,-,-,-,28,20,-,5,3,-
S00170972,33,23,18,1,16,-,-,-,3,-,3,-,-,-,-,-,-,-,-,-,-,-,-,12,10,1,2,-,-
S00170973,59,32,28,3,25,-,-,-,4,1,2,1,-,-,-,-,-,-,-,-,-,-,-,23,14,-,5,4,2
S00170974,47,29,26,3,24,-,-,-,3,1,2,-,1,1,1,-,-,-,-,-,-,-,-,15,8,-,-,5,3
S00170975,44,16,13,1,12,1,1,-,3,-,2,-,-,-,-,-,-,-,-,-,-,-,-,28,28,-,-,-,-
S00170976,45,34,20,-,20,7,1,6,7,2,5,-,-,-,-,-,-,-,-,-,-,-,-,11,10,-,-,-,-
S00170977,47,29,24,6,20,3,-,3,1,-,1,2,-,-,-,-,-,-,-,-,-,-,-,18,18,-,-,-,-
S00170978,39,21,19,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,15,-,-,1,-
S00170979,40,19,17,1,16,-,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,21,20,-,1,-,-
S00170980,63,47,40,7,37,1,-,1,4,-,4,-,-,-,-,-,-,-,-,-,-,-,-,16,15,-,-,1,-
S00170981,30,17,14,2,12,2,-,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,16,16,-,-,-,-
S00170982,53,17,7,1,10,3,-,3,3,2,4,-,-,-,-,-,-,-,-,-,-,-,-,36,36,-,-,-,-
S00170983,54,30,24,3,22,2,-,2,5,4,2,-,-,-,-,-,-,-,-,-,-,-,-,24,24,-,-,-,-
S00170984,44,32,28,5,22,-,-,-,4,2,2,-,-,-,-,-,-,-,-,-,-,-,-,12,10,-,-,2,-
S00170985,51,25,21,5,16,-,-,-,3,-,3,1,1,1,1,-,-,-,-,-,-,-,-,25,22,-,2,-,-
S00170986,64,29,23,-,21,2,-,2,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,35,32,-,2,1,-
S00170987,74,40,35,-,33,-,-,-,8,-,8,-,-,-,-,-,-,-,-,-,-,-,-,31,33,-,-,1,-
S00170988,46,22,16,-,16,2,-,2,4,-,4,-,-,-,-,-,-,-,-,-,-,-,-,24,23,-,1,3,-
S00170989,56,26,24,3,21,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,28,-,-,2,-
S00170990,37,24,18,4,15,3,-,3,4,1,3,-,-,-,-,-,-,-,-,-,-,-,-,13,13,-,-,-,-
S00170991,55,32,25,3,21,-,-,-,7,1,6,-,1,1,1,-,-,-,-,-,-,-,-,20,21,-,-,-,2
S00170992,36,21,17,1,16,1,-,1,4,-,4,-,-,-,-,-,-,-,-,-,-,-,-,15,15,-,-,-,-
S00170993,60,33,27,4,21,2,-,2,5,1,2,1,-,-,-,-,-,-,-,-,-,-,-,27,27,-,-,-,-
S00170994,58,16,15,3,12,-,2,1,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,35,35,-,-,-,-
S00170995,34,21,19,4,15,-,-,-,4,-,4,-,-,-,-,-,-,-,-,-,-,-,-,13,13,-,-,-,-
S00170996,68,52,41,2,39,2,-,2,10,3,4,2,-,-,-,-,-,-,-,-,-,-,-,16,16,-,-,-,-
S00170997,69,51,43,2,42,4,-,4,4,-,4,-,1,-,-,-,-,-,-,1,1,-,-,17,14,-,1,-,-
S00170998,37,26,20,3,14,-,-,-,5,2,4,2,-,-,-,-,-,-,-,-,-,-,-,13,7,-,2,-,1
S00170999,44,21,13,-,9,6,1,3,3,-,3,-,-,-,-,-,-,-,-,-,-,-,-,22,21,-,-,1,-
S00171000,55,37,27,3,24,7,-,7,3,-,1,1,2,2,-,2,-,-,-,-,-,-,-,17,16,-,3,1,-
S00171001,64,15,13,3,8,-,-,-,6,5,3,-,-,-,-,-,-,-,-,-,-,-,-,45,42,-,-,3,-
S00171002,79,60,48,9,39,2,-,2,10,-,6,1,-,-,-,-,-,-,-,-,-,-,-,19,6,-,6,5,-
S00171003,60,25,19,7,11,6,-,6,-,1,1,4,-,-,-,-,-,-,-,-,-,-,-,35,32,-,1,1,1
S00171004,56,25,15,1,14,-,-,-,9,5,4,-,-,-,-,-,-,-,-,-,-,-,-,28,27,1,-,-,-
S00171005,73,41,29,7,22,5,1,3,10,4,4,-,-,-,-,-,-,-,-,-,-,-,-,29,25,1,-,-,-
S00171006,54,20,17,3,19,2,1,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,34,31,-,-,3,-
S00171007,45,25,19,3,16,1,-,1,3,-,6,-,-,-,-,-,-,-,-,-,-,-,-,20,17,-,2,2,-
S00171008,68,31,24,4,20,1,-,1,9,1,5,-,1,1,1,-,-,-,-,-,-,-,-,36,34,-,-,2,-
S00171009,49,17,12,1,11,3,2,1,4,-,4,-,-,-,-,-,-,-,-,-,-,-,-,32,31,-,-,-,-
S00171010,43,29,18,4,16,1,-,1,10,5,5,-,-,-,-,-,-,-,-,-,-,-,-,10,13,-,-,1,-
S00171011,35,18,11,2,10,-,-,-,5,-,5,-,-,-,-,-,-,-,-,-,-,-,-,17,15,-,-,3,-
S00171012,57,19,12,-,12,1,-,1,6,3,4,-,-,-,-,-,-,-,-,-,-,-,-,36,36,-,-,-,-
S00171013,46,30,21,4,17,4,-,4,8,-,8,-,2,2,2,-,-,-,-,-,-,-,-,18,12,-,-,2,-
S00171014,46,24,19,4,15,1,-,1,7,2,2,-,-,-,-,-,-,-,-,-,-,-,-,21,19,-,1,-,2
S00171015,46,26,20,3,18,-,-,-,5,2,3,1,-,-,-,-,-,-,-,-,-,-,-,20,22,-,1,1,-
S00171016,72,37,32,7,28,1,-,1,5,3,1,2,-,-,-,-,-,-,-,-,-,-,-,32,24,-,-,5,-
S00171017,72,27,19,3,16,2,2,2,4,1,3,2,-,-,-,-,-,-,-,-,-,-,-,43,37,2,1,3,-
S00171018,78,44,38,8,27,-,-,-,8,1,5,2,1,1,1,-,-,-,-,-,-,-,-,33,35,-,-,2,1
S00171019,47,15,11,3,8,-,-,-,1,-,1,2,-,-,-,-,-,-,-,-,-,-,-,30,26,-,-,3,-
S00171020,84,45,33,9,24,-,-,-,11,4,5,1,-,-,-,-,-,-,-,-,-,-,-,39,38,-,-,-,1
S00171021,71,48,38,6,32,2,-,2,8,2,6,-,-,-,-,-,-,-,-,-,-,-,-,23,18,-,-,4,1
S00171022,30,20,17,3,14,3,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,9,-,-,1,-
S00171023,42,27,17,-,17,1,-,1,8,3,5,1,-,-,-,-,-,-,-,-,-,-,-,15,13,-,-,1,1
S00171024,48,33,24,3,21,-,-,-,9,2,5,-,-,-,-,-,-,-,-,-,-,-,-,15,14,-,-,-,-
S00171025,56,40,31,6,25,6,-,6,2,1,3,-,-,-,-,-,-,-,-,-,-,-,-,19,19,-,-,-,-
S00171026,42,22,15,1,12,4,-,4,4,1,3,-,-,-,-,-,-,-,-,-,-,-,-,19,18,-,-,-,-
S00171027,60,30,25,5,20,2,-,1,3,-,3,1,-,-,-,-,-,-,-,-,-,-,-,29,26,-,1,-,-
S00171028,44,31,23,2,24,2,1,1,5,1,4,-,-,-,-,-,-,-,-,-,-,-,-,13,12,-,-,-,1
S00171029,75,52,40,11,32,4,-,4,10,4,4,-,1,1,-,1,-,-,-,-,-,-,-,22,18,1,-,4,-
S00171030,32,20,13,3,10,-,-,-,7,1,10,-,-,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-
S00171031,41,28,19,5,14,1,-,1,7,4,3,-,-,-,-,-,-,-,-,-,-,-,-,13,11,-,-,2,-
S00171032,82,54,46,10,39,6,-,6,2,-,2,-,1,1,-,1,-,-,-,-,-,-,-,27,21,-,1,1,2
S00171033,40,24,21,-,21,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,15,-,-,-,1
S00171034,50,20,16,2,14,-,-,-,3,-,3,1,-,-,-,-,-,-,-,-,-,-,-,26,25,2,-,1,-
S00171035,41,23,18,1,17,-,-,-,4,2,3,-,-,-,-,-,-,-,-,-,-,-,-,18,15,-,-,1,1
S00171036,50,24,23,6,17,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,28,20,-,1,2,1
S00171037,38,20,17,-,17,-,-,-,2,1,2,-,-,-,-,-,-,-,-,-,-,-,-,18,17,-,2,-,1
S00171038,70,31,23,3,19,2,-,2,5,1,4,1,-,-,-,-,-,-,-,-,-,-,-,36,29,-,2,8,1
S00171039,30,20,14,-,14,1,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,8,-,-,-,2
S00171040,80,38,31,4,27,-,-,-,4,-,4,3,-,-,-,-,-,-,-,-,-,-,-,40,30,-,4,3,2
S00171041,70,46,40,7,31,-,-,-,3,3,-,1,-,-,-,-,-,-,-,-,-,-,-,24,18,-,-,5,-
S00171042,52,30,28,2,26,-,-,-,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,22,7,-,4,6,1
S00171043,78,44,34,1,34,3,-,3,6,2,4,1,-,-,-,-,-,-,-,-,-,-,-,34,31,-,2,2,-
S00171044,39,24,21,1,22,1,-,1,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,15,13,-,1,1,-
S00171045,51,33,30,5,25,-,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,18,11,-,2,5,-
S00171046,59,39,32,4,28,2,-,2,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,21,12,2,-,6,5
S00171047,52,35,30,3,23,2,-,2,4,-,4,-,-,-,-,-,-,-,-,-,-,-,-,17,5,2,3,6,2
S00171048,59,35,25,7,18,5,-,5,5,1,4,-,-,-,-,-,-,-,-,-,-,-,-,22,20,1,-,2,-
S00171049,59,45,31,5,26,5,-,5,6,-,6,2,-,-,-,-,-,-,-,-,-,-,-,16,13,-,1,-,3
S00171050,47,29,25,2,21,-,-,-,4,2,2,-,1,-,-,-,-,-,-,1,1,-,-,17,17,-,2,1,1
S00171051,40,23,23,1,18,-,-,-,-,-,-,-,1,1,-,1,-,-,-,-,-,-,-,17,16,-,2,1,1
S00171052,68,48,37,6,37,2,-,2,4,3,4,-,2,2,2,-,-,-,-,-,-,-,-,23,13,-,-,-,4
S00171053,80,46,30,1,29,3,-,3,16,2,14,1,-,-,-,-,-,-,-,-,-,-,-,28,24,-,3,3,-
S00171054,58,31,25,3,20,4,-,4,3,-,3,1,-,-,-,-,-,-,-,-,-,-,-,26,21,-,-,5,-
S00171055,60,38,32,4,26,2,-,2,4,-,4,-,-,-,-,-,-,-,-,-,-,-,-,25,20,-,-,2,-
S00171056,40,24,20,2,17,1,-,1,3,-,3,-,-,-,-,-,-,-,-,-,-,-,-,13,10,-,2,1,1
S00171057,33,22,12,-,12,1,-,1,9,2,6,-,-,-,-,-,-,-,-,-,-,-,-,11,9,1,-,-,1
S00171058,39,29,19,1,18,3,1,4,7,-,7,-,-,-,-,-,-,-,-,-,-,-,-,10,10,-,-,-,-
S00171059,70,39,32,6,26,2,-,2,4,1,3,2,-,-,-,-,-,-,-,-,-,-,-,31,31,-,-,-,-
S00171060,56,32,15,2,18,5,-,5,10,3,7,-,-,-,-,-,-,-,-,-,-,-,-,24,17,-,3,3,-
S00171061,68,43,32,5,27,6,-,6,6,3,3,-,-,-,-,-,-,-,-,-,-,-,-,25,25,-,-,-,-
S00171062,40,25,21,5,13,4,-,4,4,-,4,-,-,-,-,-,-,-,-,-,-,-,-,15,14,-,1,-,-
S00171063,59,27,17,2,13,2,-,2,7,3,4,2,-,-,-,-,-,-,-,-,-,-,-,32,31,-,-,-,-
S00171064,60,49,32,4,28,7,-,7,10,-,10,-,-,-,-,-,-,-,-,-,-,-,-,11,11,-,-,-,-
S00171065,59,32,24,4,20,3,-,3,8,1,7,-,-,-,-,-,-,-,-,-,-,-,-,24,23,-,-,1,-
S00171066,73,46,27,6,24,3,-,3,14,3,11,1,-,-,-,-,-,-,-,-,-,-,-,27,27,-,-,-,-
S00171067,66,36,27,5,22,-,-,-,6,1,7,-,-,-,-,-,-,-,-,-,-,-,-,26,18,-,1,6,1
S00171068,29,18,11,2,9,4,-,4,4,1,3,-,-,-,-,-,-,-,-,-,-,-,-,11,9,-,-,1,1
S00171069,35,23,19,2,17,-,-,-,4,-,4,-,-,-,-,-,-,-,-,-,-,-,-,12,11,-,-,-,-
S00171070,45,33,26,5,21,3,-,3,4,-,4,-,-,-,-,-,-,-,-,-,-,-,-,8,7,-,-,-,1
S00171071,30,16,15,-,15,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,14,12,-,-,1,-
S00171072,39,21,14,5,9,-,-,-,7,1,6,-,-,-,-,-,-,-,-,-,-,-,-,18,17,-,1,-,-
S00171073,39,27,23,3,20,-,-,-,4,1,3,-,-,-,-,-,-,-,-,-,-,-,-,13,13,-,-,-,-
S00171074,45,30,27,4,23,-,-,-,3,1,2,-,-,-,-,-,-,-,-,-,-,-,-,16,13,-,1,3,1
S00171075,34,23,16,2,14,3,-,3,1,1,3,-,-,-,-,-,-,-,-,-,-,-,-,10,9,-,-,1,-
S00171076,71,49,30,2,31,8,-,8,8,4,7,-,-,-,-,-,-,-,-,-,-,-,-,22,14,-,5,2,-
S00171077,49,30,26,3,23,1,1,-,2,1,2,-,1,1,-,1,-,-,-,-,-,-,-,18,18,-,-,-,-
S00171078,50,46,32,4,27,2,-,2,10,1,6,1,2,2,2,-,-,-,-,-,-,-,-,6,6,-,-,-,-
S00171079,60,39,21,5,14,5,-,5,9,1,8,1,-,-,-,-,-,-,-,-,-,-,-,21,21,-,-,-,-
S00171080,60,43,30,2,25,6,2,4,6,2,4,1,-,-,-,-,-,-,-,-,-,-,-,17,16,-,-,-,3
S00171081,55,36,31,7,24,-,-,-,5,-,5,-,-,-,-,-,-,-,-,-,-,-,-,26,17,-,-,4,2
S00171082,55,34,26,3,23,3,1,2,5,-,5,-,-,-,-,-,-,-,-,-,-,-,-,18,17,-,-,1,-
S00171083,58,28,25,7,18,1,-,1,6,-,6,-,-,-,-,-,-,-,-,-,-,-,-,26,25,-,-,-,2
S00171084,70,39,29,3,26,6,-,6,6,1,4,2,-,-,-,-,-,-,-,-,-,-,-,28,24,-,-,3,1
S00171085,54,20,12,5,9,1,-,1,5,-,5,-,1,-,-,-,1,1,-,-,-,-,-,33,28,-,2,3,-
S00171086,36,26,22,3,17,-,1,1,3,1,1,1,-,-,-,-,-,-,-,-,-,-,-,10,10,-,-,-,-
S00171087,68,43,33,4,28,6,-,6,5,4,1,-,1,1,-,1,-,-,-,-,-,-,-,25,24,-,1,-,-
S00171088,35,24,17,1,16,-,-,-,7,-,7,-,1,1,-,1,-,-,-,-,-,-,-,10,9,-,-,1,-
S00171089,48,33,23,2,21,-,-,-,5,1,4,-,-,-,-,-,-,-,-,-,-,-,-,19,17,-,-,1,-
S00171090,63,48,30,3,25,7,-,7,12,1,9,1,-,-,-,-,-,-,-,-,-,-,-,15,13,-,-,-,2
S00171091,29,16,9,-,9,1,-,1,4,-,4,-,-,-,-,-,-,-,-,-,-,-,-,13,11,-,-,1,-
S00171092,62,46,38,4,34,2,-,2,6,1,5,-,-,-,-,-,-,-,-,-,-,-,-,16,14,-,1,-,-
S00171093,82,53,45,8,37,2,-,2,6,3,3,-,-,-,-,-,-,-,-,-,-,-,-,29,20,1,3,4,1
S00171094,56,26,23,4,21,-,-,-,3,-,3,-,2,2,1,5,-,-,-,-,-,-,-,26,26,-,-,-,1
S00171095,53,36,23,-,21,7,-,7,6,2,4,-,-,-,-,-,-,-,-,-,-,-,-,15,15,-,-,-,-
S00171096,76,65,59,6,51,4,-,4,2,-,2,3,-,-,-,-,-,-,-,-,-,-,-,15,3,-,4,2,1
S00171097,61,42,30,4,26,6,-,6,6,2,3,-,-,-,-,-,-,-,-,-,-,-,-,19,18,-,-,-,1
S00171098,58,34,24,4,20,2,-,2,8,-,6,-,-,-,-,-,-,-,-,-,-,-,-,21,21,-,-,-,-
S00171099,36,19,18,3,15,1,-,1,-,-,-,-,4,1,-,1,1,-,1,-,-,-,-,18,11,-,-,4,2
S00171100,48,32,24,2,22,6,2,5,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,20,16,-,-,3,2
S00171101,68,35,32,8,24,-,-,-,2,-,2,1,1,1,-,1,-,-,-,-,-,-,-,28,28,-,3,2,-
S00171102,65,39,32,6,27,-,-,-,6,2,4,1,-,-,-,-,-,-,-,-,-,-,-,27,19,-,2,3,2
S00171103,51,29,22,4,18,4,-,4,4,-,4,1,-,-,-,-,-,-,-,-,-,-,-,21,16,-,2,8,-
S00171104,46,32,29,10,23,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,13,7,-,1,1,1
S00171105,50,35,25,3,20,1,-,1,6,4,2,1,-,-,-,-,-,-,-,-,-,-,-,17,17,-,-,-,-
S00171106,44,28,26,7,22,-,-,-,2,2,1,-,1,-,-,-,-,-,-,1,-,1,-,11,9,1,-,3,2
S00171107,66,46,31,2,29,5,-,5,10,1,9,-,1,1,-,1,-,-,-,-,-,-,-,19,10,-,2,2,-
S00171108,61,45,39,5,34,1,-,1,4,-,4,1,-,-,-,-,-,-,-,-,-,-,-,17,14,1,-,1,2
S00171109,61,33,24,3,21,1,-,1,8,5,8,-,2,-,-,-,-,-,-,2,-,2,-,29,23,-,-,1,1
S00171110,48,35,30,6,24,-,-,-,5,1,7,-,2,2,-,2,-,-,-,-,-,-,-,12,12,-,-,1,-
S00171111,71,41,34,3,32,-,-,-,8,1,7,-,-,-,-,-,-,-,-,-,-,-,-,29,27,-,1,-,1
S00171112,57,36,32,5,24,1,-,1,7,1,6,3,1,-,-,-,-,-,-,-,-,-,1,20,16,-,-,3,2
S00171113,62,46,20,5,15,14,-,14,9,4,5,-,-,-,-,-,-,-,-,-,-,-,-,16,15,-,-,1,-
