Scotland's Census 2022 - National Records of Scotland
Table UV205 - Religion
All people

,"All people","Church of Scotland","Roman Catholic","Other Christian","Buddhist","Hindu","Jewish","Muslim","Sikh","Pagan","Other religion","No religion","Religion not stated"
"S00179924",99,28,34,4,-,-,-,-,-,-,-,33,2
"S00179925",176,45,47,3,-,-,-,3,-,-,-,75,9
"S00179926",93,27,13,4,-,-,-,-,-,-,-,40,13
"S00179927",61,11,21,-,-,-,-,-,-,-,-,30,2
"S00179928",100,20,37,-,1,-,-,4,-,-,-,24,10
"S00179929",85,13,29,-,3,-,-,-,-,-,-,35,5
"S00179930",158,26,48,-,-,-,-,4,-,-,-,63,12
"S00179931",143,14,41,1,-,3,-,-,-,-,-,75,7
"S00179932",80,16,19,5,1,-,-,4,-,-,-,32,3
"S00179933",84,26,17,3,-,-,-,3,-,-,-,33,-
"S00179934",99,17,48,-,-,-,-,-,-,-,-,31,6
"S00179935",80,17,19,1,-,-,-,-,-,-,-,41,3
"S00179936",80,16,29,-,-,-,-,-,-,-,1,27,7
"S00179937",177,54,45,2,-,-,-,-,-,-,-,67,10
"S00179938",103,26,27,5,-,-,-,-,-,-,-,44,5
"S00179939",80,22,34,4,-,-,-,-,-,-,-,17,4
"S00179940",110,25,29,1,-,-,-,4,-,-,-,37,10
"S00179941",72,22,22,1,-,-,-,-,-,-,-,27,-
"S00179942",127,41,39,-,-,-,-,-,-,-,-,33,12
"S00179943",74,18,16,1,-,-,-,-,-,-,-,37,2
"S00179944",153,26,45,-,-,-,-,2,-,-,-,79,5
"S00179945",62,7,14,4,-,-,-,-,-,-,-,21,10
"S00179946",83,14,19,4,-,-,2,4,-,-,-,36,9
"S00179947",157,33,53,-,-,-,-,-,-,-,-,59,11
"S00179948",96,25,35,-,-,-,-,-,-,-,-,33,5
"S00179949",108,36,25,2,-,-,-,-,-,-,1,34,10
"S00179950",76,18,26,4,1,-,-,-,-,-,-,22,2
"S00179951",78,15,31,4,-,-,-,-,-,-,-,25,3
"S00179952",125,21,31,7,2,-,-,-,-,-,-,53,10
"S00179953",84,13,22,4,-,-,-,-,-,-,-,39,3
"S00179954",140,27,31,4,-,-,-,-,-,-,-,73,5
"S00179955",80,14,20,-,-,-,-,-,-,-,-,40,6
"S00179956",112,18,41,2,-,-,-,-,-,-,-,47,4
"S00179957",126,27,54,3,-,-,-,2,-,-,-,34,5
"S00179958",123,20,24,1,-,-,-,-,-,1,-,68,8
"S00179959",124,44,36,2,-,-,-,-,-,1,-,39,2
"S00179960",97,19,43,6,-,-,-,-,-,-,-,32,-
"S00179961",96,26,28,4,-,-,-,-,-,-,-,36,8
"S00179962",80,8,25,3,1,-,-,-,-,-,1,37,5
"S00179963",125,25,41,4,-,-,-,-,-,-,-,41,11
"S00179964",79,21,21,2,-,-,-,-,-,-,-,28,7
"S00179965",117,27,34,8,-,-,-,-,-,1,-,40,2
"S00179966",82,10,25,4,-,-,-,-,-,-,-,31,8
"S00179967",102,14,34,-,-,-,-,6,-,-,-,43,3
"S00179968",73,16,18,-,-,-,-,-,-,-,-,33,4
"S00179969",79,7,29,4,-,-,-,-,-,-,-,34,4
"S00179970",68,14,22,-,-,-,-,-,-,-,-,22,2
"S00179971",96,25,21,-,-,-,-,-,-,-,1,35,13
"S00179972",114,31,35,2,-,-,-,2,-,-,-,37,8
"S00179973",118,18,23,15,-,-,-,-,-,-,-,55,6
"S00179974",111,27,23,2,-,-,1,-,-,-,-,58,3
"S00179975",108,14,37,1,-,2,-,1,-,-,-,51,-
"S00179976",156,38,56,1,-,-,-,-,-,-,-,42,14
"S00179977",133,27,43,3,-,-,-,-,-,1,-,59,-
"S00179978",60,12,12,2,-,-,-,-,-,-,-,24,10
"S00179979",94,15,36,1,-,-,-,-,-,1,-,38,3
"S00179980",161,21,61,5,-,-,-,-,-,-,-,62,16
"S00179981",61,20,11,-,1,-,-,-,-,-,-,26,3
"S00179982",121,22,48,-,-,-,-,-,4,1,-,40,6
"S00179983",124,11,46,2,-,-,-,-,-,-,-,48,9
"S00179984",97,13,15,7,-,-,-,18,-,-,-,30,14
"S00179985",110,28,37,4,-,-,-,-,-,-,-,34,7
"S00179986",80,25,24,3,-,-,-,-,-,-,-,21,9
"S00179987",96,17,22,-,-,-,-,-,-,2,-,45,6
"S00179988",135,27,36,4,-,-,-,-,-,-,-,62,7
"S00179989",153,31,54,9,-,-,-,-,-,1,-,57,2
"S00179990",109,10,32,-,-,-,-,-,-,-,-,50,12
"S00179991",103,10,20,12,-,-,-,-,-,-,-,49,12
"S00179992",78,26,23,-,1,-,-,-,-,-,-,23,6
"S00179993",92,12,30,-,-,-,-,-,-,-,-,41,9
"S00179994",90,13,26,-,-,-,-,-,-,-,-,41,8
"S00179995",124,29,35,6,-,-,-,-,-,-,-,38,15
"S00179996",92,28,21,-,-,2,-,-,-,-,-,37,8
"S00179997",104,22,35,2,-,-,-,2,-,-,-,39,1
"S00179998",108,10,45,-,-,-,-,-,-,-,-,46,5
"S00179999",130,17,53,7,-,5,-,-,-,-,-,38,10
"S00180000",94,10,40,2,-,-,-,-,-,-,-,36,9
"S00180001",127,30,24,8,-,-,-,-,-,-,-,62,3
"S00180002",145,30,52,-,-,-,-,-,-,3,-,57,5
"S00180003",145,17,61,6,-,-,-,-,-,-,-,46,15
"S00180004",120,14,45,-,-,-,-,-,-,-,-,45,13
"S00180005",152,37,47,-,-,-,-,-,-,-,-,54,13
"S00180006",152,17,43,9,-,-,-,4,-,-,-,71,9
"S00180007",156,21,47,9,-,-,-,-,-,-,-,74,5
"S00180008",82,26,29,2,-,-,-,-,-,-,-,21,3
"S00180009",96,6,42,2,-,-,-,-,-,-,-,43,3
"S00180010",105,26,30,2,-,-,-,3,-,-,-,38,6
"S00180011",161,24,46,4,-,-,-,-,-,-,-,84,3
"S00180012",130,30,39,1,-,-,-,-,-,-,-,51,9
"S00180013",91,15,35,2,-,-,-,-,-,1,-,36,3
"S00180014",85,25,26,1,-,-,-,-,-,-,-,28,5
"S00180015",120,23,24,4,-,-,-,-,-,1,-,61,9
"S00180016",78,19,16,5,-,-,-,-,-,-,-,28,5
"S00180017",131,7,31,4,-,-,-,15,-,-,-,64,10
"S00180018",108,21,40,1,-,-,-,-,-,-,-,43,4
"S00180019",107,23,28,-,-,-,-,-,-,-,-,46,6
"S00180020",142,23,40,1,-,-,-,-,-,-,-,67,10
"S00180021",149,31,55,7,-,-,-,-,-,-,-,54,2
"S00180022",136,15,26,3,-,-,-,1,-,2,-,85,5
"S00180023",104,7,24,-,4,2,-,2,-,-,-,60,4
"S00180024",102,10,18,-,3,3,-,-,-,-,-,59,10
"S00180025",87,9,30,-,-,-,-,-,-,1,-,38,8
"S00180026",80,17,30,-,-,-,-,-,-,-,1,29,5
"S00180027",117,12,37,6,-,-,-,-,-,-,-,47,15
"S00180028",108,26,46,-,-,-,-,-,-,-,-,29,7
"S00180029",84,17,25,3,-,-,-,1,-,1,-,34,4
"S00180030",138,37,30,2,-,-,-,-,-,-,-,49,24
"S00180031",83,15,36,2,-,-,-,-,-,-,-,30,-
"S00180032",110,16,25,4,-,-,-,7,-,1,-,49,6
"S00180033",73,22,19,-,-,-,-,1,-,-,-,30,-
"S00180034",64,20,27,1,-,-,-,-,-,-,-,10,5
"S00180035",103,15,19,8,-,-,-,1,-,2,-,51,7
"S00180036",108,20,35,-,-,-,-,-,-,-,-,50,2
"S00180037",86,19,24,7,-,-,-,-,-,1,-,33,5
"S00180038",97,9,35,1,-,-,-,-,-,-,-,48,4
"S00180039",103,14,33,2,-,-,-,4,-,-,-,39,9
"S00180040",104,22,14,8,-,-,-,6,-,-,-,49,5
"S00180041",102,18,28,8,-,-,-,-,4,-,2,36,9
"S00180042",103,26,53,-,-,-,-,6,-,-,-,17,4
"S00180043",95,15,34,2,1,-,-,-,-,-,-,38,5
"S00180044",124,21,25,4,-,-,-,2,-,-,-,62,9
"S00180045",99,19,29,2,2,4,-,-,-,-,-,38,6
"S00180046",111,14,26,1,-,-,-,-,-,-,-,61,9
"S00180047",108,16,23,1,-,-,-,10,-,-,-,56,4
"S00180048",75,16,27,-,-,-,-,-,2,-,-,28,1
"S00180049",75,10,27,1,-,-,-,10,-,-,-,28,1
"S00180050",123,18,41,2,-,-,-,-,-,-,-,47,16
"S00180051",72,19,19,2,-,-,-,-,-,-,-,23,7
"S00180052",121,11,43,-,1,-,-,2,-,-,1,53,10
"S00180053",90,12,35,-,-,-,-,1,-,1,-,29,12
"S00180054",130,18,33,-,2,-,-,-,-,-,-,70,10
"S00180055",84,18,19,4,-,-,-,-,-,1,1,34,5
"S00180056",237,70,62,7,-,-,-,1,-,-,-,85,11
"S00180057",114,18,45,-,-,-,-,11,-,-,-,43,2
"S00180058",143,20,45,5,-,-,-,-,-,-,-,66,9
"S00180059",92,19,31,3,-,-,-,-,-,-,-,37,2
"S00180060",112,12,39,2,-,-,-,-,2,-,-,46,12
"S00180061",131,13,55,2,-,-,-,-,1,1,-,53,7
"S00180062",74,28,23,4,2,-,-,-,-,-,-,19,2
"S00180063",88,20,22,-,-,-,-,-,-,-,-,42,7
"S00180064",117,12,43,1,-,-,-,-,-,-,-,55,4
"S00180065",73,7,14,-,-,1,-,-,-,-,-,37,10
"S00180066",169,15,48,7,1,1,-,-,-,-,-,78,14
"S00180067",70,15,23,4,-,-,-,-,-,-,-,28,7
"S00180068",77,16,17,-,1,-,-,4,10,-,-,21,8
"S00180069",112,10,30,5,2,1,-,11,-,-,-,44,10
"S00180070",158,27,55,1,-,-,-,6,-,-,-,61,5
"S00180071",100,15,32,2,-,-,-,1,-,-,-,40,10
"S00180072",80,10,33,3,-,-,-,-,-,-,2,27,6
"S00180073",109,20,25,3,-,-,-,5,-,-,-,52,6
"S00180074",93,10,35,4,-,-,-,-,-,-,1,31,9
"S00180075",74,9,32,-,-,-,-,-,3,-,-,27,2
"S00180076",89,16,17,5,-,-,-,-,-,-,-,47,6
"S00180077",145,19,41,2,-,-,-,-,-,-,-,70,13
"S00180078",70,21,18,4,-,-,-,-,-,1,-,25,2
"S00180079",143,19,62,2,-,-,-,-,-,-,-,50,10
"S00180080",84,11,28,4,-,-,-,3,-,-,-,38,-
"S00180081",100,18,14,3,-,-,-,3,-,-,-,60,6
"S00180082",76,17,31,1,-,-,-,-,-,-,-,18,9
"S00180083",99,12,35,6,-,-,-,-,-,-,-,43,2
"S00180084",83,16,20,1,1,-,-,-,-,-,-,31,11
"S00180085",90,13,18,4,4,-,-,-,-,-,-,45,9
"S00180086",103,20,24,3,-,-,-,1,-,-,-,44,9
"S00180087",159,26,33,9,-,-,-,13,-,-,2,64,8
"S00180088",151,6,14,7,-,-,-,55,-,2,2,54,13
"S00180089",107,17,23,4,-,-,-,-,-,-,5,60,6
"S00180090",69,24,15,-,-,-,-,-,-,-,-,22,8
"S00180091",84,7,18,-,13,-,-,10,-,1,-,22,6
"S00180092",107,24,22,1,-,-,-,-,-,1,1,54,4
"S00180093",93,17,21,2,1,-,-,-,-,-,-,42,8
"S00180094",137,37,41,3,4,4,-,3,-,-,-,44,1
"S00180095",93,8,19,3,-,-,-,1,-,1,1,56,4
"S00180096",147,22,47,5,-,-,-,-,5,-,-,63,10
"S00180097",100,12,35,1,-,-,-,-,-,-,-,45,9
"S00180098",95,24,18,4,1,-,-,-,-,-,-,44,8
"S00180099",103,14,14,1,1,-,-,-,-,-,-,64,8
"S00180100",79,17,16,3,1,-,-,-,-,-,-,44,2
"S00180101",102,7,22,2,-,-,-,-,4,-,-,62,6
"S00180102",144,21,43,-,-,-,-,3,-,1,-,70,6
"S00180103",85,12,41,1,-,-,-,-,-,-,-,30,-
"S00180104",107,15,37,-,-,-,-,-,-,-,1,45,9
"S00180105",103,14,40,-,-,-,-,6,-,-,-,40,3
"S00180106",100,23,25,2,-,-,-,-,-,1,-,43,6
"S00180107",82,19,16,3,-,-,-,11,-,3,-,33,-
"S00180108",111,20,26,-,-,-,-,-,-,-,-,58,7
"S00180109",202,27,60,3,1,-,-,7,-,-,-,105,2
"S00180110",154,26,49,4,-,-,2,-,-,-,-,65,8
"S00180111",117,14,32,1,-,-,-,-,-,-,-,64,3
"S00180112",117,15,28,4,5,-,-,5,-,-,1,48,11
"S00180113",73,3,15,-,-,-,-,-,-,1,1,48,4
"S00180114",108,22,37,2,1,-,-,-,-,-,-,38,10
"S00180115",83,12,21,1,-,-,-,-,-,-,-,39,8
"S00180116",81,22,20,-,-,-,-,-,-,-,-,32,8
"S00180117",72,10,14,3,-,-,-,-,-,-,-,45,-
"S00180118",95,9,30,2,-,-,-,-,-,-,-,49,4
"S00180119",167,35,43,7,-,-,-,-,-,-,-,68,14
"S00180120",70,12,10,-,-,-,-,3,-,-,-,36,7
"S00180121",158,25,35,5,-,-,-,9,-,-,-,75,10
"S00180122",137,27,31,6,-,2,-,14,-,-,-,54,5
"S00180123",133,22,27,8,-,-,-,-,-,-,2,64,13
"S00180124",150,35,27,1,-,-,-,12,-,3,1,53,17
"S00180125",136,21,28,1,-,-,-,12,-,-,-,69,2
"S00180126",85,27,17,2,1,-,-,-,-,-,1,27,9
"S00180127",68,19,22,8,-,-,-,1,-,-,2,20,1
"S00180128",66,8,21,1,-,-,-,-,-,-,1,23,14
"S00180129",61,7,17,1,-,-,-,-,-,-,-,32,4
"S00180130",114,5,21,2,-,-,-,-,-,-,-,73,11
"S00180131",101,17,44,-,-,-,-,-,-,-,-,30,8
"S00180132",83,9,24,-,1,-,-,-,-,-,1,37,11
"S00180133",163,30,44,3,-,-,-,-,-,1,-,79,6
"S00180134",145,25,36,-,-,1,-,2,-,2,-,63,11
"S00180135",61,7,20,5,-,-,-,-,-,-,-,28,-
"S00180136",84,14,17,2,-,5,-,9,8,-,2,17,8
"S00180137",90,8,22,5,-,-,-,3,-,-,-,43,8
"S00180138",154,29,43,1,-,-,-,-,8,-,-,67,5
"S00180139",100,9,43,3,-,-,-,-,-,2,-,39,4
"S00180140",80,7,46,7,-,-,-,-,-,-,-,15,4
"S00180141",92,7,35,2,1,-,-,-,-,-,-,37,7
"S00180142",164,28,51,4,-,-,-,1,-,2,-,60,18
"S00180143",163,41,50,3,-,-,-,-,-,2,-,57,7
"S00180144",83,8,21,2,-,-,-,-,-,5,-,49,5
"S00180145",141,8,48,5,-,-,-,7,-,1,-,63,6
"S00180146",92,23,21,1,-,-,-,-,-,-,-,45,2
"S00180147",81,11,23,1,-,-,-,-,-,1,-,42,3
"S00180148",77,6,33,3,-,-,-,-,-,-,-,38,1
"S00180149",127,16,53,-,-,-,-,-,-,3,-,51,5
"S00180150",113,13,41,1,1,-,-,-,-,-,-,45,14
"S00180151",95,12,16,5,-,-,-,3,-,-,-,47,10
"S00180152",108,10,36,1,-,-,-,-,-,1,-,46,12
"S00180153",75,5,37,2,-,-,-,-,-,-,-,26,5
"S00180154",162,11,83,-,-,-,-,2,-,-,-,49,16
"S00180155",132,30,37,10,-,-,-,-,-,1,-,45,9
"S00180156",106,7,33,-,2,-,-,-,-,-,-,61,4
"S00180157",70,6,30,-,-,-,-,-,-,-,-,28,7
"S00180158",95,7,20,-,-,1,-,7,-,1,-,55,3
"S00180159",166,17,80,1,-,-,-,3,-,-,-,53,13
"S00180160",67,14,13,1,-,-,-,-,-,1,-,28,10
"S00180161",177,20,83,2,-,-,-,5,4,-,-,55,7
"S00180162",73,11,37,2,-,-,-,-,-,-,-,17,6
"S00180163",106,30,28,4,-,-,-,4,-,-,-,35,5
"S00180164",128,17,37,5,-,-,-,3,-,1,-,60,4
"S00180165",66,9,30,-,-,-,-,-,-,-,-,23,4
"S00180166",142,21,48,-,-,-,-,-,-,1,-,68,4
"S00180167",113,11,52,-,-,-,-,-,-,-,-,42,7
"S00180168",156,17,50,9,-,-,-,-,-,-,-,69,7
"S00180169",104,10,43,2,-,-,-,-,-,-,1,47,1
"S00180170",86,9,48,-,-,-,-,1,-,-,-,22,1
"S00180171",89,5,31,-,-,2,-,6,5,-,-,36,6
"S00180172",118,22,37,6,-,-,-,-,-,-,-,51,4
"S00180173",110,9,55,1,-,-,-,-,-,-,-,38,8
"S00180174",95,12,32,1,-,-,-,-,-,-,-,46,7
"S00180175",83,4,40,4,-,1,2,-,-,5,-,17,14
"S00180176",87,9,26,4,-,2,-,-,-,-,-,41,7
"S00180177",106,10,19,3,-,-,-,6,-,-,-,63,6
"S00180178",81,6,24,3,-,-,-,2,-,-,3,40,1
"S00180179",77,14,26,2,-,-,-,-,-,-,-,33,2
"S00180180",68,6,19,-,-,-,-,-,-,-,2,37,4
"S00180181",82,5,36,-,-,-,-,-,-,-,-,38,3
"S00180182",72,5,21,3,-,-,-,-,-,-,-,43,-
"S00180183",84,12,26,1,-,-,-,-,-,-,-,41,1
"S00180184",120,21,58,3,-,-,-,-,-,-,-,26,8
"S00180185",120,19,35,1,-,-,-,4,-,-,1,53,8
"S00180186",85,10,19,8,-,-,-,-,-,-,-,40,7
"S00180187",67,9,18,-,-,-,-,1,-,-,-,35,4
"S00180188",126,15,56,-,-,-,-,-,-,-,-,40,10
"S00180189",127,42,31,5,-,-,-,-,-,-,1,45,10
"S00180190",154,25,70,-,-,-,-,1,-,1,1,47,12
"S00180191",146,54,37,3,-,-,-,-,-,1,-,37,11
"S00180192",109,17,58,1,1,-,-,1,-,1,-,33,4
"S00180193",96,19,34,3,-,-,-,2,-,-,-,40,-
"S00180194",74,13,25,-,-,-,-,-,-,-,-,26,5
"S00180195",86,16,20,9,-,-,-,1,-,-,-,33,11
"S00180196",74,5,46,6,-,-,-,2,-,-,-,17,-
"S00180197",68,9,12,7,-,-,-,1,-,-,-,38,-
"S00180198",79,14,4,6,-,-,-,-,-,-,-,51,2
"S00180199",187,44,12,14,-,-,-,-,-,-,-,98,15
"S00180200",102,31,12,6,2,-,-,-,-,-,-,50,2
"S00180201",136,32,16,3,-,3,-,1,-,1,-,70,9
"S00180202",85,19,5,12,-,-,-,4,-,-,-,37,8
"S00180203",163,22,9,10,-,-,-,-,-,-,-,103,15
"S00180204",163,42,17,6,-,-,-,-,-,-,-,89,8
"S00180205",119,30,7,7,1,-,-,1,-,-,-,56,14
"S00180206",115,14,16,9,-,-,1,6,-,-,-,60,4
"S00180207",132,47,6,10,-,2,-,-,-,-,-,52,11
"S00180208",145,36,16,15,-,-,-,-,-,-,-,70,8
"S00180209",137,27,23,3,-,-,-,2,-,-,-,79,8
"S00180210",114,30,9,8,-,-,-,-,-,-,-,57,6
"S00180211",201,56,9,13,1,-,-,-,-,-,-,115,6
"S00180212",109,32,11,10,-,-,-,1,-,-,-,53,2
"S00180213",167,39,15,6,1,-,-,-,-,-,-,99,10
"S00180214",228,74,19,17,-,-,-,-,-,-,4,95,21
"S00180215",69,19,-,10,-,-,-,-,3,-,-,31,6
"S00180216",132,36,15,6,-,4,-,4,-,-,1,64,2
"S00180217",98,23,9,5,-,-,-,-,-,-,-,60,1
"S00180218",93,29,8,2,-,-,-,-,-,-,-,46,6
"S00180219",121,21,3,10,2,-,-,-,-,-,-,79,7
"S00180220",68,44,3,8,-,-,-,-,-,-,-,12,1
"S00180221",92,34,8,10,-,-,-,-,-,-,-,37,5
"S00180222",127,33,15,7,-,-,-,-,-,-,-,73,5
"S00180223",98,33,13,4,-,-,-,-,-,-,-,45,-
"S00180224",153,35,8,10,-,-,-,-,4,-,-,89,5
"S00180225",78,28,2,1,-,-,-,-,-,-,-,42,5
"S00180226",139,42,15,7,-,-,-,-,-,-,-,70,3
"S00180227",170,46,12,6,-,3,-,-,-,-,-,92,11
"S00180228",127,32,6,10,1,1,-,-,-,-,-,70,9
"S00180229",183,34,16,10,-,-,-,5,-,-,-,109,9
"S00180230",95,38,8,2,-,-,-,-,-,-,-,35,13
"S00180231",133,32,23,2,-,-,-,4,-,-,-,62,8
"S00180232",145,49,12,8,-,8,-,-,-,1,-,63,11
"S00180233",74,15,7,3,-,-,-,-,-,-,-,46,3
"S00180234",129,43,8,2,-,-,-,-,-,-,-,65,9
"S00180235",160,46,8,-,-,-,-,-,-,-,1,97,7
"S00180236",175,56,12,9,-,-,-,-,-,2,-,86,10
"S00180237",215,45,18,18,-,-,-,-,-,-,-,125,9
"S00180238",119,32,11,4,-,-,-,-,-,-,-,70,2
"S00180239",106,33,13,4,-,-,1,2,-,-,-,47,6
"S00180240",67,7,10,9,1,-,-,-,-,1,-,32,5
"S00180241",91,29,14,4,-,-,-,-,-,-,-,49,3
"S00180242",105,36,8,3,-,-,-,-,-,-,-,54,5
"S00180243",71,13,14,4,-,-,-,-,-,1,-,36,4
"S00180244",162,32,8,4,-,-,-,4,-,-,-,110,3
"S00180245",106,46,9,-,-,-,-,-,-,-,1,48,2
"S00180246",107,27,10,6,-,-,-,-,-,-,2,48,13
"S00180247",76,18,1,3,1,-,-,-,-,-,-,53,1
"S00180248",79,23,6,5,-,4,-,2,-,-,-,34,4
"S00180249",118,51,12,11,-,-,-,2,-,-,-,40,3
"S00180250",98,15,8,7,-,3,-,-,-,-,-,52,13
"S00180251",102,18,8,1,2,-,-,-,-,-,-,65,12
"S00180252",102,19,5,5,-,-,-,5,-,1,-,58,8
"S00180253",110,29,12,1,-,-,-,-,-,1,1,61,6
"S00180254",119,34,14,4,-,-,-,-,-,-,-,60,3
"S00180255",114,29,14,2,2,-,-,2,-,1,1,57,5
"S00180256",105,28,12,4,-,-,-,-,-,-,1,55,8
"S00180257",94,19,20,3,3,-,-,2,-,1,-,39,9
"S00180258",160,52,6,9,1,-,-,-,-,-,-,88,3
"S00180259",71,16,6,4,-,-,-,3,-,-,-,36,7
"S00180260",93,34,3,10,-,-,-,-,-,-,3,39,10
"S00180261",202,54,15,16,-,-,-,-,-,-,-,95,18
"S00180262",131,29,8,6,-,5,-,-,-,-,-,80,4
"S00180263",115,32,24,2,-,-,-,-,-,1,-,47,9
"S00180264",76,8,8,8,-,-,-,-,-,-,-,49,3
"S00180265",119,26,12,17,1,-,-,-,-,-,-,56,6
"S00180266",116,24,19,7,-,-,-,-,-,-,-,61,5
"S00180267",106,30,12,1,-,-,-,-,-,-,-,62,1
"S00180268",72,11,3,6,-,-,-,-,-,-,-,50,4
"S00180269",133,58,4,3,-,-,-,-,-,-,-,55,13
"S00180270",107,31,10,6,-,-,-,1,-,-,-,51,8
"S00180271",133,11,13,10,-,-,3,-,4,-,-,86,7
"S00180272",139,40,15,5,-,-,-,-,-,-,-,76,2
"S00180273",136,31,15,10,-,-,-,-,-,3,-,71,6
"S00180274",92,17,8,1,-,-,-,-,-,-,-,56,10
"S00180275",112,24,6,4,-,1,-,-,-,-,-,67,7
"S00180276",88,22,16,1,-,-,-,-,-,-,-,47,2
"S00180277",80,10,7,2,-,4,-,-,-,-,-,52,8
"S00180278",141,40,6,6,-,4,-,5,-,-,-,63,12
"S00180279",144,15,20,4,-,-,-,-,-,-,-,93,12
"S00180280",120,20,12,7,1,-,1,-,-,-,-,70,11
"S00180281",160,33,15,13,-,-,1,2,-,-,-,85,12
"S00180282",116,39,9,7,-,-,-,1,-,-,1,55,4
"S00180283",104,24,4,7,-,-,-,-,-,-,-,55,10
"S00180284",115,19,27,16,2,-,-,-,-,-,-,54,-
"S00180285",112,31,25,5,-,-,-,-,-,-,-,47,5
"S00180286",106,18,18,4,-,-,1,6,-,-,-,52,7
"S00180287",140,41,14,5,-,-,-,-,-,-,-,76,5
"S00180288",102,20,-,4,-,-,-,-,-,-,2,74,2
"S00180289",135,39,5,7,-,-,-,-,-,-,-,63,18
"S00180290",120,39,12,5,-,-,-,-,-,-,-,62,1
"S00180291",109,17,8,3,-,-,-,-,-,-,1,75,6
"S00180292",100,33,11,2,-,-,-,1,-,-,-,52,2
"S00180293",154,55,9,6,-,-,-,-,-,-,1,69,14
"S00180294",122,49,12,5,-,-,-,-,-,2,-,47,10
"S00180295",119,36,5,5,-,-,-,-,-,-,-,72,1
"S00180296",131,24,18,11,-,1,-,-,-,-,-,69,3
"S00180297",121,31,9,10,-,-,-,-,-,-,-,66,4
"S00180298",100,19,11,3,1,-,-,-,-,1,-,54,10
"S00180299",131,46,13,18,-,-,-,-,-,2,-,51,6
"S00180300",84,27,7,10,-,-,-,-,-,-,-,38,4
"S00180301",111,14,14,6,-,-,-,-,-,-,-,68,5
"S00180302",148,50,6,10,-,-,-,-,-,-,-,77,7
"S00180303",121,39,9,3,-,-,-,-,-,-,-,68,5
"S00180304",158,37,15,13,-,-,-,-,-,2,1,83,6
"S00180305",96,15,11,2,-,-,-,4,-,1,-,57,6
"S00180306",91,32,16,11,-,2,-,-,-,-,-,30,2
"S00180307",66,10,17,2,-,4,-,-,-,-,-,21,10
"S00180308",205,53,17,8,1,4,-,-,-,-,-,100,23
"S00180309",161,39,11,12,-,-,-,-,-,-,-,87,9
"S00180310",82,13,5,5,-,-,-,-,-,-,-,52,4
"S00180311",119,20,14,13,-,-,-,2,-,-,-,60,8
"S00180312",172,49,5,8,-,1,1,-,-,-,-,87,22
"S00180313",70,14,7,7,-,-,-,-,-,-,-,30,8
"S00180314",168,47,21,14,-,-,-,1,-,3,-,79,7
"S00180315",77,19,3,-,-,4,-,4,-,-,-,46,2
"S00180316",202,14,32,9,-,19,-,-,-,-,-,116,13
"S00180317",67,6,5,5,-,6,-,-,-,-,-,41,4
"S00180318",126,20,17,1,-,-,-,-,-,-,2,86,1
"S00180319",85,23,8,-,-,-,-,-,-,-,-,48,6
"S00180320",131,41,12,2,-,-,-,-,-,-,-,67,12
"S00180321",101,25,21,2,-,-,-,-,-,-,-,48,5
"S00180322",138,21,17,9,-,-,-,-,-,-,-,86,7
"S00180323",95,10,15,-,-,-,-,-,-,-,-,68,4
"S00180324",105,12,8,5,-,6,-,-,-,-,-,74,7
"S00180325",93,8,2,3,-,-,-,-,-,-,2,67,10
"S00180326",110,7,12,5,2,4,-,9,-,-,-,63,7
"S00180327",144,33,13,7,-,-,-,4,1,-,-,69,14
"S00180328",129,38,17,3,1,-,-,-,-,1,-,61,9
"S00180329",189,27,17,11,-,10,-,-,-,-,-,107,15
"S00180330",68,13,6,1,2,-,-,-,-,-,-,45,-
"S00180331",159,17,23,2,-,1,-,8,4,-,-,95,7
"S00180332",169,17,25,12,1,-,1,3,6,-,-,96,7
"S00180333",120,17,23,3,-,-,-,-,-,-,-,72,7
"S00180334",116,10,19,2,-,4,2,4,-,-,-,65,8
"S00180335",206,10,12,6,2,7,-,4,-,-,-,156,8
"S00180336",173,20,19,5,-,3,-,3,-,1,-,118,7
"S00180337",112,19,12,10,-,-,-,-,-,-,1,63,10
"S00180338",118,29,21,13,-,-,-,1,-,-,-,53,-
"S00180339",94,27,7,-,-,-,-,-,-,-,-,47,10
"S00180340",160,25,13,13,-,-,1,3,-,-,-,95,10
"S00180341",80,9,15,2,-,-,-,-,-,1,1,48,4
"S00180342",96,21,18,7,-,-,-,-,-,-,-,44,6
"S00180343",131,46,14,5,-,-,-,1,-,-,-,57,8
"S00180344",135,26,25,4,2,-,-,-,-,-,-,68,7
"S00180345",116,29,26,-,-,-,-,6,-,1,-,50,1
"S00180346",303,55,11,12,1,-,-,1,-,1,5,210,9
"S00180347",133,25,9,7,1,-,-,2,-,-,2,81,4
"S00180348",146,29,21,-,-,-,-,-,-,-,-,86,6
"S00180349",91,16,12,5,-,-,-,-,-,-,-,55,5
"S00180350",88,18,19,1,2,-,-,-,-,4,-,45,2
"S00180351",143,24,40,3,-,-,-,1,-,-,-,64,11
"S00180352",112,21,9,2,-,1,-,-,-,-,-,66,10
"S00180353",109,12,14,5,-,-,-,-,-,3,-,69,3
"S00180354",69,15,7,-,-,-,-,-,-,-,-,43,4
"S00180355",119,12,29,4,-,-,-,-,-,1,-,66,9
"S00180356",110,24,32,1,-,-,-,-,-,-,-,43,9
"S00180357",94,20,18,2,-,-,-,-,-,-,-,39,18
