Scotland's Census 2022 - National Records of Scotland
Table UV211 - British Sign Language (BSL) skills
All people aged 3 and over

,"All people aged 3 and over","BSL User","Not a BSL user"
"S00161543",150,5,140
"S00161544",117,2,115
"S00161545",104,4,106
"S00161546",132,4,127
"S00161547",140,1,139
"S00161548",152,2,149
"S00161549",123,1,118
"S00161550",68,1,67
"S00161551",91,-,90
"S00161552",82,-,82
"S00161553",127,-,127
"S00161554",106,1,105
"S00161555",99,7,92
"S00161556",64,5,61
"S00161557",154,2,152
"S00161558",82,-,82
"S00161559",179,4,175
"S00161560",131,2,129
"S00161561",103,1,102
"S00161562",78,-,77
"S00161563",355,6,349
"S00161564",137,3,132
"S00161565",87,1,86
"S00161566",95,-,95
"S00161567",90,-,90
"S00161568",175,-,175
"S00161569",62,1,61
"S00161570",78,2,75
"S00161571",124,3,122
"S00161572",80,-,79
"S00161573",141,6,132
"S00161574",86,7,78
"S00161575",131,1,128
"S00161576",129,7,122
"S00161577",77,-,77
"S00161578",142,4,138
"S00161579",121,4,117
"S00161580",121,1,120
"S00161581",69,1,70
"S00161582",100,-,100
"S00161583",111,3,104
"S00161584",137,3,135
"S00161585",79,3,76
"S00161586",106,5,103
"S00161587",73,1,72
"S00161588",65,-,65
"S00161589",111,2,109
"S00161590",193,8,183
"S00161591",74,-,74
"S00161592",127,-,126
"S00161593",149,5,144
"S00161594",154,3,151
"S00161595",204,10,194
"S00161596",189,7,182
"S00161597",101,1,100
"S00161598",112,2,110
"S00161599",99,5,94
"S00161600",228,11,217
"S00161601",152,1,151
"S00161602",117,6,112
"S00161603",161,2,159
"S00161604",102,-,102
"S00161605",131,-,131
"S00161606",93,1,92
"S00161607",126,4,122
"S00161608",191,4,187
"S00161609",101,8,93
"S00161610",136,4,129
"S00161611",92,2,93
"S00161612",204,9,197
"S00161613",102,4,100
"S00161614",132,5,128
"S00161615",114,3,111
"S00161616",102,2,100
"S00161617",123,1,125
"S00161618",73,-,73
"S00161619",97,-,97
"S00161620",174,7,167
"S00161621",151,2,149
"S00161622",112,3,109
"S00161623",136,2,132
"S00161624",65,2,67
"S00161625",146,-,145
"S00161626",115,-,115
"S00161627",117,1,116
"S00161628",85,-,85
"S00161629",160,4,156
"S00161630",74,1,72
"S00161631",64,-,63
"S00161632",105,5,100
"S00161633",61,2,60
"S00161634",109,3,110
"S00161635",119,-,119
"S00161636",97,1,96
"S00161637",146,-,146
"S00161638",120,2,122
"S00161639",102,4,100
"S00161640",118,3,111
"S00161641",116,7,113
"S00161642",61,3,58
"S00161643",210,-,208
"S00161644",135,2,134
"S00161645",100,2,99
"S00161646",110,3,107
"S00161647",74,7,67
"S00161648",125,1,132
"S00161649",135,4,133
"S00161650",178,9,169
"S00161651",65,2,64
"S00161652",118,3,116
"S00161653",75,6,71
"S00161654",143,3,140
"S00161655",122,7,113
"S00161656",109,4,107
"S00161657",159,4,156
"S00161658",95,-,95
"S00161659",97,7,87
"S00161660",173,2,172
"S00161661",93,2,91
"S00161662",101,5,95
"S00161663",70,4,66
"S00161664",86,-,86
"S00161665",124,3,121
"S00161666",81,-,81
"S00161667",93,3,94
"S00161668",112,-,111
"S00161669",171,2,169
"S00161670",80,1,79
"S00161671",73,2,71
"S00161672",150,2,148
"S00161673",155,1,154
"S00161674",135,1,134
"S00161675",101,3,98
"S00161676",85,9,76
"S00161677",86,3,87
"S00161678",105,2,107
"S00161679",107,1,106
"S00161680",71,1,70
"S00161681",84,1,83
"S00161682",90,-,91
"S00161683",190,5,185
"S00161684",115,-,116
"S00161685",140,2,140
"S00161686",93,2,91
"S00161687",110,-,108
"S00161688",103,1,102
"S00161689",180,10,170
"S00161690",145,8,137
"S00161691",181,3,178
"S00161692",137,2,135
"S00161693",171,4,167
"S00161694",71,-,71
"S00161695",65,3,62
"S00161696",125,4,121
"S00161697",74,2,73
"S00161698",119,3,116
"S00161699",91,2,89
"S00161700",172,1,170
"S00161701",114,5,112
"S00161702",84,3,81
"S00161703",73,1,68
"S00161704",114,3,111
"S00161705",92,-,92
"S00161706",97,4,93
"S00161707",130,1,132
"S00161708",103,4,99
"S00161709",77,2,75
"S00161710",74,-,74
"S00161711",122,5,118
"S00161712",110,2,101
"S00161713",109,1,106
"S00161714",106,-,106
"S00161715",128,7,121
"S00161716",99,3,96
"S00161717",121,-,119
"S00161718",83,-,82
"S00161719",140,3,133
"S00161720",146,7,139
"S00161721",182,8,174
"S00161722",95,-,95
"S00161723",67,-,67
"S00161724",79,-,79
"S00161725",107,-,107
"S00161726",159,9,150
"S00161727",124,2,118
"S00161728",176,14,165
"S00161729",145,1,144
"S00161730",103,7,96
"S00161731",177,1,176
"S00161732",121,-,121
"S00161733",181,1,180
"S00161734",167,1,166
"S00161735",128,9,123
"S00161736",102,1,100
"S00161737",137,-,136
"S00161738",91,2,93
"S00161739",145,1,144
"S00161740",66,-,66
"S00161741",127,-,127
"S00161742",117,-,117
"S00161743",114,1,113
"S00161744",83,-,81
"S00161745",103,3,104
"S00161746",135,3,130
"S00161747",61,1,60
"S00161748",91,1,90
"S00161749",85,1,82
"S00161750",117,1,116
"S00161751",80,1,79
"S00161752",152,12,140
"S00161753",108,-,108
"S00161754",83,3,80
"S00161755",118,5,113
"S00161756",90,1,89
"S00161757",82,1,81
"S00161758",62,-,61
"S00161759",111,-,110
"S00161760",91,-,90
"S00161761",98,3,95
"S00161762",78,-,78
"S00161763",118,-,118
"S00161764",103,2,101
"S00161765",79,4,76
"S00161766",71,1,70
"S00161767",111,1,110
"S00161768",74,1,73
"S00161769",106,3,103
"S00161770",153,-,153
"S00161771",62,3,56
"S00161772",80,-,80
"S00161773",160,1,163
"S00161774",172,-,172
"S00161775",173,4,169
"S00161776",83,3,80
"S00161777",106,-,104
"S00161778",86,1,88
"S00161779",110,3,107
"S00161780",95,4,91
"S00161781",132,1,131
"S00161782",132,3,134
"S00161783",75,1,74
"S00161784",138,-,138
"S00161785",97,3,94
"S00161786",95,-,93
"S00161787",93,-,93
"S00161788",96,1,95
"S00161789",130,4,130
"S00161790",80,-,80
"S00161791",115,2,114
"S00161792",188,5,183
"S00161793",151,-,151
"S00161794",84,3,81
"S00161795",85,2,78
"S00161796",190,5,182
"S00161797",83,5,78
"S00161798",97,3,94
"S00161799",57,8,49
"S00161800",222,5,215
"S00161801",92,1,91
"S00161802",89,1,91
"S00161803",103,1,102
"S00161804",104,4,103
"S00161805",65,-,65
"S00161806",137,3,134
"S00161807",144,1,143
"S00161808",68,-,68
"S00161809",95,2,94
"S00161810",82,-,82
"S00161811",97,1,97
"S00161812",117,1,116
"S00161813",87,3,84
"S00161814",147,6,137
"S00161815",284,12,272
"S00161816",124,1,123
"S00161817",100,3,98
"S00161818",104,3,101
"S00161819",176,1,175
"S00161820",76,1,79
"S00161821",76,7,72
"S00161822",83,4,80
"S00161823",84,2,88
"S00161824",83,12,71
"S00161825",72,5,67
"S00161826",134,4,130
"S00161827",95,1,97
"S00161828",83,2,81
"S00161829",160,2,158
"S00161830",69,3,66
"S00161831",232,3,227
"S00161832",73,1,72
"S00161833",140,2,138
"S00161834",91,2,90
"S00161835",133,6,127
"S00161836",193,10,183
"S00161837",94,5,89
"S00161838",183,5,178
"S00161839",89,-,89
"S00161840",83,1,82
"S00161841",97,-,95
"S00161842",96,4,90
"S00161843",73,-,73
"S00161844",116,-,116
"S00161845",88,-,88
"S00161846",100,-,98
"S00161847",135,9,126
"S00161848",125,6,118
"S00161849",104,-,103
"S00161850",112,4,108
"S00161851",100,1,99
"S00161852",99,2,98
"S00161853",132,6,128
"S00161854",97,3,93
"S00161855",126,-,126
"S00161856",87,5,82
"S00161857",134,3,138
"S00161858",129,-,129
"S00161859",124,3,122
"S00161860",182,3,184
"S00161861",115,-,115
"S00161862",125,2,123
"S00161863",251,2,245
"S00161864",101,1,99
"S00161865",57,1,63
"S00161866",84,1,83
"S00161867",138,8,130
"S00161868",137,3,132
"S00161869",105,1,103
"S00161870",73,4,69
"S00161871",121,5,116
"S00161872",91,3,89
"S00161873",124,2,123
"S00161874",128,4,125
"S00161875",110,2,107
"S00161876",131,13,114
"S00161877",83,4,79
"S00161878",71,-,69
"S00161879",120,-,118
"S00161880",58,-,56
"S00161881",77,1,72
"S00161882",127,-,127
"S00161883",224,3,221
"S00161884",120,4,119
"S00161885",127,5,122
"S00161886",140,2,138
"S00161887",126,2,124
"S00161888",105,2,104
"S00161889",79,4,77
"S00161890",71,2,70
"S00161891",75,1,74
"S00161892",117,2,114
"S00161893",170,4,166
"S00161894",93,3,93
"S00161895",148,10,138
"S00161896",174,2,173
"S00161897",135,3,132
"S00161898",113,1,112
"S00161899",64,-,64
"S00161900",140,-,140
"S00161901",126,7,119
"S00161902",107,-,107
"S00161903",203,6,197
"S00161904",132,5,127
"S00161905",95,1,94
"S00161906",141,3,138
"S00161907",177,4,173
"S00161908",121,2,118
"S00161909",128,2,126
"S00161910",140,-,138
"S00161911",99,5,94
"S00161912",87,3,84
"S00161913",123,3,117
"S00161914",63,-,63
"S00161915",112,-,111
"S00161916",133,4,130
"S00161917",103,3,104
"S00161918",178,6,172
"S00161919",110,2,108
"S00161920",75,2,73
"S00161921",168,13,155
"S00161922",115,-,110
"S00161923",219,3,220
"S00161924",79,3,76
"S00161925",68,-,68
"S00161926",113,-,111
"S00161927",60,-,60
"S00161928",97,4,93
"S00161929",136,3,134
"S00161930",143,6,137
"S00161931",117,2,115
"S00161932",58,2,56
"S00161933",112,1,111
"S00161934",66,-,66
"S00161935",146,1,145
"S00161936",86,-,86
"S00161937",93,-,93
"S00161938",82,-,82
"S00161939",103,2,103
"S00161940",204,2,199
"S00161941",64,2,62
"S00161942",113,1,112
"S00161943",65,1,61
"S00161944",102,2,104
"S00161945",74,4,66
"S00161946",103,2,98
"S00161947",87,3,85
"S00161948",128,1,127
"S00161949",91,-,91
"S00161950",88,2,86
"S00161951",101,3,96
"S00161952",93,5,88
"S00161953",270,-,269
"S00161954",84,3,81
"S00161955",204,3,201
"S00161956",124,1,126
"S00161957",117,2,115
"S00161958",153,3,151
"S00161959",145,5,140
"S00161960",87,2,84
"S00161961",73,1,72
"S00161962",84,2,83
"S00161963",149,4,145
"S00161964",108,1,106
"S00161965",155,1,154
"S00161966",65,2,65
"S00161967",83,7,76
"S00161968",69,-,69
"S00161969",149,5,148
"S00161970",77,1,76
"S00161971",69,1,68
"S00161972",93,4,89
"S00161973",61,3,57
"S00161974",60,2,58
"S00161975",144,2,142
"S00161976",82,1,81
"S00161977",70,1,69
"S00161978",130,5,125
"S00161979",89,4,83
"S00161980",130,1,128
"S00161981",103,3,100
"S00161982",121,4,117
"S00161983",77,1,75
"S00161984",98,-,98
"S00161985",162,3,160
"S00161986",147,2,146
"S00161987",106,6,100
"S00161988",106,4,102
"S00161989",130,1,129
"S00161990",151,-,151
"S00161991",159,2,157
"S00161992",152,7,147
"S00161993",128,6,121
"S00161994",186,3,183
"S00161995",238,3,235
"S00161996",152,1,149
"S00161997",207,5,200
"S00161998",82,3,79
"S00161999",136,2,133
"S00162000",89,3,86
"S00162001",106,2,103
"S00162002",62,-,60
"S00162003",145,8,137
"S00162004",122,-,122
"S00162005",132,1,131
"S00162006",116,1,115
"S00162007",70,6,64
"S00162008",118,6,112
"S00162009",195,3,193
"S00162010",193,4,189
"S00162011",73,1,76
"S00162012",148,3,145
"S00162013",104,2,102
"S00162014",102,-,102
"S00162015",153,2,151
"S00162016",116,3,113
"S00162017",139,4,135
"S00162018",114,3,109
"S00162019",206,2,204
"S00162020",78,-,78
"S00162021",122,4,118
"S00162022",140,2,138
"S00162023",203,4,199
"S00162024",60,1,59
"S00162025",138,1,136
"S00162026",62,1,65
"S00162027",95,1,93
"S00162028",98,4,94
"S00162029",104,1,107
"S00162030",132,2,135
"S00162031",124,-,124
"S00162032",123,1,122
"S00162033",183,2,181
"S00162034",138,3,136
"S00162035",120,4,116
"S00162036",88,-,88
"S00162037",162,10,152
"S00162038",87,3,88
"S00162039",94,2,92
"S00162040",172,2,170
"S00162041",106,4,101
"S00162042",95,6,91
"S00162043",114,7,108
"S00162044",102,5,101
"S00162045",149,3,146
"S00162046",85,1,84
"S00162047",122,6,116
"S00162048",130,3,127
"S00162049",83,-,83
"S00162050",186,7,182
"S00162051",135,5,130
"S00162052",128,4,124
"S00162053",99,-,98
"S00162054",85,1,86
"S00162055",90,-,90
"S00162056",159,3,154
"S00162057",73,2,71
"S00162058",64,-,64
"S00162059",160,4,156
"S00162060",120,9,113
"S00162061",126,7,119
"S00162062",85,5,82
"S00162063",97,1,96
"S00162064",119,5,114
"S00162065",121,8,115
"S00162066",165,6,159
"S00162067",128,2,125
"S00162068",131,1,130
"S00162069",68,3,65
"S00162070",121,6,115
"S00162071",84,1,83
"S00162072",83,2,80
"S00162073",123,5,120
"S00162074",82,2,81
"S00162075",61,4,57
"S00162076",128,2,126
"S00162077",76,2,74
"S00162078",83,1,81
"S00162079",142,3,139
"S00162080",106,8,100
"S00162081",72,5,67
"S00162082",78,2,76
"S00162083",147,10,137
"S00162084",81,-,79
"S00162085",85,3,82
"S00162086",101,2,99
"S00162087",119,1,118
"S00162088",87,2,86
"S00162089",118,4,114
"S00162090",101,8,94
"S00162091",70,3,67
"S00162092",79,3,75
"S00162093",76,5,72
"S00162094",90,2,88
"S00162095",81,4,79
"S00162096",99,6,92
"S00162097",82,4,78
"S00162098",119,4,114
"S00162099",131,5,126
"S00162100",119,4,114
"S00162101",73,6,67
"S00162102",141,6,133
"S00162103",86,2,84
"S00162104",89,1,90
"S00162105",110,6,105
"S00162106",136,3,133
"S00162107",59,2,57
"S00162108",121,11,110
"S00162109",84,3,81
"S00162110",121,4,117
"S00162111",114,7,111
"S00162112",70,3,64
"S00162113",99,2,97
"S00162114",123,5,118
"S00162115",96,-,96
"S00162116",107,1,106
"S00162117",90,2,86
"S00162118",144,7,137
"S00162119",73,3,70
"S00162120",153,5,148
"S00162121",113,4,112
"S00162122",110,3,107
"S00162123",121,1,117
"S00162124",96,1,95
"S00162125",108,4,105
"S00162126",88,2,86
"S00162127",138,6,130
"S00162128",104,8,96
"S00162129",126,1,123
"S00162130",83,6,79
"S00162131",62,3,61
"S00162132",95,1,98
"S00162133",106,2,106
"S00162134",64,-,64
"S00162135",139,6,133
"S00162136",110,10,100
"S00162137",86,-,86
"S00162138",96,7,90
"S00162139",90,-,90
"S00162140",78,1,81
"S00162141",116,5,112
"S00162142",92,2,89
"S00162143",78,1,77
"S00162144",202,8,191
"S00162145",130,-,126
"S00162146",121,3,121
"S00162147",160,3,157
"S00162148",141,6,132
"S00162149",110,1,109
"S00162150",121,1,119
"S00162151",129,4,125
"S00162152",105,2,104
"S00162153",130,-,130
"S00162154",95,-,95
"S00162155",75,-,75
"S00162156",75,2,67
"S00162157",114,-,112
"S00162158",140,9,131
"S00162159",160,-,160
"S00162160",135,3,132
"S00162161",118,7,111
"S00162162",100,-,103
"S00162163",113,4,107
"S00162164",106,7,99
"S00162165",96,-,96
"S00162166",76,4,72
"S00162167",106,3,103
"S00162168",123,5,118
"S00162169",149,3,146
"S00162170",92,6,87
"S00162171",108,4,104
"S00162172",80,3,77
"S00162173",69,3,64
"S00162174",148,1,151
"S00162175",95,6,91
"S00162176",128,7,119
"S00162177",165,9,148
"S00162178",145,6,139
"S00162179",140,2,138
"S00162180",79,1,68
"S00162181",170,13,157
"S00162182",68,-,68
"S00162183",94,2,92
"S00162184",153,9,144
"S00162185",152,5,147
"S00162186",155,4,147
"S00162187",144,-,142
"S00162188",104,1,102
"S00162189",112,1,111
"S00162190",144,5,138
"S00162191",95,4,91
"S00162192",109,5,104
"S00162193",145,5,141
"S00162194",169,4,165
"S00162195",135,-,135
"S00162196",95,2,94
"S00162197",185,11,174
"S00162198",114,-,114
"S00162199",95,6,89
"S00162200",89,6,83
"S00162201",88,4,86
"S00162202",124,4,122
"S00162203",64,-,64
"S00162204",107,3,104
"S00162205",106,1,105
"S00162206",92,4,91
"S00162207",117,4,114
"S00162208",99,2,97
"S00162209",149,3,148
"S00162210",99,5,94
"S00162211",88,2,86
"S00162212",109,3,106
"S00162213",89,-,89
"S00162214",119,6,108
"S00162215",88,2,82
"S00162216",76,5,73
"S00162217",134,2,132
"S00162218",126,2,124
"S00162219",149,6,143
"S00162220",123,1,122
"S00162221",73,1,68
"S00162222",139,3,134
"S00162223",177,7,170
"S00162224",97,-,97
"S00162225",63,4,59
"S00162226",75,1,73
"S00162227",156,3,153
"S00162228",61,4,57
"S00162229",82,2,78
"S00162230",94,4,90
"S00162231",139,4,135
"S00162232",98,6,93
"S00162233",91,2,92
"S00162234",119,1,118
"S00162235",121,4,118
"S00162236",72,1,71
"S00162237",74,3,71
"S00162238",113,1,109
"S00162239",87,2,84
"S00162240",57,-,57
"S00162241",100,5,97
"S00162242",120,3,117
"S00162243",171,3,168
"S00162244",123,1,122
"S00162245",58,2,56
"S00162246",95,10,85
"S00162247",65,-,65
"S00162248",145,7,138
"S00162249",93,2,95
"S00162250",77,2,75
"S00162251",181,9,172
"S00162252",105,5,99
"S00162253",106,2,104
"S00162254",118,6,112
"S00162255",137,3,130
"S00162256",85,2,87
"S00162257",106,6,97
"S00162258",141,1,140
"S00162259",108,4,101
"S00162260",117,6,111
"S00162261",142,3,142
"S00162262",109,2,107
"S00162263",116,-,115
"S00162264",88,3,85
"S00162265",110,7,103
"S00162266",71,-,71
"S00162267",149,1,148
"S00162268",74,4,70
"S00162269",98,4,99
"S00162270",156,2,154
"S00162271",153,5,150
"S00162272",145,3,142
"S00162273",120,1,118
"S00162274",91,1,90
"S00162275",91,2,89
"S00162276",73,2,72
"S00162277",79,1,78
"S00162278",125,-,125
"S00162279",100,4,96
"S00162280",154,-,153
"S00162281",113,6,107
"S00162282",149,4,145
"S00162283",119,7,112
"S00162284",149,9,138
"S00162285",150,5,145
"S00162286",111,2,109
"S00162287",123,5,120
"S00162288",116,6,110
"S00162289",79,1,77
"S00162290",62,-,62
"S00162291",129,3,130
"S00162292",95,8,89
"S00162293",109,6,103
"S00162294",100,1,99
"S00162295",161,4,157
"S00162296",70,4,67
"S00162297",157,4,152
"S00162298",130,4,127
"S00162299",117,1,119
"S00162300",122,4,122
"S00162301",82,1,81
"S00162302",155,9,148
"S00162303",82,5,77
"S00162304",114,2,113
"S00162305",127,4,125
"S00162306",104,3,102
"S00162307",160,-,160
"S00162308",124,5,123
"S00162309",117,5,113
"S00162310",136,4,128
"S00162311",147,4,146
"S00162312",119,2,120
"S00162313",78,4,73
"S00162314",122,4,126
"S00162315",109,4,105
"S00162316",98,-,98
"S00162317",110,3,103
"S00162318",74,3,71
"S00162319",69,1,68
"S00162320",83,4,79
"S00162321",130,1,129
"S00162322",74,1,73
"S00162323",130,3,128
"S00162324",118,2,116
"S00162325",96,2,94
"S00162326",73,-,71
"S00162327",144,2,142
"S00162328",69,4,68
"S00162329",75,1,74
"S00162330",129,3,125
"S00162331",115,2,113
"S00162332",90,2,88
"S00162333",91,2,89
"S00162334",161,2,156
"S00162335",122,-,122
"S00162336",128,4,124
"S00162337",82,4,78
"S00162338",108,5,104
"S00162339",120,2,118
"S00162340",113,7,106
"S00162341",165,3,162
"S00162342",120,-,118
"S00162343",101,1,100
"S00162344",152,7,145
"S00162345",120,3,116
"S00162346",112,5,104
"S00162347",59,2,59
"S00162348",112,4,108
"S00162349",135,6,126
"S00162350",119,1,118
"S00162351",133,2,131
"S00162352",68,1,64
"S00162353",84,-,84
"S00162354",136,7,129
"S00162355",103,6,97
"S00162356",64,7,62
"S00162357",79,-,79
"S00162358",98,2,92
"S00162359",93,2,91
"S00162360",100,5,95
"S00162361",130,5,125
"S00162362",106,4,102
"S00162363",93,4,86
"S00162364",122,2,120
"S00162365",110,2,108
"S00162366",115,4,112
"S00162367",135,4,129
"S00162368",70,-,70
"S00162369",79,3,75
"S00162370",127,2,125
"S00162371",158,6,155
"S00162372",96,3,93
"S00162373",145,2,143
"S00162374",133,3,128
"S00162375",149,1,148
"S00162376",64,-,64
"S00162377",113,4,109
"S00162378",98,4,94
"S00162379",70,1,69
"S00162380",67,1,66
"S00162381",68,2,67
"S00162382",109,-,109
"S00162383",122,2,121
"S00162384",102,1,100
"S00162385",78,-,78
"S00162386",110,5,106
"S00162387",130,2,128
"S00162388",106,8,99
"S00162389",110,1,109
"S00162390",107,3,104
"S00162391",61,-,63
"S00162392",112,5,111
"S00162393",72,3,69
"S00162394",120,1,116
"S00162395",86,4,84
"S00162396",66,1,65
"S00162397",104,6,99
"S00162398",140,4,138
"S00162399",129,4,127
"S00162400",96,3,93
"S00162401",107,5,108
"S00162402",81,-,80
"S00162403",178,4,175
"S00162404",77,2,70
"S00162405",97,4,97
"S00162406",131,4,127
"S00162407",157,5,152
"S00162408",59,-,62
"S00162409",92,2,90
"S00162410",133,3,130
