Scotland's Census 2022 - National Records of Scotland
Table UV902 - UK Armed Forces veterans - Households
All households
,"Total","Household contains no UK Armed Forces veterans","Household contains at least one UK Armed Forces veteran"
"S00173817",55,51,6
"S00173818",40,37,3
"S00173819",46,46,-
"S00173820",55,51,4
"S00173821",81,77,4
"S00173822",59,54,5
"S00173823",44,39,6
"S00173824",48,46,2
"S00173825",51,51,-
"S00173826",30,28,2
"S00173827",46,44,6
"S00173828",63,57,6
"S00173829",42,35,3
"S00173830",82,73,9
"S00173831",68,62,3
"S00173832",29,29,-
"S00173833",64,54,6
"S00173834",63,63,2
"S00173835",50,42,8
"S00173836",51,50,1
"S00173837",67,64,5
"S00173838",54,44,10
"S00173839",33,31,3
"S00173840",49,46,5
"S00173841",28,26,-
"S00173842",58,50,10
"S00173843",73,63,3
"S00173844",67,61,6
"S00173845",51,45,5
"S00173846",40,42,1
"S00173847",76,68,6
"S00173848",30,26,4
"S00173849",35,29,5
"S00173850",69,64,2
"S00173851",31,29,-
"S00173852",44,41,3
"S00173853",69,61,8
"S00173854",55,55,2
"S00173855",67,63,8
"S00173856",43,41,2
"S00173857",28,28,-
"S00173858",60,57,3
"S00173859",70,62,5
"S00173860",76,72,4
"S00173861",66,61,5
"S00173862",30,27,2
"S00173863",59,50,9
"S00173864",59,58,4
"S00173865",64,56,8
"S00173866",46,37,5
"S00173867",45,43,2
"S00173868",64,50,12
"S00173869",39,38,1
"S00173870",51,49,4
"S00173871",59,59,2
"S00173872",57,53,4
"S00173873",44,38,6
"S00173874",54,51,3
"S00173875",75,70,6
"S00173876",32,28,4
"S00173877",49,44,7
"S00173878",41,37,4
"S00173879",32,28,4
"S00173880",77,70,4
"S00173881",64,59,5
"S00173882",32,29,3
"S00173883",72,60,11
"S00173884",49,47,2
"S00173885",58,47,7
"S00173886",46,40,6
"S00173887",49,45,2
"S00173888",49,44,5
"S00173889",53,51,4
"S00173890",66,62,4
"S00173891",67,65,5
"S00173892",57,53,4
"S00173893",55,49,6
"S00173894",48,43,5
"S00173895",66,63,4
"S00173896",27,29,2
"S00173897",54,51,3
"S00173898",59,51,8
"S00173899",52,49,3
"S00173900",42,36,9
"S00173901",61,58,6
"S00173902",48,47,1
"S00173903",55,51,4
"S00173904",37,34,3
"S00173905",70,65,5
"S00173906",72,66,8
"S00173907",36,30,4
"S00173908",48,44,4
"S00173909",49,46,3
"S00173910",32,27,5
"S00173911",53,48,5
"S00173912",64,54,10
"S00173913",47,45,6
"S00173914",34,32,2
"S00173915",75,65,13
"S00173916",65,61,4
"S00173917",28,24,5
"S00173918",69,67,4
"S00173919",49,45,8
"S00173920",51,47,5
"S00173921",47,44,5
"S00173922",89,83,6
"S00173923",82,80,4
"S00173924",57,52,5
"S00173925",74,70,4
"S00173926",46,43,3
"S00173927",46,42,4
"S00173928",51,47,4
"S00173929",49,47,2
"S00173930",84,74,8
"S00173931",60,59,1
"S00173932",52,48,3
"S00173933",60,58,2
"S00173934",60,50,7
"S00173935",64,60,4
"S00173936",44,38,6
"S00173937",27,27,-
"S00173938",59,56,3
"S00173939",58,57,-
"S00173940",50,45,3
"S00173941",61,60,2
"S00173942",77,70,7
"S00173943",61,56,7
"S00173944",43,37,6
"S00173945",44,35,9
"S00173946",60,62,4
"S00173947",62,53,9
"S00173948",43,42,2
"S00173949",36,32,4
"S00173950",41,39,1
"S00173951",40,39,1
"S00173952",76,66,9
"S00173953",85,79,7
"S00173954",46,48,-
"S00173955",33,30,3
"S00173956",44,37,7
"S00173957",49,43,6
"S00173958",54,53,1
"S00173959",70,66,6
"S00173960",27,25,2
"S00173961",38,32,6
"S00173962",42,39,5
"S00173963",43,42,2
"S00173964",58,54,4
"S00173965",35,31,4
"S00173966",49,46,3
"S00173967",33,32,1
"S00173968",31,30,4
"S00173969",82,77,6
"S00173970",64,57,7
"S00173971",75,69,6
"S00173972",48,41,7
"S00173973",69,64,5
"S00173974",47,40,7
"S00173975",51,39,12
"S00173976",33,30,1
"S00173977",74,65,10
"S00173978",67,60,6
"S00173979",47,45,2
"S00173980",74,68,6
"S00173981",42,39,3
"S00173982",71,68,3
"S00173983",66,64,2
"S00173984",54,50,4
"S00173985",32,27,5
"S00173986",55,52,8
"S00173987",45,40,5
"S00173988",40,36,4
"S00173989",42,42,3
"S00173990",76,71,5
"S00173991",57,48,9
"S00173992",69,62,7
"S00173993",52,52,4
"S00173994",68,65,3
"S00173995",67,61,6
"S00173996",51,46,5
"S00173997",45,42,3
"S00173998",61,50,13
"S00173999",38,36,2
"S00174000",48,40,11
"S00174001",64,60,2
"S00174002",80,68,12
"S00174003",67,59,6
"S00174004",51,41,10
"S00174005",56,52,4
"S00174006",47,44,3
"S00174007",46,43,3
"S00174008",40,38,4
"S00174009",49,43,6
"S00174010",63,64,2
"S00174011",63,58,2
"S00174012",67,61,6
"S00174013",31,24,3
"S00174014",52,49,3
"S00174015",58,55,3
"S00174016",67,60,7
"S00174017",68,63,8
"S00174018",52,47,5
"S00174019",78,71,7
"S00174020",49,45,2
"S00174021",61,58,6
"S00174022",52,51,1
"S00174023",40,37,5
"S00174024",50,48,6
"S00174025",48,48,-
"S00174026",71,65,3
"S00174027",62,52,9
"S00174028",68,66,1
"S00174029",72,67,7
"S00174030",70,64,6
"S00174031",47,46,-
"S00174032",52,49,3
"S00174033",57,57,3
"S00174034",57,51,6
"S00174035",64,61,3
"S00174036",54,51,4
"S00174037",67,63,4
"S00174038",47,35,6
"S00174039",66,57,9
"S00174040",49,47,-
"S00174041",74,64,12
"S00174042",71,67,4
"S00174043",92,78,10
"S00174044",61,54,7
"S00174045",55,49,6
"S00174046",47,44,1
"S00174047",48,44,4
"S00174048",55,52,3
"S00174049",55,49,6
"S00174050",43,38,4
"S00174051",81,75,6
"S00174052",71,63,5
"S00174053",52,41,7
"S00174054",43,41,2
"S00174055",73,70,4
"S00174056",69,64,5
"S00174057",57,51,5
"S00174058",41,37,4
"S00174059",47,40,7
"S00174060",56,54,6
"S00174061",32,28,4
"S00174062",70,67,5
"S00174063",26,25,2
"S00174064",70,67,1
"S00174065",60,57,1
"S00174066",48,45,2
"S00174067",69,59,7
"S00174068",60,56,4
"S00174069",70,62,4
"S00174070",70,60,10
"S00174071",29,29,-
"S00174072",53,45,11
"S00174073",49,45,4
"S00174074",46,38,8
"S00174075",60,56,4
"S00174076",51,45,6
"S00174077",66,62,4
"S00174078",61,56,5
"S00174079",65,57,10
"S00174080",71,67,5
"S00174081",61,57,5
"S00174082",71,64,7
"S00174083",57,58,-
"S00174084",46,42,4
"S00174085",53,51,1
"S00174086",59,53,3
"S00174087",46,42,4
"S00174088",63,56,7
"S00174089",62,59,3
"S00174090",74,67,7
"S00174091",66,56,13
"S00174092",56,51,5
"S00174093",49,44,2
"S00174094",86,80,6
"S00174095",76,71,5
"S00174096",71,68,3
"S00174097",71,67,4
"S00174098",61,59,2
"S00174099",56,54,4
"S00174100",61,54,10
"S00174101",46,44,3
"S00174102",43,40,3
"S00174103",57,51,4
"S00174104",71,68,3
"S00174105",67,60,5
"S00174106",32,30,1
"S00174107",51,43,11
"S00174108",37,35,1
"S00174109",49,44,4
"S00174110",54,54,-
"S00174111",71,61,8
"S00174112",37,35,1
"S00174113",44,41,3
"S00174114",63,60,6
"S00174115",54,46,4
"S00174116",81,73,8
"S00174117",30,22,8
"S00174118",47,45,2
"S00174119",73,67,6
"S00174120",45,42,3
"S00174121",54,49,5
"S00174122",66,62,4
"S00174123",61,57,4
"S00174124",79,72,7
"S00174125",38,34,4
"S00174126",43,35,8
"S00174127",32,27,2
"S00174128",74,68,6
"S00174129",36,36,3
"S00174130",76,73,4
"S00174131",31,28,3
"S00174132",76,69,8
"S00174133",42,40,2
"S00174134",54,51,3
"S00174135",42,35,7
"S00174136",50,50,-
"S00174137",60,57,2
"S00174138",46,40,7
"S00174139",54,52,2
"S00174140",55,51,4
"S00174141",74,68,5
"S00174142",78,70,8
"S00174143",38,37,1
"S00174144",41,41,-
"S00174145",61,59,-
"S00174146",59,57,4
"S00174147",63,63,-
"S00174148",53,52,1
"S00174149",81,75,6
"S00174150",58,55,3
"S00174151",64,58,6
"S00174152",43,36,7
"S00174153",47,45,2
"S00174154",47,45,2
"S00174155",52,49,1
"S00174156",61,53,5
"S00174157",62,60,2
"S00174158",58,52,2
"S00174159",47,45,2
"S00174160",68,62,3
"S00174161",53,51,2
"S00174162",43,41,2
"S00174163",50,46,4
"S00174164",50,48,2
"S00174165",43,43,1
"S00174166",45,45,-
"S00174167",75,67,10
"S00174168",31,31,1
"S00174169",62,54,8
"S00174170",61,54,7
"S00174171",57,51,6
"S00174172",64,56,8
"S00174173",54,42,8
"S00174174",50,46,4
"S00174175",62,50,8
"S00174176",55,45,7
"S00174177",48,43,5
"S00174178",52,46,2
"S00174179",83,82,1
"S00174180",69,64,5
"S00174181",62,57,5
"S00174182",82,75,7
"S00174183",43,36,6
"S00174184",50,46,4
"S00174185",47,46,2
"S00174186",47,47,-
"S00174187",62,55,7
"S00174188",42,38,4
"S00174189",52,50,4
"S00174190",63,60,3
"S00174191",41,35,6
"S00174192",44,39,5
"S00174193",51,51,-
"S00174194",62,51,11
"S00174195",60,52,9
"S00174196",33,30,3
"S00174197",61,56,6
"S00174198",73,74,3
"S00174199",72,70,2
"S00174200",59,53,6
"S00174201",73,65,8
"S00174202",44,40,4
"S00174203",41,38,3
"S00174204",57,47,8
"S00174205",72,67,5
"S00174206",81,71,8
"S00174207",43,39,4
"S00174208",62,61,3
"S00174209",52,45,7
"S00174210",47,45,1
"S00174211",49,43,6
"S00174212",41,38,3
"S00174213",58,53,5
"S00174214",51,46,5
"S00174215",46,43,3
"S00174216",89,80,9
"S00174217",78,71,7
"S00174218",81,76,5
"S00174219",41,37,4
"S00174220",58,53,5
"S00174221",53,50,3
"S00174222",60,56,4
"S00174223",52,50,2
"S00174224",64,58,3
"S00174225",32,29,3
"S00174226",75,68,7
"S00174227",60,60,-
"S00174228",72,63,7
"S00174229",50,48,-
"S00174230",52,52,-
"S00174231",39,34,4
"S00174232",69,63,4
"S00174233",44,40,4
"S00174234",45,36,6
"S00174235",52,50,2
"S00174236",56,53,3
"S00174237",46,42,2
"S00174238",75,57,18
"S00174239",48,44,2
"S00174240",57,54,2
"S00174241",69,60,9
"S00174242",46,41,5
"S00174243",63,56,4
"S00174244",47,45,2
"S00174245",49,41,4
"S00174246",49,47,3
"S00174247",54,51,3
"S00174248",53,42,11
"S00174249",57,53,4
"S00174250",55,46,10
"S00174251",71,68,3
"S00174252",63,59,4
"S00174253",59,56,3
"S00174254",79,76,3
"S00174255",50,46,4
"S00174256",53,47,6
"S00174257",43,36,7
"S00174258",52,45,7
"S00174259",72,68,7
"S00174260",32,31,1
"S00174261",44,43,1
"S00174262",42,41,1
"S00174263",68,61,7
"S00174264",47,43,4
"S00174265",54,49,3
"S00174266",34,32,1
"S00174267",27,24,3
"S00174268",59,54,5
"S00174269",67,66,5
"S00174270",41,39,-
"S00174271",74,70,4
"S00174272",59,53,6
"S00174273",58,44,7
"S00174274",62,50,12
"S00174275",61,57,4
"S00174276",40,39,-
"S00174277",82,72,10
"S00174278",44,44,-
"S00174279",70,63,7
"S00174280",67,60,7
"S00174281",57,53,4
"S00174282",69,59,10
"S00174283",66,60,7
"S00174284",37,34,-
"S00174285",79,69,10
"S00174286",37,28,8
"S00174287",44,39,5
"S00174288",64,59,5
"S00174289",62,57,7
"S00174290",70,70,3
"S00174291",29,27,2
"S00174292",83,74,9
"S00174293",51,47,4
"S00174294",70,60,9
"S00174295",66,57,6
"S00174296",82,78,4
"S00174297",56,43,6
"S00174298",47,42,5
"S00174299",67,65,3
"S00174300",66,62,4
"S00174301",54,47,6
"S00174302",89,82,7
"S00174303",72,64,7
"S00174304",51,48,7
"S00174305",60,55,5
"S00174306",53,48,5
"S00174307",51,38,9
"S00174308",67,61,6
"S00174309",61,56,5
"S00174310",54,54,-
"S00174311",43,40,3
"S00174312",58,51,8
"S00174313",65,59,6
"S00174314",36,32,3
"S00174315",46,45,1
"S00174316",53,44,10
"S00174317",36,27,5
"S00174318",73,68,4
"S00174319",40,39,1
"S00174320",61,51,10
"S00174321",81,68,16
"S00174322",65,56,5
"S00174323",52,43,12
"S00174324",41,37,4
"S00174325",39,41,2
"S00174326",42,37,8
"S00174327",66,58,5
"S00174328",71,63,6
"S00174329",45,40,5
"S00174330",50,48,2
"S00174331",78,64,7
"S00174332",34,29,5
"S00174333",65,59,6
"S00174334",75,72,2
"S00174335",52,43,9
"S00174336",76,73,3
"S00174337",78,72,6
"S00174338",35,34,2
"S00174339",32,25,3
"S00174340",26,27,3
"S00174341",42,38,4
"S00174342",41,40,-
"S00174343",50,45,4
"S00174344",40,37,2
"S00174345",50,46,3
"S00174346",35,36,3
"S00174347",42,38,4
"S00174348",62,57,5
"S00174349",39,36,3
"S00174350",64,58,7
"S00174351",72,61,11
"S00174352",75,66,12
"S00174353",40,39,1
"S00174354",41,39,4
"S00174355",51,44,7
"S00174356",47,40,7
"S00174357",40,39,2
"S00174358",56,44,12
"S00174359",45,42,3
"S00174360",52,48,4
"S00174361",66,63,3
"S00174362",38,35,2
"S00174363",29,21,6
"S00174364",55,53,4
"S00174365",64,61,3
"S00174366",72,70,2
"S00174367",57,56,3
"S00174368",53,48,6
"S00174369",61,56,5
"S00174370",58,55,3
"S00174371",32,29,4
"S00174372",41,33,8
"S00174373",55,47,8
"S00174374",61,55,6
"S00174375",67,63,4
"S00174376",65,60,5
"S00174377",55,52,3
"S00174378",52,43,6
"S00174379",59,54,6
"S00174380",42,42,3
"S00174381",42,39,6
"S00174382",55,52,5
"S00174383",36,28,8
"S00174384",38,40,2
"S00174385",41,37,4
"S00174386",58,53,5
"S00174387",51,46,5
"S00174388",70,64,7
"S00174389",48,44,4
"S00174390",59,57,4
"S00174391",43,38,5
"S00174392",56,51,5
"S00174393",34,30,4
"S00174394",71,66,4
"S00174395",43,44,3
"S00174396",56,52,4
"S00174397",57,53,4
"S00174398",47,39,8
"S00174399",52,48,5
"S00174400",49,48,1
"S00174401",49,46,3
"S00174402",68,60,8
"S00174403",61,53,8
"S00174404",43,36,7
"S00174405",74,67,7
"S00174406",77,74,5
"S00174407",69,69,-
"S00174408",66,61,8
"S00174409",48,41,6
"S00174410",48,43,5
"S00174411",37,33,4
"S00174412",55,47,8
"S00174413",47,45,3
"S00174414",40,40,-
"S00174415",65,60,5
"S00174416",42,35,5
"S00174417",62,54,8
"S00174418",45,38,7
"S00174419",48,41,7
"S00174420",54,49,6
"S00174421",33,33,-
"S00174422",51,47,4
"S00174423",35,36,1
"S00174424",50,46,4
"S00174425",75,67,7
"S00174426",36,33,3
"S00174427",41,35,3
"S00174428",32,29,2
"S00174429",56,50,6
"S00174430",38,32,5
"S00174431",46,42,4
"S00174432",55,54,2
"S00174433",42,41,-
"S00174434",50,44,6
"S00174435",80,69,11
"S00174436",39,34,1
"S00174437",49,45,4
"S00174438",37,35,2
"S00174439",46,42,4
"S00174440",48,45,3
"S00174441",54,44,11
"S00174442",47,39,4
"S00174443",33,29,4
"S00174444",42,42,-
"S00174445",70,66,7
"S00174446",48,40,7
"S00174447",42,39,3
"S00174448",40,36,4
"S00174449",64,55,12
"S00174450",61,59,2
"S00174451",57,51,7
"S00174452",51,54,2
"S00174453",53,45,8
"S00174454",39,30,9
"S00174455",56,54,2
"S00174456",54,46,6
"S00174457",37,35,2
"S00174458",38,33,5
"S00174459",32,32,-
"S00174460",53,49,4
"S00174461",61,56,5
"S00174462",80,74,6
"S00174463",49,47,5
"S00174464",39,34,4
"S00174465",49,45,3
"S00174466",47,42,5
"S00174467",68,57,11
"S00174468",64,53,11
"S00174469",57,55,3
"S00174470",36,35,1
"S00174471",41,36,5
"S00174472",53,51,2
"S00174473",67,63,4
"S00174474",52,47,3
"S00174475",61,56,5
"S00174476",61,56,5
"S00174477",51,47,7
"S00174478",35,33,4
"S00174479",48,48,-
"S00174480",48,45,4
"S00174481",59,51,8
"S00174482",57,59,4
"S00174483",81,71,11
"S00174484",50,44,6
"S00174485",52,38,11
"S00174486",50,41,11
"S00174487",72,74,2
"S00174488",81,74,8
"S00174489",63,52,7
"S00174490",43,42,1
"S00174491",47,41,5
"S00174492",43,38,5
"S00174493",35,31,4
"S00174494",32,31,2
"S00174495",47,46,5
"S00174496",51,49,2
"S00174497",41,38,3
"S00174498",59,54,5
"S00174499",81,75,6
"S00174500",46,43,3
"S00174501",44,36,4
"S00174502",67,64,3
"S00174503",66,60,6
"S00174504",53,47,6
"S00174505",41,39,2
"S00174506",75,69,6
"S00174507",67,57,10
"S00174508",45,45,4
"S00174509",65,51,7
"S00174510",59,56,3
"S00174511",49,38,11
"S00174512",40,36,4
"S00174513",58,50,9
"S00174514",55,49,3
"S00174515",81,70,11
"S00174516",44,44,2
"S00174517",34,31,3
"S00174518",63,59,4
"S00174519",37,34,3
"S00174520",47,46,2
"S00174521",49,47,-
"S00174522",53,52,1
"S00174523",32,31,1
"S00174524",61,54,7
"S00174525",62,50,14
"S00174526",61,53,8
"S00174527",78,71,7
"S00174528",40,37,3
"S00174529",46,47,2
"S00174530",64,58,4
"S00174531",48,41,4
"S00174532",41,37,4
"S00174533",53,42,7
"S00174534",32,29,3
"S00174535",47,42,11
"S00174536",56,54,2
"S00174537",52,53,3
"S00174538",55,52,4
"S00174539",58,55,3
"S00174540",36,35,1
"S00174541",26,26,-
"S00174542",65,62,3
"S00174543",64,61,3
"S00174544",45,43,2
"S00174545",54,51,4
"S00174546",43,39,4
"S00174547",47,46,7
"S00174548",72,63,6
"S00174549",33,25,5
"S00174550",56,55,-
"S00174551",60,53,7
"S00174552",67,60,7
"S00174553",37,36,5
"S00174554",53,49,6
"S00174555",55,52,3
"S00174556",33,30,3
"S00174557",51,46,5
"S00174558",40,37,1
"S00174559",51,52,3
"S00174560",61,59,2
"S00174561",50,47,5
"S00174562",50,45,2
"S00174563",38,29,5
"S00174564",53,50,5
"S00174565",51,41,6
"S00174566",38,39,5
"S00174567",50,48,2
"S00174568",45,39,3
"S00174569",41,38,3
"S00174570",76,70,6
"S00174571",56,50,7
"S00174572",48,47,1
"S00174573",52,48,2
"S00174574",47,41,6
"S00174575",63,60,5
"S00174576",36,35,2
"S00174577",52,46,6
"S00174578",65,59,6
"S00174579",32,29,1
"S00174580",35,32,1
"S00174581",40,39,1
"S00174582",68,64,2
"S00174583",35,34,2
"S00174584",45,38,8
"S00174585",68,55,10
"S00174586",46,37,9
"S00174587",33,31,3
"S00174588",47,42,4
"S00174589",31,30,1
"S00174590",74,75,2
"S00174591",54,49,5
"S00174592",56,51,5
"S00174593",43,38,5
"S00174594",54,54,3
"S00174595",51,48,5
"S00174596",86,81,6
"S00174597",58,48,10
"S00174598",61,57,4
"S00174599",56,53,3
"S00174600",78,72,6
"S00174601",60,58,2
"S00174602",75,67,8
"S00174603",39,37,-
"S00174604",48,45,3
"S00174605",41,34,3
"S00174606",73,65,8
"S00174607",42,41,1
"S00174608",49,41,6
"S00174609",69,63,6
"S00174610",47,45,3
"S00174611",45,43,-
"S00174612",64,57,8
"S00174613",49,45,4
"S00174614",58,54,4
"S00174615",68,58,10
"S00174616",59,59,3
"S00174617",53,43,7
"S00174618",72,59,13
"S00174619",54,53,5
"S00174620",40,40,-
"S00174621",62,58,4
"S00174622",82,81,-
"S00174623",48,44,4
"S00174624",61,51,10
"S00174625",49,47,9
"S00174626",49,42,7
"S00174627",46,42,1
"S00174628",56,50,7
"S00174629",40,35,5
"S00174630",81,76,3
"S00174631",62,56,4
"S00174632",34,34,-
"S00174633",67,61,6
"S00174634",66,63,3
"S00174635",76,73,3
"S00174636",77,71,6
"S00174637",29,26,3
"S00174638",30,24,6
"S00174639",76,73,3
"S00174640",50,48,4
"S00174641",39,41,2
"S00174642",33,33,2
"S00174643",75,71,4
"S00174644",66,57,9
"S00174645",50,46,6
"S00174646",46,45,1
"S00174647",46,43,3
"S00174648",72,66,6
"S00174649",61,59,3
"S00174650",39,32,7
"S00174651",54,47,7
"S00174652",64,57,6
"S00174653",59,55,6
"S00174654",35,34,5
"S00174655",81,77,5
"S00174656",30,28,1
"S00174657",70,61,9
"S00174658",56,53,3
"S00174659",75,73,4
"S00174660",48,44,4
"S00174661",58,55,3
"S00174662",64,59,7
"S00174663",45,44,2
"S00174664",37,39,2
"S00174665",45,43,2
"S00174666",49,44,3
"S00174667",69,59,9
"S00174668",58,49,9
"S00174669",54,48,6
"S00174670",32,31,1
"S00174671",48,42,9
"S00174672",30,28,2
"S00174673",57,53,4
"S00174674",28,25,3
"S00174675",41,38,3
"S00174676",49,40,5
"S00174677",50,46,2
"S00174678",41,37,1
"S00174679",62,52,10
"S00174680",66,63,3
"S00174681",37,35,2
"S00174682",30,29,2
"S00174683",64,56,6
"S00174684",41,32,6
"S00174685",37,33,4
"S00174686",55,51,6
"S00174687",76,64,10
"S00174688",48,42,6
"S00174689",43,36,8
"S00174690",51,45,6
"S00174691",32,31,4
"S00174692",42,35,6
"S00174693",46,43,7
"S00174694",79,70,12
"S00174695",37,31,3
"S00174696",79,70,8
"S00174697",37,28,8
"S00174698",31,28,3
"S00174699",48,44,3
"S00174700",89,80,9
"S00174701",46,46,-
"S00174702",63,59,4
"S00174703",56,50,2
"S00174704",37,34,3
"S00174705",35,33,2
"S00174706",72,68,1
"S00174707",65,65,-
"S00174708",35,32,3
"S00174709",85,81,4
"S00174710",76,69,7
"S00174711",74,72,2
"S00174712",52,52,-
"S00174713",49,48,1
"S00174714",59,51,8
"S00174715",65,62,3
"S00174716",55,44,11
"S00174717",62,60,5
"S00174718",62,54,8
"S00174719",39,38,1
"S00174720",58,56,2
"S00174721",50,48,1
"S00174722",97,90,5
"S00174723",84,78,6
"S00174724",72,62,6
"S00174725",32,30,2
"S00174726",54,50,4
"S00174727",35,32,3
"S00174728",75,72,6
"S00174729",39,37,-
"S00174730",49,47,2
"S00174731",35,33,2
"S00174732",73,69,4
"S00174733",73,73,3
"S00174734",89,80,9
"S00174735",55,54,-
"S00174736",29,26,1
"S00174737",32,32,-
"S00174738",54,52,3
"S00174739",70,70,-
"S00174740",34,33,2
"S00174741",33,32,1
"S00174742",58,54,4
"S00174743",63,62,4
"S00174744",47,47,-
"S00174745",73,66,7
"S00174746",84,75,2
"S00174747",67,67,-
"S00174748",52,51,-
"S00174749",68,66,-
"S00174750",57,52,6
"S00174751",50,47,3
"S00174752",38,36,1
"S00174753",41,37,4
"S00174754",27,27,-
"S00174755",49,47,2
"S00174756",40,38,3
"S00174757",60,59,1
"S00174758",37,29,5
"S00174759",38,35,3
"S00174760",54,56,1
"S00174761",79,78,1
"S00174762",67,62,5
"S00174763",65,61,6
"S00174764",56,49,5
"S00174765",64,63,1
"S00174766",67,65,4
"S00174767",67,67,4
"S00174768",50,50,-
"S00174769",45,44,2
"S00174770",40,37,3
"S00174771",75,71,4
"S00174772",40,37,3
"S00174773",72,68,4
"S00174774",67,65,2
"S00174775",44,44,-
"S00174776",50,43,4
"S00174777",34,29,5
"S00174778",49,43,3
"S00174779",71,66,5
"S00174780",79,71,5
"S00174781",57,52,5
"S00174782",54,46,8
"S00174783",85,86,4
"S00174784",67,64,7
"S00174785",75,75,-
"S00174786",68,66,5
"S00174787",58,53,7
"S00174788",41,38,5
"S00174789",39,38,2
"S00174790",75,69,5
"S00174791",43,42,1
"S00174792",68,65,5
"S00174793",54,50,4
"S00174794",34,34,-
"S00174795",49,47,1
"S00174796",38,33,6
"S00174797",34,34,-
