Scotland's Census 2022 - National Records of Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table UV601 - Economic activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All people aged 16 and over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,All people aged 16 and over,Economically Active (excluding full time students) - Total,Economically Active (excluding full-time students) - Employee - Total,Economically Active (excluding full-time students) - Employee - Part-time,Economically Active (excluding full-time students) - Employee - Full-time,Economically Active (excluding full-time students) - Self-employed with employees - Total,Economically Active (excluding full-time students) - Self-employed with employees - Part-time,Economically Active (excluding full-time students) - Self-employed with employees - Full-time,Economically Active (excluding full-time students) - Self-employed without employees - Total,Economically Active (excluding full-time students) - Self-employed without employees - Part-time,Economically Active (excluding full-time students) - Self-employed without employees - Full-time,Economically Active (excluding full-time students) - Unemployed - Available for work,Economically Active full-time students - Total,Economically Active full-time students - Employee - Total,Economically Active full-time students - Employee - Part-time,Economically Active full-time students - Employee - Full-time,Economically Active full-time students - Self-employed with employees - Total,Economically Active full-time students - Self-employed with employees - Part-time,Economically Active full-time students - Self-employed with employees - Full-time,Economically Active full-time students - Self-employed without employees - Total,Economically Active full-time students - Self-employed without employees - Part-time,Economically Active full-time students - Self-employed without employees - Full-time,Economically Active full-time students - Unemployed - Available for work,Economically Inactive - Total,Economically inactive - Retired,Economically inactive - Student,Economically inactive - Looking after home/ family,Economically inactive - Long term sick or disabled,Economically inactive - Other
S00173112,64,37,33,5,28,2,-,2,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,30,17,3,-,4,5
S00173113,100,75,70,19,55,4,-,4,-,-,-,1,3,3,3,-,-,-,-,-,-,-,-,22,21,-,2,-,-
S00173114,75,49,41,6,35,-,-,-,6,2,3,2,1,1,1,-,-,-,-,1,1,-,-,24,13,3,3,4,-
S00173115,89,52,42,17,27,1,1,-,5,3,2,4,2,2,-,1,-,-,-,-,-,-,-,34,20,2,4,8,-
S00173116,68,45,38,12,29,1,1,-,2,2,-,4,6,6,6,-,-,-,-,-,-,-,2,17,10,2,-,4,3
S00173117,136,87,74,19,58,1,-,1,11,1,10,-,8,7,7,-,-,-,-,1,-,1,-,41,37,2,1,5,-
S00173118,86,45,37,7,26,-,-,-,5,1,4,6,6,6,6,-,-,-,-,-,-,-,-,32,3,6,10,6,5
S00173119,91,54,39,5,34,-,-,-,13,9,4,1,5,5,5,-,-,-,-,-,-,-,-,34,19,1,4,9,1
S00173120,94,31,29,11,15,-,-,-,1,1,-,2,1,-,-,-,-,-,-,-,-,-,1,59,48,1,-,8,4
S00173121,63,41,36,6,30,1,-,1,3,2,2,-,1,1,-,1,-,-,-,-,-,-,-,24,15,4,2,1,3
S00173122,71,45,38,8,30,-,-,-,5,1,2,2,2,2,2,-,-,-,-,-,-,-,-,24,13,3,3,3,3
S00173123,106,52,46,11,35,1,-,1,2,1,1,3,3,2,2,-,-,-,-,-,-,-,1,55,30,-,2,12,9
S00173124,70,42,40,12,30,-,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,27,18,2,-,6,1
S00173125,96,36,28,6,21,1,1,-,7,4,3,-,-,-,-,-,-,-,-,-,-,-,-,60,52,2,1,3,1
S00173126,68,39,38,4,34,-,-,-,4,1,3,-,-,-,-,-,-,-,-,-,-,-,-,23,20,-,-,2,-
S00173127,141,77,72,18,54,-,-,-,3,-,3,2,11,5,5,-,-,-,-,-,-,-,3,56,31,3,9,8,7
S00173128,175,103,84,24,60,1,-,1,11,5,9,6,12,9,9,-,-,-,-,-,-,-,-,61,36,4,11,6,4
S00173129,100,53,43,9,34,-,-,-,8,1,9,-,3,3,3,-,-,-,-,-,-,-,-,44,33,4,3,2,1
S00173130,95,41,36,6,30,-,-,-,4,-,4,1,5,3,3,-,-,-,-,-,-,-,2,49,22,5,10,9,3
S00173131,71,43,28,4,24,2,1,1,6,2,4,3,2,2,2,-,-,-,-,-,-,-,-,30,13,5,3,9,1
S00173132,84,52,47,13,34,1,-,1,2,-,2,3,1,1,1,-,-,-,-,-,-,-,-,35,12,2,5,16,-
S00173133,138,88,70,14,56,1,-,1,15,6,10,-,9,8,4,3,-,-,-,-,-,-,1,37,23,3,3,5,3
S00173134,129,68,56,11,45,3,1,2,9,-,7,-,6,3,2,2,-,-,-,-,-,-,2,55,44,5,2,2,2
S00173135,128,80,68,13,59,3,-,3,9,5,4,1,2,2,2,-,-,-,-,-,-,-,-,45,32,-,4,4,4
S00173136,111,74,71,12,59,1,-,1,2,-,2,-,11,4,4,-,-,-,-,2,2,-,2,31,18,2,5,5,3
S00173137,113,76,63,13,50,1,-,1,2,-,1,9,7,5,5,-,-,-,-,-,-,-,6,31,16,5,3,6,2
S00173138,59,37,35,8,27,1,1,-,2,-,2,2,2,2,2,-,-,-,-,-,-,-,-,20,17,-,4,1,-
S00173139,71,41,35,8,28,3,-,3,1,-,1,4,6,1,1,-,-,-,-,-,-,-,4,26,12,5,2,5,4
S00173140,79,32,28,9,19,-,-,-,4,1,2,-,5,5,5,-,-,-,-,-,-,-,-,42,16,8,6,8,5
S00173141,90,51,39,10,29,4,-,4,4,1,3,6,4,2,2,1,-,-,-,-,-,-,1,35,12,4,7,4,3
S00173142,166,73,66,21,44,-,-,-,4,-,4,6,2,2,2,-,-,-,-,-,-,-,-,91,47,8,4,21,11
S00173143,121,66,62,14,47,1,1,-,2,-,2,-,5,4,4,-,-,-,-,-,-,-,1,50,28,7,5,11,2
S00173144,62,13,15,4,11,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,46,27,-,4,14,3
S00173145,96,44,40,8,30,1,-,1,3,-,3,-,3,3,3,-,-,-,-,-,-,-,-,53,23,3,8,13,3
S00173146,112,62,54,12,46,1,-,1,4,1,3,3,2,2,-,1,-,-,-,-,-,-,-,48,15,6,3,13,11
S00173147,76,48,43,7,36,1,1,-,1,1,-,3,-,-,-,-,-,-,-,-,-,-,-,28,22,-,-,7,-
S00173148,82,28,27,4,22,-,-,-,-,-,-,1,7,5,4,1,-,-,-,-,-,-,2,47,24,6,5,12,2
S00173149,112,51,50,12,34,-,-,-,4,4,2,2,1,2,1,2,-,-,-,1,-,1,-,58,47,6,1,4,4
S00173150,54,33,26,8,18,-,-,-,6,5,1,1,2,2,2,-,-,-,-,-,-,-,-,22,22,1,-,-,4
S00173151,62,33,29,7,22,1,-,1,3,-,3,-,3,2,2,-,-,-,-,-,-,-,1,26,6,3,4,12,-
S00173152,58,30,27,12,17,-,-,-,2,-,2,1,2,2,-,-,-,-,-,-,-,-,-,25,17,2,3,3,3
S00173153,88,49,39,3,36,5,-,5,4,-,4,1,2,2,2,-,-,-,-,-,-,-,-,38,28,7,3,2,-
S00173154,93,57,50,9,39,1,-,1,5,2,3,1,3,4,4,-,-,-,-,-,-,-,-,33,29,2,-,4,1
S00173155,81,43,38,10,24,-,-,-,6,1,3,5,3,-,-,-,-,-,-,-,-,-,2,35,7,1,3,15,6
S00173156,59,9,9,2,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,43,-,-,5,1
S00173157,119,61,51,12,40,3,-,3,6,-,4,1,1,1,1,-,-,-,-,-,-,-,-,57,48,1,-,2,-
S00173158,79,44,32,5,27,-,-,-,7,-,7,1,8,6,5,1,-,-,-,-,-,-,2,31,25,4,-,1,1
S00173159,91,53,45,11,34,1,-,1,3,1,2,4,3,3,3,-,-,-,-,-,-,-,-,35,15,3,-,11,6
S00173160,69,32,26,7,19,-,-,-,2,-,2,4,2,2,2,-,-,-,-,-,-,-,-,38,27,5,2,4,2
S00173161,90,54,42,10,34,2,1,1,4,2,1,6,3,1,1,-,-,-,-,-,-,-,2,33,20,2,4,4,3
S00173162,75,42,34,9,25,-,-,-,6,-,6,3,2,1,1,-,-,-,-,-,-,-,-,31,20,-,1,8,1
S00173163,71,40,38,8,32,-,-,-,2,-,2,-,1,1,1,-,-,-,-,-,-,-,-,30,22,2,-,4,3
S00173164,110,60,51,10,41,-,-,-,4,2,2,5,7,7,7,-,-,-,-,-,-,-,-,43,33,-,3,4,2
S00173165,107,62,54,17,33,2,-,2,3,1,1,4,10,10,10,-,-,-,-,-,-,-,-,35,24,8,1,3,-
S00173166,74,19,16,7,10,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,1,54,45,2,-,9,1
S00173167,112,67,58,12,49,1,-,1,7,2,3,3,5,5,4,1,-,-,-,-,-,-,-,40,17,3,3,10,4
S00173168,87,34,33,8,25,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,51,45,-,2,2,2
S00173169,103,50,43,4,39,2,-,2,5,1,4,1,9,8,7,1,-,-,-,-,-,-,1,44,31,3,-,8,-
S00173170,53,23,16,5,13,-,-,-,2,1,2,5,-,-,-,-,-,-,-,-,-,-,-,30,11,-,10,8,1
S00173171,168,95,84,21,63,2,-,2,9,-,9,-,7,2,2,-,-,-,-,-,-,-,2,66,43,10,3,9,4
S00173172,103,60,55,20,39,3,-,3,1,1,-,1,2,2,2,-,-,-,-,-,-,-,-,44,24,2,-,7,8
S00173173,104,55,47,18,33,-,-,-,4,1,3,4,1,-,-,-,-,-,-,-,-,-,1,52,19,5,10,12,6
S00173174,107,56,51,12,39,1,-,1,2,2,-,2,7,3,2,2,-,-,-,-,-,-,1,47,26,3,6,9,4
S00173175,103,50,40,12,32,5,1,4,5,-,5,-,7,3,3,-,-,-,-,-,-,-,4,46,28,4,5,5,4
S00173176,80,47,32,12,20,3,-,3,11,5,6,-,-,-,-,-,-,-,-,-,-,-,-,32,21,6,5,-,1
S00173177,61,31,33,11,22,-,-,-,1,-,1,1,3,1,1,-,-,-,-,-,-,-,2,24,18,-,1,6,-
S00173178,114,74,64,16,48,-,-,-,3,-,3,3,2,2,2,-,-,-,-,-,-,-,-,42,26,8,1,10,-
S00173179,87,56,54,11,43,2,-,2,1,1,-,-,3,2,2,1,-,-,-,-,-,-,1,27,10,7,2,6,1
S00173180,57,35,24,4,23,1,-,1,5,1,4,1,2,2,2,-,-,-,-,-,-,-,-,19,5,2,3,7,3
S00173181,59,33,29,4,25,-,-,-,4,-,4,-,1,1,1,-,-,-,-,-,-,-,-,25,19,-,-,4,-
S00173182,81,57,53,9,43,1,-,1,2,-,2,1,6,6,6,-,-,-,-,-,-,-,-,22,9,5,3,1,-
S00173183,124,66,61,11,50,2,1,1,3,1,3,-,3,3,3,-,-,-,-,-,-,-,-,55,45,4,1,2,3
S00173184,78,41,27,6,24,-,-,-,3,-,3,5,1,1,1,-,-,-,-,-,-,-,-,36,6,7,7,9,4
S00173185,75,35,30,7,23,-,-,-,4,1,3,1,3,3,3,-,-,-,-,-,-,-,-,37,24,2,3,6,2
S00173186,71,34,31,6,26,-,-,-,3,1,2,-,-,-,-,-,-,-,-,-,-,-,-,35,25,4,-,5,1
S00173187,106,66,56,17,39,1,1,-,9,3,6,-,6,6,4,3,-,-,-,-,-,-,-,34,8,10,4,11,4
S00173188,57,28,30,13,20,-,-,-,4,-,4,-,-,-,-,-,-,-,-,-,-,-,-,23,12,3,1,6,-
S00173189,82,53,46,8,38,-,-,-,5,-,5,4,3,2,2,-,-,-,-,-,-,-,1,27,10,3,2,7,2
S00173190,87,49,39,8,31,-,-,-,5,3,2,5,3,-,-,-,-,-,-,-,-,-,1,35,18,2,2,2,7
S00173191,77,50,45,7,36,1,-,1,3,-,3,4,-,-,-,-,-,-,-,-,-,-,-,27,21,2,-,1,2
S00173192,111,17,15,5,10,-,-,-,2,2,-,1,-,-,-,-,-,-,-,-,-,-,-,94,73,1,4,13,3
S00173193,108,60,53,9,44,-,-,-,2,1,-,5,4,4,4,-,-,-,-,-,-,-,-,44,11,12,10,15,-
S00173194,66,26,23,4,15,1,-,1,6,1,2,-,2,2,2,-,-,-,-,-,-,-,-,38,31,2,-,2,3
S00173195,120,68,62,14,48,-,-,-,10,5,7,-,5,-,-,-,-,-,-,-,-,-,4,42,28,6,-,1,6
S00173196,130,66,49,7,40,3,-,3,12,9,3,2,4,4,4,1,-,-,-,-,-,-,-,59,49,6,-,4,1
S00173197,68,52,49,4,45,1,-,1,2,-,2,-,2,2,2,-,-,-,-,-,-,-,-,16,11,-,2,-,1
S00173198,53,29,24,7,17,-,-,-,4,-,4,1,4,4,4,-,-,-,-,-,-,-,-,19,10,-,2,5,4
S00173199,65,33,27,13,15,1,-,1,5,2,3,-,2,2,2,-,-,-,-,-,-,-,-,30,7,5,3,14,1
S00173200,125,79,71,16,55,2,-,2,3,-,3,3,8,8,8,-,-,-,-,1,-,1,2,38,26,5,-,3,5
S00173201,118,68,60,10,50,3,1,4,3,-,3,2,6,4,5,2,-,-,-,-,-,-,2,46,38,1,4,2,-
S00173202,92,53,44,16,24,-,-,-,4,1,3,4,1,-,-,-,-,-,-,-,-,-,1,38,16,5,4,14,3
S00173203,119,28,25,7,18,-,-,-,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,91,71,-,-,13,6
S00173204,50,27,20,6,14,2,-,2,1,1,-,4,-,-,-,-,-,-,-,-,-,-,-,23,14,1,2,4,2
S00173205,85,34,29,5,24,-,-,-,3,2,1,-,-,-,-,-,-,-,-,-,-,-,-,51,41,-,2,7,-
S00173206,73,38,33,12,21,3,-,3,4,-,4,-,3,3,3,-,-,-,-,-,-,-,-,29,13,5,2,7,1
S00173207,110,56,47,16,35,-,-,-,2,1,4,6,2,2,2,-,-,-,-,-,-,-,-,52,19,-,3,18,9
S00173208,69,41,36,6,30,-,-,-,5,1,2,2,2,2,2,-,-,-,-,-,-,-,-,26,14,-,2,8,-
S00173209,142,82,75,17,55,2,-,2,5,2,3,-,9,7,6,1,-,-,-,-,-,-,2,51,30,6,4,10,3
S00173210,79,40,32,9,23,-,-,-,2,-,2,5,-,-,-,-,-,-,-,-,-,-,-,43,21,2,1,8,5
S00173211,91,45,38,5,29,3,-,3,-,1,1,2,2,-,-,-,-,-,-,1,1,-,2,44,41,-,1,2,-
S00173212,65,43,33,7,26,1,-,1,7,3,4,2,3,2,2,-,-,-,-,-,-,-,2,19,18,1,-,-,-
S00173213,130,86,78,18,60,5,-,5,6,3,2,-,4,4,3,1,-,-,-,-,-,-,-,40,33,5,1,1,-
S00173214,65,22,17,1,16,-,-,-,5,1,4,-,-,-,-,-,-,-,-,-,-,-,-,43,40,2,-,1,-
S00173215,130,73,52,10,42,5,1,4,15,6,11,1,4,4,4,-,-,-,-,-,-,-,-,53,43,1,2,3,4
S00173216,143,98,85,17,71,-,-,-,11,4,7,2,2,2,2,-,-,-,-,-,-,-,-,39,26,4,5,3,-
S00173217,83,43,35,8,28,-,-,-,5,2,3,2,5,4,4,-,-,-,-,2,-,2,-,35,5,14,2,9,5
S00173218,112,60,56,12,40,-,-,-,7,1,8,-,1,1,1,-,-,-,-,-,-,-,-,51,47,1,-,-,4
S00173219,128,64,54,18,39,1,-,1,6,2,4,2,6,6,6,-,-,-,-,-,-,-,-,58,30,-,10,15,2
S00173220,60,41,35,10,25,-,-,-,2,2,2,4,-,-,-,-,-,-,-,-,-,-,-,19,3,-,1,11,4
S00173221,114,49,43,14,32,2,-,2,1,-,1,-,4,4,4,-,-,-,-,-,-,-,-,61,28,8,7,15,3
S00173222,101,67,59,10,51,1,-,1,4,2,2,1,4,4,4,-,-,-,-,-,-,-,-,30,23,2,-,5,-
S00173223,111,55,48,11,37,1,-,1,2,-,2,1,6,2,2,-,-,-,-,1,-,1,1,52,46,1,2,2,-
S00173224,77,48,42,8,34,-,-,-,4,3,1,3,-,-,-,-,-,-,-,-,-,-,-,28,19,1,1,5,5
S00173225,55,26,22,3,18,-,-,-,2,2,-,2,2,2,1,2,-,-,-,-,-,-,-,30,17,1,1,9,2
S00173226,59,42,35,9,26,1,-,1,6,1,5,-,1,1,1,-,-,-,-,-,-,-,-,20,15,-,1,3,1
S00173227,48,28,28,6,21,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,20,5,2,4,5,5
S00173228,69,40,28,9,21,-,-,-,6,3,3,3,-,-,-,-,-,-,-,-,-,-,-,32,17,3,2,7,3
S00173229,146,82,75,24,51,1,-,1,5,-,5,-,10,10,8,1,-,-,-,-,-,-,-,57,29,9,10,10,2
S00173230,63,42,37,4,33,-,-,-,5,4,1,-,2,2,2,-,-,-,-,-,-,-,-,20,18,1,-,6,2
S00173231,105,49,38,9,29,-,-,-,9,5,4,2,4,4,4,-,-,-,-,-,-,-,-,54,31,3,8,8,4
S00173232,78,38,31,8,24,5,1,4,5,-,2,1,3,3,2,1,-,-,-,-,-,-,-,39,34,-,1,2,2
S00173233,88,34,34,10,24,-,-,-,4,3,1,-,3,2,1,1,-,-,-,-,-,-,1,56,36,3,2,8,1
S00173234,101,50,47,11,36,-,-,-,3,-,1,-,1,1,1,-,-,-,-,-,-,-,-,50,38,6,2,6,-
S00173235,87,40,37,11,26,1,-,1,1,1,-,-,3,3,1,2,-,-,-,-,-,-,-,37,24,4,4,8,-
S00173236,100,62,53,12,41,-,-,-,3,-,3,5,11,9,7,2,-,-,-,-,-,-,2,27,6,5,8,5,4
S00173237,71,35,31,5,26,-,-,-,3,1,1,2,7,6,5,1,-,-,-,-,-,-,1,29,2,4,6,9,5
S00173238,113,71,66,10,52,1,-,1,3,4,2,1,1,1,1,-,-,-,-,-,-,-,-,41,25,4,1,8,2
S00173239,67,37,28,8,24,-,-,-,8,1,7,2,8,3,3,-,-,-,-,1,1,-,2,23,10,1,1,7,3
S00173240,69,39,32,6,26,2,2,-,6,4,6,-,2,2,-,2,-,-,-,-,-,-,-,28,24,1,-,1,-
S00173241,102,20,18,7,11,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,82,64,-,1,13,4
S00173242,69,42,38,9,25,2,-,2,1,1,-,2,6,6,6,-,-,-,-,-,-,-,-,21,17,4,-,-,-
S00173243,91,69,59,5,54,2,1,1,6,-,5,3,5,5,5,-,-,-,-,-,-,-,-,22,17,-,4,-,-
S00173244,75,32,23,5,15,-,-,-,7,2,2,2,1,1,1,-,-,-,-,-,-,-,-,42,29,1,2,8,2
S00173245,88,47,45,12,31,-,-,-,2,-,2,1,-,-,-,-,-,-,-,-,-,-,-,44,26,2,6,9,1
S00173246,152,99,79,22,57,3,2,4,12,-,11,5,13,8,8,-,-,-,-,-,-,-,1,38,13,5,2,13,2
S00173247,108,72,64,22,42,2,2,-,4,-,4,2,2,-,-,-,-,-,-,-,-,-,2,37,21,6,4,3,5
S00173248,105,61,56,17,43,2,1,-,3,-,1,-,4,4,4,2,-,-,-,-,-,-,4,38,30,2,1,1,2
S00173249,75,33,27,4,23,2,-,2,6,4,2,1,2,-,-,-,-,-,-,-,-,-,1,37,26,8,1,-,2
S00173250,95,12,8,2,8,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,-,-,88,65,-,4,16,1
S00173251,89,45,33,5,30,2,-,2,8,4,4,2,-,1,1,-,-,-,-,-,-,-,1,42,29,1,2,3,8
S00173252,95,63,59,14,45,-,-,-,3,2,1,1,3,-,-,-,-,-,-,-,-,-,-,30,25,-,1,2,2
S00173253,56,22,19,4,15,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,7,1,3,16,4
S00173254,87,47,44,15,25,1,-,1,1,-,1,1,4,4,4,-,-,-,-,-,-,-,2,36,22,4,2,8,2
S00173255,99,50,42,5,37,1,-,1,6,2,4,-,-,-,-,-,-,-,-,-,-,-,-,49,30,2,3,8,4
S00173256,82,57,46,7,39,-,-,-,10,1,8,2,1,1,-,1,-,-,-,-,-,-,-,24,19,4,1,-,1
S00173257,74,34,29,8,21,2,-,2,3,3,-,-,4,1,1,-,-,-,-,-,-,-,2,36,27,-,1,5,2
S00173258,85,35,27,7,20,1,-,1,6,3,3,1,4,-,-,-,-,-,-,-,-,-,4,47,26,3,2,19,-
S00173259,123,73,60,13,47,2,-,2,9,4,4,4,-,-,-,-,-,-,-,-,-,-,-,50,28,2,6,7,4
S00173260,84,46,39,9,30,1,-,1,6,1,7,-,2,2,2,-,-,-,-,-,-,-,-,33,25,6,3,-,-
S00173261,54,29,27,6,20,-,-,-,3,-,2,1,1,-,-,-,-,-,-,-,-,-,1,24,9,2,2,10,3
S00173262,90,52,49,7,43,1,1,-,4,-,4,2,2,2,2,-,-,-,-,-,-,-,-,37,7,4,1,16,8
S00173263,115,64,56,12,44,1,-,1,5,2,2,2,5,5,5,-,-,-,-,-,-,-,-,46,26,6,-,8,3
S00173264,67,42,35,5,28,-,-,-,6,-,6,1,7,7,4,4,-,-,-,-,-,-,-,19,7,1,1,7,1
S00173265,132,76,67,11,53,1,-,1,6,4,3,-,-,-,-,-,-,-,-,-,-,-,-,52,35,5,2,6,3
S00173266,96,52,46,5,41,1,-,1,3,-,3,2,-,-,-,-,-,-,-,-,-,-,-,44,26,2,1,9,6
S00173267,96,55,46,6,40,1,-,1,8,3,5,1,2,2,2,-,-,-,-,-,-,-,-,38,22,3,3,9,4
S00173268,66,46,42,9,33,-,-,-,1,1,1,1,1,1,2,1,-,-,-,-,-,-,-,18,14,1,1,-,-
S00173269,95,69,67,9,60,-,-,-,1,-,1,1,4,4,4,-,-,-,-,-,-,-,-,32,4,10,2,7,6
S00173270,190,127,102,24,75,3,-,3,15,5,14,1,15,17,12,2,-,-,-,-,-,-,1,46,23,11,13,-,2
S00173271,87,41,34,2,32,1,-,1,4,2,1,1,4,4,4,-,-,-,-,-,-,-,-,43,26,-,5,10,-
S00173272,128,70,59,18,39,-,-,-,6,-,5,4,6,7,7,-,-,-,-,-,-,-,1,50,20,8,7,13,2
S00173273,173,144,133,25,108,5,-,5,4,1,3,4,7,6,6,-,-,-,-,1,1,-,4,22,11,8,3,1,-
S00173274,60,35,29,11,18,2,-,2,1,-,1,4,4,3,2,1,-,-,-,-,-,-,-,21,10,1,4,3,3
S00173275,123,75,68,15,53,-,-,-,4,-,2,3,6,4,4,-,-,-,-,-,-,-,1,45,24,7,8,4,4
S00173276,114,79,72,11,61,-,-,-,4,2,1,4,3,3,3,-,-,-,-,-,-,-,-,32,27,2,-,3,-
S00173277,115,47,40,14,26,2,-,2,-,-,-,2,2,-,-,-,-,-,-,1,-,1,-,66,44,2,1,12,6
S00173278,94,48,44,5,39,-,-,-,2,-,2,2,5,4,4,-,-,-,-,-,-,-,-,41,32,-,1,4,2
S00173279,74,58,53,6,47,2,-,2,7,-,3,-,1,-,-,-,-,-,-,-,-,-,1,15,8,2,-,1,3
S00173280,122,81,70,13,53,1,-,1,4,1,3,3,1,1,1,-,-,-,-,-,-,-,-,43,25,9,5,3,-
S00173281,111,64,59,22,37,-,-,-,5,2,-,-,3,3,3,-,-,-,-,-,-,-,-,47,39,5,1,1,-
S00173282,112,72,56,6,51,1,-,1,14,5,9,1,5,4,3,1,-,-,-,-,-,-,2,35,24,2,2,5,3
S00173283,140,114,100,14,86,2,-,2,12,3,9,-,4,5,3,1,-,-,-,-,-,-,1,21,12,8,2,4,-
S00173284,70,41,36,11,20,1,-,1,8,2,6,-,1,1,1,-,-,-,-,-,-,-,-,26,24,3,2,-,-
S00173285,104,62,55,14,41,-,-,-,2,-,2,3,4,3,3,-,-,-,-,-,-,-,2,38,35,1,-,2,-
S00173286,90,46,37,12,25,2,-,2,5,4,1,4,2,2,3,1,-,-,-,-,-,-,-,41,36,3,1,1,-
S00173287,78,27,24,9,15,-,-,-,3,-,2,-,-,-,-,-,-,-,-,-,-,-,-,50,44,-,-,4,2
S00173288,106,66,62,15,47,-,-,-,4,-,4,-,7,5,4,1,-,-,-,-,-,-,2,33,18,1,4,7,3
S00173289,110,47,43,2,38,-,-,-,4,2,3,-,2,2,2,-,-,-,-,-,-,-,-,61,52,5,2,1,-
S00173290,100,53,48,6,40,-,-,-,4,2,2,1,4,2,2,-,-,-,-,-,-,-,2,43,24,5,2,10,4
S00173291,102,48,41,9,29,3,-,3,4,-,2,-,8,6,4,1,-,-,-,-,-,-,2,49,41,3,3,-,2
S00173292,94,71,68,5,63,-,-,-,2,1,1,-,4,1,1,-,-,-,-,-,-,-,-,19,10,7,2,1,-
S00173293,119,50,46,13,34,-,-,-,4,1,2,-,2,2,2,-,-,-,-,-,-,-,-,68,62,4,-,1,2
S00173294,133,60,48,10,38,4,2,3,5,3,6,-,6,6,6,-,-,-,-,-,-,-,-,70,56,5,4,3,1
S00173295,86,40,38,10,28,-,-,-,3,-,3,-,3,3,3,-,-,-,-,-,-,-,-,42,30,2,2,5,3
S00173296,177,41,32,5,27,3,1,2,6,2,4,-,1,1,1,-,-,-,-,-,-,-,-,138,105,-,3,23,10
S00173297,96,52,46,10,39,-,-,-,6,-,6,-,8,8,4,1,-,-,-,-,-,-,-,39,35,-,-,-,4
S00173298,73,44,35,10,23,1,-,1,3,3,2,1,2,2,2,-,-,-,-,-,-,-,-,29,10,7,3,7,1
S00173299,54,19,16,1,13,-,-,-,1,1,-,-,4,4,3,2,-,-,-,-,-,-,-,31,18,1,2,9,1
S00173300,59,28,24,4,20,-,-,-,3,3,-,1,2,2,2,-,-,-,-,-,-,-,-,29,13,-,3,10,4
S00173301,70,43,41,18,26,-,-,-,-,-,-,3,3,1,1,-,-,-,-,-,-,-,2,26,23,2,-,2,-
S00173302,76,41,37,9,24,2,-,-,1,1,-,5,1,1,1,-,-,-,-,-,-,-,-,34,16,2,2,12,4
S00173303,73,42,33,9,24,-,-,-,2,1,4,7,-,-,-,-,-,-,-,-,-,-,-,27,16,2,4,11,1
S00173304,65,26,23,8,19,1,-,1,4,2,1,-,-,-,-,-,-,-,-,-,-,-,-,36,25,3,3,3,-
S00173305,77,37,34,5,28,-,-,-,-,-,-,1,3,3,3,-,-,-,-,-,-,-,-,37,19,1,3,13,1
S00173306,59,39,37,7,30,-,-,-,2,-,2,-,13,7,7,-,-,-,-,-,-,-,3,8,3,2,1,-,1
S00173307,119,88,76,9,67,-,-,-,14,3,12,-,-,-,-,-,-,-,-,-,-,-,-,31,27,-,-,2,2
S00173308,54,23,19,9,10,-,-,-,3,2,-,1,-,-,-,-,-,-,-,-,-,-,-,24,4,4,2,11,6
S00173309,148,91,76,17,59,3,-,3,12,7,5,-,6,5,4,-,-,-,-,-,-,-,-,51,30,7,5,7,2
S00173310,84,43,43,9,31,1,-,1,2,2,-,-,1,1,1,-,-,-,-,-,-,-,-,40,35,2,-,3,2
S00173311,57,34,32,8,24,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,-,-,26,14,-,1,4,3
S00173312,92,48,38,15,27,1,-,1,4,1,3,1,3,4,4,-,-,-,-,-,-,-,-,41,30,-,2,5,1
S00173313,125,69,61,12,52,3,-,3,6,1,5,2,4,4,3,1,-,-,-,-,-,-,-,49,36,7,5,-,2
S00173314,93,54,47,13,37,-,-,-,7,1,2,2,5,5,2,2,-,-,-,-,-,-,-,37,26,-,3,6,-
S00173315,80,44,36,16,16,1,1,-,4,2,3,7,10,9,9,-,-,-,-,-,-,-,1,26,4,-,3,15,2
S00173316,70,42,37,11,25,-,-,-,4,-,4,-,5,4,4,-,-,-,-,-,-,-,1,23,13,5,1,2,2
S00173317,60,22,14,4,12,-,-,-,3,2,2,-,2,1,1,-,-,-,-,-,-,-,1,40,25,1,3,8,-
S00173318,78,37,30,11,19,1,-,1,6,3,3,-,2,2,2,-,-,-,-,-,-,-,-,39,33,4,3,-,-
S00173319,61,34,30,8,22,-,-,-,2,2,-,3,2,2,2,-,-,-,-,-,-,-,-,23,23,-,-,4,2
S00173320,90,49,37,17,20,-,-,-,10,-,10,-,2,-,-,-,-,-,-,-,-,-,1,39,16,4,6,10,3
S00173321,68,35,29,4,22,-,-,-,2,-,1,4,-,-,-,-,-,-,-,-,-,-,-,31,28,3,-,-,-
