Scotland's Census 2022 - National Records of Scotland
Table UV704 - Distance travelled to place of study
All people aged 4 and over studying the week before the census
,"All people aged 4 and over studying the week before the census","Mainly study from home","Less than 2km","2km to less than 5km","5km to less than 10km","10km to less than 20km","20km to less than 30km","30km to less than 40km","40km to less than 60km","60km and over","Other - No fixed place of study or studying outside the UK"
"S00173003",16,4,6,3,2,1,-,-,-,-,-
"S00173004",8,4,4,-,-,-,-,-,-,-,-
"S00173005",22,4,9,1,1,2,-,-,-,-,-
"S00173006",16,3,10,-,-,-,1,-,-,-,-
"S00173007",6,-,1,-,1,4,-,-,-,-,-
"S00173008",48,2,17,22,1,5,-,-,-,1,-
"S00173009",8,-,2,-,2,2,-,-,1,-,-
"S00173010",21,1,9,8,-,-,-,-,-,-,-
"S00173011",13,3,7,2,-,-,-,-,-,-,-
"S00173012",14,9,4,1,2,1,-,-,-,1,-
"S00173013",28,9,12,1,-,-,1,-,-,-,-
"S00173014",7,-,6,-,2,-,1,-,-,-,-
"S00173015",20,8,6,2,1,4,-,-,-,-,-
"S00173016",25,6,14,-,3,1,-,-,-,-,-
"S00173017",35,11,6,7,3,4,2,-,-,-,-
"S00173018",31,4,12,4,6,5,-,-,-,-,-
"S00173019",15,6,5,-,1,-,-,-,-,-,1
"S00173020",26,10,10,4,-,4,-,-,-,-,-
"S00173021",9,-,1,-,3,2,-,-,-,1,-
"S00173022",17,4,2,2,-,6,-,-,-,-,-
"S00173023",21,1,6,7,-,3,3,-,-,-,-
"S00173024",23,1,16,2,-,2,1,-,-,-,-
"S00173025",14,3,7,1,1,-,-,-,-,-,-
"S00173026",17,3,8,3,-,1,-,-,-,-,-
"S00173027",7,1,2,1,1,-,-,-,-,-,-
"S00173028",5,2,3,-,1,-,-,-,-,-,-
"S00173029",24,6,3,9,-,1,1,-,-,-,-
"S00173030",35,7,11,13,1,4,-,-,-,-,-
"S00173031",19,6,2,6,-,3,2,-,-,-,-
"S00173032",26,3,6,10,3,1,-,-,-,-,-
"S00173033",28,8,10,7,5,-,-,-,-,-,-
"S00173034",17,9,2,2,2,3,-,-,-,1,-
"S00173035",2,1,1,-,-,-,-,-,-,1,-
"S00173036",19,4,8,2,-,5,-,-,-,-,-
"S00173037",6,3,1,-,2,-,-,-,-,-,-
"S00173038",4,2,-,1,1,-,-,-,-,-,-
"S00173039",27,4,13,9,1,3,-,-,-,-,-
"S00173040",9,1,1,3,3,1,-,-,-,-,-
"S00173041",23,3,5,7,6,-,-,-,-,-,-
"S00173042",31,-,16,6,6,2,-,-,-,-,-
"S00173043",15,4,8,1,-,-,-,-,-,-,-
"S00173044",8,-,3,4,1,-,-,-,-,-,-
"S00173045",15,2,7,1,-,4,-,-,-,-,-
"S00173046",5,1,1,2,2,-,-,-,-,-,-
"S00173047",34,3,9,10,7,1,3,-,-,1,-
"S00173048",20,-,15,2,-,1,1,-,-,-,-
"S00173049",7,1,4,4,-,-,-,-,-,-,-
"S00173050",27,6,7,7,-,4,1,-,-,2,-
"S00173051",4,-,2,-,-,-,-,-,-,-,-
"S00173052",7,2,-,-,-,3,-,-,-,-,-
"S00173053",28,5,12,5,1,3,-,-,2,-,-
"S00173054",35,4,16,11,4,-,-,-,-,-,-
"S00173055",10,4,5,-,-,-,-,-,-,-,-
"S00173056",27,6,11,7,2,1,-,-,-,-,-
"S00173057",10,4,2,1,-,4,-,-,-,-,-
"S00173058",12,1,3,-,-,4,-,-,-,-,-
"S00173059",14,1,5,8,-,1,-,-,-,-,-
"S00173060",13,6,-,-,1,2,1,-,-,-,-
"S00173061",26,10,11,2,2,-,-,-,-,-,-
"S00173062",10,-,6,4,-,-,-,-,-,-,-
"S00173063",14,2,6,3,2,-,-,-,-,1,-
"S00173064",25,6,10,8,1,4,-,-,-,-,-
"S00173065",11,3,3,3,-,-,-,-,-,2,-
"S00173066",10,4,5,1,-,-,-,-,-,-,-
"S00173067",22,4,11,4,3,-,1,-,-,-,-
"S00173068",18,6,3,8,-,1,-,-,-,-,-
"S00173069",15,-,1,5,3,4,-,-,-,-,-
"S00173070",4,-,2,1,-,1,-,-,-,-,-
"S00173071",11,3,3,1,3,-,1,-,-,-,-
"S00173072",17,1,5,5,-,5,-,-,-,-,-
"S00173073",10,-,11,1,1,1,-,-,-,-,-
"S00173074",27,1,13,5,2,4,-,-,-,-,-
"S00173075",17,-,7,5,-,4,1,-,-,-,-
"S00173076",20,2,3,12,-,3,-,-,-,-,-
"S00173077",10,2,5,4,-,1,-,-,-,-,-
"S00173078",24,1,5,4,7,4,-,-,-,-,-
"S00173079",32,2,10,12,-,1,-,-,-,-,-
"S00173080",9,2,6,1,-,-,-,-,-,-,-
"S00173081",27,8,5,5,3,-,2,-,2,-,2
"S00173082",16,2,8,3,-,4,-,-,1,-,-
"S00173083",15,5,6,-,-,-,-,-,-,-,-
"S00173084",10,7,-,1,2,-,-,-,-,-,-
"S00173085",2,-,-,2,-,-,-,-,-,-,-
"S00173086",6,1,2,2,-,1,-,-,-,-,-
"S00173087",16,4,9,-,-,2,-,-,-,-,-
"S00173088",17,1,5,7,2,1,-,-,1,-,-
"S00173089",5,-,1,-,-,2,2,-,-,-,-
"S00173090",4,-,4,-,-,-,-,-,-,-,-
"S00173091",14,3,2,5,2,1,-,-,-,1,-
"S00173092",26,3,21,-,1,-,-,-,-,-,-
"S00173093",10,3,3,1,1,2,-,-,-,-,-
"S00173094",2,2,4,-,1,-,1,-,-,-,-
"S00173095",25,2,12,9,1,1,-,-,-,-,-
"S00173096",34,5,23,3,-,2,-,-,-,-,-
"S00173097",23,6,4,6,2,6,-,-,-,-,-
"S00173098",4,-,-,-,4,-,-,-,-,-,-
"S00173099",4,-,1,-,-,-,-,-,-,-,-
"S00173100",10,-,2,1,-,4,-,-,-,-,-
"S00173101",44,6,22,8,7,1,-,-,-,-,-
"S00173102",6,4,2,1,2,1,-,-,-,-,-
"S00173103",15,5,1,6,1,2,-,-,-,-,-
"S00173104",8,1,4,2,-,1,-,-,-,-,-
"S00173105",10,2,3,1,1,-,-,-,-,-,-
"S00173106",22,1,10,4,2,2,-,-,-,-,1
"S00173107",16,4,9,1,-,2,-,-,-,-,-
"S00173108",12,2,4,1,-,4,1,-,-,-,-
"S00173109",18,7,3,2,1,4,-,-,-,-,-
"S00173110",15,-,5,2,-,2,2,-,-,-,-
"S00173111",5,-,2,2,1,-,-,-,-,-,-
"S00173112",10,-,5,1,3,-,-,-,-,-,-
"S00173113",13,1,7,2,-,1,-,-,-,-,-
"S00173114",4,3,3,-,-,-,-,-,-,-,-
"S00173115",6,1,2,-,3,-,-,-,-,-,-
"S00173116",17,4,6,4,-,3,-,-,-,-,-
"S00173117",28,4,16,9,1,4,-,-,1,-,-
"S00173118",22,7,9,2,3,-,-,-,-,-,1
"S00173119",11,-,5,2,-,5,-,-,-,-,-
"S00173120",4,1,-,2,1,-,-,-,-,-,-
"S00173121",9,3,-,1,1,3,-,-,-,-,-
"S00173122",19,2,2,5,-,3,2,-,-,-,-
"S00173123",17,-,4,10,-,2,-,-,-,-,-
"S00173124",10,-,8,3,-,1,-,-,-,-,-
"S00173125",7,4,1,2,-,-,-,-,-,-,-
"S00173126",5,-,2,-,-,1,1,-,-,-,-
"S00173127",37,6,28,3,1,5,-,-,-,-,-
"S00173128",41,6,18,12,2,5,1,-,-,-,-
"S00173129",10,1,9,1,1,1,-,-,-,-,-
"S00173130",18,6,3,2,-,2,1,-,-,-,-
"S00173131",6,2,-,3,-,-,-,-,-,-,-
"S00173132",10,-,7,3,-,-,-,-,-,-,-
"S00173133",33,5,20,6,-,2,-,-,-,-,-
"S00173134",14,-,7,8,1,-,-,-,-,1,1
"S00173135",21,1,13,3,1,2,-,-,1,-,-
"S00173136",17,7,5,1,2,3,-,-,-,-,-
"S00173137",29,6,4,8,3,1,-,-,1,1,1
"S00173138",6,1,4,2,-,1,-,-,-,-,-
"S00173139",23,9,10,3,1,2,-,-,-,-,-
"S00173140",40,9,23,3,3,4,-,-,-,-,-
"S00173141",18,7,4,6,1,-,-,-,-,-,-
"S00173142",39,11,24,2,1,2,-,-,-,-,-
"S00173143",25,4,5,7,-,2,1,-,-,-,-
"S00173144",1,-,-,1,-,-,-,-,-,-,-
"S00173145",13,2,8,2,3,2,-,-,-,-,-
"S00173146",24,7,15,1,2,-,-,-,-,-,-
"S00173147",6,-,2,3,-,-,-,-,-,-,-
"S00173148",21,-,6,7,3,4,-,-,-,-,-
"S00173149",20,2,9,4,4,3,-,-,-,-,-
"S00173150",12,1,5,3,-,2,-,-,-,2,-
"S00173151",16,9,3,3,-,-,-,-,-,-,-
"S00173152",10,-,5,4,-,-,-,-,-,-,-
"S00173153",17,3,3,4,3,4,-,-,-,-,-
"S00173154",9,4,2,-,1,3,-,-,-,-,-
"S00173155",11,3,3,2,3,-,-,-,-,-,-
"S00173156",3,1,3,-,-,-,-,-,-,-,-
"S00173157",13,2,8,3,1,3,-,-,-,-,-
"S00173158",24,7,1,13,-,1,-,-,-,-,-
"S00173159",26,3,13,2,4,1,-,-,-,-,-
"S00173160",14,2,7,5,-,-,-,-,-,-,-
"S00173161",12,3,4,-,2,-,-,-,-,-,-
"S00173162",9,-,6,-,1,-,-,-,-,-,-
"S00173163",9,1,6,1,1,-,1,-,-,-,-
"S00173164",10,4,2,-,-,-,4,-,-,-,-
"S00173165",21,1,3,7,5,1,-,-,-,-,-
"S00173166",2,2,-,-,-,1,-,-,-,-,-
"S00173167",11,-,3,5,-,5,-,-,-,-,-
"S00173168",4,-,1,-,3,-,-,-,-,-,-
"S00173169",11,4,-,1,4,2,-,-,-,-,-
"S00173170",2,-,1,-,-,-,-,-,-,-,-
"S00173171",36,4,21,2,3,6,-,-,1,-,-
"S00173172",14,1,5,2,3,1,-,-,-,-,-
"S00173173",21,6,5,10,2,1,1,-,-,-,-
"S00173174",18,2,10,1,-,3,-,-,-,-,-
"S00173175",18,1,8,2,4,2,1,-,-,-,-
"S00173176",23,2,6,5,7,3,1,-,-,-,-
"S00173177",7,2,2,1,-,1,-,-,-,-,-
"S00173178",18,3,12,-,-,3,-,-,-,-,-
"S00173179",15,5,4,4,-,-,-,-,-,2,-
"S00173180",13,2,4,3,-,2,2,2,-,-,-
"S00173181",7,4,3,2,-,-,-,-,-,-,-
"S00173182",15,1,9,2,-,5,-,-,-,-,-
"S00173183",18,-,6,9,-,4,-,-,-,-,-
"S00173184",23,3,9,3,5,3,-,-,-,-,-
"S00173185",9,3,4,1,-,2,-,-,-,-,-
"S00173186",14,4,3,-,5,-,-,-,-,-,-
"S00173187",36,7,17,10,2,4,-,-,-,-,-
"S00173188",17,4,8,8,-,1,-,-,-,-,-
"S00173189",16,4,10,4,-,-,-,-,-,-,-
"S00173190",11,2,3,4,-,1,-,-,-,-,-
"S00173191",6,3,1,-,-,-,-,-,-,-,-
"S00173192",1,-,-,1,-,-,-,-,-,-,-
"S00173193",30,11,12,3,4,-,-,-,-,-,-
"S00173194",11,6,6,-,-,1,-,-,-,-,-
"S00173195",16,6,5,2,-,1,-,-,-,-,-
"S00173196",14,3,7,-,2,2,-,-,-,-,-
"S00173197",16,1,10,3,1,-,-,-,1,-,-
"S00173198",11,5,-,5,-,-,-,-,-,-,-
"S00173199",9,2,2,1,4,-,-,-,-,-,-
"S00173200",32,7,8,9,4,5,-,-,1,-,-
"S00173201",15,4,2,5,-,2,1,-,1,-,-
"S00173202",10,4,4,-,1,1,-,-,-,-,-
"S00173203",1,-,-,1,-,-,-,-,-,-,-
"S00173204",8,1,3,1,3,-,-,-,-,-,-
"S00173205",5,-,-,-,-,-,-,-,-,-,-
"S00173206",18,4,7,4,2,3,-,-,-,-,-
"S00173207",15,7,7,-,-,1,-,-,-,-,-
"S00173208",8,3,2,-,3,-,-,-,-,-,-
"S00173209",43,11,25,4,-,4,-,-,-,-,-
"S00173210",8,3,3,1,-,-,1,-,-,-,1
"S00173211",6,1,2,-,-,2,-,-,-,-,-
"S00173212",11,-,1,4,1,3,-,-,-,-,-
"S00173213",21,4,4,7,3,4,-,-,-,-,-
"S00173214",7,-,2,1,-,2,-,-,-,-,-
"S00173215",9,2,4,3,1,2,-,-,-,-,-
"S00173216",17,2,8,4,-,3,-,-,-,-,-
"S00173217",40,7,22,9,2,-,-,-,-,-,-
"S00173218",7,-,-,4,1,-,-,-,-,-,-
"S00173219",24,5,9,4,1,-,-,1,-,-,-
"S00173220",7,3,4,-,-,-,-,-,-,-,-
"S00173221",43,10,11,11,4,4,-,-,-,-,-
"S00173222",22,-,3,11,1,2,-,-,-,-,-
"S00173223",17,2,5,3,-,5,-,-,-,-,-
"S00173224",7,4,4,1,-,-,-,-,-,-,-
"S00173225",6,-,4,2,-,-,-,-,-,-,-
"S00173226",5,2,2,-,2,-,-,-,-,-,-
"S00173227",12,1,6,-,1,-,-,-,-,-,-
"S00173228",8,-,4,2,-,2,-,-,-,-,-
"S00173229",46,12,19,7,3,3,2,-,-,-,-
"S00173230",4,-,1,1,-,4,-,-,-,-,-
"S00173231",31,10,19,1,-,-,-,-,-,-,-
"S00173232",10,2,-,1,1,1,-,-,-,-,-
"S00173233",8,-,3,1,2,2,-,-,-,-,-
"S00173234",13,3,3,1,1,5,-,-,-,-,-
"S00173235",10,-,3,2,2,4,-,-,1,-,-
"S00173236",37,6,16,10,-,-,-,-,-,-,2
"S00173237",24,9,10,-,2,-,-,-,-,-,1
"S00173238",33,5,18,2,5,-,2,-,-,-,-
"S00173239",16,11,2,1,3,2,-,-,-,-,-
"S00173240",18,4,7,6,1,-,-,-,-,-,-
"S00173241",-,-,-,-,-,-,-,-,-,-,-
"S00173242",20,2,2,9,3,1,-,-,-,-,-
"S00173243",16,-,5,6,3,1,-,-,-,1,-
"S00173244",4,1,2,-,1,-,-,-,-,-,-
"S00173245",18,3,11,4,-,-,-,-,-,-,-
"S00173246",38,7,24,3,1,2,-,-,-,-,-
"S00173247",35,12,12,9,1,-,-,-,-,-,-
"S00173248",15,3,6,2,-,1,-,-,-,-,-
"S00173249",24,-,17,3,-,1,-,-,-,-,1
"S00173250",1,-,-,1,-,-,-,-,-,-,-
"S00173251",3,-,5,-,1,-,1,-,-,-,-
"S00173252",10,1,4,1,-,4,-,-,-,-,-
"S00173253",12,-,7,4,1,-,-,-,-,-,-
"S00173254",15,4,6,-,-,1,-,-,2,-,-
"S00173255",13,2,8,2,-,1,-,-,-,-,-
"S00173256",7,-,-,7,2,2,-,-,-,-,-
"S00173257",8,1,1,3,2,2,-,-,-,-,-
"S00173258",12,4,-,4,-,2,1,-,-,-,-
"S00173259",33,3,15,7,4,-,-,-,-,-,-
"S00173260",13,3,8,1,-,1,-,-,-,-,-
"S00173261",12,2,7,-,1,-,-,-,-,-,-
"S00173262",9,4,1,3,-,-,1,-,-,-,-
"S00173263",28,5,6,3,11,4,-,-,-,-,-
"S00173264",10,6,3,1,-,-,-,-,-,-,-
"S00173265",16,4,3,1,2,-,4,-,-,-,-
"S00173266",5,2,3,-,-,-,-,-,-,-,-
"S00173267",12,-,5,-,3,4,-,-,-,-,-
"S00173268",4,1,1,2,-,-,-,-,-,-,-
"S00173269",18,5,6,3,4,-,-,-,-,-,-
"S00173270",60,15,21,11,1,12,-,-,-,-,-
"S00173271",4,-,2,-,-,-,-,-,1,-,-
"S00173272",61,27,23,10,2,-,-,-,-,-,-
"S00173273",88,4,46,26,5,4,-,-,-,1,-
"S00173274",15,4,5,2,-,-,-,-,-,-,-
"S00173275",23,3,6,8,-,4,-,-,1,-,-
"S00173276",9,-,3,5,-,1,-,-,-,-,-
"S00173277",7,1,1,4,-,-,-,-,-,-,-
"S00173278",7,-,2,2,1,2,-,-,-,-,-
"S00173279",10,-,4,4,-,1,-,-,-,-,-
"S00173280",20,3,5,8,4,1,-,-,-,-,-
"S00173281",22,-,13,3,3,2,-,-,1,-,-
"S00173282",10,4,2,4,-,-,-,-,-,-,-
"S00173283",27,2,14,3,5,1,-,-,-,-,-
"S00173284",15,3,6,3,-,-,-,-,1,1,-
"S00173285",18,1,10,4,-,3,-,-,-,-,-
"S00173286",28,4,17,5,-,3,-,-,-,-,-
"S00173287",6,-,2,2,3,-,-,-,-,-,-
"S00173288",30,9,17,2,1,4,-,-,-,-,-
"S00173289",15,2,9,1,-,3,-,-,-,-,-
"S00173290",21,6,6,3,2,3,-,-,-,-,-
"S00173291",20,-,6,5,2,5,-,-,-,-,-
"S00173292",40,7,16,13,3,1,-,-,-,-,-
"S00173293",15,-,9,4,-,-,-,-,-,-,-
"S00173294",18,5,6,2,-,6,1,-,-,-,-
"S00173295",11,1,6,3,-,3,-,-,-,-,-
"S00173296",5,1,4,-,-,-,-,-,-,-,-
"S00173297",16,-,10,3,1,-,-,-,-,-,-
"S00173298",22,8,4,5,4,1,-,-,-,-,-
"S00173299",12,2,6,-,3,2,-,-,-,-,-
"S00173300",6,2,2,-,-,-,-,-,-,-,-
"S00173301",7,-,2,1,2,2,-,-,-,-,-
"S00173302",18,8,10,-,1,-,-,-,-,-,-
"S00173303",6,-,1,2,1,-,-,-,-,-,-
"S00173304",5,2,-,4,-,1,-,-,-,-,-
"S00173305",13,3,5,3,2,-,1,-,-,-,-
"S00173306",16,2,-,6,1,6,-,-,-,-,-
"S00173307",9,-,6,2,-,-,-,-,-,-,-
"S00173308",13,6,6,2,-,-,-,-,-,-,-
"S00173309",33,3,23,4,4,3,2,-,-,-,-
"S00173310",19,5,10,4,-,-,-,-,-,-,-
"S00173311",6,-,4,2,-,-,-,-,-,-,-
"S00173312",11,2,5,1,-,-,-,-,-,-,-
"S00173313",28,2,9,14,2,4,-,-,1,-,-
"S00173314",10,-,2,5,-,2,-,-,-,-,-
"S00173315",30,4,13,12,-,1,-,-,-,1,-
"S00173316",22,3,12,1,5,-,1,-,-,-,-
"S00173317",12,3,4,3,1,1,-,-,-,-,-
"S00173318",12,2,2,4,-,3,-,-,-,-,-
"S00173319",4,-,-,4,-,1,-,-,1,-,-
"S00173320",24,2,11,9,1,1,-,-,-,-,-
"S00173321",10,-,6,1,-,-,-,-,-,-,-
"S00173322",6,-,3,3,-,-,-,-,-,-,-
"S00173323",13,5,3,-,1,2,1,-,-,-,-
"S00173324",9,1,4,5,1,-,-,-,-,-,-
"S00173325",25,2,9,7,1,3,-,-,-,2,-
"S00173326",6,-,4,1,-,-,-,-,-,-,-
"S00173327",17,1,10,2,4,-,-,-,-,-,-
"S00173328",36,-,9,20,1,6,-,-,-,-,-
"S00173329",6,-,1,2,-,-,-,-,-,1,-
"S00173330",17,3,6,-,2,1,-,-,-,-,-
"S00173331",29,8,9,3,5,5,-,-,-,-,-
"S00173332",6,-,2,2,2,-,-,-,-,-,-
"S00173333",13,3,6,2,-,-,-,-,-,-,-
"S00173334",16,8,5,-,-,1,-,-,-,-,-
"S00173335",23,2,15,6,-,-,-,-,-,-,-
"S00173336",22,6,8,6,-,2,-,-,-,-,-
"S00173337",11,2,5,-,1,-,-,-,-,-,-
"S00173338",20,5,6,1,2,-,-,-,-,-,-
"S00173339",11,1,5,2,-,2,-,-,-,-,-
"S00173340",12,2,2,2,3,-,-,-,-,1,-
"S00173341",61,7,32,16,1,4,-,-,-,-,-
"S00173342",8,-,3,1,2,1,-,-,-,-,-
"S00173343",16,3,9,2,-,1,-,-,1,-,-
"S00173344",36,4,14,5,2,10,1,-,-,-,-
"S00173345",11,1,6,2,4,-,-,-,-,-,-
"S00173346",13,-,5,7,-,1,-,-,-,-,-
"S00173347",29,2,14,9,3,1,-,-,-,-,-
"S00173348",10,1,5,-,2,-,-,-,-,-,-
"S00173349",29,2,15,9,1,4,-,-,-,-,-
"S00173350",11,4,2,5,-,-,-,-,-,-,-
"S00173351",14,4,5,5,1,-,1,-,-,-,-
"S00173352",13,4,4,4,1,-,-,-,-,-,-
"S00173353",26,-,19,4,-,1,-,-,1,1,-
"S00173354",9,1,4,3,-,1,-,-,-,-,-
"S00173355",39,8,17,10,2,3,1,-,-,-,-
"S00173356",24,3,5,8,2,1,-,-,-,-,-
"S00173357",7,-,5,-,1,-,-,-,-,-,-
"S00173358",17,5,7,4,-,3,-,-,-,-,-
"S00173359",19,1,9,5,3,-,-,-,-,-,-
"S00173360",11,3,2,2,4,-,-,-,-,-,1
"S00173361",24,5,7,9,4,5,-,-,-,-,-
"S00173362",44,4,17,22,1,5,-,-,-,-,-
"S00173363",6,2,2,2,-,-,-,-,-,-,-
"S00173364",6,1,7,-,-,1,-,-,-,-,-
"S00173365",13,-,4,2,4,-,-,-,1,-,-
"S00173366",36,10,10,5,10,3,-,-,-,-,-
"S00173367",13,-,12,2,-,-,-,-,-,-,-
"S00173368",19,5,18,2,-,1,-,-,-,-,-
"S00173369",57,5,20,22,2,8,2,-,-,-,-
"S00173370",10,-,9,-,1,-,-,-,-,-,-
"S00173371",15,2,8,3,4,-,-,-,-,-,-
"S00173372",29,3,14,10,-,-,-,-,-,-,-
"S00173373",16,1,6,5,3,-,-,-,-,-,-
"S00173374",9,3,2,4,1,-,-,-,-,-,-
"S00173375",12,2,1,2,3,3,-,-,-,-,-
"S00173376",31,10,10,6,3,2,2,-,-,-,-
"S00173377",18,3,4,5,2,2,-,-,-,-,-
"S00173378",22,2,12,4,1,2,-,-,-,1,-
"S00173379",6,-,1,5,-,-,-,-,-,-,-
"S00173380",36,6,5,17,5,-,1,-,-,-,-
"S00173381",23,4,13,6,-,-,-,-,-,-,-
"S00173382",10,-,5,4,1,-,-,-,-,-,-
"S00173383",43,11,24,9,1,1,-,-,-,-,-
"S00173384",12,5,4,2,-,-,-,-,-,-,-
"S00173385",41,4,27,1,5,3,2,-,-,-,-
"S00173386",17,1,6,2,4,-,-,-,1,-,-
"S00173387",64,10,25,9,12,6,2,-,-,-,-
"S00173388",54,8,15,25,3,4,3,-,-,-,-
"S00173389",6,-,4,1,-,1,-,-,-,-,-
"S00173390",17,3,8,4,1,-,-,-,-,-,-
"S00173391",9,1,3,3,-,1,-,-,-,-,-
"S00173392",32,4,4,17,1,2,1,-,-,-,-
"S00173393",67,5,49,7,2,3,-,-,-,1,-
"S00173394",10,4,3,-,-,5,-,-,-,2,-
"S00173395",28,5,10,9,2,3,-,-,-,-,-
"S00173396",53,6,35,8,-,1,-,-,-,-,-
"S00173397",17,7,4,-,-,2,-,-,1,-,-
"S00173398",14,-,3,1,1,4,-,-,-,-,-
"S00173399",7,-,3,3,1,-,-,-,-,-,-
"S00173400",20,4,11,5,-,-,-,-,-,-,-
"S00173401",21,3,9,9,3,1,-,-,-,-,-
"S00173402",8,-,5,1,2,-,-,-,-,-,-
"S00173403",14,2,10,1,3,-,1,-,-,-,-
"S00173404",19,-,5,10,3,2,-,-,-,-,-
"S00173405",14,6,4,-,-,2,-,-,-,-,-
"S00173406",26,4,13,4,3,1,2,-,-,-,-
"S00173407",26,1,13,9,-,1,-,-,-,1,-
"S00173408",10,-,8,-,-,-,-,-,-,-,-
"S00173409",20,1,12,4,-,-,1,-,-,-,-
"S00173410",19,3,-,5,1,7,-,-,-,1,-
"S00173411",16,3,8,5,-,-,-,-,-,-,-
"S00173412",11,-,6,5,-,1,-,-,-,-,-
"S00173413",15,1,12,3,-,-,-,-,1,-,-
"S00173414",35,5,14,4,4,4,1,-,-,-,-
"S00173415",16,1,9,5,-,-,-,-,-,-,-
"S00173416",18,3,6,5,2,5,-,-,-,-,-
"S00173417",30,9,13,5,2,1,-,-,-,1,-
"S00173418",43,5,28,2,2,4,1,-,-,-,-
"S00173419",41,7,25,6,3,1,-,-,-,-,-
"S00173420",25,4,7,10,5,2,-,-,-,-,-
"S00173421",47,6,33,3,3,2,-,-,-,-,-
"S00173422",15,7,6,-,2,-,-,-,-,-,-
"S00173423",7,-,5,-,-,-,-,-,-,-,-
"S00173424",19,2,17,4,-,-,-,-,-,-,-
"S00173425",18,8,9,2,-,-,-,-,-,-,-
"S00173426",14,4,5,1,3,2,-,-,-,-,-
"S00173427",9,-,4,3,-,-,-,-,-,-,-
"S00173428",11,3,6,2,-,-,-,-,-,-,-
"S00173429",14,2,7,3,-,2,-,-,-,-,-
"S00173430",13,2,7,3,-,-,-,-,-,-,-
"S00173431",11,4,10,2,-,-,1,-,-,-,-
"S00173432",9,1,4,1,-,-,-,-,-,-,-
"S00173433",11,7,3,2,-,-,-,-,-,-,-
"S00173434",16,5,6,-,6,-,-,-,-,-,-
"S00173435",24,4,4,6,4,5,-,-,-,-,1
"S00173436",22,1,10,10,3,1,-,-,-,-,-
"S00173437",18,3,9,5,-,-,-,-,-,-,-
"S00173438",16,1,10,4,3,-,-,-,-,-,-
"S00173439",27,2,11,7,1,4,-,-,-,-,-
"S00173440",25,4,16,7,-,4,2,-,-,-,-
"S00173441",23,2,9,5,4,1,-,-,-,1,-
"S00173442",26,6,13,-,2,1,-,-,-,-,-
"S00173443",42,1,26,9,-,3,-,-,1,1,-
"S00173444",9,-,4,2,-,2,-,-,-,-,-
"S00173445",8,3,5,-,-,1,-,-,-,-,-
"S00173446",18,6,9,3,-,-,-,-,-,-,-
"S00173447",17,3,7,4,1,2,-,-,-,-,-
"S00173448",72,7,50,13,-,1,-,-,-,1,-
"S00173449",40,10,15,6,7,1,3,-,-,-,-
"S00173450",26,-,16,10,-,-,-,-,-,-,-
"S00173451",12,1,6,2,1,2,-,-,-,-,-
"S00173452",14,4,1,3,3,2,-,-,-,-,-
"S00173453",38,11,15,4,4,1,-,-,-,2,1
"S00173454",22,3,6,7,2,-,-,-,-,-,-
"S00173455",26,3,11,11,-,2,-,-,-,-,-
"S00173456",21,2,8,5,-,1,-,-,-,2,-
"S00173457",42,11,22,1,3,4,-,-,1,-,-
"S00173458",20,5,5,8,-,3,-,-,-,-,-
"S00173459",7,1,5,2,1,2,-,-,-,-,-
"S00173460",16,1,8,1,2,-,-,-,-,-,-
"S00173461",14,3,8,3,-,-,-,-,-,-,-
"S00173462",15,3,7,3,-,3,-,-,-,-,-
"S00173463",7,3,4,3,1,-,-,-,-,-,-
"S00173464",38,6,29,1,1,1,-,-,-,-,-
"S00173465",17,4,9,1,-,-,-,-,1,-,-
"S00173466",19,4,9,3,4,-,-,-,-,-,-
"S00173467",38,1,16,14,-,7,1,-,-,1,-
"S00173468",41,2,15,11,7,5,-,-,-,-,1
"S00173469",12,4,4,2,5,2,1,-,-,-,-
"S00173470",25,6,12,5,1,3,-,-,-,-,-
"S00173471",43,7,29,3,5,-,-,-,1,-,-
"S00173472",5,1,4,-,-,-,-,-,-,-,-
"S00173473",21,1,9,6,-,4,-,-,-,-,-
"S00173474",38,1,23,6,4,3,-,-,-,-,-
"S00173475",19,2,12,3,-,-,-,-,-,2,-
"S00173476",27,5,15,3,2,3,-,-,-,-,-
"S00173477",22,2,3,15,-,2,-,-,1,-,-
"S00173478",10,2,5,2,-,1,-,-,-,1,-
"S00173479",21,3,10,3,3,2,-,-,-,-,-
"S00173480",16,4,4,7,-,1,-,-,-,-,-
"S00173481",28,9,4,15,-,-,-,-,-,-,-
"S00173482",4,-,5,-,2,1,-,-,-,-,-
"S00173483",33,-,20,10,4,-,-,-,2,-,-
"S00173484",10,-,5,-,2,-,-,-,-,-,-
"S00173485",13,5,3,4,1,-,-,-,-,-,-
"S00173486",25,7,12,4,1,3,-,-,-,-,-
"S00173487",59,14,29,4,2,5,-,1,-,-,-
"S00173488",17,3,7,4,1,2,-,-,-,-,-
"S00173489",19,3,4,10,-,2,1,-,-,-,-
"S00173490",17,4,3,10,-,2,-,-,-,-,-
"S00173491",13,-,5,4,1,1,1,-,-,-,-
"S00173492",14,2,7,4,-,-,-,-,-,2,-
"S00173493",21,4,9,3,6,-,-,-,-,-,-
"S00173494",14,4,6,2,1,4,-,-,-,-,-
"S00173495",11,1,3,-,-,4,1,-,-,-,-
