Scotland's Census 2022 - National Records of Scotland
Table UV104 - Marital and civil partnership status
All people aged 16 and over
,"All people aged 16 and over","Never married and never registered in a civil partnership","Married or in a registered civil partnership","Separated, but still legally married or still legally in a civil partnership","Divorced or civil partnership dissolved","Widowed or surviving civil partnership partner"
"S00170938",84,20,56,2,4,2
"S00170939",85,18,57,1,2,7
"S00170940",92,27,55,2,5,5
"S00170941",102,40,40,2,13,3
"S00170942",96,28,48,4,9,7
"S00170943",89,26,20,5,7,31
"S00170944",65,17,38,5,6,4
"S00170945",101,47,37,6,7,3
"S00170946",60,34,13,-,10,3
"S00170947",118,39,72,1,5,6
"S00170948",144,24,99,2,8,11
"S00170949",97,35,24,2,26,10
"S00170950",55,28,19,6,3,4
"S00170951",97,51,23,3,11,8
"S00170952",85,37,20,2,13,9
"S00170953",73,28,27,5,11,3
"S00170954",113,19,76,2,8,11
"S00170955",102,56,24,3,17,3
"S00170956",95,50,36,3,6,3
"S00170957",73,29,27,3,13,4
"S00170958",149,24,98,8,9,8
"S00170959",90,21,36,2,19,12
"S00170960",98,43,36,4,8,10
"S00170961",62,23,23,3,6,4
"S00170962",109,30,58,-,5,15
"S00170963",65,26,4,7,17,11
"S00170964",93,49,18,10,10,7
"S00170965",83,22,29,-,12,20
"S00170966",66,17,32,1,6,6
"S00170967",72,30,28,5,7,4
"S00170968",81,29,38,2,8,4
"S00170969",71,7,40,2,1,25
"S00170970",58,19,29,-,9,2
"S00170971",116,38,58,4,8,11
"S00170972",54,20,20,3,6,3
"S00170973",86,37,25,4,8,9
"S00170974",87,47,26,2,7,8
"S00170975",78,3,55,-,6,11
"S00170976",81,16,48,3,5,7
"S00170977",98,23,62,-,10,4
"S00170978",92,24,45,2,4,18
"S00170979",57,12,26,-,10,8
"S00170980",123,57,45,2,8,9
"S00170981",51,12,30,-,5,5
"S00170982",92,13,58,-,3,19
"S00170983",98,28,54,1,4,8
"S00170984",81,30,30,4,9,8
"S00170985",95,25,48,2,10,8
"S00170986",122,21,79,-,8,14
"S00170987",135,32,78,2,10,15
"S00170988",84,13,52,4,10,2
"S00170989",115,32,67,-,5,11
"S00170990",65,17,36,-,6,7
"S00170991",104,26,56,4,10,10
"S00170992",72,23,40,-,1,8
"S00170993",121,25,77,2,7,7
"S00170994",99,19,59,4,4,13
"S00170995",65,16,42,1,5,1
"S00170996",150,29,108,3,7,6
"S00170997",147,55,79,3,9,2
"S00170998",67,19,43,-,4,5
"S00170999",88,19,57,-,5,8
"S00171000",107,30,65,1,7,4
"S00171001",129,23,84,-,6,13
"S00171002",158,71,65,4,16,-
"S00171003",115,17,83,-,1,10
"S00171004",115,26,79,-,8,6
"S00171005",132,29,74,4,10,15
"S00171006",107,11,74,2,5,11
"S00171007",80,20,42,-,4,12
"S00171008",119,25,75,2,4,13
"S00171009",146,17,79,2,6,45
"S00171010",85,17,54,-,6,4
"S00171011",71,13,44,4,4,4
"S00171012",143,12,80,1,14,38
"S00171013",77,25,32,2,10,4
"S00171014",78,28,34,1,8,5
"S00171015",83,19,35,3,10,12
"S00171016",118,43,47,3,15,9
"S00171017",122,25,72,2,7,15
"S00171018",142,36,88,5,9,8
"S00171019",60,15,23,4,4,17
"S00171020",160,30,76,2,24,28
"S00171021",125,39,57,7,13,8
"S00171022",59,13,42,2,-,2
"S00171023",161,89,61,1,4,5
"S00171024",74,36,24,-,10,5
"S00171025",106,26,64,6,4,6
"S00171026",73,16,45,-,12,5
"S00171027",107,24,63,1,8,10
"S00171028",84,17,53,4,6,6
"S00171029",133,39,63,6,23,6
"S00171030",62,21,34,1,5,3
"S00171031",62,25,20,3,7,7
"S00171032",209,46,118,3,12,30
"S00171033",84,26,39,-,8,9
"S00171034",95,11,70,-,8,6
"S00171035",79,27,43,1,4,3
"S00171036",83,26,38,1,9,6
"S00171037",61,23,24,-,6,7
"S00171038",117,36,46,1,13,12
"S00171039",59,24,19,7,5,6
"S00171040",120,37,49,5,13,16
"S00171041",90,45,22,6,9,8
"S00171042",86,39,26,8,9,6
"S00171043",132,42,61,4,17,7
"S00171044",70,27,34,-,6,4
"S00171045",95,41,28,1,15,8
"S00171046",89,39,25,1,19,5
"S00171047",101,48,36,1,12,6
"S00171048",120,32,68,2,11,7
"S00171049",113,21,75,2,8,7
"S00171050",79,33,28,2,14,5
"S00171051",62,27,22,-,5,9
"S00171052",110,48,37,7,13,5
"S00171053",151,26,98,2,18,3
"S00171054",103,23,61,1,7,9
"S00171055",110,38,50,3,10,9
"S00171056",67,19,24,7,10,7
"S00171057",65,20,35,-,8,2
"S00171058",74,16,52,1,2,7
"S00171059",144,12,115,-,8,5
"S00171060",118,19,83,2,9,7
"S00171061",143,42,87,1,6,6
"S00171062",90,24,55,1,6,4
"S00171063",110,25,67,2,8,8
"S00171064",128,39,73,3,8,5
"S00171065",107,20,70,1,9,7
"S00171066",148,27,102,4,5,5
"S00171067",119,32,61,4,11,7
"S00171068",55,12,39,-,1,3
"S00171069",85,22,53,1,2,7
"S00171070",72,15,40,4,10,2
"S00171071",56,8,39,2,5,1
"S00171072",61,15,30,3,4,9
"S00171073",76,21,38,2,7,9
"S00171074",92,33,36,2,16,9
"S00171075",58,13,36,1,2,6
"S00171076",133,35,80,3,8,7
"S00171077",91,22,50,-,11,8
"S00171078",109,37,61,1,8,4
"S00171079",120,28,81,1,2,5
"S00171080",110,38,52,3,11,6
"S00171081",108,30,58,1,14,7
"S00171082",102,25,60,1,4,12
"S00171083",96,31,34,2,19,6
"S00171084",115,28,65,1,13,12
"S00171085",99,25,50,1,9,13
"S00171086",69,14,48,2,6,-
"S00171087",140,29,92,-,8,7
"S00171088",69,20,39,2,6,4
"S00171089",94,22,52,3,10,5
"S00171090",131,34,79,-,12,6
"S00171091",59,12,28,4,8,3
"S00171092",122,41,63,2,10,6
"S00171093",157,52,81,2,16,11
"S00171094",108,19,75,-,16,1
"S00171095",100,18,75,1,1,5
"S00171096",145,57,76,-,9,-
"S00171097",117,29,66,2,12,9
"S00171098",114,25,61,-,17,13
"S00171099",58,19,22,-,10,7
"S00171100",98,18,62,3,5,8
"S00171101",109,28,48,4,16,14
"S00171102",109,33,47,2,18,10
"S00171103",88,30,37,5,6,10
"S00171104",84,35,32,5,4,8
"S00171105",91,30,48,5,5,5
"S00171106",70,30,25,3,6,2
"S00171107",119,33,69,3,10,4
"S00171108",107,37,53,2,7,6
"S00171109",111,33,66,-,5,8
"S00171110",81,30,34,3,9,5
"S00171111",142,38,88,1,9,6
"S00171112",104,21,63,-,11,8
"S00171113",109,37,55,2,7,8
"S00171114",97,18,61,2,11,7
"S00171115",141,34,77,4,12,10
"S00171116",106,25,61,1,11,8
"S00171117",78,12,47,3,5,9
"S00171118",125,35,76,5,11,4
"S00171119",82,16,57,1,4,4
"S00171120",104,29,56,-,6,7
"S00171121",93,16,58,2,14,3
"S00171122",91,18,57,5,6,9
"S00171123",90,37,39,2,8,4
"S00171124",57,19,28,-,7,4
"S00171125",82,18,50,1,7,8
"S00171126",56,32,14,-,7,3
"S00171127",94,35,51,1,5,2
"S00171128",111,24,65,1,14,5
"S00171129",65,31,19,1,2,8
"S00171130",92,22,46,2,14,9
"S00171131",106,30,52,1,8,12
"S00171132",109,36,41,4,12,16
"S00171133",111,27,59,1,3,18
"S00171134",94,39,35,6,8,8
"S00171135",63,27,28,-,3,6
"S00171136",102,35,54,2,11,1
"S00171137",76,17,40,2,8,9
"S00171138",76,16,46,-,2,12
"S00171139",70,24,29,-,4,13
"S00171140",78,30,28,1,7,10
"S00171141",64,14,42,2,4,1
"S00171142",61,13,40,1,3,4
"S00171143",81,26,47,4,6,-
"S00171144",90,31,44,-,9,4
"S00171145",163,45,97,5,8,8
"S00171146",107,20,61,-,10,16
"S00171147",71,11,51,-,3,6
"S00171148",74,19,45,4,8,3
"S00171149",52,17,23,-,4,3
"S00171150",130,42,69,4,10,3
"S00171151",143,27,92,2,8,15
"S00171152",88,20,54,-,5,9
"S00171153",93,16,56,-,3,12
"S00171154",60,14,31,1,6,5
"S00171155",83,28,39,1,12,3
"S00171156",104,25,54,3,11,9
"S00171157",102,26,43,3,17,11
"S00171158",157,37,100,1,10,8
"S00171159",82,19,47,3,4,6
"S00171160",93,18,45,2,6,22
"S00171161",88,17,48,3,10,10
"S00171162",49,10,33,3,-,3
"S00171163",72,10,48,-,7,8
"S00171164",94,33,34,-,8,18
"S00171165",114,27,70,-,8,11
"S00171166",86,30,32,3,12,9
"S00171167",178,96,52,8,17,9
"S00171168",102,23,73,-,4,4
"S00171169",57,9,42,-,4,2
"S00171170",126,26,75,3,8,10
"S00171171",112,19,76,-,3,10
"S00171172",63,17,38,-,4,6
"S00171173",151,33,104,-,7,6
"S00171174",86,24,32,3,14,10
"S00171175",248,176,61,3,7,-
"S00171176",134,23,84,3,14,13
"S00171177",89,32,33,7,13,4
"S00171178",87,18,61,-,2,2
"S00171179",79,14,51,-,9,5
"S00171180",121,41,58,1,12,10
"S00171181",190,33,138,5,13,2
"S00171182",68,14,49,2,3,-
"S00171183",75,21,42,-,6,6
"S00171184",121,53,48,8,4,5
"S00171185",116,33,60,2,13,8
"S00171186",153,52,77,4,13,10
"S00171187",97,29,50,1,11,6
"S00171188",106,31,69,-,4,4
"S00171189",146,35,87,4,2,13
"S00171190",121,38,59,-,10,17
"S00171191",78,14,46,-,12,4
"S00171192",80,26,43,2,14,1
"S00171193",97,14,72,-,6,5
"S00171194",61,13,34,4,10,3
"S00171195",92,14,56,1,8,14
"S00171196",62,14,33,4,4,7
"S00171197",145,58,71,1,8,7
"S00171198",70,16,44,-,3,6
"S00171199",56,11,32,3,5,7
"S00171200",58,39,14,-,2,1
"S00171201",79,18,47,4,6,9
"S00171202",82,36,27,8,7,4
"S00171203",119,31,69,1,6,8
"S00171204",86,14,50,-,8,16
"S00171205",72,15,47,-,3,9
"S00171206",106,16,78,2,3,5
"S00171207",117,25,69,1,5,17
"S00171208",90,18,60,-,4,9
"S00171209",105,46,37,6,9,5
"S00171210",142,43,78,5,14,4
"S00171211",85,17,55,1,4,8
"S00171212",116,20,71,1,14,10
"S00171213",170,23,128,-,5,16
"S00171214",82,18,53,1,3,10
"S00171215",58,23,30,-,4,-
"S00171216",113,24,68,2,12,5
"S00171217",60,13,40,-,-,5
"S00171218",81,24,44,4,8,2
"S00171219",113,12,73,-,7,19
"S00171220",96,16,58,2,6,14
"S00171221",92,37,28,-,14,6
"S00171222",116,46,57,2,6,2
"S00171223",115,25,42,1,20,25
"S00171224",88,34,40,5,5,4
"S00171225",67,22,26,2,9,6
"S00171226",138,30,93,4,5,7
"S00171227",71,16,42,3,6,5
"S00171228",100,24,42,4,11,19
"S00171229",113,40,61,2,2,6
"S00171230",119,53,24,8,21,17
"S00171231",114,46,48,2,7,8
"S00171232",87,40,30,3,14,1
"S00171233",58,8,35,3,4,4
"S00171234",76,13,38,3,14,8
"S00171235",105,36,44,3,8,14
"S00171236",59,13,30,3,8,7
"S00171237",78,29,31,2,6,10
"S00171238",100,22,59,4,4,8
"S00171239",129,37,75,1,11,9
"S00171240",122,37,50,3,17,12
"S00171241",124,37,50,8,10,15
"S00171242",136,24,88,1,8,15
"S00171243",122,45,49,4,15,9
"S00171244",57,28,22,2,4,3
"S00171245",148,24,109,2,2,8
"S00171246",54,26,14,2,6,6
"S00171247",89,53,29,3,6,2
"S00171248",66,27,26,3,7,3
"S00171249",82,28,41,2,6,4
"S00171250",131,61,51,5,13,-
"S00171251",121,31,75,-,6,6
"S00171252",120,52,45,4,9,9
"S00171253",113,36,42,5,11,14
"S00171254",76,35,20,1,10,5
"S00171255",64,19,36,-,2,2
"S00171256",123,30,81,2,9,6
"S00171257",73,30,30,2,9,2
"S00171258",114,33,50,-,9,25
"S00171259",82,37,25,3,10,7
"S00171260",92,16,58,5,9,4
"S00171261",111,23,84,1,5,4
"S00171262",162,33,102,-,13,14
"S00171263",53,16,24,-,9,2
"S00171264",122,41,63,2,13,3
"S00171265",136,48,55,5,13,15
"S00171266",139,31,96,-,9,5
"S00171267",147,59,62,2,13,11
"S00171268",136,34,82,4,5,12
"S00171269",75,31,25,5,10,4
"S00171270",62,27,26,1,4,4
"S00171271",124,25,85,-,7,11
"S00171272",106,35,32,3,25,14
"S00171273",68,25,25,1,12,5
"S00171274",60,23,22,1,10,3
"S00171275",81,16,49,3,5,5
"S00171276",102,32,64,-,4,2
"S00171277",90,33,36,3,12,3
"S00171278",78,22,39,-,9,7
"S00171279",98,31,54,1,6,6
"S00171280",103,33,42,3,12,10
"S00171281",97,35,54,1,6,3
"S00171282",94,25,52,2,9,6
"S00171283",92,37,33,6,13,5
"S00171284",64,18,30,1,10,3
"S00171285",151,45,98,-,7,1
"S00171286",72,20,37,1,13,1
"S00171287",106,52,46,2,3,-
"S00171288",83,32,32,3,13,3
"S00171289",88,27,43,5,12,7
"S00171290",127,54,49,6,12,7
"S00171291",132,32,55,6,23,11
"S00171292",60,15,26,4,9,5
"S00171293",85,22,42,-,16,2
"S00171294",123,54,45,2,15,10
"S00171295",175,62,92,3,13,6
"S00171296",86,28,31,3,15,6
"S00171297",118,51,37,3,15,11
"S00171298",108,52,33,7,13,3
"S00171299",88,47,20,3,9,9
"S00171300",56,23,23,3,3,6
"S00171301",100,41,32,5,13,10
"S00171302",91,46,22,3,10,7
"S00171303",73,17,34,1,16,8
"S00171304",96,14,70,1,4,7
"S00171305",90,39,38,1,8,8
"S00171306",96,37,34,3,16,6
"S00171307",81,30,20,2,16,12
"S00171308",146,49,77,4,14,2
"S00171309",84,31,31,1,8,11
"S00171310",84,30,43,1,6,3
"S00171311",86,33,42,2,3,4
"S00171312",60,23,18,2,13,3
"S00171313",127,24,80,5,10,7
"S00171314",103,50,33,7,8,5
"S00171315",132,43,73,3,11,3
"S00171316",66,25,26,-,7,5
"S00171317",115,51,35,1,16,12
"S00171318",120,59,34,7,17,4
"S00171319",151,49,90,3,6,4
"S00171320",94,36,25,-,13,15
"S00171321",89,32,32,3,12,10
"S00171322",100,24,64,2,7,3
"S00171323",111,42,41,4,9,14
"S00171324",121,30,77,2,7,4
"S00171325",82,46,18,3,10,4
"S00171326",93,41,36,1,11,6
"S00171327",87,42,24,3,19,4
"S00171328",84,50,10,1,14,11
"S00171329",80,19,40,1,9,7
"S00171330",163,24,92,1,8,38
"S00171331",72,45,15,2,4,-
"S00171332",104,27,61,1,4,11
"S00171333",98,38,44,-,15,3
"S00171334",67,35,20,2,12,3
"S00171335",65,30,22,2,6,5
"S00171336",220,88,77,3,9,43
"S00171337",81,39,31,2,7,2
"S00171338",155,72,51,11,18,3
"S00171339",71,19,41,1,7,4
"S00171340",90,42,23,-,19,9
"S00171341",160,88,22,7,10,37
"S00171342",66,36,17,1,10,3
"S00171343",78,29,38,-,1,9
"S00171344",112,63,24,6,10,9
"S00171345",63,23,26,4,7,1
"S00171346",57,37,13,1,8,2
"S00171347",122,61,32,8,15,3
"S00171348",132,61,41,1,23,8
"S00171349",85,38,29,5,9,2
"S00171350",84,35,35,-,9,3
"S00171351",68,30,24,-,9,5
"S00171352",96,20,65,2,6,4
"S00171353",58,12,36,3,6,-
"S00171354",147,66,63,2,13,5
"S00171355",118,43,50,1,11,8
"S00171356",84,37,33,1,11,2
"S00171357",91,21,36,-,5,29
"S00171358",136,24,95,1,8,10
"S00171359",171,43,112,3,11,6
"S00171360",118,66,22,1,14,6
"S00171361",121,76,30,4,9,2
"S00171362",120,56,43,4,6,7
"S00171363",84,39,32,4,8,1
"S00171364",142,63,56,4,10,9
"S00171365",119,22,83,3,7,8
"S00171366",87,11,46,2,9,19
"S00171367",105,46,36,5,12,6
"S00171368",57,20,24,1,8,4
"S00171369",90,24,45,-,9,7
"S00171370",92,35,39,2,9,10
"S00171371",133,66,34,3,21,9
"S00171372",63,33,16,2,15,-
"S00171373",63,19,30,-,7,7
"S00171374",70,28,30,1,4,7
"S00171375",185,105,47,4,17,9
"S00171376",129,52,64,4,7,2
"S00171377",56,11,18,4,11,15
"S00171378",103,46,40,1,10,6
"S00171379",97,54,31,5,11,1
"S00171380",115,50,34,13,14,3
"S00171381",83,47,16,4,10,7
"S00171382",87,16,59,3,5,4
"S00171383",126,66,42,4,14,3
"S00171384",89,34,35,1,8,10
"S00171385",92,34,28,5,18,3
"S00171386",114,40,56,2,7,11
"S00171387",75,30,35,3,4,3
"S00171388",81,19,42,-,2,18
"S00171389",60,26,17,7,8,3
"S00171390",138,84,31,4,12,4
"S00171391",105,58,30,6,11,-
"S00171392",80,31,41,1,4,3
"S00171393",59,8,37,2,8,5
"S00171394",79,43,30,7,2,4
"S00171395",126,40,70,-,10,5
"S00171396",70,56,3,-,7,-
"S00171397",85,29,39,-,9,5
"S00171398",88,36,36,6,5,6
"S00171399",101,22,59,1,6,10
"S00171400",156,36,93,4,12,14
"S00171401",70,27,27,-,12,4
"S00171402",84,31,32,-,12,9
"S00171403",110,54,31,8,10,7
"S00171404",84,44,17,3,13,7
"S00171405",71,31,26,-,2,8
"S00171406",101,48,35,2,15,-
"S00171407",96,47,38,2,8,2
"S00171408",85,26,45,2,10,2
"S00171409",62,46,10,-,8,-
"S00171410",65,27,19,2,7,5
"S00171411",111,58,37,4,10,2
"S00171412",117,35,61,-,7,12
"S00171413",92,34,36,1,16,4
"S00171414",64,29,22,4,5,2
"S00171415",67,19,30,2,13,2
"S00171416",173,53,62,1,15,42
"S00171417",106,26,59,3,9,6
"S00171418",96,48,30,1,13,4
"S00171419",111,55,31,2,19,4
"S00171420",94,66,14,-,7,5
"S00171421",105,36,46,2,10,12
"S00171422",54,41,9,2,2,-
"S00171423",117,40,57,5,11,5
"S00171424",89,46,26,3,8,6
"S00171425",69,30,32,-,5,-
"S00171426",91,45,26,6,11,4
"S00171427",78,44,16,3,11,3
"S00171428",102,12,78,1,5,6
"S00171429",97,37,42,4,10,3
"S00171430",105,31,46,-,7,26
"S00171431",83,43,26,-,10,5
"S00171432",99,21,53,1,13,9
"S00171433",116,43,46,3,15,9
"S00171434",79,49,20,1,5,4
"S00171435",79,27,31,4,10,7
"S00171436",60,14,34,1,6,6
"S00171437",114,58,40,2,10,3
"S00171438",69,37,16,2,10,4
"S00171439",130,46,64,5,8,6
"S00171440",107,57,29,2,15,4
"S00171441",71,10,53,2,3,3
"S00171442",78,35,24,5,8,6
"S00171443",64,33,9,3,9,10
"S00171444",68,36,16,3,11,5
"S00171445",85,41,27,-,12,3
"S00171446",102,14,80,2,2,4
"S00171447",114,45,45,5,12,6
"S00171448",77,51,17,2,4,3
"S00171449",114,49,39,6,14,1
"S00171450",108,42,50,4,13,2
"S00171451",86,44,26,2,6,8
"S00171452",70,30,31,1,5,3
"S00171453",140,62,48,2,17,11
"S00171454",115,45,52,-,8,10
"S00171455",86,54,15,6,4,4
"S00171456",144,23,106,2,7,7
"S00171457",137,49,70,4,13,4
"S00171458",114,25,59,1,16,13
"S00171459",92,21,58,-,10,2
"S00171460",85,38,27,2,10,8
"S00171461",79,19,55,2,3,5
"S00171462",73,43,10,6,10,4
"S00171463",120,63,33,6,9,9
"S00171464",81,23,42,3,7,6
"S00171465",140,50,56,9,18,6
"S00171466",115,47,38,5,21,1
"S00171467",99,37,41,7,5,9
"S00171468",82,47,15,8,17,1
"S00171469",87,37,42,5,5,-
"S00171470",135,62,48,6,14,8
"S00171471",68,45,18,4,3,-
"S00171472",78,34,24,2,14,4
"S00171473",62,38,9,1,10,2
"S00171474",65,33,22,3,5,6
"S00171475",160,50,94,7,8,4
"S00171476",132,61,49,3,13,6
"S00171477",109,49,45,4,15,5
"S00171478",94,31,39,4,11,6
"S00171479",90,25,35,7,12,10
"S00171480",74,33,28,1,1,7
"S00171481",84,45,27,7,4,5
"S00171482",74,35,24,4,11,2
"S00171483",57,7,37,2,-,15
"S00171484",88,44,25,2,12,5
"S00171485",102,66,15,7,6,5
"S00171486",99,31,39,5,17,6
"S00171487",89,52,15,8,11,-
"S00171488",89,43,34,2,11,3
"S00171489",99,45,38,1,10,-
"S00171490",59,30,23,-,2,6
"S00171491",64,34,17,-,11,5
"S00171492",97,61,20,5,7,4
"S00171493",66,20,36,2,5,6
"S00171494",74,13,46,-,6,6
"S00171495",74,23,40,1,4,7
"S00171496",116,44,47,3,17,9
"S00171497",104,49,46,2,2,9
"S00171498",110,43,41,6,12,8
"S00171499",110,24,73,3,5,5
"S00171500",73,33,22,-,8,8
"S00171501",92,35,33,2,17,1
"S00171502",124,40,62,3,3,15
"S00171503",91,32,51,-,3,5
"S00171504",72,47,17,2,8,4
"S00171505",82,49,17,1,12,1
"S00171506",101,32,41,9,14,8
"S00171507",76,31,31,1,6,11
"S00171508",71,36,11,-,10,12
"S00171509",62,22,16,1,16,16
"S00171510",66,22,29,2,1,6
"S00171511",90,29,36,7,18,5
"S00171512",87,52,14,6,12,3
"S00171513",71,18,42,1,4,7
"S00171514",105,64,20,-,18,5
"S00171515",89,20,12,1,8,50
"S00171516",74,15,40,4,7,8
"S00171517",106,64,29,3,7,4
"S00171518",83,16,56,-,4,6
"S00171519",79,43,24,2,8,2
"S00171520",60,46,6,2,4,2
"S00171521",92,14,67,1,6,5
"S00171522",67,13,15,6,24,13
"S00171523",90,33,48,1,5,3
"S00171524",83,12,64,-,-,7
"S00171525",94,19,57,-,3,11
"S00171526",60,34,7,-,10,8
"S00171527",113,75,17,4,18,3
"S00171528",54,22,24,-,8,2
"S00171529",73,52,15,-,6,4
"S00171530",107,71,18,3,8,8
"S00171531",99,22,59,2,6,10
"S00171532",93,49,14,-,19,4
"S00171533",91,23,51,-,5,12
"S00171534",98,42,26,3,18,10
"S00171535",118,17,86,-,4,11
"S00171536",134,26,76,2,10,20
"S00171537",106,71,18,6,10,1
"S00171538",127,56,38,3,21,5
"S00171539",122,40,70,1,8,6
"S00171540",100,28,68,-,1,2
"S00171541",100,28,61,1,5,5
"S00171542",84,19,50,2,1,5
"S00171543",83,42,22,1,17,4
"S00171544",86,19,54,-,7,6
"S00171545",127,27,92,-,5,3
"S00171546",94,24,59,7,2,4
"S00171547",82,25,45,2,7,4
"S00171548",93,12,75,1,4,1
"S00171549",97,12,70,3,4,8
"S00171550",94,13,62,-,6,13
"S00171551",144,25,91,1,17,10
"S00171552",68,45,14,2,8,-
"S00171553",70,7,50,-,3,10
"S00171554",113,59,20,1,12,21
"S00171555",63,42,9,2,7,2
"S00171556",96,31,33,5,15,13
"S00171557",101,69,11,7,10,4
"S00171558",72,7,45,-,4,11
"S00171559",63,45,12,1,6,1
"S00171560",91,71,18,-,2,-
"S00171561",58,33,22,-,2,1
"S00171562",117,44,37,4,16,13
"S00171563",61,16,26,2,10,6
"S00171564",93,22,57,2,6,7
"S00171565",130,23,101,-,6,8
"S00171566",90,18,50,2,6,12
"S00171567",84,44,28,2,7,4
"S00171568",91,15,53,4,3,16
"S00171569",103,24,68,2,3,10
"S00171570",96,53,30,6,4,1
"S00171571",88,49,24,4,5,6
"S00171572",115,20,79,2,6,11
"S00171573",97,24,53,1,6,15
"S00171574",81,12,49,-,7,7
"S00171575",118,77,33,1,9,2
"S00171576",58,15,17,6,7,12
"S00171577",181,20,95,4,11,51
"S00171578",88,23,58,2,4,2
"S00171579",82,50,19,1,5,5
"S00171580",110,61,16,3,20,8
"S00171581",74,42,22,2,8,4
"S00171582",72,11,52,-,4,5
"S00171583",84,40,27,2,10,5
"S00171584",55,34,11,5,4,-
"S00171585",77,12,53,1,1,8
"S00171586",81,23,48,1,6,2
"S00171587",77,43,11,2,15,2
"S00171588",162,37,108,2,5,12
"S00171589",112,72,22,3,11,4
"S00171590",76,41,12,6,14,4
"S00171591",129,29,82,6,9,4
"S00171592",73,24,31,-,8,2
"S00171593",59,22,13,1,6,13
"S00171594",97,47,23,5,14,9
"S00171595",94,44,10,3,18,18
"S00171596",76,33,14,3,14,14
"S00171597",466,353,32,15,55,13
"S00171598",82,32,26,3,10,7
"S00171599",91,16,56,2,9,8
"S00171600",70,16,44,2,3,3
"S00171601",91,47,14,6,18,3
"S00171602",97,22,61,3,6,6
"S00171603",92,22,53,5,6,6
"S00171604",83,9,58,-,8,8
"S00171605",135,22,84,4,7,14
"S00171606",80,18,42,-,9,10
"S00171607",86,39,31,3,7,4
"S00171608",94,72,11,2,5,1
"S00171609",122,19,69,-,4,31
"S00171610",102,74,7,8,12,2
"S00171611",89,25,46,1,8,9
"S00171612",110,43,43,2,12,7
"S00171613",96,21,57,-,10,8
"S00171614",76,23,40,1,6,6
"S00171615",80,45,5,2,23,2
"S00171616",129,22,79,1,13,12
"S00171617",102,64,26,1,10,1
"S00171618",102,63,14,5,12,6
"S00171619",57,36,5,4,5,8
"S00171620",99,17,61,1,9,14
"S00171621",119,26,74,3,8,7
"S00171622",68,38,11,3,14,3
"S00171623",139,23,88,3,16,6
"S00171624",106,18,50,5,16,13
"S00171625",106,71,23,2,9,2
"S00171626",96,11,64,-,8,17
"S00171627",105,23,63,6,7,6
"S00171628",111,27,55,10,7,11
"S00171629",173,31,126,2,4,10
"S00171630",93,18,56,-,8,11
"S00171631",74,22,34,4,16,4
"S00171632",84,29,47,2,4,2
"S00171633",123,36,71,8,3,11
"S00171634",93,24,53,2,7,7
"S00171635",71,16,39,2,8,4
"S00171636",81,11,62,1,4,4
"S00171637",103,31,60,2,7,4
"S00171638",82,44,21,5,9,3
"S00171639",93,21,54,2,11,7
"S00171640",87,17,54,-,3,9
"S00171641",146,35,88,2,13,9
"S00171642",129,20,90,1,6,12
"S00171643",105,43,42,2,13,5
"S00171644",80,12,56,-,5,7
"S00171645",62,12,38,1,4,8
"S00171646",94,23,58,-,7,9
"S00171647",64,18,30,4,6,5
"S00171648",80,23,42,4,10,1
"S00171649",136,42,87,1,7,3
"S00171650",78,28,36,-,8,4
"S00171651",91,38,34,6,7,5
"S00171652",89,15,53,1,7,6
"S00171653",87,41,24,1,11,8
"S00171654",165,52,92,-,10,13
"S00171655",76,21,39,4,6,3
"S00171656",135,25,85,2,10,13
"S00171657",73,47,17,2,4,3
"S00171658",89,33,43,2,8,5
"S00171659",162,59,84,4,10,6
"S00171660",66,24,31,1,5,2
"S00171661",75,20,43,-,10,1
"S00171662",85,31,29,9,13,7
"S00171663",117,67,33,-,14,5
"S00171664",88,13,55,2,6,13
"S00171665",79,20,48,-,10,4
"S00171666",105,23,60,-,11,11
"S00171667",79,35,31,1,10,2
"S00171668",126,34,59,5,11,12
"S00171669",110,48,33,6,20,4
"S00171670",68,45,8,3,9,-
"S00171671",94,33,42,3,10,5
"S00171672",101,9,70,4,11,7
"S00171673",56,31,15,5,7,-
"S00171674",77,20,45,4,8,1
"S00171675",91,31,46,-,10,2
"S00171676",97,36,48,2,5,10
"S00171677",105,34,45,2,10,10
"S00171678",75,15,45,4,6,8
"S00171679",109,12,68,4,5,17
"S00171680",85,25,29,5,19,11
"S00171681",59,31,13,1,9,7
"S00171682",101,40,34,4,14,10
"S00171683",92,21,44,6,10,11
"S00171684",92,31,44,2,7,4
"S00171685",58,24,14,4,13,1
"S00171686",79,31,36,4,3,5
"S00171687",87,29,46,1,6,6
"S00171688",166,52,102,1,11,3
"S00171689",137,19,103,2,7,6
"S00171690",91,44,38,-,6,3
"S00171691",109,33,68,2,3,-
"S00171692",94,20,59,1,9,6
"S00171693",74,43,19,2,6,5
"S00171694",67,10,49,-,3,8
"S00171695",67,14,39,1,4,9
"S00171696",67,22,42,3,-,-
"S00171697",128,44,64,4,6,10
"S00171698",51,20,22,1,7,1
"S00171699",89,35,37,2,9,6
"S00171700",78,12,34,-,11,23
"S00171701",76,18,40,6,6,5
"S00171702",92,34,43,2,12,-
"S00171703",83,18,39,1,5,18
"S00171704",115,34,53,2,13,9
"S00171705",101,27,60,-,9,7
"S00171706",72,32,31,2,7,-
