Scotland's Census 2022 - National Records of Scotland
Table UV211b - British Sign Language (BSL) skills by age (6)
All people aged 3 and over

,"All people aged 3 and over","All people aged 3 and over","All people aged 3 and over","All people aged 3 and over","All people aged 3 and over","All people aged 3 and over","BSL User","BSL User","BSL User","BSL User","BSL User","BSL User","Not a BSL user","Not a BSL user","Not a BSL user","Not a BSL user","Not a BSL user","Not a BSL user"
,"All people aged 3 and over","3 - 15","16 - 24","25 - 49","50 - 64","65 and over","All people aged 3 and over","3 - 15","16 - 24","25 - 49","50 - 64","65 and over","All people aged 3 and over","3 - 15","16 - 24","25 - 49","50 - 64","65 and over"
"S00168020",65,7,11,23,19,5,2,-,-,2,-,-,63,7,11,21,19,5
"S00168021",95,12,17,25,18,22,2,-,1,1,-,-,93,12,13,24,18,22
"S00168022",112,9,12,16,36,40,4,2,-,-,1,-,108,7,12,15,34,40
"S00168023",77,4,-,15,22,34,1,-,-,-,-,1,76,4,-,15,22,33
"S00168024",80,12,6,14,19,25,2,1,-,-,1,-,78,11,6,14,18,25
"S00168025",269,76,44,101,41,10,5,-,2,3,-,-,264,76,43,98,40,10
"S00168026",155,21,8,100,22,3,2,-,-,2,2,-,153,21,8,99,22,3
"S00168027",176,24,15,56,53,29,4,-,-,2,2,-,172,24,15,54,48,29
"S00168028",97,9,8,24,33,27,2,-,-,1,-,1,93,9,8,21,33,26
"S00168029",75,6,5,25,17,22,4,-,-,4,-,-,73,6,5,23,17,22
"S00168030",177,26,29,35,68,23,9,4,4,-,2,-,168,22,25,35,67,23
"S00168031",121,18,15,41,31,16,4,-,-,2,-,2,117,18,14,39,31,15
"S00168032",65,16,7,24,10,10,3,2,-,-,1,-,62,12,7,24,7,10
"S00168033",94,11,15,23,28,17,-,-,-,-,-,-,94,11,15,23,28,17
"S00168034",66,5,8,18,11,19,1,-,-,-,-,1,64,5,8,18,11,18
"S00168035",66,15,3,27,11,10,1,-,-,1,-,-,65,15,3,26,11,10
"S00168036",104,15,16,53,11,9,-,-,-,-,-,-,104,15,16,53,11,9
"S00168037",78,10,11,27,22,10,-,-,-,-,-,-,78,10,11,27,22,10
"S00168038",203,46,19,84,39,17,7,1,1,3,2,-,196,45,16,81,37,17
"S00168039",154,25,21,48,50,10,-,-,-,-,-,-,153,25,21,48,50,9
"S00168040",90,6,2,28,20,38,-,-,-,-,-,-,90,6,2,28,20,38
"S00168041",160,18,16,43,40,39,3,-,-,-,2,1,158,18,16,43,39,42
"S00168042",101,15,15,45,20,6,3,-,-,2,-,-,98,15,15,43,19,6
"S00168043",163,12,11,25,45,72,5,-,-,1,-,2,160,12,11,24,45,72
"S00168044",174,53,16,75,27,3,2,1,-,-,1,-,171,52,16,75,26,3
"S00168045",101,4,6,31,26,29,2,-,-,-,1,1,99,4,6,31,25,30
"S00168046",98,10,10,29,29,23,5,-,1,-,2,-,95,10,8,29,25,23
"S00168047",84,12,2,30,18,23,-,-,-,-,-,-,84,12,2,30,18,23
"S00168048",68,12,3,36,15,5,-,-,-,-,-,-,68,12,3,36,15,5
"S00168049",153,22,26,45,28,28,-,-,-,-,-,-,154,22,26,45,28,27
"S00168050",150,33,17,42,37,25,4,1,-,-,2,-,146,32,17,42,35,24
"S00168051",136,30,12,80,12,2,4,-,-,4,-,-,134,30,12,78,12,2
"S00168052",110,17,13,33,17,31,3,-,-,1,1,2,107,17,13,29,16,31
"S00168053",147,27,10,62,28,20,6,-,-,3,2,-,141,25,10,60,26,20
"S00168054",83,6,7,19,31,20,3,-,-,3,-,-,80,6,7,16,31,20
"S00168055",160,46,17,63,25,8,4,3,1,1,-,-,156,44,16,62,25,8
"S00168056",131,16,22,60,28,10,3,1,-,3,-,-,131,15,22,57,28,10
"S00168057",80,10,5,15,21,27,2,-,-,2,-,-,79,10,5,16,21,27
"S00168058",102,10,14,28,36,17,2,-,1,-,2,-,100,10,13,28,36,17
"S00168059",110,13,8,45,33,10,-,-,-,-,-,-,110,13,8,45,33,10
"S00168060",110,9,13,46,26,16,4,-,-,4,1,-,105,9,13,42,25,16
"S00168061",122,26,8,38,36,12,1,-,-,-,1,-,121,26,8,38,35,12
"S00168062",178,25,19,45,45,41,5,1,-,4,-,-,173,24,19,38,45,41
"S00168063",88,10,12,23,36,7,3,-,1,1,1,-,85,10,11,22,35,7
"S00168064",94,14,13,36,14,19,3,-,-,4,-,-,91,14,13,34,13,19
"S00168065",97,21,9,31,18,17,3,1,-,1,-,1,94,20,9,27,18,16
"S00168066",111,2,6,18,26,59,2,-,-,-,2,1,109,2,6,18,25,58
"S00168067",243,71,23,79,51,19,2,-,-,2,-,-,242,71,23,75,51,19
"S00168068",137,26,15,41,30,25,6,4,2,3,-,-,131,24,9,39,30,25
"S00168069",109,7,17,28,32,21,2,-,-,-,2,-,107,7,17,28,34,21
"S00168070",95,4,4,13,35,39,-,-,-,-,-,-,94,4,4,13,34,39
"S00168071",136,20,17,41,23,35,4,-,-,1,1,-,132,20,17,40,22,35
"S00168072",156,26,18,48,31,34,2,-,-,-,-,2,155,26,18,48,31,33
"S00168073",71,6,4,22,21,16,-,-,-,-,-,-,71,6,4,22,21,16
"S00168074",81,12,3,32,23,15,-,-,-,-,-,-,81,12,3,32,23,15
"S00168075",67,10,12,17,18,6,4,-,1,-,1,-,65,10,11,17,17,6
"S00168076",99,23,8,35,23,9,1,-,-,1,-,-,98,23,8,34,23,9
"S00168077",101,14,11,36,19,21,1,-,-,1,-,-,100,14,11,35,19,21
"S00168078",127,15,13,34,34,28,5,-,-,4,1,-,122,15,13,33,31,28
"S00168079",141,12,14,22,48,45,-,-,-,-,-,-,141,12,14,22,48,45
"S00168080",91,7,8,25,24,24,3,-,-,2,1,-,84,7,8,23,23,24
"S00168081",109,18,14,33,28,17,6,-,1,-,-,3,102,18,15,31,24,14
"S00168082",119,13,8,31,27,40,1,-,-,1,-,-,118,13,8,29,27,40
"S00168083",181,47,32,64,32,6,5,1,1,-,2,-,176,46,31,63,30,6
"S00168084",76,12,5,31,15,11,-,-,-,-,-,-,76,12,5,31,15,11
"S00168085",114,17,8,44,20,25,-,-,-,2,2,-,112,17,8,43,19,25
"S00168086",111,17,11,29,26,28,-,-,-,-,-,-,114,17,11,28,26,28
"S00168087",80,11,4,20,25,20,-,-,-,-,-,-,80,11,4,20,25,20
"S00168088",86,11,3,24,27,18,-,-,-,-,-,-,86,11,3,24,27,18
"S00168089",154,27,18,67,23,15,1,-,-,-,1,-,153,27,18,67,22,15
"S00168090",163,14,10,45,34,61,-,-,-,-,-,-,163,14,10,45,34,61
"S00168091",73,4,3,7,25,31,1,-,-,1,-,-,72,4,3,10,25,31
"S00168092",82,13,8,25,18,18,2,-,-,2,-,-,80,13,8,26,18,18
"S00168093",75,17,5,27,12,16,2,2,-,-,-,-,73,14,5,27,12,16
"S00168094",111,3,8,26,26,46,1,-,-,1,-,-,109,3,8,25,26,46
"S00168095",109,7,16,30,34,22,7,-,2,4,1,1,102,7,18,22,33,21
"S00168096",126,24,7,44,19,29,5,-,-,5,-,-,123,24,7,41,19,29
"S00168097",158,13,15,56,24,51,4,-,-,3,2,-,154,13,15,53,23,51
"S00168098",106,23,11,31,15,23,3,-,2,-,1,-,103,23,9,31,14,23
"S00168099",98,25,7,26,18,20,-,-,-,-,-,-,98,25,7,26,18,20
"S00168100",81,8,4,19,14,36,1,-,-,-,-,1,80,8,4,19,14,35
"S00168101",168,31,21,60,36,24,1,-,-,-,1,-,163,31,21,60,35,24
"S00168102",98,7,6,29,24,32,3,-,-,-,1,-,95,7,6,29,23,30
"S00168103",126,33,13,42,26,15,6,2,-,4,-,1,120,28,13,39,26,14
"S00168104",111,18,13,48,6,25,3,-,-,4,-,1,108,18,13,50,6,27
"S00168105",119,31,17,42,9,14,2,-,-,1,1,-,121,31,17,44,7,14
"S00168106",106,4,7,25,24,49,4,-,2,2,1,-,105,4,6,23,23,49
"S00168107",124,9,7,27,24,57,1,-,-,-,-,1,123,9,7,27,24,56
"S00168108",113,10,8,61,22,10,1,-,-,1,-,-,112,10,8,56,22,10
"S00168109",93,17,10,25,23,15,2,-,-,2,-,-,92,17,10,24,23,15
"S00168110",162,24,26,49,31,32,-,-,-,-,-,-,162,24,26,49,31,32
"S00168111",131,20,16,63,28,10,2,-,-,1,2,-,129,20,16,58,27,10
"S00168112",177,24,16,65,54,16,6,-,-,1,1,1,173,23,16,64,55,11
"S00168113",201,55,32,65,36,15,6,1,-,2,3,-,195,54,32,65,33,12
"S00168114",132,38,13,46,23,12,9,7,4,2,-,-,121,33,12,44,23,12
"S00168115",152,26,5,45,36,40,-,-,-,-,-,-,152,26,5,45,36,40
"S00168116",166,17,16,54,49,30,4,-,-,1,2,2,162,17,16,48,48,29
"S00168117",90,19,5,29,20,20,1,-,1,-,-,-,89,19,7,29,20,20
"S00168118",78,10,4,40,11,13,-,-,-,-,-,-,78,10,4,40,11,13
"S00168119",74,13,18,31,13,3,4,-,-,1,1,-,72,13,18,26,12,3
"S00168120",59,-,4,12,17,24,-,-,-,-,-,-,59,-,4,12,17,24
"S00168121",80,13,6,24,18,15,-,-,-,-,-,-,80,13,6,24,18,15
"S00168122",169,16,16,42,59,40,7,-,-,3,2,1,162,16,12,41,56,39
"S00168123",106,18,15,34,27,12,3,-,-,1,1,-,103,18,15,32,26,12
"S00168124",212,20,30,66,65,23,5,1,1,-,2,2,207,18,33,65,68,22
"S00168125",63,7,5,23,20,6,-,-,-,-,-,-,63,7,5,23,20,6
"S00168126",99,15,8,23,25,30,3,-,-,2,1,-,97,15,8,21,24,30
"S00168127",97,16,6,38,19,18,5,-,1,-,2,-,94,16,5,38,17,18
"S00168128",85,17,8,24,11,25,1,-,-,-,1,-,84,17,8,24,10,25
"S00168129",154,33,19,50,36,16,5,-,1,-,4,-,149,33,20,50,32,16
"S00168130",76,-,-,1,10,65,3,-,-,-,1,2,77,-,-,1,9,63
"S00168131",118,13,9,41,33,20,4,-,2,1,-,-,115,13,7,40,33,20
"S00168132",145,32,25,38,37,10,6,1,1,-,4,-,139,31,24,38,36,10
"S00168133",156,46,18,53,23,14,1,-,-,1,-,-,155,46,18,52,23,14
"S00168134",96,16,13,34,26,7,-,-,-,-,-,-,96,16,13,34,26,7
"S00168135",174,35,28,52,46,17,4,-,-,-,1,1,172,35,28,52,48,16
"S00168136",165,30,23,58,31,20,2,-,1,1,-,-,164,30,22,57,31,20
"S00168137",82,8,12,40,17,5,-,-,-,-,-,-,82,8,12,40,17,5
"S00168138",78,17,8,23,20,10,-,-,-,-,-,-,78,17,8,23,20,10
"S00168139",130,20,13,53,36,11,5,-,1,4,1,-,129,20,12,51,35,11
"S00168140",94,15,11,31,22,8,2,-,1,1,-,-,92,15,13,28,22,8
"S00168141",96,16,8,33,20,23,-,-,-,-,1,1,94,16,8,33,19,18
"S00168142",152,29,13,47,32,29,5,3,-,1,1,-,147,25,13,43,34,29
"S00168143",163,27,18,63,31,20,2,-,-,-,2,-,157,27,18,63,29,20
"S00168144",121,12,21,45,34,12,2,-,-,1,1,-,122,12,21,44,33,12
"S00168145",152,20,19,44,40,29,3,-,-,1,2,-,152,20,19,42,42,29
"S00168146",162,22,16,46,48,30,5,2,1,2,1,-,157,21,15,44,45,30
"S00168147",95,16,9,31,20,16,1,-,-,1,-,1,95,16,9,30,20,19
"S00168148",90,21,9,28,21,15,5,-,1,3,-,-,85,21,6,27,23,15
"S00168149",124,29,11,43,23,18,4,-,-,1,1,-,122,29,11,42,24,18
"S00168150",124,16,12,35,37,24,2,-,-,-,2,-,124,16,12,35,35,24
"S00168151",207,68,36,65,37,3,4,1,-,2,1,-,204,63,36,64,36,3
"S00168152",84,14,12,22,19,12,5,4,-,-,1,-,79,12,12,22,18,12
"S00168153",80,7,5,16,21,27,-,-,-,-,-,-,80,7,5,16,21,27
"S00168154",133,22,11,44,31,25,-,-,-,-,-,-,133,22,11,44,31,25
"S00168155",138,30,18,38,30,22,4,1,1,2,-,-,134,29,17,36,30,22
"S00168156",151,16,21,41,48,26,4,1,-,1,-,2,147,14,21,40,48,25
"S00168157",64,11,6,15,20,19,-,-,-,-,-,-,64,11,6,15,20,19
"S00168158",153,29,9,56,42,17,2,1,-,1,-,-,151,27,9,55,42,17
"S00168159",143,30,15,52,36,8,4,-,-,2,2,-,143,30,15,54,35,8
"S00168160",96,19,6,28,23,24,-,-,-,-,-,-,95,19,6,28,22,24
"S00168161",76,19,5,29,17,6,3,2,-,-,-,-,73,17,4,29,17,6
"S00168162",124,21,17,34,29,25,1,1,-,-,-,-,123,18,17,34,29,25
"S00168163",142,36,12,50,33,10,-,-,-,-,-,-,142,36,12,50,33,10
"S00168164",112,10,13,53,19,14,2,-,1,1,1,-,109,10,16,56,17,14
"S00168165",135,21,13,48,23,31,3,-,-,3,-,-,133,21,13,46,23,31
"S00168166",98,11,11,45,20,15,8,4,-,3,-,-,94,7,11,40,19,15
"S00168167",100,32,8,41,14,5,1,1,-,-,-,-,99,33,8,41,14,5
"S00168168",214,55,11,123,16,9,2,-,-,-,2,-,213,55,11,123,15,9
"S00168169",145,14,20,30,42,40,-,-,-,-,-,-,145,14,20,30,42,40
"S00168170",98,22,6,28,19,26,-,-,-,-,-,-,98,22,6,28,19,26
"S00168171",113,22,11,33,25,23,-,-,-,-,-,-,113,22,11,33,25,23
"S00168172",74,14,17,24,17,4,2,-,-,-,1,-,72,11,17,24,16,4
"S00168173",69,9,11,35,10,7,1,-,-,1,-,-,68,9,11,34,10,7
"S00168174",90,12,19,26,28,6,2,-,-,-,2,-,88,12,19,23,27,6
"S00168175",58,8,4,12,24,10,3,-,-,2,1,-,57,8,4,10,23,10
"S00168176",124,20,9,32,19,44,2,-,-,1,-,-,122,19,9,31,19,44
"S00168177",121,23,15,36,26,22,4,2,1,1,-,-,117,21,14,34,26,22
"S00168178",148,38,19,63,23,5,-,-,-,-,-,-,148,38,19,63,23,5
"S00168179",93,9,14,42,17,11,-,-,-,-,-,-,93,9,14,42,17,11
"S00168180",105,7,7,33,26,32,1,-,-,1,-,-,103,7,7,31,26,32
"S00168181",160,54,28,41,33,4,3,4,2,-,-,-,157,48,25,41,33,4
"S00168182",61,17,7,26,7,4,-,-,-,-,-,-,61,17,7,26,7,4
"S00168183",133,17,29,53,14,20,3,-,1,2,-,-,130,17,28,51,14,20
"S00168184",112,27,17,41,18,7,6,1,1,4,2,-,106,24,16,43,16,7
"S00168185",143,39,13,57,14,14,1,1,-,-,-,-,142,38,13,57,14,14
"S00168186",76,4,9,28,16,19,2,-,-,3,1,-,72,4,9,23,15,19
"S00168187",152,27,17,76,30,10,4,-,-,4,-,-,152,27,17,73,30,10
"S00168188",90,5,6,25,23,30,4,-,-,1,1,-,89,5,6,24,26,30
"S00168189",156,34,15,54,31,20,4,-,2,2,2,-,152,34,16,53,29,20
"S00168190",78,14,14,28,12,10,-,-,-,-,-,-,78,14,14,28,12,10
"S00168191",114,13,11,25,30,37,4,1,2,-,-,-,112,9,10,25,30,37
"S00168192",122,21,16,44,23,14,2,1,-,-,-,-,120,20,16,43,23,14
"S00168193",99,15,14,27,24,19,3,-,-,3,-,-,96,15,14,26,24,19
"S00168194",86,14,9,30,21,12,-,-,-,-,-,-,85,14,9,27,21,12
"S00168195",85,6,7,36,16,20,-,-,-,-,-,-,85,6,7,36,16,20
"S00168196",115,14,3,51,30,17,1,-,-,1,-,-,112,14,3,48,30,17
"S00168197",154,23,15,43,27,46,3,-,-,2,-,-,151,23,13,42,27,46
"S00168198",131,39,20,39,20,20,1,-,-,-,1,-,133,39,20,39,19,20
"S00168199",126,8,17,32,37,32,1,-,-,-,1,-,129,8,17,32,36,32
"S00168200",88,13,13,23,22,17,5,-,3,-,3,-,83,13,11,23,19,17
"S00168201",97,8,5,15,26,40,4,-,-,2,-,1,95,8,5,13,26,39
"S00168202",77,7,4,32,11,23,-,-,-,-,-,-,77,7,4,32,11,23
"S00168203",175,18,19,48,51,39,7,-,2,1,5,-,168,18,18,47,48,39
"S00168204",147,23,13,44,29,36,1,-,-,-,1,-,146,23,13,44,28,36
"S00168205",95,9,12,29,17,28,1,-,-,1,-,-,93,9,12,24,17,28
"S00168206",132,11,15,46,30,25,6,1,1,3,2,-,123,12,14,44,27,25
"S00168207",135,15,9,34,34,39,1,-,-,1,-,-,130,15,9,33,34,39
"S00168208",158,14,35,45,30,36,1,-,-,1,-,-,158,14,35,44,30,36
"S00168209",59,8,10,11,14,16,-,-,-,-,-,-,59,8,10,11,14,16
"S00168210",147,21,13,26,41,43,-,-,-,-,-,-,147,21,13,26,41,43
"S00168211",108,22,18,27,21,20,-,-,-,-,-,-,107,22,18,26,21,20
"S00168212",102,13,7,31,32,19,5,-,-,5,1,-,97,13,7,27,31,18
"S00168213",119,15,10,22,21,51,-,-,-,-,-,-,118,15,10,22,21,44
"S00168214",119,12,14,26,26,43,-,-,-,-,-,-,119,12,14,26,26,43
"S00168215",151,11,20,43,56,21,2,-,-,-,2,-,149,11,20,43,54,21
"S00168216",117,5,11,20,39,39,3,-,-,-,2,-,114,5,11,20,38,37
"S00168217",161,51,22,46,25,17,1,-,-,-,1,-,160,51,22,46,24,17
"S00168218",115,20,12,43,17,21,5,-,3,1,1,-,108,20,9,42,13,21
"S00168219",117,17,16,32,28,22,4,-,1,3,-,-,113,17,15,29,28,22
"S00168220",137,21,17,48,34,17,3,-,-,1,1,-,134,21,17,46,37,17
"S00168221",95,15,11,25,19,22,-,-,-,-,-,-,95,15,11,25,19,22
"S00168222",122,18,22,39,24,19,1,1,-,-,-,-,121,17,22,39,24,19
"S00168223",113,18,12,40,25,18,1,1,-,-,-,-,112,17,12,40,25,18
"S00168224",122,19,8,34,29,33,2,-,-,-,-,1,120,19,8,34,28,27
"S00168225",167,26,22,45,34,36,2,2,-,-,-,-,163,23,22,45,34,36
"S00168226",93,15,9,26,24,22,3,-,1,-,2,-,89,15,8,25,19,22
"S00168227",62,8,6,19,13,17,2,-,-,-,2,-,61,8,6,19,12,17
"S00168228",160,14,14,26,37,71,1,-,-,-,-,1,160,14,14,26,37,70
"S00168229",115,16,8,34,29,28,2,-,1,1,1,-,116,16,6,33,28,28
"S00168230",125,17,17,44,19,23,7,-,3,2,-,-,121,17,15,42,19,23
"S00168231",123,21,8,34,29,34,1,-,-,1,-,-,122,21,8,33,29,34
"S00168232",101,14,9,31,18,29,8,4,-,6,1,1,93,12,9,27,17,28
"S00168233",75,11,13,26,13,12,-,-,-,-,-,-,75,11,13,26,13,12
"S00168234",81,7,4,18,18,31,2,2,-,-,-,-,79,6,4,18,18,31
"S00168235",86,14,10,31,5,20,2,-,-,2,-,-,84,14,10,29,5,20
"S00168236",120,19,19,40,26,15,-,-,-,-,-,-,120,19,19,40,26,15
"S00168237",171,21,18,34,35,61,10,1,3,2,1,-,164,23,15,32,34,61
"S00168238",189,49,21,65,44,10,4,-,-,4,-,-,185,49,21,61,44,10
"S00168239",138,16,23,41,32,28,1,-,-,-,1,-,138,16,23,41,31,28
"S00168240",102,15,13,34,13,29,1,-,-,-,1,-,98,15,13,34,12,29
"S00168241",78,6,14,23,18,19,-,-,-,-,-,-,78,6,14,23,18,19
"S00168242",60,2,11,15,11,22,3,-,-,1,-,1,58,2,11,14,11,21
"S00168243",140,24,11,37,38,26,3,-,2,-,-,-,137,24,10,37,37,29
"S00168244",132,-,15,20,47,48,2,-,2,1,-,-,130,-,16,21,47,48
"S00168245",140,25,12,49,26,32,2,-,-,1,1,-,142,25,12,48,25,32
"S00168246",164,36,17,47,35,24,4,-,-,-,-,1,160,35,17,47,35,23
"S00168247",103,14,6,27,36,20,3,-,-,1,2,-,100,14,6,26,34,20
"S00168248",146,33,22,44,28,25,1,-,2,1,-,-,147,33,21,43,28,25
"S00168249",89,11,12,27,19,19,3,-,-,3,-,-,86,11,12,24,19,19
"S00168250",128,14,9,25,25,56,2,-,1,-,2,-,127,14,8,25,20,56
"S00168251",72,8,8,24,11,18,1,-,-,1,-,-,69,8,8,22,11,18
"S00168252",144,14,18,39,39,34,-,-,-,-,-,-,144,14,18,39,39,34
"S00168253",91,15,7,24,14,29,4,2,-,-,-,1,87,15,7,24,13,28
"S00168254",123,21,4,34,27,34,6,2,-,2,2,-,117,19,4,33,25,37
"S00168255",70,10,9,19,12,21,-,-,-,-,-,-,70,10,9,19,12,21
"S00168256",108,14,7,20,30,39,1,-,-,-,-,1,107,14,7,20,30,36
"S00168257",127,15,9,37,16,50,1,-,-,-,1,-,130,15,9,37,15,50
"S00168258",142,18,13,25,35,53,-,-,-,-,-,-,145,18,13,24,35,53
"S00168259",189,20,21,48,35,71,11,-,2,4,4,1,179,20,16,41,32,70
"S00168260",117,11,10,16,31,53,1,-,-,-,-,1,116,11,10,16,31,52
"S00168261",80,13,6,28,9,25,3,1,-,-,-,1,79,12,6,28,9,24
"S00168262",77,1,3,16,18,35,2,-,-,-,1,-,74,1,2,16,19,35
"S00168263",225,59,26,101,28,11,3,1,-,1,-,-,223,54,26,100,28,11
"S00168264",130,21,13,40,18,34,3,1,-,2,-,-,127,20,13,38,18,34
"S00168265",109,13,10,25,18,39,1,-,-,-,-,1,108,13,10,25,18,41
"S00168266",79,10,11,23,11,20,-,-,-,-,-,-,79,10,11,23,11,20
"S00168267",90,7,4,17,21,47,2,-,-,-,2,-,93,7,4,17,23,47
"S00168268",242,63,30,98,46,5,7,2,1,3,2,-,235,62,28,95,45,5
"S00168269",71,14,5,25,16,11,-,-,-,-,-,-,71,14,5,25,16,11
"S00168270",67,5,6,26,18,15,-,-,-,-,-,-,67,5,6,26,18,15
"S00168271",107,18,21,29,27,16,2,1,-,-,1,-,109,17,21,29,26,16
"S00168272",113,3,5,23,28,54,-,-,-,-,-,-,113,3,5,23,28,54
"S00168273",91,8,9,20,22,29,1,-,-,-,1,-,90,8,9,20,21,29
"S00168274",177,16,14,34,34,79,1,-,-,2,1,-,174,16,14,32,30,79
"S00168275",100,12,9,23,26,33,2,-,-,-,2,-,99,12,9,23,23,33
"S00168276",123,10,18,26,30,39,1,-,-,-,1,-,121,10,18,25,29,39
"S00168277",121,4,13,17,25,62,4,2,-,-,-,3,117,3,13,17,25,59
"S00168278",90,9,5,37,20,20,4,2,-,3,-,-,87,10,5,35,20,20
"S00168279",136,7,18,27,42,39,-,-,1,1,-,-,134,7,20,26,42,39
"S00168280",129,12,12,30,39,36,-,-,-,-,-,-,128,12,12,29,39,36
"S00168281",80,2,6,14,33,25,1,-,-,-,-,1,79,2,6,14,33,28
"S00168282",90,7,7,18,17,41,1,-,-,-,-,1,89,7,7,18,17,40
"S00168283",118,6,9,31,24,48,2,-,-,1,1,4,117,6,9,27,23,46
"S00168284",83,3,3,11,16,45,-,-,-,-,-,-,83,3,3,11,16,45
"S00168285",172,28,15,54,55,24,2,-,-,2,-,-,174,28,15,52,55,24
"S00168286",178,29,18,49,52,32,2,2,-,-,-,-,180,27,18,49,52,32
"S00168287",85,25,7,34,13,9,5,3,-,-,2,-,80,22,7,27,12,9
"S00168288",124,19,7,37,34,27,3,2,-,1,1,-,121,18,7,36,33,27
"S00168289",89,5,9,20,32,22,1,-,1,-,-,-,88,5,8,20,32,22
"S00168290",143,18,18,35,49,22,4,1,-,-,1,-,141,17,18,35,49,22
"S00168291",86,2,9,19,17,40,1,-,-,-,-,1,86,2,9,19,17,39
"S00168292",110,15,7,32,14,46,1,-,-,1,-,-,109,15,7,31,14,46
"S00168293",82,3,7,19,16,37,-,-,-,-,-,-,82,3,7,19,16,37
"S00168294",110,9,10,23,32,38,-,-,-,-,-,-,110,9,10,23,32,38
"S00168295",70,2,-,22,12,31,3,-,-,2,-,1,67,2,-,20,12,30
"S00168296",151,34,17,54,41,11,-,-,-,-,-,-,151,34,17,54,41,11
"S00168297",145,15,12,29,50,46,2,-,-,-,2,-,143,15,12,29,44,46
"S00168298",168,15,17,32,63,38,3,-,1,-,-,-,166,15,16,32,61,38
"S00168299",144,32,26,51,33,2,3,-,-,1,-,-,142,31,26,50,33,2
"S00168300",112,10,15,44,27,16,2,-,-,1,-,-,110,10,15,43,26,16
"S00168301",145,11,5,29,51,49,5,-,-,1,4,-,140,11,5,31,47,49
"S00168302",132,26,12,63,23,8,-,-,-,-,-,-,132,26,12,63,23,8
"S00168303",217,34,26,69,65,27,3,-,-,3,-,-,214,34,26,66,65,27
"S00168304",133,9,11,16,43,54,3,-,-,-,1,-,131,9,10,16,46,54
"S00168305",133,19,18,43,40,13,2,-,-,1,1,-,131,19,18,42,36,13
"S00168306",83,6,5,32,22,16,1,-,-,-,1,-,82,6,5,32,21,16
"S00168307",82,8,11,28,19,15,-,-,-,-,-,-,82,8,11,28,19,15
"S00168308",105,22,12,35,29,4,1,-,-,1,-,-,104,22,12,36,29,4
"S00168309",107,21,21,34,16,12,-,-,-,-,-,-,107,21,21,34,16,12
"S00168310",149,34,10,95,9,2,3,-,-,-,-,-,146,34,9,90,9,2
"S00168311",95,6,8,22,37,20,2,-,1,1,-,-,91,6,9,18,37,20
"S00168312",124,38,6,59,18,1,-,-,-,-,-,-,124,38,6,59,18,1
"S00168313",131,10,10,35,35,42,1,-,-,1,-,-,130,10,10,33,35,42
"S00168314",117,16,15,33,31,22,2,2,-,-,-,-,116,15,15,33,31,22
"S00168315",101,25,10,36,18,15,1,1,-,-,-,-,100,21,10,36,18,15
"S00168316",91,-,13,17,24,36,1,-,-,-,-,1,90,-,13,17,24,35
"S00168317",114,19,8,35,15,36,1,-,-,1,-,-,113,19,8,38,15,36
"S00168318",185,27,17,56,50,40,5,4,-,-,2,-,180,20,17,56,49,40
"S00168319",129,15,16,48,32,19,2,-,-,1,-,-,128,15,16,47,31,19
"S00168320",82,4,6,18,32,29,3,-,-,2,1,-,83,4,6,16,28,29
"S00168321",97,14,2,27,30,27,3,-,-,-,2,-,94,14,2,24,25,27
"S00168322",66,5,-,8,15,42,1,-,-,1,-,-,69,5,-,6,15,42
"S00168323",86,12,8,29,22,15,-,-,-,-,-,-,86,12,8,29,22,15
"S00168324",80,22,6,30,15,3,2,-,-,-,2,-,75,22,6,30,15,3
"S00168325",125,19,17,43,39,7,1,1,-,-,-,-,128,15,17,43,39,7
"S00168326",128,10,14,34,36,37,-,-,-,-,-,-,128,10,14,34,36,37
"S00168327",130,11,2,25,28,63,-,-,-,-,-,-,130,11,2,25,28,63
"S00168328",210,29,37,76,54,14,9,1,2,3,3,-,201,28,35,71,51,14
"S00168329",122,30,11,40,31,14,2,-,-,-,2,2,124,30,11,40,30,12
"S00168330",156,28,22,57,28,19,1,-,1,-,-,-,153,28,21,57,28,19
"S00168331",156,22,18,50,30,36,4,-,-,-,-,1,153,21,18,50,29,35
"S00168332",111,12,7,24,26,43,-,-,-,1,-,1,109,12,7,23,26,42
"S00168333",89,24,4,46,6,4,2,-,-,2,-,-,83,24,4,44,6,4
"S00168334",102,12,9,31,30,20,2,-,2,-,-,1,100,12,8,31,30,19
"S00168335",122,24,14,39,19,26,3,2,-,-,-,-,116,23,14,38,19,25
"S00168336",61,11,7,12,15,14,-,-,-,-,-,-,61,11,7,12,15,14
"S00168337",83,8,3,31,20,18,2,-,-,-,2,-,81,8,3,31,21,18
"S00168338",219,37,29,80,54,19,3,-,-,1,1,-,217,37,29,81,53,19
"S00168339",84,30,1,42,5,10,2,1,-,-,-,-,82,27,1,41,5,10
"S00168340",180,19,20,44,62,35,-,-,-,-,-,-,180,19,20,44,62,35
"S00168341",78,9,9,18,26,12,-,-,-,-,-,-,78,9,9,18,26,12
"S00168342",92,13,7,29,24,19,2,-,-,-,-,2,94,13,7,29,24,21
"S00168343",164,21,22,53,39,30,2,-,-,2,-,-,161,21,22,51,41,30
"S00168344",83,4,15,30,15,18,1,-,-,1,-,-,82,4,15,29,15,18
