Scotland's Census 2022 - National Records of Scotland
Table UV208b - Gaelic language skills (2) by age (6)
All people aged 3 and over

,"All people aged 3 and over","All people aged 3 and over","All people aged 3 and over","All people aged 3 and over","All people aged 3 and over","All people aged 3 and over","All people aged 3 and over","Understands, speaks, reads or writes Gaelic","Understands, speaks, reads or writes Gaelic","Understands, speaks, reads or writes Gaelic","Understands, speaks, reads or writes Gaelic","Understands, speaks, reads or writes Gaelic","Understands, speaks, reads or writes Gaelic","Understands, speaks, reads or writes Gaelic","No skills in Gaelic","No skills in Gaelic","No skills in Gaelic","No skills in Gaelic","No skills in Gaelic","No skills in Gaelic","No skills in Gaelic"
,"All people aged 3 and over","3 - 15","16 - 24","25 - 34","35 - 49","50 - 64","65 and over","All people aged 3 and over","3 - 15","16 - 24","25 - 34","35 - 49","50 - 64","65 and over","All people aged 3 and over","3 - 15","16 - 24","25 - 34","35 - 49","50 - 64","65 and over"
"S00175820",87,13,3,10,18,16,27,2,-,-,-,-,2,1,85,13,3,10,18,15,26
"S00175821",138,31,14,22,24,31,15,3,3,-,-,-,-,-,132,25,14,22,24,31,15
"S00175822",87,12,5,7,8,27,27,2,-,-,-,-,2,-,85,12,5,7,8,22,27
"S00175823",85,3,4,3,3,25,46,2,-,-,-,-,2,-,83,3,4,3,3,23,46
"S00175824",77,11,7,5,17,13,23,-,-,-,-,-,-,-,77,11,7,5,17,13,23
"S00175825",75,6,12,15,10,15,15,-,-,-,-,-,-,-,75,6,12,15,10,15,15
"S00175826",122,14,14,5,18,25,43,5,2,2,-,1,1,-,117,12,13,5,17,27,43
"S00175827",129,22,14,16,18,32,24,1,-,-,1,-,-,-,126,22,14,17,18,32,24
"S00175828",112,32,6,23,8,15,29,-,-,-,-,-,-,-,112,32,6,23,8,15,29
"S00175829",125,31,15,7,36,16,20,1,1,-,-,-,-,-,124,30,15,7,36,16,20
"S00175830",108,10,20,16,16,24,29,2,2,-,-,-,1,-,109,6,20,16,16,23,29
"S00175831",145,19,20,17,30,30,33,1,-,-,-,1,-,-,145,19,20,17,29,30,33
"S00175832",170,39,28,19,31,30,25,7,5,-,2,1,-,-,161,34,28,17,29,30,25
"S00175833",119,8,10,21,5,30,35,8,-,-,-,1,3,1,111,8,10,20,7,25,35
"S00175834",121,18,12,19,21,23,26,-,-,-,-,-,-,-,120,18,12,19,21,24,26
"S00175835",130,34,8,15,21,25,27,-,-,-,-,-,-,-,130,34,8,15,21,25,27
"S00175836",139,17,16,13,34,28,31,1,-,1,-,1,-,1,136,17,15,13,37,28,30
"S00175837",90,21,10,20,11,16,12,5,2,-,3,-,-,-,85,19,10,17,11,16,12
"S00175838",134,21,23,11,28,34,24,1,1,-,-,-,-,-,136,20,23,11,28,34,24
"S00175839",114,4,7,9,8,29,59,2,-,-,-,-,-,1,115,4,7,8,8,29,58
"S00175840",115,23,8,17,17,23,27,6,3,-,1,-,1,-,109,20,8,16,17,22,26
"S00175841",149,30,8,17,22,39,26,5,3,-,2,-,-,-,144,27,8,15,22,39,26
"S00175842",117,15,8,16,12,32,34,2,2,-,-,-,-,-,116,15,8,16,12,32,34
"S00175843",76,12,8,8,13,24,16,2,2,-,-,-,1,-,76,11,8,8,13,20,16
"S00175844",98,11,10,15,10,25,25,3,2,1,-,1,-,-,95,10,7,15,10,25,25
"S00175845",78,10,12,5,10,22,19,2,-,-,-,-,-,2,76,10,12,5,10,22,17
"S00175846",99,7,4,5,10,39,35,-,-,-,-,-,-,-,99,7,4,5,10,39,35
"S00175847",129,27,11,9,16,47,20,6,1,-,-,-,4,1,123,24,11,9,16,43,16
"S00175848",157,13,11,9,18,50,51,8,4,-,1,-,2,4,146,11,11,8,18,52,47
"S00175849",99,13,4,6,17,29,32,4,4,-,-,-,-,-,95,9,4,6,17,29,32
"S00175850",157,16,19,6,19,51,43,-,-,-,-,-,-,-,157,16,19,6,19,51,43
"S00175851",154,20,12,17,19,43,39,8,7,-,-,-,1,-,146,13,12,17,19,43,39
"S00175852",101,10,8,5,12,26,40,4,2,1,-,-,-,2,97,9,7,5,12,26,38
"S00175853",99,12,8,7,17,26,30,2,-,-,1,-,1,-,97,12,8,6,17,25,30
"S00175854",100,10,6,2,13,23,46,-,-,-,-,-,-,-,100,10,6,2,13,23,46
"S00175855",123,20,9,10,18,34,33,7,6,-,1,-,-,2,116,16,9,9,18,34,30
"S00175856",66,14,4,2,7,18,22,-,-,-,-,-,-,-,66,14,4,2,7,18,22
"S00175857",76,17,3,6,7,21,25,2,2,-,-,-,-,-,74,12,3,6,7,21,25
"S00175858",66,6,4,3,12,20,24,-,-,-,-,-,-,-,66,6,4,3,12,20,24
"S00175859",90,5,-,-,11,42,32,3,-,-,-,-,-,2,87,5,-,-,11,41,30
"S00175860",106,22,5,6,19,24,28,2,3,-,-,-,1,-,102,22,5,6,19,23,28
"S00175861",110,15,14,10,21,24,24,-,-,-,-,-,-,-,110,15,14,10,21,24,24
"S00175862",86,1,3,29,16,21,11,4,-,-,4,-,-,-,82,1,3,25,16,21,11
"S00175863",83,15,12,33,21,6,1,5,-,-,5,-,-,-,78,15,12,26,16,6,1
"S00175864",69,4,6,18,22,10,8,-,-,-,-,-,-,-,69,4,6,18,22,10,8
"S00175865",109,18,7,25,34,16,12,4,-,-,-,2,-,-,109,18,7,23,30,16,12
"S00175866",109,1,15,16,20,32,29,4,-,-,1,-,-,1,105,1,15,13,20,32,28
"S00175867",92,7,12,35,15,17,5,4,2,-,-,-,-,-,88,5,12,35,14,17,5
"S00175868",167,33,26,13,23,58,17,-,-,-,-,-,-,-,167,33,26,13,23,58,17
"S00175869",102,12,18,10,15,36,13,-,-,-,-,-,-,-,102,12,18,10,15,36,13
"S00175870",154,26,1,52,47,22,2,3,-,-,3,-,-,-,151,26,1,45,47,22,2
"S00175871",112,5,7,16,23,27,36,4,2,1,1,-,-,1,110,4,6,15,23,27,35
"S00175872",88,5,5,34,22,12,14,4,4,-,1,-,-,-,84,3,5,34,22,12,10
"S00175873",122,17,16,21,32,21,11,3,-,-,2,1,-,-,118,17,16,19,35,21,11
"S00175874",92,6,17,6,12,23,28,-,-,-,-,-,-,-,92,6,17,6,12,23,28
"S00175875",106,11,6,15,23,20,27,-,-,-,-,-,-,-,106,11,6,15,23,20,27
"S00175876",205,54,12,52,74,8,6,-,-,-,-,-,-,-,205,54,12,52,74,8,6
"S00175877",115,13,11,29,30,20,12,4,-,2,2,-,-,-,110,13,7,27,30,20,12
"S00175878",109,18,11,14,19,28,20,8,-,-,-,2,4,1,104,18,11,14,18,24,19
"S00175879",160,39,25,25,28,35,8,-,-,-,-,-,-,-,160,39,25,25,28,35,8
"S00175880",118,10,12,20,21,33,20,-,-,-,-,-,-,-,117,10,12,20,22,33,20
"S00175881",184,45,10,54,57,15,3,-,-,-,-,-,-,-,184,45,10,54,57,15,3
"S00175882",88,3,10,17,17,21,22,3,3,-,-,1,-,-,84,-,10,17,16,21,22
"S00175883",110,12,6,12,21,33,29,4,-,-,1,-,3,-,108,12,6,12,21,33,29
"S00175884",69,9,5,18,12,18,8,2,-,-,2,-,-,-,67,9,5,12,12,18,8
"S00175885",94,-,9,11,17,27,25,-,-,-,-,-,-,-,94,-,9,11,17,27,25
"S00175886",92,6,17,15,25,19,10,2,-,1,-,1,-,-,90,6,16,15,24,19,10
"S00175887",74,4,12,-,10,17,33,-,-,-,-,-,-,-,74,4,12,-,10,17,33
"S00175888",80,9,4,17,21,25,8,2,-,-,-,-,1,1,78,9,4,17,21,24,8
"S00175889",74,4,6,11,21,25,7,6,-,-,1,-,2,2,69,4,6,10,21,23,6
"S00175890",90,20,17,8,26,15,10,-,-,-,-,-,-,-,90,20,17,8,26,15,10
"S00175891",72,4,7,4,12,16,33,1,-,-,-,-,1,-,71,4,7,4,12,15,33
"S00175892",129,35,4,36,32,8,5,1,-,-,-,1,-,-,125,35,4,36,31,8,5
"S00175893",65,4,9,5,9,23,15,-,-,-,-,-,-,-,64,4,9,5,9,22,15
"S00175894",75,6,2,5,13,22,28,2,-,-,-,-,1,2,73,6,2,5,13,21,26
"S00175895",92,15,11,14,16,13,23,1,-,-,-,-,-,1,91,15,11,14,16,13,22
"S00175896",78,8,4,18,17,15,16,8,2,-,7,-,-,-,70,6,4,12,17,15,16
"S00175897",65,-,3,18,16,15,13,-,-,-,-,-,-,-,65,-,3,18,16,15,13
"S00175898",122,12,17,20,29,20,24,2,-,-,1,-,-,1,121,12,17,18,29,20,23
"S00175899",115,18,18,20,34,12,12,7,3,-,3,1,-,-,107,15,18,17,35,12,12
"S00175900",195,41,10,46,75,17,3,1,-,-,-,1,-,-,194,41,10,46,74,17,3
"S00175901",95,6,1,11,15,14,48,2,-,-,-,-,1,1,92,6,1,11,15,12,47
"S00175902",139,37,5,28,53,17,2,2,-,-,2,-,-,-,137,37,5,27,53,17,2
"S00175903",71,15,6,7,10,16,19,8,5,-,2,1,-,1,63,8,6,6,7,16,18
"S00175904",98,6,2,16,11,26,37,3,2,-,-,-,-,-,95,4,2,15,11,26,37
"S00175905",62,3,6,5,13,20,21,1,-,-,-,-,-,1,65,3,6,5,13,20,18
"S00175906",62,5,10,17,15,10,4,1,-,-,-,1,-,-,61,5,10,17,12,10,4
"S00175907",75,18,12,12,22,9,9,5,4,-,-,-,-,-,74,14,12,12,22,9,8
"S00175908",71,8,5,5,13,22,19,-,-,-,-,-,-,-,71,8,5,5,13,22,19
"S00175909",57,6,5,16,13,11,6,-,-,-,-,-,-,-,56,5,5,16,13,11,6
"S00175910",111,12,10,11,16,29,30,2,-,2,-,-,-,-,110,12,9,11,16,29,30
"S00175911",107,8,6,12,9,44,33,-,-,-,-,-,-,-,107,8,6,12,9,44,33
"S00175912",70,3,4,20,8,17,22,4,-,-,3,-,-,-,66,3,4,13,8,17,21
"S00175913",89,6,7,21,12,18,30,4,-,-,4,-,-,-,85,6,7,17,12,18,30
"S00175914",73,2,9,13,12,27,10,4,-,-,-,1,-,2,69,2,9,11,12,27,9
"S00175915",143,14,6,10,14,24,72,1,-,-,-,1,-,-,142,14,6,10,13,24,72
"S00175916",106,12,8,13,13,27,33,2,1,1,-,-,-,-,104,11,4,13,13,27,33
"S00175917",97,1,10,17,13,38,21,-,-,-,-,-,-,-,97,1,10,17,13,38,21
"S00175918",77,8,4,19,13,11,22,1,-,-,1,-,-,-,76,8,4,18,13,11,22
"S00175919",100,3,4,17,12,20,44,-,-,-,-,-,-,-,100,3,4,17,12,20,44
"S00175920",67,10,6,15,20,7,3,4,1,-,-,-,-,-,63,9,5,15,20,7,3
"S00175921",108,8,5,31,31,22,11,-,-,-,-,-,-,-,108,8,5,31,31,22,11
"S00175922",95,12,5,10,14,30,20,1,1,-,-,-,-,-,94,11,5,10,14,30,20
"S00175923",191,52,14,36,71,16,8,-,-,-,-,-,-,-,191,52,14,36,71,16,8
"S00175924",59,10,5,15,5,17,6,1,-,-,1,-,-,-,59,10,5,14,5,17,6
"S00175925",177,41,17,47,57,12,3,4,1,-,4,2,-,-,173,39,17,45,56,12,3
"S00175926",66,8,5,12,9,17,17,-,-,-,-,-,-,-,66,8,5,12,9,17,17
"S00175927",71,-,16,14,13,17,14,-,-,-,-,-,-,-,71,-,16,14,13,17,14
"S00175928",101,5,10,34,16,13,16,6,-,2,3,1,-,-,95,5,9,31,18,13,16
"S00175929",95,6,6,8,16,26,32,2,-,-,-,1,1,-,94,6,6,8,15,25,32
"S00175930",85,3,5,22,17,26,12,6,-,-,2,5,1,-,79,3,5,21,14,28,12
"S00175931",247,51,38,28,75,41,13,7,2,3,-,2,-,-,241,50,36,28,74,41,13
"S00175932",115,5,8,13,11,38,36,-,-,-,-,-,-,-,115,5,8,13,11,38,36
"S00175933",61,8,6,16,17,10,4,1,-,-,-,-,-,1,60,8,6,16,17,10,5
"S00175934",89,7,5,7,11,25,38,1,-,-,-,1,-,-,88,7,5,7,7,25,38
"S00175935",107,28,12,11,24,14,18,9,2,4,1,3,-,-,99,26,11,10,22,14,18
"S00175936",71,6,2,29,15,15,4,2,-,-,-,-,2,-,69,6,2,29,15,13,4
"S00175937",75,9,6,6,18,16,21,-,-,-,-,-,-,-,73,9,4,6,18,16,21
"S00175938",135,22,9,17,33,30,23,2,-,-,-,-,-,1,133,22,9,17,32,30,23
"S00175939",144,13,7,16,24,25,59,3,-,-,1,-,4,-,141,13,7,15,24,23,59
"S00175940",117,13,9,40,24,23,10,1,-,1,-,-,-,-,116,13,8,40,24,23,10
"S00175941",66,4,5,7,11,12,28,-,-,-,-,-,-,-,66,4,5,7,11,12,28
"S00175942",215,62,11,46,86,10,-,-,-,-,-,-,-,-,215,62,11,46,86,10,-
"S00175943",101,23,14,11,24,16,12,-,-,-,-,-,-,-,101,23,14,11,24,16,12
"S00175944",113,18,11,16,27,19,22,-,-,-,-,-,-,-,112,15,11,16,27,19,22
"S00175945",91,6,6,5,9,26,34,-,-,-,-,-,-,-,91,6,6,5,9,26,34
"S00175946",71,8,13,18,18,14,4,2,1,-,-,-,1,-,68,4,13,18,18,11,4
"S00175947",92,12,8,4,14,24,32,1,-,-,-,-,1,-,91,12,8,4,14,23,32
"S00175948",84,6,3,8,9,23,33,3,-,-,-,-,-,3,81,6,3,8,9,23,29
"S00175949",152,36,9,25,71,8,2,-,-,-,-,-,-,-,152,36,9,25,71,8,2
"S00175950",88,-,13,8,17,27,24,1,-,1,-,-,-,-,90,-,12,8,17,27,24
"S00175951",76,13,9,2,27,14,14,-,-,-,-,-,-,-,76,13,9,2,27,14,14
"S00175952",162,26,14,19,38,41,24,2,2,-,-,-,-,-,160,24,14,19,38,41,24
"S00175953",96,8,8,8,14,25,33,1,-,-,-,1,-,-,95,8,8,8,15,25,33
"S00175954",84,14,6,11,19,16,12,4,-,-,-,-,1,1,79,14,6,11,19,15,11
"S00175955",97,19,11,20,19,17,16,2,-,-,-,-,-,1,95,19,11,19,19,17,14
"S00175956",109,15,6,19,22,28,22,2,-,-,-,2,-,-,110,15,6,19,21,28,22
"S00175957",62,2,2,25,7,12,14,3,-,-,-,-,1,2,59,2,2,25,7,11,12
"S00175958",141,21,10,10,25,31,44,2,-,-,1,-,1,-,142,21,10,9,25,30,44
"S00175959",102,11,4,7,19,24,38,-,-,-,-,-,-,-,102,11,4,7,19,24,38
"S00175960",115,4,11,16,15,29,42,2,-,-,-,1,-,-,116,4,11,16,17,29,41
"S00175961",139,7,11,11,19,43,46,3,2,-,-,-,-,-,136,5,11,5,19,43,46
"S00175962",122,15,5,5,27,20,50,-,-,-,-,-,-,-,122,15,5,5,27,20,50
"S00175963",112,10,5,42,31,17,4,2,-,-,2,-,-,-,113,10,5,41,31,17,4
"S00175964",144,23,9,42,51,15,7,2,-,-,2,-,-,-,142,23,9,41,50,15,7
"S00175965",59,5,3,2,13,13,23,1,-,-,-,-,-,1,58,5,3,2,13,13,25
"S00175966",121,27,3,11,30,19,29,4,2,-,-,2,-,-,117,25,3,11,27,19,29
"S00175967",96,9,4,15,17,20,31,-,-,-,-,-,-,-,96,9,4,15,17,20,31
"S00175968",78,6,7,9,14,24,19,1,-,-,-,1,-,-,77,6,7,9,13,24,19
"S00175969",116,17,8,17,25,21,25,1,-,-,1,-,-,-,113,17,8,16,25,21,25
"S00175970",110,8,6,7,16,23,54,-,-,-,-,-,-,-,110,8,6,7,16,23,54
"S00175971",125,7,9,8,21,27,52,-,-,-,-,-,-,-,125,7,9,8,21,27,52
"S00175972",97,14,9,6,20,27,22,1,-,-,-,1,-,-,95,14,9,6,19,27,22
"S00175973",100,8,8,17,15,25,27,3,-,3,-,-,1,-,96,8,5,17,15,27,27
"S00175974",110,19,6,12,29,25,22,-,-,-,-,-,-,-,110,19,6,12,29,25,22
"S00175975",152,24,18,8,26,30,43,-,-,-,-,-,-,-,152,24,18,8,26,30,43
"S00175976",173,45,11,36,64,13,4,8,2,2,2,3,-,-,165,43,12,36,61,12,4
"S00175977",101,13,10,22,20,22,14,1,-,-,-,1,-,-,100,13,10,22,19,22,14
"S00175978",98,12,10,8,13,27,26,2,2,-,-,-,-,-,95,12,10,8,12,27,26
"S00175979",85,3,6,22,15,23,17,1,-,-,-,-,-,1,84,3,6,22,15,23,16
"S00175980",177,44,13,47,63,9,-,3,-,-,-,-,-,-,174,44,12,45,63,9,-
"S00175981",119,19,12,4,29,27,26,-,-,-,-,-,-,-,119,19,12,4,29,27,26
"S00175982",68,5,1,12,16,18,15,1,-,-,-,-,1,-,67,5,1,12,16,17,15
"S00175983",118,4,11,14,7,44,37,2,-,-,-,-,-,2,116,4,11,14,7,47,39
"S00175984",82,4,7,8,12,20,29,-,-,-,-,-,-,-,82,4,7,8,12,20,29
"S00175985",70,6,11,8,7,23,11,2,-,2,-,-,-,-,68,6,10,8,7,23,11
"S00175986",114,9,6,17,24,19,32,-,-,-,-,-,-,-,114,9,6,17,24,19,32
"S00175987",139,27,5,16,25,25,41,-,-,-,-,-,-,-,139,27,5,16,25,25,41
"S00175988",117,10,9,14,20,17,48,-,-,-,-,-,-,-,117,10,9,14,20,17,48
"S00175989",156,28,11,12,36,31,38,6,4,-,-,2,1,1,148,24,11,12,34,30,40
"S00175990",91,11,9,3,12,19,41,-,-,-,-,-,-,-,91,11,9,3,12,19,41
"S00175991",58,7,4,3,10,16,18,-,-,-,-,-,-,-,58,7,4,3,10,16,18
"S00175992",71,5,4,10,11,21,19,-,-,-,-,-,-,-,71,5,4,10,11,21,19
"S00175993",93,11,6,10,18,30,11,2,-,-,-,1,-,1,91,11,6,10,17,30,15
"S00175994",70,-,-,-,-,-,68,-,-,-,-,-,-,-,69,-,-,-,-,-,67
"S00175995",107,12,4,58,26,5,2,2,-,-,2,-,-,-,103,12,4,57,26,5,2
"S00175996",107,10,5,20,20,24,29,3,-,-,1,-,1,1,104,10,5,18,20,24,27
"S00175997",154,46,6,33,51,12,3,-,-,-,-,-,-,-,154,46,6,33,51,12,3
"S00175998",221,76,14,22,87,20,2,7,3,-,1,4,-,-,214,74,14,24,79,20,2
"S00175999",118,29,3,4,31,17,33,-,-,-,-,1,-,1,116,29,3,4,30,17,36
"S00176000",64,14,4,9,22,15,2,-,-,-,-,-,-,-,64,14,4,9,22,15,2
"S00176001",82,15,8,13,15,20,15,5,2,-,2,-,-,1,76,10,8,10,15,20,14
"S00176002",112,4,6,19,17,32,31,6,-,-,-,1,3,2,106,4,5,19,19,29,30
"S00176003",117,7,7,3,16,24,63,2,-,1,-,-,-,1,117,7,9,3,16,24,59
"S00176004",145,37,4,47,49,9,1,-,-,-,-,-,-,-,144,36,4,47,49,9,1
"S00176005",105,13,2,18,24,27,26,1,-,-,-,1,2,-,105,13,2,18,19,23,26
"S00176006",92,18,5,6,21,18,23,4,-,-,-,1,-,1,90,18,5,6,20,18,22
"S00176007",92,19,9,9,26,20,9,5,1,-,-,1,1,1,88,18,9,9,28,19,8
"S00176008",234,76,12,26,101,16,5,3,1,-,2,2,-,-,229,73,12,24,95,16,5
"S00176009",189,19,9,13,17,34,103,3,-,-,-,2,1,-,188,19,9,12,16,29,103
"S00176010",139,13,9,31,26,38,22,1,-,-,1,-,-,-,138,13,9,30,26,38,22
"S00176011",79,11,4,4,15,23,22,-,-,-,-,-,-,-,79,11,4,4,15,23,22
"S00176012",77,5,2,9,11,19,30,1,-,-,-,-,-,2,74,5,2,9,11,18,32
"S00176013",118,19,5,13,22,30,25,1,-,-,-,1,-,-,117,19,5,13,21,30,25
"S00176014",120,13,8,14,35,24,25,2,-,-,-,-,-,1,118,13,8,14,33,24,24
"S00176015",72,8,8,26,18,12,2,-,-,-,-,-,-,-,72,8,8,26,18,12,2
"S00176016",153,21,19,11,21,35,49,-,-,-,-,-,-,-,153,21,19,11,21,35,49
"S00176017",217,75,20,21,81,22,1,1,-,-,-,1,-,-,219,75,20,21,79,22,1
"S00176018",189,49,17,28,58,29,6,4,2,-,-,2,-,-,185,47,17,28,56,29,6
"S00176019",61,12,6,15,13,9,10,2,-,-,2,-,-,-,59,12,6,13,13,9,10
"S00176020",61,6,4,11,11,19,12,-,-,-,-,-,-,-,61,6,4,11,11,19,12
"S00176021",170,18,14,16,33,43,50,1,-,1,-,-,-,-,173,18,13,16,33,43,50
"S00176022",108,14,6,9,18,35,26,2,-,-,-,-,1,1,106,14,6,9,18,34,25
"S00176023",69,4,7,4,9,19,23,3,-,-,-,-,1,1,67,4,7,4,9,18,22
"S00176024",116,23,6,20,17,33,16,-,-,-,-,-,-,-,115,23,6,20,17,31,16
"S00176025",143,16,15,49,38,15,9,7,2,1,-,3,-,-,136,14,14,49,35,15,9
"S00176026",150,23,16,14,33,25,35,11,1,2,-,1,1,5,139,24,14,14,31,28,30
"S00176027",146,26,10,59,44,7,2,1,-,-,-,1,-,-,145,26,10,59,46,7,2
"S00176028",107,19,11,12,29,23,22,-,-,-,-,-,-,-,107,19,11,12,29,23,22
"S00176029",211,44,25,28,66,40,11,2,-,-,1,2,-,-,213,44,25,27,62,40,11
"S00176030",123,8,17,14,19,48,17,4,-,2,-,1,-,1,121,8,14,14,18,48,16
"S00176031",68,12,8,13,17,10,9,1,-,-,-,1,-,-,67,12,8,13,16,10,9
"S00176032",127,22,15,10,20,38,26,-,-,-,-,-,-,-,127,22,15,10,20,38,26
"S00176033",114,7,12,20,20,39,16,2,-,-,-,-,-,-,112,7,12,19,19,39,16
"S00176034",206,57,38,21,38,44,8,3,-,1,2,-,-,-,199,57,37,19,38,44,8
"S00176035",118,13,14,10,18,18,45,-,-,-,-,-,-,-,118,13,14,10,18,18,45
"S00176036",63,8,5,32,18,1,-,2,-,-,-,1,-,-,61,8,5,31,16,1,-
"S00176037",102,10,9,7,14,23,36,1,-,-,-,-,-,1,98,10,9,7,14,23,32
"S00176038",71,3,7,27,16,8,9,5,-,1,-,3,-,-,65,-,6,27,15,8,9
"S00176039",219,78,10,30,92,11,-,3,-,-,-,1,-,-,217,77,10,30,91,11,-
"S00176040",80,5,10,9,18,21,14,1,-,-,-,-,-,1,77,5,10,9,18,21,13
"S00176041",147,14,15,19,24,35,32,7,-,4,2,1,1,-,136,13,19,17,23,34,32
"S00176042",99,14,7,5,23,29,23,1,-,-,-,-,1,-,98,14,7,5,23,28,23
"S00176043",195,42,20,26,64,38,9,5,2,-,3,-,-,-,190,40,20,23,64,38,9
"S00176044",85,12,7,26,22,10,11,1,-,-,-,1,-,-,81,12,7,26,21,10,11
"S00176045",73,7,10,8,7,19,22,-,-,2,-,-,-,1,71,7,9,8,7,19,21
"S00176046",195,33,17,16,48,37,38,2,-,-,1,-,-,-,193,33,19,15,48,37,38
"S00176047",61,3,3,8,4,22,22,2,-,-,2,-,-,-,60,3,3,6,4,22,22
"S00176048",92,9,4,7,14,12,48,-,-,-,-,-,-,-,92,9,4,7,14,12,48
"S00176049",123,14,14,6,18,22,51,3,-,-,-,-,-,3,120,14,14,6,18,22,52
"S00176050",147,16,25,20,31,30,25,4,-,-,1,2,-,-,144,16,25,19,27,29,25
"S00176051",193,56,10,9,73,30,11,1,1,-,-,-,-,-,192,55,10,9,73,30,11
"S00176052",148,10,11,20,19,44,38,1,-,-,-,1,-,1,145,9,11,20,17,44,37
"S00176053",126,15,14,15,31,19,38,3,4,-,1,-,-,-,127,13,14,12,31,19,38
"S00176054",92,3,12,19,8,34,9,-,-,-,-,-,-,-,92,3,12,19,8,34,9
"S00176055",150,24,12,27,32,31,24,10,5,-,7,-,-,-,143,19,12,22,32,31,24
"S00176056",109,15,18,19,18,27,12,1,-,-,-,-,-,1,108,15,18,19,18,27,11
"S00176057",108,4,3,7,9,26,56,1,-,-,-,1,-,-,105,4,3,7,9,26,56
"S00176058",95,11,7,29,19,10,21,2,-,1,3,-,-,-,91,11,4,26,19,10,21
"S00176059",102,11,7,19,24,20,25,4,2,-,-,-,-,2,98,7,7,19,24,20,23
"S00176060",91,10,6,17,21,17,16,-,-,-,-,-,-,-,91,10,6,17,21,17,16
"S00176061",95,12,9,12,15,31,19,1,-,-,1,-,-,-,94,12,9,11,15,31,19
"S00176062",83,8,5,3,22,11,32,4,-,-,-,4,-,-,81,8,5,3,20,11,32
"S00176063",92,14,6,12,22,17,19,-,-,-,-,-,-,-,92,14,6,12,22,17,19
"S00176064",95,10,9,11,19,29,19,1,-,-,-,-,1,-,94,10,9,11,19,28,19
"S00176065",116,15,5,16,42,20,18,1,-,-,-,1,-,-,115,15,5,16,41,20,18
"S00176066",143,18,13,19,21,48,26,2,-,1,-,-,-,1,141,18,12,19,21,48,25
"S00176067",140,32,16,39,23,24,4,2,-,1,-,-,1,-,138,32,11,39,23,23,4
"S00176068",75,-,8,28,15,14,7,1,-,-,1,-,-,-,74,-,8,27,15,14,7
"S00176069",119,10,13,9,20,40,27,2,1,1,-,-,-,-,115,9,14,9,20,40,27
"S00176070",97,11,7,12,10,33,28,-,-,-,-,-,-,-,96,11,7,11,10,33,28
"S00176071",92,11,6,15,13,26,16,5,-,-,-,1,2,-,86,11,6,15,12,25,15
"S00176072",134,25,14,25,35,21,15,6,2,-,4,3,1,-,125,24,14,21,32,21,15
"S00176073",125,8,15,10,22,39,34,2,-,-,-,-,1,1,123,8,15,10,22,35,33
"S00176074",71,11,4,7,22,8,19,-,-,-,-,-,-,-,70,11,4,7,22,8,21
"S00176075",91,10,9,9,24,19,20,-,-,-,-,-,-,-,91,10,9,9,24,19,20
"S00176076",115,20,8,19,16,29,27,3,1,-,1,-,-,-,112,16,8,17,16,28,27
"S00176077",112,2,12,13,9,39,40,-,-,-,-,-,-,-,112,2,12,13,9,39,40
"S00176078",129,23,21,14,20,34,17,2,-,-,-,1,1,-,127,23,21,14,19,33,17
"S00176079",79,9,3,8,10,20,29,-,-,-,-,-,-,-,79,9,3,8,10,20,29
"S00176080",155,17,14,23,22,32,40,4,1,1,-,1,-,-,148,19,13,23,21,32,40
"S00176081",127,14,11,25,22,28,28,-,-,-,-,-,-,-,127,14,11,25,22,28,28
"S00176082",117,15,8,18,21,31,24,1,-,-,-,1,-,-,116,15,8,18,19,31,24
"S00176083",207,57,14,33,59,33,18,-,-,-,-,-,-,-,206,57,14,28,59,33,18
"S00176084",131,19,19,12,23,34,24,2,-,-,-,-,1,1,131,19,19,12,23,36,23
"S00176085",173,48,9,16,55,33,12,-,-,-,-,-,-,-,173,48,9,16,55,33,12
"S00176086",87,11,11,17,10,22,24,4,-,-,-,-,1,1,89,11,11,17,10,18,23
"S00176087",150,18,10,10,25,34,49,8,1,-,1,1,1,1,145,17,10,9,24,33,52
"S00176088",59,3,4,11,9,13,19,1,-,-,-,-,-,1,58,3,4,11,9,13,18
"S00176089",70,15,8,10,18,10,17,2,-,-,-,-,-,2,68,15,8,10,18,10,15
"S00176090",61,10,4,10,12,13,12,1,-,-,-,1,-,-,64,10,4,10,11,13,12
"S00176091",131,23,4,20,19,16,49,6,3,1,1,1,-,-,125,20,3,15,18,16,49
"S00176092",101,13,22,6,15,24,18,1,-,-,-,-,1,-,100,13,22,6,15,26,18
"S00176093",112,20,10,4,20,27,26,-,-,-,-,-,-,-,112,20,10,4,20,27,26
"S00176094",91,22,22,4,26,13,4,3,1,1,-,-,-,-,88,21,21,4,25,13,4
"S00176095",93,10,8,16,21,20,18,5,-,-,-,3,2,-,88,10,8,16,18,21,18
"S00176096",84,10,-,6,17,17,32,2,-,-,-,2,-,-,83,10,-,6,16,17,32
"S00176097",152,20,20,16,23,44,29,-,-,-,-,-,-,-,152,20,20,16,23,44,29
"S00176098",136,13,6,10,24,37,46,-,-,-,-,-,-,-,136,13,6,10,24,37,46
"S00176099",173,22,16,13,29,57,36,2,-,-,-,-,2,-,176,22,16,13,29,55,36
"S00176100",86,6,2,-,9,25,41,-,-,-,-,-,-,-,86,6,2,-,9,25,41
