Scotland's Census 2022 - National Records of Scotland
Table UV303b - Disability by age (6)
All people
,"All people","All people","All people","All people","All people","All people","All people","Day-to-day activities limited a lot","Day-to-day activities limited a lot","Day-to-day activities limited a lot","Day-to-day activities limited a lot","Day-to-day activities limited a lot","Day-to-day activities limited a lot","Day-to-day activities limited a lot","Day-to-day activities limited a little","Day-to-day activities limited a little","Day-to-day activities limited a little","Day-to-day activities limited a little","Day-to-day activities limited a little","Day-to-day activities limited a little","Day-to-day activities limited a little","Day-to-day activities not limited","Day-to-day activities not limited","Day-to-day activities not limited","Day-to-day activities not limited","Day-to-day activities not limited","Day-to-day activities not limited","Day-to-day activities not limited"
,"Total","0 to 15","16 to 24","25 to 34","35 to 49","50 to 64","65 and over","Total","0 to 15","16 to 24","25 to 34","35 to 49","50 to 64","65 and over","Total","0 to 15","16 to 24","25 to 34","35 to 49","50 to 64","65 and over","Total","0 to 15","16 to 24","25 to 34","35 to 49","50 to 64","65 and over"
"S00160461",58,4,7,5,5,20,21,17,-,-,-,-,7,10,10,-,-,-,1,3,6,35,4,7,5,4,10,5
"S00160462",71,21,4,13,20,12,1,5,-,-,-,-,5,-,10,1,-,4,2,2,1,56,20,4,9,18,4,-
"S00160463",109,20,9,11,19,23,27,27,-,1,1,4,5,12,21,2,-,2,2,5,10,61,18,8,8,12,11,4
"S00160464",118,30,12,29,21,19,7,16,2,1,1,3,6,3,11,-,-,4,5,2,-,91,29,11,24,13,11,4
"S00160465",130,21,23,12,18,34,22,6,-,-,-,2,-,3,14,1,2,-,2,4,1,111,20,21,11,14,27,18
"S00160466",121,9,18,10,18,34,30,34,1,-,-,6,9,21,19,2,3,2,3,6,6,66,7,15,8,10,17,9
"S00160467",109,20,10,17,17,25,13,22,2,1,1,2,11,4,16,3,1,1,3,6,4,67,15,7,15,12,11,7
"S00160468",121,15,12,17,12,34,30,20,-,-,-,2,11,6,16,1,1,4,-,3,8,81,13,10,15,15,20,16
"S00160469",80,22,8,10,18,17,6,25,-,1,4,5,8,3,12,3,-,2,7,-,1,43,23,6,5,6,5,2
"S00160470",112,13,7,17,20,24,31,12,-,-,-,-,2,12,13,1,1,-,6,1,9,87,12,6,17,16,21,15
"S00160471",91,10,1,3,13,19,45,10,-,-,-,-,-,10,16,-,-,1,-,5,10,65,10,1,-,13,14,25
"S00160472",102,13,12,16,10,31,17,19,-,1,-,2,6,9,22,-,4,2,-,10,9,60,13,5,18,8,15,2
"S00160473",97,12,9,15,8,32,22,22,-,4,1,-,8,13,16,1,-,4,-,4,5,63,11,6,12,7,24,7
"S00160474",90,7,14,11,13,21,23,8,-,-,-,2,1,5,7,-,-,2,1,-,7,76,7,14,8,11,20,11
"S00160475",81,9,8,6,20,20,18,16,-,1,-,2,7,5,13,1,1,-,3,2,5,52,8,6,5,15,10,8
"S00160476",106,12,15,7,15,45,8,12,-,-,1,3,5,3,16,-,1,1,1,10,3,76,12,14,5,8,30,2
"S00160477",85,9,13,16,10,21,13,20,-,1,-,-,10,9,11,-,-,1,-,6,3,57,9,12,10,10,11,1
"S00160478",146,32,8,38,30,25,15,41,1,-,5,8,23,10,20,2,-,8,5,3,1,85,29,8,26,18,5,3
"S00160479",128,57,6,21,33,7,4,21,4,-,3,1,4,4,12,5,2,4,2,1,-,97,48,4,15,28,2,-
"S00160480",58,12,10,12,17,9,1,17,2,5,4,4,3,-,8,2,-,1,6,1,-,36,10,5,7,9,4,1
"S00160481",129,20,13,7,21,42,20,9,-,2,-,-,2,4,15,-,-,2,3,6,4,108,20,14,5,14,37,15
"S00160482",83,12,6,23,22,11,9,14,-,-,4,1,2,6,11,-,2,3,-,3,-,60,10,4,16,20,4,2
"S00160483",134,13,17,22,28,25,29,44,1,-,6,9,8,19,16,-,-,-,4,8,2,74,12,17,19,15,12,4
"S00160484",113,14,11,8,24,30,27,8,1,-,-,3,-,4,13,-,-,1,-,4,5,92,13,10,7,19,24,19
"S00160485",93,19,9,9,18,21,17,16,-,2,2,2,3,6,13,2,2,-,1,2,7,64,17,8,7,15,17,4
"S00160486",150,31,14,11,31,27,37,10,-,-,-,1,3,6,18,5,-,-,6,2,7,123,28,14,11,24,25,23
"S00160487",90,-,2,11,16,26,38,30,-,-,3,5,9,16,19,1,-,1,3,5,8,40,1,2,7,7,12,16
"S00160488",163,43,23,20,37,28,15,20,3,2,-,2,3,7,19,4,2,-,7,4,3,126,37,19,20,26,21,6
"S00160489",61,-,2,25,14,7,12,10,-,-,-,2,2,7,10,-,-,5,-,-,5,43,-,2,19,12,5,4
"S00160490",81,16,5,12,15,22,14,25,1,3,-,5,13,4,13,-,-,-,4,3,6,43,15,3,12,4,8,4
"S00160491",131,18,4,22,23,34,32,22,2,-,-,-,8,11,26,1,-,4,1,5,11,86,16,3,16,19,18,10
"S00160492",111,17,7,20,25,26,24,13,1,-,-,2,6,2,15,-,-,1,8,-,6,81,16,7,18,17,16,12
"S00160493",173,48,25,31,26,28,15,9,-,-,1,-,3,5,25,2,3,4,7,11,4,137,45,23,26,22,17,4
"S00160494",174,25,17,16,27,61,31,17,-,-,-,-,8,9,23,1,-,-,2,13,6,134,24,16,16,25,41,16
"S00160495",75,-,1,2,5,19,49,39,-,-,-,-,11,29,17,-,-,-,2,3,12,19,-,1,2,3,6,8
"S00160496",96,11,4,11,26,15,29,18,-,-,-,1,4,13,11,3,-,-,4,1,6,67,9,4,11,21,10,12
"S00160497",176,60,8,36,62,9,2,10,3,-,1,5,1,-,9,3,-,2,3,-,-,160,54,8,30,54,12,1
"S00160498",86,18,6,17,11,21,17,21,1,-,-,1,7,9,12,4,-,1,1,4,4,53,15,6,15,7,8,4
"S00160499",167,31,27,27,26,47,13,27,4,1,1,3,15,5,28,2,2,5,4,8,9,115,22,21,23,19,24,-
"S00160500",194,40,36,32,43,33,10,23,1,4,3,4,9,2,30,5,3,2,4,8,5,141,34,27,26,35,16,3
"S00160501",112,24,11,27,27,16,7,7,-,-,-,1,3,3,19,2,2,1,6,6,3,86,22,9,26,20,8,1
"S00160502",93,13,12,11,18,22,15,22,-,2,-,1,9,11,9,-,-,-,5,4,-,62,12,7,9,12,14,6
"S00160503",147,19,20,30,23,40,14,26,-,1,1,7,10,5,14,-,-,4,3,4,3,107,19,17,25,13,27,6
"S00160504",120,4,13,31,32,26,14,38,-,2,5,8,15,4,25,-,3,6,5,4,8,57,4,6,20,15,5,1
"S00160505",97,17,7,11,21,19,22,16,-,2,-,-,5,7,13,3,-,-,2,2,6,68,14,5,10,18,12,9
"S00160506",162,38,22,46,30,23,3,19,1,1,2,5,9,1,22,3,5,1,4,5,-,121,35,19,40,21,7,1
"S00160507",104,8,15,5,12,31,33,9,-,-,-,1,5,3,15,-,2,1,-,3,10,80,8,12,4,11,23,20
"S00160508",85,4,10,10,8,33,22,19,-,1,4,-,5,7,14,-,-,1,-,5,6,50,4,6,7,8,22,5
"S00160509",94,22,17,8,17,24,9,14,4,2,1,-,2,5,9,-,2,2,4,4,2,67,16,10,8,17,18,2
"S00160510",122,27,7,27,23,24,14,40,1,-,6,4,19,10,22,4,-,6,6,2,4,60,22,7,15,13,3,-
"S00160511",138,17,13,26,35,30,17,40,4,6,10,11,10,5,15,-,1,2,7,5,4,79,14,9,18,16,17,9
"S00160512",112,26,9,18,30,15,14,10,-,2,-,-,5,3,25,-,-,5,6,6,10,77,25,8,13,23,4,7
"S00160513",123,23,9,13,13,46,20,36,4,-,4,1,18,7,17,5,-,2,-,5,9,70,16,9,8,7,23,4
"S00160514",232,73,12,52,63,22,8,8,1,2,-,3,-,1,11,1,1,3,1,2,4,213,70,10,49,60,20,2
"S00160515",70,9,6,15,10,15,19,9,1,-,-,-,5,5,14,-,-,-,1,3,8,51,10,6,15,9,7,5
"S00160516",119,34,17,14,17,23,12,19,1,1,1,3,5,6,22,4,1,5,3,6,4,78,27,15,11,11,12,3
"S00160517",86,14,1,12,14,18,25,26,-,-,-,1,8,17,12,-,-,-,4,3,7,48,14,1,12,9,10,3
"S00160518",133,34,9,25,36,20,8,10,-,-,-,2,6,2,20,2,1,2,3,4,5,103,28,8,21,31,10,1
"S00160519",62,11,4,6,12,15,14,14,1,-,-,5,5,8,13,1,-,-,3,4,2,37,9,4,6,5,9,3
"S00160520",103,21,13,12,21,20,15,14,-,3,1,1,5,4,19,-,2,3,4,4,6,70,21,9,8,16,11,5
"S00160521",116,27,12,34,36,4,-,2,-,-,-,2,-,-,7,1,1,3,1,1,-,107,26,11,34,33,3,-
"S00160522",75,13,10,7,17,15,16,22,-,1,-,6,8,6,12,2,-,1,2,1,6,40,11,5,6,10,6,3
"S00160523",111,12,8,17,18,26,27,26,2,1,1,3,6,13,19,-,1,5,1,7,5,66,13,6,12,14,13,9
"S00160524",165,26,9,17,27,32,57,58,1,-,-,-,3,52,16,3,-,-,2,6,4,91,19,12,16,25,19,2
"S00160525",112,3,18,54,24,10,5,2,-,-,-,-,1,1,14,-,2,4,1,4,2,96,3,16,50,21,6,-
"S00160526",157,19,12,17,15,58,39,18,-,1,1,2,8,7,19,-,-,1,-,9,9,123,19,11,15,14,41,27
"S00160527",113,14,12,14,18,33,20,17,2,1,1,3,10,2,22,-,3,2,2,9,8,70,9,6,11,14,17,9
"S00160528",160,49,17,29,40,19,6,16,1,-,-,3,7,-,18,2,2,3,2,5,1,126,39,14,23,35,7,1
"S00160529",130,17,4,10,22,25,47,18,-,-,1,1,1,14,17,1,-,-,-,3,12,91,16,4,8,22,19,21
"S00160530",220,52,16,28,40,56,32,22,3,1,-,1,5,12,24,1,3,1,5,6,8,174,48,12,27,34,41,12
"S00160531",131,42,11,32,31,11,8,18,2,1,3,2,4,8,24,4,-,7,6,3,2,89,34,8,23,20,4,-
"S00160532",122,26,8,27,26,20,17,23,2,1,-,4,9,9,16,1,2,-,4,3,6,82,24,5,27,16,8,2
"S00160533",169,46,21,22,27,37,14,28,-,2,-,6,14,5,22,2,1,1,2,9,6,119,43,18,20,16,14,5
"S00160534",117,25,14,25,22,17,16,20,-,1,-,5,5,12,20,-,1,3,3,8,6,78,25,11,23,11,3,2
"S00160535",117,10,3,11,17,20,57,30,-,-,2,2,2,23,24,-,1,-,1,3,17,63,8,2,6,14,16,16
"S00160536",74,13,6,16,14,10,15,13,4,-,-,1,5,4,11,4,1,1,2,-,4,50,9,6,15,11,2,7
"S00160537",157,36,16,12,34,33,26,4,-,-,-,-,1,3,7,-,1,2,1,1,3,146,36,15,14,33,30,20
"S00160538",84,10,6,15,14,24,11,21,1,2,1,2,5,5,10,2,-,-,2,3,4,54,8,4,16,10,13,2
"S00160539",120,23,11,35,30,14,9,13,-,-,2,5,4,-,10,1,-,2,3,-,3,99,22,11,25,22,8,5
"S00160540",63,10,3,12,14,11,15,13,-,-,-,8,1,7,10,2,-,-,2,1,6,40,8,3,12,8,10,-
"S00160541",71,12,8,15,14,18,4,10,-,-,4,3,2,2,6,-,1,1,-,4,-,55,12,10,11,11,12,2
"S00160542",74,16,7,12,23,12,1,4,1,-,-,-,-,2,7,2,-,-,1,2,-,63,13,7,12,21,9,2
"S00160543",169,26,11,24,29,48,31,16,1,-,-,3,3,8,26,-,4,1,2,8,10,128,23,4,23,25,37,14
"S00160544",66,8,4,8,12,15,18,12,-,-,-,1,-,11,9,-,-,1,2,-,8,45,8,4,8,10,15,3
"S00160545",170,33,13,35,34,28,27,15,-,-,1,2,5,7,21,2,-,5,5,7,4,134,30,13,29,27,14,16
"S00160546",79,5,13,9,10,24,16,15,2,1,2,2,4,9,17,1,4,-,2,4,6,43,5,8,7,6,16,1
"S00160547",117,10,8,25,19,40,15,32,-,-,1,4,18,9,11,1,1,3,2,4,-,74,9,7,22,13,18,5
"S00160548",66,8,6,4,11,17,20,12,-,-,-,3,4,5,15,-,1,-,1,4,9,43,8,5,4,11,9,6
"S00160549",167,47,5,39,53,21,2,8,-,-,-,4,3,-,5,1,-,1,2,1,1,153,45,5,38,47,17,-
"S00160550",91,17,5,9,17,23,23,14,1,-,-,3,3,7,12,-,-,3,4,-,4,65,16,5,6,11,13,12
"S00160551",90,12,8,45,19,5,1,2,-,-,-,1,-,1,10,-,-,6,2,4,-,77,12,8,39,16,2,-
"S00160552",139,20,11,19,25,33,28,23,-,-,1,5,5,9,24,2,2,2,2,13,8,92,18,9,16,19,18,14
"S00160553",223,41,7,22,52,58,41,23,2,1,-,-,9,10,34,3,-,-,9,8,17,164,33,8,17,48,41,18
"S00160554",121,27,16,23,18,23,20,10,-,2,2,2,-,2,14,-,-,1,3,1,4,99,26,10,19,8,22,11
"S00160555",76,9,8,26,23,6,4,5,-,-,-,3,1,1,5,-,3,-,2,1,-,69,9,5,26,19,4,4
"S00160556",170,31,36,33,27,30,13,18,2,5,2,2,6,3,29,1,5,4,3,9,3,123,27,26,28,19,18,5
"S00160557",99,21,5,19,28,15,7,15,-,-,-,3,2,9,10,1,-,5,-,2,1,78,22,4,14,25,11,4
"S00160558",117,23,11,14,20,33,21,21,-,-,1,3,7,10,12,1,1,-,3,3,3,87,20,10,13,13,23,8
"S00160559",86,10,20,31,21,7,2,5,-,-,-,3,3,-,14,-,-,8,2,-,2,72,10,19,25,15,4,-
"S00160560",92,14,10,4,16,31,19,-,-,-,-,-,1,1,9,1,1,1,2,3,2,81,13,9,3,14,28,14
"S00160561",79,14,15,11,13,14,15,8,-,-,-,-,3,5,9,1,1,2,2,-,4,62,14,14,10,7,8,6
"S00160562",80,7,8,17,20,16,12,26,-,2,6,3,8,5,16,-,-,5,4,1,5,38,7,7,6,9,5,2
"S00160563",105,14,9,18,17,29,18,17,-,-,1,2,6,9,13,-,2,2,2,2,5,75,14,7,15,12,21,4
"S00160564",101,17,18,15,20,19,17,9,-,-,2,2,-,3,20,-,1,4,3,6,4,75,17,14,10,16,11,7
"S00160565",127,15,18,47,27,18,2,11,-,-,-,-,8,1,11,-,-,4,3,4,-,105,15,18,42,22,7,1
"S00160566",118,2,18,54,24,18,4,3,-,-,-,2,1,-,14,-,2,8,1,3,1,97,2,16,45,21,11,4
"S00160567",98,22,10,15,15,14,25,16,2,-,1,2,2,9,11,-,-,3,2,-,5,74,21,10,11,13,9,11
"S00160568",107,33,5,21,24,12,8,15,1,-,1,3,5,7,8,4,-,-,2,2,-,84,30,5,18,19,11,3
"S00160569",162,29,16,19,36,32,30,35,1,2,4,3,13,13,24,3,1,2,6,8,8,103,25,13,15,29,12,9
"S00160570",169,51,25,41,34,16,8,14,-,-,-,4,5,4,17,2,3,2,7,2,1,138,46,22,35,23,11,3
"S00160571",177,42,20,28,25,22,40,24,2,2,-,-,10,11,38,4,-,5,7,4,17,116,36,19,23,21,6,11
"S00160572",72,14,7,14,13,20,6,9,2,-,1,-,5,-,7,1,-,-,3,3,-,56,12,7,13,13,10,6
"S00160573",101,29,12,17,25,14,7,14,-,1,1,2,4,5,9,1,1,2,1,3,1,77,28,7,14,22,6,-
"S00160574",124,18,17,58,28,4,4,1,1,-,-,-,-,-,12,-,3,2,3,1,2,111,17,12,50,26,4,3
"S00160575",156,23,12,14,30,41,36,16,-,1,-,3,5,7,31,-,1,1,3,6,18,109,23,8,12,24,32,11
"S00160576",95,9,12,15,9,32,15,18,1,-,1,3,6,7,13,-,2,2,-,6,4,65,8,11,15,6,21,4
"S00160577",62,2,8,9,14,18,9,4,-,-,-,-,2,2,6,-,1,-,1,1,1,52,2,7,9,13,13,5
"S00160578",86,10,7,12,10,27,16,15,2,1,-,1,5,6,10,-,2,1,-,6,3,61,8,5,11,9,21,7
"S00160579",69,9,4,36,16,2,-,5,1,-,1,2,-,-,9,-,-,3,8,2,-,56,8,4,35,6,-,-
"S00160580",106,30,10,25,26,13,-,11,1,-,3,-,3,-,12,3,-,-,4,5,-,87,25,9,21,22,5,-
"S00160581",160,34,18,20,35,34,18,18,1,2,1,1,5,6,26,1,4,3,7,7,5,116,32,12,13,28,22,8
"S00160582",87,13,8,10,13,26,19,15,2,-,2,-,4,5,18,5,-,2,2,3,6,55,6,8,6,10,19,8
"S00160583",86,3,8,18,19,25,13,19,-,1,-,1,11,6,14,2,1,5,-,2,5,53,2,6,13,17,12,3
"S00160584",137,26,15,28,22,23,23,23,1,1,4,6,5,6,15,-,4,1,4,3,6,99,24,12,23,14,14,11
"S00160585",197,39,17,81,42,22,-,5,-,-,1,-,1,-,11,2,-,6,1,4,-,182,38,17,74,42,11,-
"S00160586",82,9,8,14,12,11,22,20,-,-,1,4,-,10,14,3,1,1,-,4,7,47,8,9,8,12,7,5
"S00160587",118,21,10,29,21,29,8,16,1,-,-,1,10,3,18,1,-,2,1,9,4,84,19,10,25,19,10,-
"S00160588",102,13,4,4,20,23,38,4,-,-,-,-,-,4,10,-,1,-,-,3,6,88,13,5,4,20,20,30
"S00160589",87,9,-,6,7,18,46,12,-,-,-,-,-,12,8,-,-,-,-,-,8,67,9,-,6,7,18,26
"S00160590",86,13,3,12,20,25,16,13,-,-,-,3,5,6,5,-,-,-,2,2,1,68,13,3,12,12,19,9
"S00160591",89,22,4,19,27,11,6,5,-,-,-,3,1,1,8,-,2,1,-,1,4,76,22,3,18,23,9,2
"S00160592",161,48,8,39,46,16,-,4,1,-,-,1,-,-,7,2,-,2,2,-,-,150,45,8,36,43,17,-
"S00160593",89,9,13,22,15,18,9,10,-,-,1,4,6,5,11,-,2,-,2,1,-,64,9,14,19,11,8,3
"S00160594",148,31,7,37,30,35,8,26,-,1,1,3,17,2,8,-,-,-,4,4,2,112,31,8,33,23,14,2
"S00160595",69,4,7,44,16,4,-,1,1,-,-,-,-,-,-,-,-,1,1,-,-,70,-,7,43,15,4,-
"S00160596",116,19,17,21,14,29,15,28,2,3,-,3,12,8,15,2,2,3,2,2,3,73,16,9,17,10,18,4
"S00160597",122,20,14,16,28,23,21,15,1,-,1,4,3,6,21,5,1,3,6,2,8,86,13,15,15,22,18,9
"S00160598",135,24,7,63,29,8,-,2,-,-,-,2,-,-,7,-,-,5,2,-,-,129,24,7,58,25,8,-
"S00160599",145,26,10,8,38,43,25,15,-,-,-,-,7,9,27,-,-,4,5,9,10,102,24,10,6,31,28,3
"S00160600",75,5,4,5,10,18,37,8,-,-,-,-,1,7,12,-,1,-,-,2,8,56,5,3,5,10,19,21
"S00160601",115,32,6,31,30,22,2,11,1,-,1,3,3,2,18,-,-,5,5,5,-,88,27,6,25,22,12,-
"S00160602",86,9,5,21,11,21,16,26,-,1,-,3,12,11,12,4,-,1,3,2,2,48,8,4,19,8,5,8
"S00160603",167,31,18,19,35,39,24,22,-,-,-,9,5,11,13,2,-,3,1,5,4,132,29,18,16,28,28,13
"S00160604",92,7,9,6,9,19,42,16,-,1,-,3,1,10,19,-,1,1,-,3,12,57,7,5,5,6,14,16
"S00160605",226,43,33,42,55,34,22,31,3,-,2,4,9,14,17,1,3,3,2,3,2,178,39,30,38,53,17,5
"S00160606",129,13,12,50,25,16,8,4,-,-,-,1,1,1,14,-,3,5,-,2,5,108,13,10,44,26,13,2
"S00160607",150,17,5,23,18,48,39,8,-,-,-,-,-,6,20,-,-,-,2,8,11,118,17,5,23,16,37,22
"S00160608",103,27,9,16,25,15,14,13,3,2,4,4,1,2,19,4,-,5,3,5,2,71,20,8,10,18,9,6
"S00160609",108,9,11,14,20,16,31,12,-,1,-,4,-,7,11,-,-,-,3,1,7,85,9,13,14,13,15,17
"S00160610",143,17,26,19,17,41,26,23,-,3,3,2,8,8,20,-,2,1,1,6,10,103,17,21,15,14,28,8
"S00160611",139,52,10,7,50,17,3,-,-,-,-,-,-,-,2,1,2,-,-,1,-,135,50,8,7,50,20,3
"S00160612",117,22,7,18,14,34,24,35,-,2,1,-,18,11,20,1,-,2,2,8,5,65,23,2,15,10,8,6
"S00160613",94,15,6,4,17,26,26,17,-,-,1,2,4,7,17,-,1,-,1,3,12,60,15,4,3,14,16,7
"S00160614",77,8,6,31,14,10,11,4,-,-,1,-,1,4,8,-,1,1,2,2,4,61,8,2,29,12,5,3
"S00160615",153,15,14,15,29,45,34,19,-,-,-,4,4,8,28,2,-,3,4,11,9,107,18,14,9,21,30,15
"S00160616",75,15,5,10,12,15,19,14,-,-,1,2,4,7,13,1,-,2,3,2,7,52,14,7,7,8,9,7
"S00160617",86,11,6,11,10,23,16,15,-,-,1,-,6,7,7,-,-,-,-,3,4,64,11,5,14,10,14,7
"S00160618",68,14,15,26,15,-,-,1,-,-,1,-,-,-,3,-,4,-,2,-,-,68,14,9,25,14,-,-
"S00160619",139,13,20,4,29,41,28,5,-,-,-,-,-,5,19,-,2,1,3,9,5,117,13,16,3,26,32,20
"S00160620",125,25,16,29,32,12,10,6,-,2,-,1,-,4,14,3,-,2,3,4,3,103,22,15,28,28,10,4
"S00160621",160,18,16,20,31,47,30,17,-,2,-,1,9,8,16,2,-,-,1,6,5,127,13,14,20,25,32,19
"S00160622",149,30,22,18,17,31,25,45,5,3,2,-,17,17,15,1,1,4,5,3,3,89,21,18,15,11,15,6
"S00160623",137,8,6,21,22,43,38,55,-,-,1,3,25,26,19,-,1,5,2,4,6,64,8,2,14,17,14,6
"S00160624",123,21,11,9,31,25,27,14,-,1,1,3,2,5,17,3,1,2,3,4,5,98,19,9,4,25,22,17
"S00160625",119,7,8,6,23,33,42,34,3,1,2,2,6,21,27,2,-,1,3,7,14,58,7,7,2,18,17,10
"S00160626",115,18,13,13,22,21,29,20,-,1,-,3,-,14,13,1,-,-,2,7,3,83,17,8,11,17,14,12
"S00160627",98,16,12,7,17,30,19,11,-,2,-,1,4,4,12,1,2,-,1,7,4,72,19,10,7,14,19,13
"S00160628",113,3,9,70,14,5,7,2,-,-,2,1,-,2,4,-,-,-,2,-,1,102,3,9,68,13,5,5
"S00160629",86,6,9,37,18,9,3,1,-,-,-,-,1,-,7,-,3,3,1,-,1,78,6,7,34,21,8,2
"S00160630",71,4,5,33,18,5,6,-,-,-,-,-,-,-,10,-,2,2,-,-,2,64,4,4,31,16,3,3
"S00160631",94,7,11,10,20,31,15,26,-,3,1,5,11,5,17,-,-,-,4,7,6,51,7,6,8,9,13,4
"S00160632",135,28,14,19,28,31,17,37,3,2,1,7,18,6,22,2,2,-,2,3,9,76,20,6,14,22,12,4
"S00160633",134,49,15,31,33,6,1,10,-,2,2,7,2,1,14,-,4,1,6,3,-,109,49,10,28,21,3,-
"S00160634",170,55,23,27,43,14,8,13,-,-,1,11,4,3,13,-,1,5,3,-,4,144,53,21,19,32,10,4
"S00160635",205,44,25,33,43,39,21,21,1,1,-,4,7,5,23,1,1,2,4,9,6,161,42,23,31,35,22,8
"S00160636",98,9,12,30,35,7,4,12,-,-,2,7,4,-,15,-,2,7,1,-,3,72,9,10,21,26,3,2
"S00160637",100,23,3,14,19,24,14,17,1,-,2,3,7,5,14,4,-,-,2,5,6,72,22,3,13,13,12,8
"S00160638",136,20,17,39,25,24,4,9,-,1,1,4,5,1,12,1,1,5,1,1,1,115,21,15,33,26,18,2
"S00160639",159,69,16,28,33,10,3,18,-,-,4,4,4,2,19,5,2,4,4,3,1,122,63,14,20,22,4,-
"S00160640",113,16,10,28,15,36,7,17,3,1,1,4,6,2,14,2,1,5,2,4,3,78,11,7,22,10,26,3
"S00160641",108,14,16,10,23,38,9,12,-,-,2,-,5,6,8,-,1,-,-,6,1,91,14,15,13,23,27,2
"S00160642",112,33,9,21,21,19,9,8,-,-,-,1,6,1,16,2,1,4,1,2,5,89,31,8,19,16,11,2
"S00160643",102,11,3,18,20,19,26,18,1,-,2,5,4,9,11,-,-,2,-,1,2,77,14,2,15,17,16,15
"S00160644",151,44,10,24,48,19,5,3,-,-,-,-,-,2,11,6,-,3,2,3,1,130,38,10,24,46,16,-
"S00160645",111,11,13,49,21,9,9,6,-,-,1,-,-,5,13,1,3,3,1,3,2,90,8,9,45,20,6,2
"S00160646",88,16,9,12,21,21,9,16,1,-,-,-,7,5,14,2,-,2,4,4,2,58,14,5,7,16,10,2
"S00160647",106,21,18,13,27,19,17,20,2,1,2,2,5,7,22,3,4,-,7,5,1,64,15,13,12,15,8,4
"S00160648",186,31,12,40,61,31,11,11,-,-,-,4,6,-,22,-,1,4,7,2,5,153,29,15,36,52,23,2
"S00160649",151,27,13,24,25,33,33,17,2,-,5,-,4,6,15,1,3,1,4,4,2,119,24,10,19,23,22,25
"S00160650",92,11,9,11,19,25,17,13,-,-,-,1,5,6,11,-,1,-,3,4,5,68,11,7,11,15,18,6
"S00160651",80,24,10,7,24,11,5,12,-,-,2,5,2,3,13,2,2,1,4,4,1,55,22,5,1,17,5,-
"S00160652",168,34,24,29,32,43,14,32,1,2,1,2,16,8,19,2,3,2,2,6,4,117,30,20,26,22,17,2
"S00160653",88,4,11,41,20,7,2,12,1,1,-,4,3,2,12,-,-,7,3,1,-,67,5,9,35,15,3,-
"S00160654",124,27,12,9,30,27,18,10,1,-,2,-,4,4,14,1,1,1,4,7,3,101,25,11,9,26,19,11
"S00160655",66,5,6,17,14,20,7,10,-,-,2,-,11,-,11,-,-,2,4,1,3,42,5,6,11,10,6,6
"S00160656",211,31,10,6,29,45,90,53,-,-,-,-,3,50,36,-,-,-,1,5,28,126,31,10,5,27,37,12
"S00160657",80,4,6,13,7,25,23,12,-,-,4,-,3,7,14,-,-,-,-,7,7,54,4,6,11,7,15,9
"S00160658",82,18,8,15,19,11,11,10,-,-,-,2,1,5,8,-,2,-,2,2,3,64,18,7,15,15,6,1
"S00160659",105,12,8,15,14,40,20,6,-,-,2,-,1,4,14,-,1,3,-,7,3,89,12,7,11,14,29,13
"S00160660",111,24,11,16,23,30,8,22,1,2,-,6,9,4,22,1,1,2,8,10,1,67,22,9,10,9,13,-
"S00160661",103,20,10,41,22,8,2,5,1,-,1,2,-,2,12,1,-,5,6,-,-,85,18,10,38,14,8,1
"S00160662",121,20,21,21,29,16,13,19,-,3,-,4,3,7,25,3,4,2,7,3,6,76,17,14,17,18,10,-
"S00160663",136,12,18,17,21,38,29,4,-,-,-,-,2,3,18,1,3,2,2,4,5,120,14,15,16,20,30,22
"S00160664",242,79,51,29,46,39,5,51,6,9,9,8,16,5,23,6,3,3,3,6,-,168,63,36,17,35,17,-
"S00160665",114,13,18,15,16,19,26,7,-,-,-,1,-,6,15,-,1,1,1,2,10,92,13,17,20,18,17,7
"S00160666",122,22,17,32,30,18,10,6,-,2,1,-,-,2,14,1,7,1,2,4,3,99,21,9,26,26,12,5
"S00160667",119,15,20,10,18,33,23,28,1,-,1,4,12,10,20,2,3,1,3,7,5,71,12,20,11,11,15,8
"S00160668",80,13,5,12,5,23,24,7,-,-,-,-,2,5,12,-,-,1,1,2,8,63,13,5,11,4,19,7
"S00160669",227,47,32,45,42,40,24,26,-,3,3,2,12,5,19,-,5,1,5,2,6,181,47,25,41,35,26,10
"S00160670",175,37,12,31,69,20,10,10,-,-,1,2,4,1,10,-,-,2,5,1,2,157,37,12,26,62,15,8
"S00160671",128,25,13,22,32,31,8,18,-,1,-,5,6,6,13,-,-,3,3,5,1,101,24,11,19,26,20,1
"S00160672",122,14,10,11,34,28,25,21,-,1,-,5,6,8,22,1,-,-,7,4,10,79,13,9,10,26,18,7
"S00160673",111,24,10,16,20,18,26,19,-,-,-,1,4,12,16,-,2,3,2,-,12,76,24,7,9,17,12,8
"S00160674",124,18,14,16,31,27,13,22,-,2,-,4,8,7,14,1,2,1,5,2,3,88,20,10,15,22,17,3
"S00160675",89,34,12,12,24,7,4,11,-,1,-,3,4,1,7,-,3,3,-,1,-,74,31,6,9,21,4,3
"S00160676",80,24,4,14,10,17,14,28,-,-,1,3,8,9,8,1,-,2,1,2,2,48,20,4,11,4,5,1
"S00160677",146,20,11,19,30,29,37,27,-,-,-,-,9,16,20,-,-,1,1,5,13,99,20,11,16,30,15,8
