Scotland's Census 2022 - National Records of Scotland
Table UV206 - Passports held
All people

,"All people","Europe: Total","Europe: United Kingdom","Europe: Ireland","Europe: EU member countries","Europe: Rest of Europe","Africa","Middle East and Asia","Antarctica and Oceania","No Passport","The Americas and the Caribbean"
"S00167131",158,99,93,-,2,-,-,-,2,62,-
"S00167132",127,77,77,-,-,-,-,-,-,50,-
"S00167133",106,77,75,-,-,-,-,-,-,25,-
"S00167134",132,108,104,2,4,-,-,-,-,20,-
"S00167135",93,76,76,-,-,-,-,-,-,17,-
"S00167136",154,113,113,-,-,-,-,-,-,40,-
"S00167137",91,73,73,-,-,-,-,-,-,18,-
"S00167138",94,75,73,3,-,-,-,-,-,18,-
"S00167139",85,81,81,-,-,-,-,-,-,5,-
"S00167140",81,64,62,-,2,-,-,-,-,17,-
"S00167141",84,52,50,1,1,-,1,-,-,31,-
"S00167142",111,74,74,-,-,-,-,-,-,36,1
"S00167143",65,48,48,-,-,-,-,1,-,15,-
"S00167144",141,105,105,-,-,-,-,-,-,35,1
"S00167145",110,85,85,-,-,-,-,-,-,25,-
"S00167146",93,77,76,-,-,1,-,-,-,10,-
"S00167147",207,180,180,-,-,-,-,-,-,24,-
"S00167148",165,102,103,-,-,1,-,-,2,62,-
"S00167149",97,77,77,-,-,-,-,-,-,21,1
"S00167150",111,72,69,-,3,-,1,-,-,38,-
"S00167151",98,78,78,-,-,-,-,-,-,18,-
"S00167152",122,95,95,-,-,-,-,-,-,38,-
"S00167153",84,63,63,-,-,-,-,-,-,21,-
"S00167154",243,216,211,-,1,-,-,2,-,25,-
"S00167155",176,79,80,-,3,-,-,-,1,96,-
"S00167156",109,95,94,1,-,-,-,-,-,14,-
"S00167157",83,45,45,-,-,-,-,-,-,38,-
"S00167158",113,82,82,-,-,-,-,-,-,31,-
"S00167159",147,132,132,-,-,-,-,3,-,11,-
"S00167160",99,57,55,-,2,-,-,-,-,40,-
"S00167161",86,67,67,-,-,-,-,-,-,18,1
"S00167162",99,78,78,-,-,-,-,-,-,21,-
"S00167163",99,68,67,-,-,1,-,-,-,31,-
"S00167164",142,127,124,-,1,-,-,-,-,14,-
"S00167165",108,81,75,-,6,-,-,-,-,27,-
"S00167166",138,105,101,-,4,-,-,-,-,33,-
"S00167167",98,61,61,-,-,-,-,-,-,37,-
"S00167168",105,69,69,-,-,-,-,-,-,36,-
"S00167169",125,97,97,-,-,-,-,1,-,27,-
"S00167170",90,54,54,-,-,-,-,1,-,34,1
"S00167171",75,72,71,1,-,-,-,-,-,4,-
"S00167172",94,63,62,-,-,-,-,-,-,31,-
"S00167173",145,118,117,1,-,-,-,-,-,27,-
"S00167174",138,75,75,-,-,-,-,-,-,64,-
"S00167175",86,63,63,-,-,-,-,-,-,23,-
"S00167176",78,55,55,-,-,-,-,-,-,23,-
"S00167177",108,77,77,-,-,-,-,-,-,35,-
"S00167178",149,91,85,-,6,-,-,-,-,59,-
"S00167179",128,87,81,4,-,-,-,-,-,41,-
"S00167180",98,73,72,-,1,-,-,-,-,25,-
"S00167181",102,79,76,-,3,-,-,-,-,21,-
"S00167182",145,111,111,-,-,-,-,-,-,34,-
"S00167183",141,102,101,-,1,-,-,-,-,39,-
"S00167184",141,90,90,-,3,-,-,2,-,45,2
"S00167185",88,57,57,-,-,-,-,2,-,26,-
"S00167186",115,85,85,-,-,-,-,-,-,30,-
"S00167187",102,66,63,3,-,-,-,-,-,34,-
"S00167188",128,79,79,-,-,-,-,1,-,43,-
"S00167189",76,56,56,-,-,-,-,-,-,20,-
"S00167190",142,70,70,-,-,-,-,-,-,70,-
"S00167191",105,82,82,-,-,-,-,-,-,22,1
"S00167192",134,92,91,-,1,-,-,-,-,42,-
"S00167193",110,93,94,-,-,-,-,-,-,19,-
"S00167194",109,82,81,-,1,-,-,-,-,23,-
"S00167195",127,84,80,1,3,-,-,-,-,43,-
"S00167196",73,52,52,-,-,-,-,-,-,21,-
"S00167197",114,93,90,-,3,-,-,-,-,21,-
"S00167198",122,88,88,-,-,-,-,-,-,34,-
"S00167199",100,70,70,-,-,-,-,-,-,30,-
"S00167200",132,69,66,-,3,-,-,-,-,63,-
"S00167201",56,36,36,-,-,-,-,-,-,21,-
"S00167202",126,94,95,-,2,-,-,-,-,32,-
"S00167203",95,56,48,-,6,-,-,-,-,39,-
"S00167204",155,103,99,-,4,-,-,-,-,52,-
"S00167205",148,115,114,1,-,-,-,-,1,31,1
"S00167206",165,111,110,1,-,-,-,-,-,54,-
"S00167207",148,117,117,-,-,-,-,-,-,31,-
"S00167208",86,59,59,-,-,-,-,-,-,27,-
"S00167209",90,57,57,-,-,-,-,-,-,33,-
"S00167210",163,109,109,-,-,-,-,-,1,50,2
"S00167211",116,89,88,-,2,-,-,-,-,26,-
"S00167212",77,49,49,-,-,-,-,-,-,28,-
"S00167213",87,58,54,-,4,-,-,-,-,29,-
"S00167214",140,106,106,-,-,-,-,2,-,37,-
"S00167215",115,70,67,-,5,-,-,-,-,47,-
"S00167216",126,94,94,-,-,-,-,-,-,33,-
"S00167217",98,72,72,-,-,-,-,-,-,26,-
"S00167218",63,52,52,-,-,-,-,-,-,11,-
"S00167219",95,86,86,-,-,-,-,-,-,9,-
"S00167220",84,54,54,-,-,-,-,-,-,30,-
"S00167221",80,55,55,-,-,-,-,-,-,25,-
"S00167222",77,44,45,-,1,-,-,-,-,31,-
"S00167223",65,46,46,-,-,-,-,-,-,18,1
"S00167224",75,41,41,-,-,-,1,-,-,33,-
"S00167225",112,89,89,-,-,-,-,-,-,23,-
"S00167226",141,91,91,-,-,-,-,-,-,50,-
"S00167227",123,85,85,-,-,-,-,-,-,41,-
"S00167228",92,73,70,-,2,-,-,-,-,19,-
"S00167229",77,65,65,-,-,-,-,-,-,11,1
"S00167230",154,133,133,-,-,-,-,-,-,25,-
"S00167231",113,93,93,-,-,-,-,-,-,21,-
"S00167232",203,140,140,-,-,-,-,-,-,63,-
"S00167233",108,80,72,-,2,-,-,-,1,25,-
"S00167234",129,97,96,-,-,-,-,-,-,32,-
"S00167235",142,94,86,-,8,-,-,1,-,47,-
"S00167236",95,51,51,-,-,-,-,-,-,44,-
"S00167237",142,78,78,-,-,-,-,-,-,60,-
"S00167238",87,69,69,-,-,-,-,-,-,18,-
"S00167239",127,95,94,1,1,-,-,-,-,29,-
"S00167240",86,63,62,1,-,-,-,-,-,20,-
"S00167241",65,45,44,-,2,-,-,-,-,20,-
"S00167242",84,58,58,-,-,-,-,-,-,26,-
"S00167243",104,76,76,-,-,-,-,-,-,31,-
"S00167244",130,83,80,1,2,-,-,-,-,47,-
"S00167245",95,47,47,-,-,-,-,-,-,49,-
"S00167246",129,93,93,-,-,-,-,-,-,36,-
"S00167247",172,162,156,-,5,1,-,-,-,14,-
"S00167248",84,60,60,-,-,-,-,-,-,21,-
"S00167249",82,48,43,-,1,-,-,2,-,33,-
"S00167250",95,65,65,-,-,-,-,-,-,29,-
"S00167251",126,86,85,-,1,-,-,-,-,40,-
"S00167252",100,72,71,1,-,-,-,-,-,25,-
"S00167253",75,55,53,-,3,-,-,-,-,20,-
"S00167254",139,89,85,2,-,-,-,-,-,55,-
"S00167255",69,42,42,-,-,-,-,-,-,27,-
"S00167256",151,119,119,-,-,-,-,-,-,32,-
"S00167257",66,41,40,-,-,-,-,-,-,25,-
"S00167258",88,63,63,-,2,-,-,-,-,25,-
"S00167259",95,57,55,-,2,-,-,-,-,37,-
"S00167260",143,97,97,-,-,-,-,-,-,46,-
"S00167261",116,72,70,2,-,-,-,1,-,43,-
"S00167262",102,55,55,-,-,-,2,-,-,46,-
"S00167263",118,101,97,1,2,-,-,-,-,17,-
"S00167264",123,61,56,-,5,-,-,-,-,62,-
"S00167265",157,110,108,1,-,1,-,-,-,47,-
"S00167266",97,75,75,-,-,-,-,-,-,22,-
"S00167267",80,60,60,-,-,-,-,-,-,19,-
"S00167268",100,87,85,-,-,-,-,-,-,13,-
"S00167269",82,63,61,-,2,-,-,-,-,19,-
"S00167270",160,136,137,-,-,-,-,-,-,27,-
"S00167271",115,80,80,-,-,-,-,-,-,32,-
"S00167272",122,78,70,1,8,-,-,-,-,44,-
"S00167273",82,45,44,-,1,-,-,-,-,37,-
"S00167274",105,72,70,-,2,-,-,-,-,30,-
"S00167275",72,49,47,-,2,-,-,-,-,23,-
"S00167276",121,107,104,1,4,-,-,-,-,14,-
"S00167277",108,74,74,-,-,-,-,-,-,34,-
"S00167278",132,99,99,-,-,-,-,-,-,33,-
"S00167279",65,51,51,-,-,-,-,-,-,15,-
"S00167280",105,84,84,-,-,-,-,-,-,21,-
"S00167281",134,84,80,1,5,-,-,2,-,48,-
"S00167282",150,121,121,-,-,-,1,-,-,28,-
"S00167283",84,73,67,-,2,-,-,-,-,15,-
"S00167284",72,54,48,1,3,-,-,-,-,18,-
"S00167285",116,67,66,-,1,-,-,-,-,46,-
"S00167286",69,43,36,-,7,-,-,-,-,25,1
"S00167287",76,45,43,-,-,-,-,-,-,34,-
"S00167288",131,117,116,-,-,-,-,-,-,13,1
"S00167289",69,58,58,-,-,-,-,-,-,11,-
"S00167290",87,61,60,-,1,-,-,-,-,26,-
"S00167291",94,64,64,-,-,-,-,-,-,30,-
"S00167292",144,76,75,1,-,-,-,-,-,65,1
"S00167293",88,49,48,-,1,-,-,-,-,42,-
"S00167294",139,116,116,-,-,-,-,-,-,20,-
"S00167295",71,41,41,-,-,-,-,-,-,30,-
"S00167296",84,77,77,-,-,-,-,-,-,7,-
"S00167297",118,110,110,-,-,-,-,-,-,9,-
"S00167298",89,71,70,-,2,-,-,-,-,17,-
"S00167299",90,60,60,-,-,-,-,-,-,29,-
"S00167300",92,80,78,-,1,-,-,-,-,12,-
"S00167301",169,140,130,-,13,-,2,-,-,27,-
"S00167302",123,107,106,1,-,-,-,-,-,16,-
"S00167303",96,78,81,-,-,-,-,1,-,17,-
"S00167304",135,107,103,1,-,-,-,-,-,31,-
"S00167305",98,90,89,-,-,-,-,-,-,8,-
"S00167306",131,117,114,-,2,-,-,-,-,14,-
"S00167307",96,54,53,-,-,1,-,-,-,40,-
"S00167308",164,134,134,-,-,-,-,-,-,29,1
"S00167309",121,73,72,-,2,-,-,-,-,47,2
"S00167310",127,108,108,-,-,-,-,3,-,17,-
"S00167311",155,98,93,-,7,-,-,-,-,57,-
"S00167312",100,48,48,-,-,-,-,-,-,49,-
"S00167313",142,109,100,-,7,-,-,1,-,34,-
"S00167314",98,72,62,-,7,-,-,-,-,23,-
"S00167315",97,61,61,-,-,-,-,-,-,36,-
"S00167316",170,151,150,-,2,-,-,-,-,19,-
"S00167317",72,46,46,-,-,-,-,1,-,25,-
"S00167318",140,98,97,-,3,-,-,-,-,40,-
"S00167319",71,63,61,2,-,-,-,-,-,5,-
"S00167320",126,111,111,-,-,-,-,-,-,13,-
"S00167321",97,78,77,1,-,-,-,-,-,15,-
"S00167322",64,47,47,-,-,-,-,-,-,17,-
"S00167323",123,98,97,1,-,-,-,-,-,25,-
"S00167324",146,138,138,-,-,-,-,-,-,9,-
"S00167325",132,105,105,-,-,-,-,-,-,25,1
"S00167326",97,76,76,-,-,-,-,6,-,16,-
"S00167327",75,57,55,-,2,-,-,-,-,18,-
"S00167328",97,67,64,-,1,-,-,-,-,29,-
"S00167329",104,76,76,-,-,-,-,-,-,30,-
"S00167330",172,67,66,1,-,-,-,-,-,105,-
"S00167331",145,127,127,-,-,-,-,-,-,18,-
"S00167332",97,69,69,-,-,-,-,-,-,27,1
"S00167333",106,79,74,1,-,-,-,1,-,30,-
"S00167334",83,59,59,-,-,-,-,-,-,24,-
"S00167335",101,71,70,-,1,-,-,-,1,29,-
"S00167336",188,136,132,3,-,-,-,-,-,53,-
"S00167337",115,84,82,1,1,-,-,-,-,30,1
"S00167338",106,91,89,-,1,2,-,-,-,15,-
"S00167339",104,81,81,-,-,-,-,-,1,22,-
"S00167340",97,69,68,-,1,-,-,-,-,28,-
"S00167341",63,54,54,-,-,-,-,-,-,9,-
"S00167342",116,77,70,-,5,-,1,-,-,36,-
"S00167343",157,140,139,2,-,-,-,-,-,14,2
"S00167344",80,61,60,2,-,-,-,1,-,17,-
"S00167345",106,70,72,-,1,-,-,-,-,36,-
"S00167346",102,94,94,-,-,-,-,-,-,11,-
"S00167347",121,85,83,-,2,-,-,-,-,36,-
"S00167348",120,85,85,-,-,-,-,1,-,34,-
"S00167349",113,64,64,-,-,-,1,-,-,48,-
"S00167350",68,42,42,-,-,-,-,-,-,25,-
"S00167351",95,92,91,1,-,-,-,-,-,5,-
"S00167352",88,64,64,-,-,-,-,-,-,24,-
"S00167353",111,85,84,1,-,-,-,-,-,26,-
"S00167354",153,98,92,-,3,-,-,-,-,58,-
"S00167355",69,49,47,-,2,-,-,-,-,17,-
"S00167356",121,72,73,-,1,-,-,-,-,45,2
"S00167357",83,58,57,-,2,-,-,-,-,26,-
"S00167358",95,73,73,-,-,-,-,-,-,22,-
"S00167359",98,63,62,-,1,-,-,-,-,35,-
"S00167360",117,95,95,-,-,-,-,-,-,26,-
"S00167361",103,58,58,-,-,-,-,-,-,45,-
"S00167362",105,77,77,-,-,-,-,-,-,28,-
"S00167363",106,79,75,3,1,-,-,-,-,27,-
"S00167364",119,78,78,-,-,-,-,1,-,40,-
"S00167365",102,59,59,-,-,-,-,-,-,45,-
"S00167366",146,117,117,-,-,-,-,-,-,27,-
"S00167367",62,48,48,-,-,-,-,-,-,14,-
"S00167368",191,100,103,-,2,-,-,-,-,87,-
"S00167369",86,62,60,-,1,-,-,-,-,23,-
"S00167370",155,125,127,-,1,-,-,-,-,33,-
"S00167371",135,118,113,-,4,2,-,6,-,15,-
"S00167372",72,43,44,-,1,-,-,-,-,27,-
"S00167373",104,71,68,3,-,-,-,3,-,30,-
"S00167374",78,42,42,-,-,-,-,-,-,39,2
"S00167375",124,73,72,-,1,-,-,1,-,50,-
"S00167376",165,122,117,2,-,-,-,-,-,46,-
"S00167377",82,56,52,-,4,-,3,-,1,21,3
"S00167378",62,40,39,-,2,-,-,-,-,21,-
"S00167379",77,67,66,-,1,-,1,-,-,4,-
"S00167380",150,75,74,-,2,-,-,2,-,73,-
"S00167381",86,49,49,-,-,-,-,-,-,33,-
"S00167382",119,100,98,-,4,-,-,-,-,19,-
"S00167383",175,164,162,-,2,-,-,-,-,9,-
"S00167384",75,47,45,-,4,-,-,-,1,27,-
"S00167385",95,71,71,-,-,-,-,-,-,26,-
"S00167386",191,171,171,-,-,-,4,-,-,18,-
"S00167387",93,76,73,-,1,-,-,-,-,13,1
"S00167388",105,96,96,-,-,-,-,-,-,10,-
"S00167389",58,49,45,1,-,-,-,-,-,16,-
"S00167390",119,109,107,-,-,-,-,-,-,10,-
"S00167391",120,91,89,-,2,-,-,-,-,29,-
"S00167392",101,83,81,-,2,-,-,-,-,18,-
"S00167393",153,142,140,-,-,-,-,-,-,11,-
"S00167394",114,83,83,-,-,-,-,2,-,30,-
"S00167395",126,108,108,-,-,-,-,-,-,18,-
"S00167396",141,138,135,-,3,-,-,-,-,2,1
"S00167397",116,75,75,-,-,-,-,-,-,40,-
"S00167398",181,145,145,-,-,-,2,-,2,34,1
"S00167399",162,147,146,1,-,-,-,-,-,13,-
"S00167400",116,85,87,1,-,-,-,-,-,27,-
"S00167401",64,51,50,-,1,-,-,-,-,13,-
"S00167402",97,79,72,-,5,-,-,-,-,20,-
"S00167403",249,216,211,-,6,-,-,-,-,31,-
"S00167404",99,63,61,-,3,-,-,-,-,36,-
"S00167405",185,135,135,-,-,-,-,-,-,50,-
"S00167406",202,190,190,-,-,-,-,-,-,12,-
"S00167407",165,97,91,2,3,-,-,-,-,70,-
"S00167408",119,112,112,-,-,-,-,-,-,7,-
"S00167409",130,103,102,-,1,-,-,-,-,25,-
"S00167410",201,176,173,-,1,-,1,2,-,25,-
"S00167411",132,94,89,-,3,-,-,-,-,40,-
"S00167412",72,40,34,-,6,-,-,-,-,28,-
"S00167413",191,175,171,-,3,-,-,1,-,13,-
"S00167414",94,74,74,-,-,-,-,-,-,27,-
"S00167415",137,124,123,-,-,-,-,-,-,13,-
"S00167416",76,61,61,-,-,-,-,-,-,15,-
"S00167417",114,78,78,-,-,-,-,1,-,31,-
"S00167418",151,105,101,-,4,-,-,-,-,46,-
"S00167419",137,82,82,-,-,-,-,-,-,59,-
"S00167420",159,111,111,-,-,-,-,-,-,48,-
"S00167421",134,122,122,-,-,-,-,-,-,12,-
"S00167422",90,61,61,-,-,-,-,-,-,29,-
"S00167423",68,55,55,-,-,-,-,-,-,11,-
"S00167424",162,134,133,-,1,-,-,-,-,26,-
"S00167425",101,78,77,-,1,-,-,-,-,23,-
"S00167426",102,76,76,-,-,-,-,-,-,26,-
"S00167427",91,56,56,-,-,-,5,-,-,30,-
"S00167428",189,101,99,2,1,-,-,2,-,86,-
"S00167429",98,67,65,-,1,-,-,-,-,32,-
"S00167430",164,130,130,-,-,-,-,-,-,33,1
"S00167431",98,79,79,-,-,-,-,-,-,19,-
"S00167432",109,84,84,-,-,-,-,-,-,24,1
"S00167433",100,77,77,-,-,-,-,-,-,22,-
"S00167434",134,102,100,-,1,-,-,-,-,32,-
"S00167435",125,122,121,1,-,-,-,-,-,3,-
"S00167436",112,98,97,-,-,-,-,-,-,11,-
"S00167437",169,155,151,-,-,3,-,-,-,14,-
"S00167438",241,220,219,-,1,-,-,5,-,16,-
"S00167439",124,88,90,-,-,-,-,-,-,33,-
"S00167440",206,185,181,-,-,-,-,-,-,20,-
"S00167441",167,145,144,-,-,-,-,-,-,22,-
"S00167442",61,44,43,1,-,-,-,-,-,17,-
"S00167443",169,99,99,-,-,-,-,-,-,69,1
"S00167444",106,82,75,-,10,-,-,1,-,23,-
"S00167445",123,104,103,1,-,-,-,-,-,19,-
"S00167446",128,79,74,-,5,-,-,-,-,48,-
"S00167447",126,95,95,-,-,-,-,-,-,33,-
"S00167448",108,72,71,-,2,-,-,-,-,33,-
"S00167449",81,77,77,-,-,-,-,-,-,1,-
"S00167450",161,141,140,1,-,-,-,-,-,20,-
"S00167451",152,117,113,-,4,-,-,5,-,31,-
"S00167452",117,83,79,-,4,-,-,-,-,34,-
"S00167453",119,62,59,-,3,-,-,-,-,57,-
"S00167454",83,58,58,-,-,-,-,-,-,25,-
"S00167455",111,83,83,1,4,-,-,-,-,28,-
"S00167456",91,63,63,-,-,-,-,-,-,25,1
"S00167457",133,114,114,-,-,-,-,-,-,19,-
"S00167458",111,91,91,-,-,-,-,-,-,20,-
"S00167459",95,58,56,-,2,-,-,-,-,37,-
"S00167460",138,115,115,-,-,-,-,-,-,23,-
"S00167461",194,182,176,6,-,-,-,4,-,8,-
"S00167462",131,74,74,-,-,-,-,-,-,57,-
"S00167463",201,185,183,2,-,-,-,-,-,16,-
"S00167464",153,103,101,-,2,-,-,-,-,50,-
"S00167465",113,92,90,-,2,-,2,-,-,19,-
"S00167466",169,112,111,-,-,1,-,3,-,54,-
"S00167467",169,142,139,-,3,-,-,-,-,27,-
"S00167468",106,65,64,-,1,-,-,-,-,41,-
"S00167469",121,90,92,-,-,-,-,-,-,27,-
"S00167470",116,102,102,-,1,-,-,-,-,13,-
"S00167471",99,64,67,-,1,-,-,2,-,29,1
"S00167472",141,104,103,-,2,-,1,-,-,36,-
"S00167473",96,54,49,-,1,-,-,-,-,42,-
"S00167474",87,64,61,1,2,-,-,3,-,21,-
"S00167475",70,38,38,-,-,-,-,-,-,32,-
"S00167476",86,71,70,-,2,-,-,-,-,10,1
"S00167477",94,84,78,-,6,-,-,-,-,9,-
"S00167478",88,63,63,-,-,-,-,-,-,25,-
"S00167479",75,59,59,-,-,-,-,-,-,17,4
"S00167480",99,75,75,-,-,-,-,-,-,20,-
"S00167481",92,71,71,-,-,-,-,-,-,21,-
"S00167482",135,92,92,-,-,-,-,-,-,46,-
"S00167483",119,95,95,-,-,-,-,1,-,21,-
"S00167484",72,57,57,-,-,-,-,1,-,16,-
"S00167485",115,69,69,-,-,-,-,-,-,45,-
"S00167486",148,95,95,-,-,-,-,-,-,53,-
"S00167487",109,73,73,-,-,-,-,-,-,36,-
"S00167488",67,51,51,-,-,-,-,-,-,16,-
"S00167489",91,72,69,-,3,-,-,-,1,19,-
"S00167490",204,175,171,-,3,-,-,-,-,29,-
"S00167491",83,69,69,-,-,-,-,-,-,14,-
"S00167492",115,84,84,-,-,-,-,-,-,31,-
"S00167493",100,68,67,1,-,-,-,-,1,29,-
"S00167494",87,62,62,-,-,-,-,-,-,25,-
"S00167495",114,93,93,1,-,-,-,-,-,21,-
"S00167496",73,66,66,-,-,-,-,-,-,10,-
"S00167497",113,93,91,-,-,4,-,-,-,23,-
"S00167498",140,88,88,-,-,-,-,-,-,50,-
"S00167499",88,74,74,-,-,1,-,-,-,14,-
"S00167500",97,76,75,-,1,-,-,-,-,21,-
"S00167501",156,139,139,-,-,-,-,-,-,17,-
"S00167502",212,132,131,-,-,1,-,5,-,73,-
"S00167503",98,57,57,-,-,-,-,1,-,40,-
"S00167504",149,103,100,-,3,-,-,-,-,45,-
"S00167505",112,93,93,-,-,-,-,-,-,19,-
"S00167506",92,72,70,-,2,-,-,-,-,17,-
"S00167507",113,95,94,-,-,2,-,2,-,16,-
"S00167508",110,70,68,-,2,-,-,-,-,37,-
"S00167509",136,90,79,-,2,5,1,-,-,46,-
"S00167510",114,94,93,-,-,-,-,-,-,19,-
"S00167511",103,77,77,-,-,-,-,-,-,30,-
"S00167512",119,98,98,-,-,-,-,-,-,21,-
"S00167513",90,77,77,-,-,-,-,-,-,12,-
"S00167514",182,115,115,-,-,-,-,-,-,65,2
"S00167515",92,63,63,-,-,-,-,-,-,29,-
"S00167516",183,153,146,-,7,-,-,1,-,31,-
"S00167517",134,83,83,-,-,-,-,3,-,48,-
"S00167518",147,118,116,-,2,-,-,-,-,29,-
"S00167519",112,57,57,-,-,-,-,-,-,55,-
"S00167520",87,61,61,-,-,-,-,1,-,27,-
"S00167521",111,88,88,-,-,-,-,-,-,23,-
"S00167522",104,77,71,-,5,-,-,-,-,27,-
"S00167523",71,54,53,-,-,1,-,-,-,17,-
"S00167524",118,109,109,-,-,-,-,-,1,8,-
"S00167525",187,156,149,-,7,-,-,-,-,25,-
"S00167526",98,77,77,-,-,-,-,-,-,21,-
"S00167527",132,99,99,-,-,-,-,-,-,33,-
"S00167528",135,105,104,2,-,-,-,-,-,30,-
"S00167529",84,71,62,-,6,-,1,-,-,15,-
"S00167530",86,61,61,-,-,-,-,-,-,28,-
"S00167531",134,99,99,-,-,-,-,1,-,33,1
"S00167532",136,110,110,-,-,-,-,2,-,24,-
"S00167533",143,101,96,-,1,-,-,-,-,42,-
"S00167534",164,110,104,-,5,-,-,-,-,58,-
"S00167535",112,101,101,-,-,-,-,-,-,8,-
"S00167536",180,112,101,-,11,-,-,-,-,68,-
"S00167537",80,68,58,-,2,-,-,-,-,13,-
"S00167538",85,70,70,-,-,-,-,-,-,19,-
"S00167539",97,82,80,-,2,-,-,-,-,12,-
"S00167540",162,101,101,-,-,-,-,1,-,58,-
"S00167541",142,130,129,1,-,-,-,-,-,15,-
"S00167542",138,101,101,-,-,-,-,-,-,41,-
"S00167543",94,72,72,-,-,-,-,-,-,21,2
"S00167544",93,64,60,-,4,-,-,-,-,33,-
"S00167545",106,91,91,-,-,-,2,-,-,13,-
"S00167546",199,170,167,-,2,1,-,-,-,28,1
"S00167547",96,76,74,2,-,-,-,-,-,22,1
"S00167548",109,69,69,-,-,-,-,-,-,40,-
"S00167549",108,89,89,-,-,-,-,3,-,16,-
"S00167550",106,86,85,1,-,-,-,-,-,20,-
"S00167551",114,84,84,-,-,-,-,-,-,31,-
"S00167552",124,66,66,-,-,-,-,-,-,58,-
"S00167553",153,124,122,-,4,-,-,-,-,29,-
"S00167554",66,54,54,-,-,-,-,-,-,11,-
"S00167555",87,76,72,-,4,-,-,-,-,13,-
"S00167556",96,67,67,-,-,-,-,1,-,31,-
"S00167557",138,111,111,-,-,-,-,-,-,27,-
"S00167558",141,125,123,-,2,-,-,1,-,14,-
"S00167559",122,90,88,1,-,-,-,-,-,29,-
"S00167560",125,97,96,1,-,-,-,-,-,28,-
"S00167561",83,64,64,-,-,-,-,-,-,17,-
"S00167562",142,102,100,-,2,-,-,-,-,35,1
"S00167563",99,85,85,-,-,-,-,-,-,14,-
"S00167564",60,43,43,-,-,-,-,1,-,16,-
"S00167565",91,82,78,-,4,-,-,-,-,13,-
"S00167566",129,77,77,-,-,-,-,-,-,52,-
"S00167567",148,113,112,-,1,-,-,-,-,35,-
"S00167568",92,71,71,-,-,-,-,-,-,21,-
"S00167569",142,99,99,-,-,-,-,-,-,43,-
"S00167570",137,108,105,-,4,-,-,-,-,26,-
"S00167571",88,54,52,2,-,-,-,-,-,35,-
"S00167572",61,48,48,-,-,-,-,-,-,13,-
"S00167573",150,104,103,-,1,-,-,-,-,44,1
"S00167574",85,51,49,2,-,-,-,-,-,34,-
"S00167575",72,51,51,-,-,-,-,-,-,21,-
"S00167576",85,61,61,-,-,-,-,-,-,27,-
"S00167577",107,90,89,1,-,-,-,-,-,13,-
"S00167578",124,90,88,-,2,-,-,-,-,28,2
"S00167579",166,127,122,-,5,-,-,-,-,38,1
"S00167580",90,72,72,-,-,-,-,-,-,20,1
"S00167581",154,120,120,-,-,-,-,-,-,34,-
"S00167582",86,62,54,4,4,-,-,-,-,20,4
"S00167583",103,75,75,-,-,-,-,1,-,27,-
"S00167584",64,41,44,-,1,-,-,-,-,23,-
"S00167585",73,45,45,-,-,-,-,-,-,28,-
"S00167586",123,106,105,-,1,-,-,-,-,11,2
"S00167587",135,116,108,-,3,-,1,-,-,21,1
"S00167588",128,95,95,-,-,-,-,-,-,33,-
"S00167589",82,71,70,-,1,-,-,-,-,11,-
"S00167590",129,96,92,1,3,-,-,-,-,32,1
"S00167591",153,101,98,-,2,-,-,-,-,52,-
"S00167592",78,50,50,-,-,-,-,-,-,28,-
"S00167593",103,76,76,-,-,-,-,-,-,29,-
"S00167594",105,80,78,-,2,-,-,1,-,23,-
"S00167595",186,128,126,-,2,-,1,1,-,56,-
"S00167596",119,71,71,-,-,-,-,-,-,49,-
"S00167597",165,101,101,2,-,-,-,-,-,63,-
"S00167598",98,68,68,-,-,-,-,-,-,30,-
"S00167599",81,58,55,-,3,-,-,-,-,23,-
"S00167600",95,66,66,-,-,-,-,-,-,29,-
"S00167601",146,133,128,-,2,-,-,-,-,21,-
"S00167602",80,61,61,-,-,-,-,-,-,19,-
"S00167603",188,145,145,-,-,-,-,1,-,38,-
"S00167604",66,42,42,-,-,-,-,-,-,24,-
"S00167605",163,109,109,-,-,-,-,-,-,57,-
"S00167606",93,71,66,-,5,-,-,-,-,19,-
"S00167607",182,104,102,-,4,-,-,-,-,78,-
"S00167608",139,79,79,-,-,-,-,-,-,60,-
"S00167609",87,69,69,-,-,-,-,-,-,15,-
"S00167610",138,103,98,-,1,-,-,-,-,35,-
"S00167611",75,34,34,-,-,-,-,-,-,41,-
"S00167612",117,73,73,-,-,-,-,2,-,46,-
"S00167613",76,58,57,-,-,1,-,-,-,18,-
"S00167614",115,91,93,-,-,1,-,-,-,20,1
"S00167615",93,87,86,1,-,-,-,-,-,6,-
"S00167616",138,102,105,-,1,-,-,-,-,32,-
"S00167617",117,83,79,1,3,-,-,-,-,32,-
"S00167618",165,121,120,-,1,-,-,3,-,41,-
"S00167619",106,85,85,-,-,-,-,-,-,21,-
"S00167620",104,76,76,-,-,-,2,-,-,29,1
"S00167621",94,60,58,-,2,-,-,-,-,34,-
"S00167622",90,71,70,-,1,-,-,-,-,19,-
"S00167623",81,73,73,-,-,-,-,-,-,7,-
"S00167624",100,82,82,-,-,-,-,-,-,17,1
"S00167625",83,64,62,-,3,-,-,-,-,19,-
