OA_Code,Latitude,Longitude,"All People, aged 3 and over","All People, 3 - 15","All People, 16 - 24","All People, 25 - 34","All People, 35 - 49","All People, 50 - 64","All People, 65 and over","Understands/Speaks/Reads/Writes Gaelic, Total","Understands/Speaks/Reads/Writes Gaelic, 3 - 15","Understands/Speaks/Reads/Writes Gaelic, 16 - 24","Understands/Speaks/Reads/Writes Gaelic, 25 - 34","Understands/Speaks/Reads/Writes Gaelic, 35 - 49","Understands/Speaks/Reads/Writes Gaelic, 50 - 64","Understands/Speaks/Reads/Writes Gaelic, 65 and over","No skills in Gaelic, Total","No skills in Gaelic, 3 - 15","No skills in Gaelic, 16 - 24","No skills in Gaelic, 25 - 34","No skills in Gaelic, 35 - 49","No skills in Gaelic, 50 - 64","No skills in Gaelic, 65 and over"
S00157024,55.89787387,-4.36372051,73,13,4,7,15,14,20,2,2,-,1,-,-,-,71,12,4,6,15,14,20
S00157025,55.89765132,-4.343871672,64,8,8,11,9,10,17,1,-,-,-,-,1,1,62,8,8,11,9,9,14
S00157026,55.89748277,-4.349412153,91,9,22,9,16,24,17,6,-,1,-,2,1,-,85,9,18,8,14,23,16
S00157027,55.89721415,-4.346532625,103,16,14,10,22,30,9,2,2,-,-,-,-,-,101,14,14,10,22,30,9
S00157028,55.897081,-4.375957233,150,34,8,13,29,27,36,-,-,-,-,-,1,1,150,34,8,13,29,26,35
S00157029,55.89751535,-4.367409817,129,29,14,18,32,17,17,1,1,-,-,-,-,-,125,32,14,18,32,17,17
S00157030,55.89697437,-4.344022784,169,18,7,15,18,40,65,1,-,-,-,1,-,-,166,18,7,15,13,40,65
S00157031,55.89822066,-4.304683047,105,10,6,13,24,26,26,4,1,-,-,5,-,-,101,9,6,13,21,26,26
S00157032,55.89911308,-4.253579187,88,11,7,7,12,26,27,2,-,-,-,-,2,-,91,11,7,7,12,25,27
S00157033,55.8994347,-4.249262787,81,17,7,16,22,12,7,-,-,-,-,-,-,-,81,17,7,16,22,12,7
S00157034,55.89731979,-4.356056662,111,16,9,12,28,29,18,1,-,-,-,-,-,1,110,16,9,12,28,29,17
S00157035,55.8968075,-4.378483866,155,32,19,16,26,47,14,6,2,-,-,3,-,-,145,30,19,15,23,47,14
S00157036,55.8985766,-4.238159782,101,25,10,14,17,26,15,1,-,-,-,-,1,-,103,25,10,14,17,25,15
S00157037,55.8983599,-4.282744455,153,32,16,26,42,31,4,8,2,3,-,-,1,-,145,34,13,26,42,30,4
S00157038,55.89402813,-4.30635372,91,12,5,30,9,21,1,3,-,-,2,-,2,-,88,12,5,30,9,21,1
S00157039,55.89832568,-4.296179266,84,8,9,10,17,25,14,2,-,-,-,-,-,2,80,8,9,10,17,24,12
S00157040,55.89805339,-4.292947952,86,15,12,17,21,12,12,5,4,-,-,-,-,1,81,11,12,17,21,12,11
S00157041,55.89658284,-4.368696646,169,30,21,18,34,42,24,12,2,2,3,4,2,1,157,29,19,15,32,40,23
S00157042,55.89884572,-4.280293558,127,29,18,25,23,21,13,21,8,6,2,1,4,-,106,21,12,25,20,17,13
S00157043,55.89671864,-4.365841662,91,11,12,10,19,15,19,3,1,-,-,1,1,-,85,10,12,10,18,17,19
S00157044,55.89686468,-4.360108019,89,12,8,15,17,21,16,1,-,-,-,-,1,-,88,12,8,15,17,20,16
S00157045,55.8985019,-4.272643175,162,34,28,18,48,22,19,2,-,1,-,-,-,1,164,34,27,18,48,22,18
S00157046,55.89673772,-4.286855976,96,13,2,11,20,24,22,4,4,-,-,-,-,-,92,13,2,11,20,24,22
S00157047,55.89612386,-4.36311818,142,24,10,27,26,33,25,4,-,-,-,1,1,-,138,20,10,27,25,32,24
S00157048,55.89604763,-4.380596763,85,12,9,8,13,15,23,1,1,-,-,-,-,-,80,18,9,8,13,15,23
S00157049,55.89843738,-4.280989422,157,37,25,25,39,23,9,3,2,-,-,1,-,-,154,34,25,25,38,23,9
S00157050,55.89825218,-4.293855471,74,8,9,15,20,16,11,3,1,-,-,3,-,-,71,5,9,15,18,16,11
S00157051,55.89672417,-4.321661643,78,1,7,19,13,22,20,3,-,2,-,-,1,-,75,1,5,19,13,17,20
S00157052,55.89560759,-4.367533506,217,31,24,32,35,75,16,12,2,2,2,3,1,-,203,29,22,30,32,72,16
S00157053,55.89881348,-4.177356315,238,53,26,28,91,34,6,2,-,4,-,-,1,-,235,53,27,28,91,33,6
S00157054,55.89703015,-4.331149462,173,39,32,20,34,43,8,9,5,1,-,2,-,1,164,34,28,20,32,43,7
S00157055,55.89697023,-4.330042155,127,15,15,34,39,13,11,11,3,1,-,4,-,-,115,12,14,34,35,13,11
S00157056,55.89551537,-4.37325424,71,5,5,10,17,19,15,3,-,-,1,-,-,1,68,4,5,6,17,19,17
S00157057,55.89614297,-4.364462975,98,4,17,4,22,27,21,2,-,-,-,1,-,-,95,4,17,4,21,27,16
S00157058,55.89823725,-4.273347519,83,23,6,11,22,5,16,-,-,-,-,-,-,-,83,23,6,11,22,5,16
S00157059,55.89773965,-4.267191975,106,8,13,9,12,30,30,3,-,-,-,1,-,1,104,8,13,9,11,30,29
S00157060,55.89837132,-4.237092219,87,7,7,18,9,30,13,5,-,-,-,-,5,-,88,7,7,18,9,29,13
S00157061,55.8985095,-4.240859255,144,36,17,31,30,11,18,-,-,-,-,-,-,-,144,36,17,31,30,11,18
S00157062,55.89665052,-4.347810237,79,7,3,8,22,18,21,4,4,-,-,1,-,2,79,6,3,8,21,18,20
S00157063,55.89697103,-4.329050461,79,5,4,29,18,13,6,1,-,-,1,-,-,-,80,5,4,28,18,13,6
S00157064,55.8961428,-4.372876678,69,11,10,6,18,11,12,4,4,-,1,1,-,-,65,9,10,5,17,11,12
S00157065,55.89662432,-4.3609252,104,18,6,7,26,21,24,1,-,-,-,-,-,1,103,18,6,7,26,21,26
S00157066,55.89776987,-4.280150436,123,11,19,14,28,26,22,7,-,3,-,2,-,-,121,11,17,14,25,26,22
S00157067,55.8957569,-4.378899417,142,18,17,11,24,51,25,-,-,-,-,-,-,-,142,18,17,11,24,51,25
S00157068,55.89521428,-4.374419501,74,14,16,7,17,15,9,2,2,-,-,-,-,-,76,13,16,7,17,15,9
S00157069,55.89799148,-4.275460609,79,17,7,11,18,12,18,1,-,-,-,-,1,-,74,17,7,11,18,14,18
S00157070,55.89683906,-4.327474965,105,9,14,39,28,9,2,4,-,-,2,2,-,-,102,9,14,39,25,9,2
S00157071,55.89782057,-4.269628078,84,4,10,14,15,18,24,1,-,1,-,-,-,-,84,4,9,14,15,18,24
S00157072,55.89603113,-4.291021145,80,9,4,12,8,13,35,-,-,-,-,-,-,-,80,9,4,12,8,13,35
S00157073,55.89752511,-4.278808416,114,24,17,12,23,23,11,-,-,-,-,-,-,-,114,24,17,12,23,23,11
S00157074,55.89696084,-4.255773703,177,41,17,19,47,28,16,5,3,1,-,1,-,-,169,41,16,19,49,28,16
S00157075,55.89802845,-4.250477046,135,18,7,15,20,38,35,7,1,-,-,2,1,2,128,17,7,15,18,37,33
S00157076,55.89769203,-4.274643276,106,35,14,22,23,8,4,1,-,-,-,-,1,-,105,35,14,22,23,7,4
S00157077,55.89835582,-4.24780867,128,17,11,20,23,34,20,3,2,-,-,2,-,-,125,18,11,20,22,34,20
S00157078,55.89692105,-4.290529767,133,38,18,26,32,11,9,8,6,-,-,-,-,-,125,32,18,22,32,11,9
S00157079,55.8977624,-4.249789811,157,16,31,17,23,37,33,3,-,-,-,3,-,-,154,16,31,17,20,37,33
S00157080,55.89756049,-4.273979746,99,22,9,26,22,15,8,2,2,-,-,-,-,-,97,17,9,26,22,15,8
S00157081,55.8978192,-4.254543869,116,28,17,19,35,15,5,1,-,-,-,-,1,-,115,28,17,19,35,11,5
S00157082,55.89643204,-4.33709594,85,13,7,5,23,21,16,2,-,-,-,-,-,1,83,13,7,5,23,20,14
S00157083,55.89573093,-4.356424182,61,3,2,15,11,24,7,4,-,-,1,2,1,-,57,3,2,14,7,23,7
S00157084,55.89721078,-4.28122133,91,11,14,22,12,16,17,12,3,3,3,2,-,2,78,13,9,15,10,16,15
S00157085,55.89866908,-4.191568606,80,9,8,16,22,20,7,3,-,-,-,1,-,-,77,9,8,14,21,20,7
S00157086,55.89320335,-4.33247133,81,14,12,12,22,15,5,2,-,-,1,-,1,-,82,14,12,11,22,14,5
S00157087,55.89636165,-4.328006212,100,3,12,23,21,22,14,-,-,-,-,-,-,-,100,3,12,23,21,22,14
S00157088,55.89739599,-4.273154334,103,16,24,18,19,14,13,-,-,1,-,-,-,-,101,17,19,18,19,14,13
S00157089,55.89782626,-4.244322933,132,16,14,17,21,40,21,2,-,-,-,-,2,-,131,16,14,17,21,40,21
S00157090,55.89517372,-4.37931158,73,4,5,7,16,16,27,-,-,-,-,-,-,-,73,4,5,7,16,16,27
S00157091,55.89796511,-4.192744569,154,21,21,18,27,52,16,-,-,-,-,-,-,-,154,21,21,18,27,52,16
S00157092,55.89496251,-4.346780526,67,4,3,12,11,17,19,-,-,-,-,-,-,-,67,4,3,12,11,17,19
S00157093,55.89556767,-4.344737685,98,13,6,21,21,22,13,3,-,1,1,-,1,-,94,13,5,21,21,21,13
S00157094,55.8966142,-4.30071683,117,6,12,24,21,30,26,5,-,2,3,1,-,-,112,6,8,21,21,30,26
S00157095,55.89785155,-4.196593108,136,24,16,22,25,38,5,7,2,-,4,-,-,-,126,22,16,18,24,38,5
S00157096,55.8955256,-4.324213239,110,9,16,21,20,21,23,3,-,1,-,1,1,-,107,9,15,21,19,20,23
S00157097,55.89744725,-4.272325552,92,15,16,14,20,15,12,-,-,-,-,-,-,-,92,15,16,14,20,15,12
S00157098,55.89815995,-4.240807102,76,20,7,10,14,20,3,-,-,-,-,-,-,-,76,20,7,10,14,20,3
S00157099,55.8952497,-4.332146306,70,11,8,20,10,11,9,3,-,1,1,-,1,-,67,11,7,16,10,10,9
S00157100,55.89577613,-4.281041129,129,16,16,20,24,36,23,4,1,-,2,-,-,2,125,16,16,17,24,36,17
S00157101,55.89460135,-4.379164566,112,8,8,12,10,44,30,1,-,-,-,-,-,1,115,8,8,12,10,44,29
S00157102,55.89605933,-4.338737052,84,7,14,11,16,21,15,5,4,-,-,-,-,-,84,5,14,11,16,20,15
S00157103,55.8971738,-4.289504944,122,32,12,17,35,20,10,3,-,-,3,-,-,-,119,27,12,14,35,20,10
S00157104,55.89732017,-4.269470881,144,23,22,17,30,28,24,5,-,-,-,-,5,-,141,23,22,17,30,25,24
S00157105,55.896876,-4.273571787,188,46,26,28,50,25,13,7,-,1,3,2,1,-,184,46,21,25,48,24,13
S00157106,55.89785379,-4.178262268,191,42,11,61,64,12,2,10,3,1,-,6,1,-,181,35,13,64,57,11,2
S00157107,55.8958972,-4.326426833,150,28,11,30,43,26,12,5,1,-,1,2,-,1,145,27,11,29,41,26,11
S00157108,55.89519754,-4.3363179,96,14,2,16,15,35,21,2,-,-,-,-,-,2,95,14,2,16,15,35,16
S00157109,55.89763065,-4.242728056,67,7,7,16,12,12,14,3,-,-,-,4,-,-,65,7,9,16,10,12,14
S00157110,55.8975918,-4.239926562,193,36,12,12,20,32,80,3,-,-,1,-,-,-,190,36,12,11,20,30,80
S00157111,55.89705679,-4.289514044,111,20,13,26,31,15,7,1,-,-,1,-,-,-,110,20,13,24,31,15,7
S00157112,55.89801641,-4.197930073,127,23,14,22,31,34,5,8,4,-,3,1,1,-,120,15,14,20,30,33,5
S00157113,55.89575654,-4.3281619,113,10,6,16,24,26,33,2,-,-,-,-,-,-,112,9,5,16,24,26,33
S00157114,55.89758776,-4.195762423,140,31,15,19,24,39,12,2,-,2,-,-,-,-,138,31,12,19,24,39,12
S00157115,55.89498099,-4.330674631,95,8,10,20,11,26,17,-,-,-,-,-,-,-,95,8,10,20,11,26,17
S00157116,55.89432616,-4.37433324,152,24,15,15,29,49,21,2,-,1,-,-,-,1,150,24,13,15,29,49,20
S00157117,55.89499886,-4.36880802,163,25,17,20,35,45,21,9,1,2,-,5,1,1,154,24,16,20,31,43,20
S00157118,55.89047521,-4.353498588,147,18,15,14,32,44,24,6,-,-,-,3,1,2,141,18,15,14,30,42,19
S00157119,55.89519031,-4.345674623,88,7,7,10,15,32,17,-,-,-,-,-,-,-,88,7,7,10,15,32,17
S00157120,55.8967355,-4.290358872,92,12,24,18,20,13,4,7,2,-,2,-,-,-,88,11,24,16,20,13,4
S00157121,55.89417862,-4.367062562,104,12,8,11,24,31,18,6,2,-,-,2,2,2,97,7,8,11,23,29,14
S00157122,55.89717132,-4.249675608,169,43,15,32,35,27,15,2,-,-,-,2,-,-,168,43,15,32,34,27,15
S00157123,55.89652289,-4.289226656,104,23,11,21,29,8,10,6,4,-,-,1,1,-,98,19,11,21,28,9,10
S00157124,55.89759883,-4.183014627,118,21,18,14,20,33,12,6,5,-,-,-,-,-,112,16,18,14,19,33,12
S00157125,55.89681597,-4.200229461,136,7,11,19,15,51,30,3,-,-,-,-,-,3,134,7,11,19,15,51,27
S00157126,55.89630227,-4.284654977,85,9,7,9,12,30,15,4,-,-,-,-,1,1,83,9,7,9,12,26,18
S00157127,55.89333823,-4.361685207,119,11,5,8,23,32,35,9,4,-,-,3,1,1,110,6,5,8,20,31,34
S00157128,55.89535579,-4.299282738,97,18,22,19,13,15,10,-,-,-,-,-,-,-,98,18,22,19,13,15,8
S00157129,55.89766484,-4.204020498,66,12,5,3,15,18,10,-,-,-,-,-,-,-,66,12,5,3,15,18,10
S00157130,55.89431193,-4.364335558,121,13,6,19,22,26,31,3,-,-,2,-,-,-,118,13,6,17,22,29,31
S00157131,55.89544928,-4.303894854,110,14,9,21,20,34,13,1,-,-,-,1,-,-,110,14,9,21,19,34,13
S00157132,55.89453454,-4.335734211,100,14,12,14,16,29,18,-,-,-,-,-,-,-,100,14,12,14,16,29,18
S00157133,55.89509061,-4.323451448,69,3,-,21,4,22,17,1,-,-,1,-,-,-,68,3,-,21,4,22,17
S00157134,55.89584041,-4.296432275,87,10,8,29,14,19,5,1,1,-,-,-,-,-,86,7,8,29,14,19,5
S00157135,55.89664627,-4.267512066,145,31,15,47,35,17,6,7,1,2,4,-,-,-,138,30,13,43,35,17,6
S00157136,55.89637776,-4.289298083,91,9,18,21,16,19,6,1,-,-,-,-,1,-,96,9,18,21,16,18,6
S00157137,55.89598897,-4.294249702,97,20,7,17,20,24,8,4,-,-,2,-,2,-,93,20,7,15,20,22,8
S00157138,55.8938221,-4.363633976,78,11,1,1,22,22,20,1,-,-,-,-,1,-,77,11,1,1,22,21,20
S00157139,55.89692908,-4.217462818,139,17,15,26,32,34,13,8,-,3,-,1,1,-,134,17,12,26,28,37,13
S00157140,55.89740696,-4.175070132,161,33,10,50,50,17,2,2,-,-,1,-,-,-,159,33,10,49,49,17,2
S00157141,55.8960367,-4.292652991,102,6,23,31,18,22,5,2,-,1,-,-,1,-,99,6,21,31,18,18,5
S00157142,55.89387856,-4.321955462,76,1,11,38,10,8,2,2,-,-,2,-,-,-,74,1,11,41,10,8,2
S00157143,55.89259498,-4.363415388,105,11,8,24,18,26,19,3,-,-,2,-,-,2,100,11,8,19,18,26,18
S00157144,55.89359215,-4.373712582,146,20,21,11,26,29,39,3,-,-,-,-,2,1,142,20,21,11,26,27,38
S00157145,55.89366087,-4.370613819,156,21,15,12,33,44,31,-,-,-,-,-,-,-,156,21,15,12,33,44,31
S00157146,55.89705839,-4.202754456,146,14,6,17,19,44,44,-,-,-,-,-,-,-,146,14,6,17,19,44,44
S00157147,55.89544538,-4.248711957,104,19,14,9,15,21,26,1,1,-,-,-,-,-,103,18,14,9,15,21,26
S00157148,55.89525984,-4.282226435,82,10,5,14,21,12,18,4,1,-,-,1,1,1,78,9,5,14,20,11,17
S00157149,55.89600066,-4.245864977,74,7,9,9,14,25,10,4,1,-,2,1,-,-,70,6,9,8,13,24,10
S00157150,55.89576798,-4.209063238,133,35,12,18,24,28,19,5,2,-,2,1,-,1,128,33,12,14,23,28,18
S00157151,55.89506995,-4.298226154,63,3,12,21,13,8,3,-,-,-,-,1,-,2,61,3,12,21,12,8,1
S00157152,55.89472488,-4.338016933,105,16,16,5,19,29,24,2,-,-,-,-,1,-,107,16,16,5,19,28,23
S00157153,55.89429478,-4.326090971,100,13,17,29,22,14,12,1,-,-,-,1,-,-,99,13,17,29,21,14,12
S00157154,55.8935978,-4.379934842,84,14,4,10,16,17,21,1,-,-,1,-,-,-,84,14,4,10,16,17,21
S00157155,55.89480141,-4.280775978,140,27,19,18,22,38,17,4,2,-,3,-,-,-,139,25,19,15,22,38,17
S00157156,55.89474716,-4.329732901,87,8,9,15,18,22,14,-,-,-,-,-,-,-,86,8,9,15,18,21,14
S00157157,55.89555404,-4.190865089,181,26,21,22,32,63,19,3,-,1,-,-,-,-,178,25,20,22,32,63,19
S00157158,55.89483988,-4.299476138,97,14,16,22,28,16,6,10,4,-,1,5,-,-,87,10,16,17,23,16,6
S00157159,55.89486534,-4.300037464,68,8,6,21,18,12,3,4,1,-,2,1,-,-,64,8,6,15,17,12,3
S00157160,55.89565061,-4.285384425,91,12,7,10,17,16,23,5,2,2,-,1,-,1,86,13,8,10,20,16,26
S00157161,55.89692551,-4.195101183,140,26,14,22,25,36,21,3,1,-,-,1,-,1,135,24,14,22,23,36,20
S00157162,55.89565611,-4.29330233,90,9,22,7,21,12,17,4,-,-,-,-,-,-,88,9,22,7,23,11,17
S00157163,55.89512074,-4.24088775,165,23,17,22,20,47,32,4,-,-,2,2,1,-,159,23,17,20,16,46,31
S00157164,55.89368852,-4.342417047,127,24,13,10,22,27,29,3,-,1,-,1,-,-,124,24,10,10,18,27,29
S00157165,55.89572403,-4.235884137,80,6,8,13,10,22,20,1,-,-,-,-,-,1,79,6,8,13,10,22,15
S00157166,55.89561897,-4.267660051,139,33,18,20,46,18,1,7,2,2,-,4,-,-,132,31,16,20,42,18,1
S00157167,55.8962987,-4.179294735,224,51,25,41,69,30,6,5,1,1,2,2,-,-,219,50,24,40,69,30,6
S00157168,55.89608062,-4.233569377,82,3,10,9,15,34,18,1,-,-,1,-,-,-,81,3,10,8,15,34,18
S00157169,55.89618978,-4.206591997,98,17,14,8,15,23,17,-,-,-,-,-,-,-,98,17,14,8,15,23,17
S00157170,55.89522883,-4.24334118,134,31,15,12,27,32,18,2,-,-,-,-,-,2,133,31,15,12,27,32,15
S00157171,55.89394611,-4.346351263,109,23,7,15,25,23,21,5,3,-,1,-,-,-,103,21,7,12,25,23,21
S00157172,55.89460507,-4.267568892,118,14,15,26,17,26,23,4,-,-,-,-,-,-,114,13,15,26,15,26,23
S00157173,55.89597024,-4.226765156,115,16,8,24,24,25,18,1,1,-,2,-,-,-,112,18,8,18,24,25,18
S00157174,55.89023393,-4.173613182,112,14,19,37,28,16,2,6,5,-,-,1,-,-,106,10,19,37,26,16,2
S00157175,55.89328398,-4.382218832,96,11,12,8,16,31,22,6,3,-,-,3,-,2,90,9,12,8,11,31,20
S00157176,55.89551297,-4.233648711,166,26,15,16,32,36,41,2,-,-,2,-,-,-,164,26,15,14,32,36,41
S00157177,55.89392411,-4.321446359,67,4,10,20,19,14,5,-,-,-,-,-,-,-,70,4,10,20,19,14,5
S00157178,55.89381669,-4.33898594,101,13,7,11,14,24,28,9,2,3,1,1,3,2,91,15,5,9,13,21,27
S00157179,55.89396935,-4.318570042,127,16,6,19,27,34,27,3,-,-,1,-,2,-,121,16,6,17,27,32,27
S00157180,55.89515329,-4.289897726,127,22,19,14,32,25,20,-,1,-,-,-,-,-,125,17,18,14,32,25,20
S00157181,55.8946647,-4.293451749,100,14,7,7,28,23,19,2,1,-,-,-,-,2,98,13,7,7,28,23,17
S00157182,55.89449644,-4.302462815,133,20,9,22,27,39,19,6,2,-,-,-,3,-,127,18,9,22,26,36,19
S00157183,55.89481999,-4.290421906,75,10,6,11,18,15,15,2,-,-,-,2,-,-,71,10,6,11,17,15,15
S00157184,55.89315713,-4.367368208,75,3,9,6,9,22,25,-,-,-,-,-,-,-,75,3,9,6,9,22,25
S00157185,55.89463752,-4.288635739,89,22,7,12,24,19,5,-,-,-,-,-,-,-,89,22,7,12,24,19,5
S00157186,55.89308596,-4.372929923,55,7,3,6,9,13,17,-,-,-,-,-,-,-,55,7,3,6,9,13,17
S00157187,55.89472787,-4.262361807,127,29,15,28,28,15,6,6,2,2,-,2,-,-,121,27,13,28,26,15,6
S00157188,55.89470909,-4.291550996,134,12,15,14,20,37,34,2,-,2,-,-,-,-,135,12,13,14,20,37,34
S00157189,55.89498891,-4.268199092,176,34,25,37,35,42,3,7,-,-,4,2,-,-,169,32,25,34,31,42,3
S00157190,55.89355117,-4.324063153,80,1,11,36,24,6,2,3,-,1,-,-,-,-,77,1,10,35,24,6,2
S00157191,55.89645323,-4.195378408,130,20,16,13,22,46,13,-,-,-,-,-,-,-,130,20,16,13,22,46,13
S00157192,55.89287311,-4.379298665,186,13,8,8,32,16,111,6,-,-,-,8,-,2,180,13,8,8,24,16,110
S00157193,55.89609609,-4.20730645,156,27,28,21,23,38,21,-,-,-,-,-,-,-,156,27,28,21,23,38,21
S00157194,55.89422926,-4.327654529,97,6,10,8,20,27,29,4,1,-,-,3,-,-,93,5,10,8,17,27,29
S00157195,55.89573369,-4.230398437,121,9,10,19,15,27,38,2,-,-,2,-,-,-,120,9,10,18,15,27,38
S00157196,55.89402188,-4.293221876,134,16,24,20,31,37,11,1,-,-,-,-,-,1,133,16,24,20,31,37,10
S00157197,55.89450455,-4.304910484,115,13,3,24,20,40,15,6,3,-,-,2,1,-,109,10,3,24,18,39,15
S00157198,55.89482311,-4.294596729,147,43,22,27,36,11,5,1,-,1,-,-,-,-,148,43,24,27,35,11,5
S00157199,55.89440425,-4.295851565,105,22,20,15,16,21,13,1,-,1,-,-,-,-,104,22,19,15,16,21,13
S00157200,55.89497698,-4.261032754,61,4,9,14,13,10,10,4,-,-,-,4,-,-,58,4,9,14,11,10,10
S00157201,55.8952691,-4.285601909,149,15,16,17,36,41,24,4,-,-,-,1,2,-,145,15,16,17,35,36,24
S00157202,55.89456813,-4.185659351,219,47,24,19,63,46,17,7,4,4,-,2,1,-,208,44,22,19,61,45,17
S00157203,55.89320972,-4.349617629,69,4,-,2,4,19,40,2,-,-,-,-,2,-,68,4,-,2,4,16,40
S00157204,55.89596552,-4.202052706,86,14,12,8,14,23,15,-,-,-,-,-,-,-,86,14,12,8,14,23,15
S00157205,55.89558655,-4.228598568,86,8,5,25,24,13,15,-,-,-,-,-,-,-,86,8,5,25,24,13,15
S00157206,55.89616835,-4.203775663,58,13,3,8,14,15,6,-,-,-,-,-,-,-,58,13,3,8,14,15,6
S00157207,55.89441087,-4.236928186,134,13,6,20,17,50,27,3,-,2,-,-,1,-,128,13,4,20,17,53,27
S00157208,55.89397575,-4.296178126,125,9,25,9,29,39,17,3,-,3,-,-,-,-,119,9,23,9,29,39,17
S00157209,55.89495189,-4.283807827,87,18,16,12,24,10,7,16,8,-,3,5,-,-,71,11,16,9,18,10,7
S00157210,55.8956674,-4.193078752,101,9,12,18,17,38,5,1,-,-,-,1,-,-,100,9,12,18,19,38,5
S00157211,55.89496658,-4.18548983,182,35,15,29,46,45,16,7,1,-,2,1,3,-,175,33,15,27,44,40,16
S00157212,55.89210459,-4.366952218,87,17,7,15,13,14,18,-,-,-,-,-,-,-,87,17,7,15,13,14,18
S00157213,55.89390883,-4.325588031,99,6,14,39,23,18,3,-,-,-,-,-,-,-,99,6,14,39,23,18,3
S00157214,55.89469371,-4.28609589,108,14,16,10,17,41,11,2,-,1,-,1,1,-,105,14,12,10,16,39,11
S00157215,55.89289394,-4.375429308,91,21,7,8,25,21,7,-,-,-,-,-,-,-,91,21,7,8,25,21,7
S00157216,55.89354551,-4.330540548,129,14,24,24,33,20,14,4,-,-,4,-,-,-,127,14,24,26,33,20,14
S00157217,55.89603207,-4.184702031,152,31,22,19,30,43,10,-,-,-,-,-,-,-,152,31,22,19,30,43,10
S00157218,55.89255221,-4.382877717,103,7,9,15,15,33,24,2,-,-,-,-,-,2,101,7,9,15,15,32,23
S00157219,55.89373926,-4.320763548,125,6,21,43,26,19,9,2,-,-,-,-,-,1,123,6,21,42,26,19,7
S00157220,55.89350454,-4.32557983,91,2,19,42,10,11,1,2,-,-,2,-,-,-,89,2,19,41,10,11,1
S00157221,55.89356603,-4.324703818,100,4,7,37,12,21,16,2,-,-,2,-,-,-,98,4,7,35,12,21,16
S00157222,55.8940749,-4.288442658,89,19,5,9,24,20,12,4,3,-,-,-,-,-,84,16,5,9,22,20,12
S00157223,55.89237863,-4.369991795,91,6,9,14,19,26,22,6,-,-,-,1,2,4,87,6,9,14,18,20,17
S00157224,55.89337832,-4.338879581,78,9,6,16,15,15,19,3,-,-,-,3,-,-,76,9,6,16,14,15,19
S00157225,55.89450796,-4.283029989,82,3,22,20,11,21,5,-,-,-,-,-,-,-,82,3,22,20,11,21,5
S00157226,55.89451846,-4.229017143,161,11,9,13,13,25,90,9,-,2,-,1,1,4,151,10,7,12,10,24,88
S00157227,55.89333125,-4.342299544,68,7,2,13,11,14,21,1,-,-,1,-,-,-,67,7,2,12,11,14,21
S00157228,55.89215353,-4.369546228,73,6,8,12,15,14,22,1,-,-,-,1,-,-,74,6,8,12,14,14,22
S00157229,55.89156997,-4.371845736,105,11,7,16,27,29,14,6,-,-,-,-,3,1,100,11,7,16,27,26,13
S00157230,55.89553463,-4.187409147,119,25,20,7,27,33,7,2,-,-,-,1,1,-,117,25,20,7,24,34,7
S00157231,55.89262154,-4.320936705,96,3,16,25,23,22,7,4,-,-,1,-,1,-,91,3,16,22,23,21,7
S00157232,55.89527808,-4.203805144,110,14,18,14,22,30,14,-,-,-,-,-,-,-,110,14,18,14,22,30,14
S00157233,55.89481674,-4.245732571,164,28,27,26,38,34,17,5,2,3,-,1,-,1,157,23,25,26,33,34,16
S00157234,55.8909435,-4.376365657,73,10,3,17,16,11,16,4,-,-,-,4,-,-,71,10,3,17,13,11,16
S00157235,55.8943693,-4.233279077,91,18,8,10,12,24,18,4,2,-,-,1,-,-,87,16,8,10,8,24,18
S00157236,55.89272118,-4.328507844,146,6,22,38,28,23,25,7,1,2,2,-,1,-,139,5,20,40,27,22,25
S00157237,55.89311761,-4.323701344,75,4,6,21,20,12,6,1,-,-,-,1,-,-,74,4,6,21,19,12,6
S00157238,55.89412866,-4.199229613,144,19,12,20,23,33,35,-,-,-,-,1,-,2,142,19,12,20,24,33,34
S00157239,55.89111185,-4.382533498,98,5,15,25,18,22,13,11,3,4,2,2,2,-,87,4,11,23,17,20,13
S00157240,55.89294813,-4.344483654,65,5,2,7,11,17,22,2,-,-,2,-,-,-,63,5,2,8,11,17,22
S00157241,55.89408623,-4.264019853,66,9,1,20,15,10,15,-,-,-,-,-,-,-,66,9,1,20,15,10,15
S00157242,55.895258,-4.200908984,111,14,15,18,26,20,18,5,-,-,1,4,-,1,106,14,14,17,24,20,17
S00157243,55.89201501,-4.339677187,171,54,42,15,18,18,20,11,5,1,2,2,-,1,160,49,47,13,16,18,19
S00157244,55.89297889,-4.33388134,122,10,11,15,22,38,22,1,-,-,1,-,-,-,121,10,11,14,22,38,22
S00157245,55.8909302,-4.212210714,194,29,21,29,47,44,25,4,1,-,-,2,-,-,191,28,21,29,46,42,25
S00157246,55.89258243,-4.360791583,77,5,4,12,20,15,24,2,-,-,-,1,-,-,75,5,4,12,19,15,21
S00157247,55.89382835,-4.281390626,158,15,20,53,40,22,8,5,-,-,3,-,-,-,153,15,22,50,39,22,8
S00157248,55.89197921,-4.361314722,90,13,6,9,20,18,20,7,2,-,2,3,1,-,83,12,6,7,17,21,20
S00157249,55.89323023,-4.322972343,61,4,7,17,13,15,5,2,-,-,1,-,1,-,59,4,7,16,13,17,5
