Scotland's Census 2022 - National Records of Scotland
Table UV408 - Number of bedrooms
All occupied households
,"All occupied households","One bedroom","Two bedrooms","Three bedrooms","Four bedrooms","Five or more bedrooms"
"S00168702",57,6,31,18,2,-
"S00168703",51,-,31,17,3,-
"S00168704",41,-,14,24,2,-
"S00168705",86,37,19,21,7,2
"S00168706",50,2,39,6,5,-
"S00168707",61,6,39,14,4,1
"S00168708",58,8,40,6,2,2
"S00168709",36,4,30,3,1,-
"S00168710",56,-,26,29,-,1
"S00168711",60,4,14,30,10,1
"S00168712",74,-,47,23,3,1
"S00168713",67,-,19,25,18,5
"S00168714",64,6,29,16,9,3
"S00168715",67,11,32,23,1,-
"S00168716",71,-,44,23,-,2
"S00168717",54,4,33,14,3,-
"S00168718",39,24,3,10,1,1
"S00168719",41,3,11,18,6,3
"S00168720",41,-,15,7,8,3
"S00168721",30,1,11,17,4,-
"S00168722",41,1,28,8,4,-
"S00168723",28,7,10,12,-,-
"S00168724",35,-,21,17,-,1
"S00168725",78,1,27,37,12,2
"S00168726",72,2,66,7,-,4
"S00168727",62,-,38,22,-,-
"S00168728",35,-,17,20,2,-
"S00168729",44,6,21,16,-,-
"S00168730",63,54,6,2,1,-
"S00168731",49,13,36,-,-,-
"S00168732",68,4,20,35,9,3
"S00168733",75,22,24,28,1,-
"S00168734",34,3,3,19,7,-
"S00168735",30,-,13,12,3,-
"S00168736",47,6,33,6,1,-
"S00168737",63,12,33,12,-,-
"S00168738",38,5,21,16,-,-
"S00168739",42,1,31,10,-,-
"S00168740",37,-,12,18,6,1
"S00168741",45,11,19,18,1,1
"S00168742",84,-,80,4,-,-
"S00168743",72,47,17,8,-,-
"S00168744",48,9,38,-,-,1
"S00168745",48,7,31,9,2,-
"S00168746",57,3,32,17,3,1
"S00168747",39,2,6,28,4,-
"S00168748",50,1,17,24,2,2
"S00168749",56,2,9,25,18,5
"S00168750",58,1,19,29,3,1
"S00168751",53,5,20,20,8,-
"S00168752",91,3,81,3,-,-
"S00168753",44,24,18,5,-,-
"S00168754",31,-,3,16,3,5
"S00168755",47,3,21,22,-,1
"S00168756",54,-,3,26,24,1
"S00168757",46,10,24,10,1,-
"S00168758",43,-,14,21,6,-
"S00168759",58,-,36,20,1,-
"S00168760",61,6,20,30,5,-
"S00168761",89,34,50,1,2,-
"S00168762",62,9,12,30,11,-
"S00168763",79,8,27,29,11,-
"S00168764",66,13,26,25,1,-
"S00168765",52,-,18,29,4,1
"S00168766",41,4,27,5,4,1
"S00168767",63,4,36,18,4,-
"S00168768",53,12,33,9,4,-
"S00168769",39,-,1,21,16,-
"S00168770",67,-,44,17,2,-
"S00168771",54,2,23,18,7,1
"S00168772",42,-,24,16,3,-
"S00168773",53,4,27,17,3,2
"S00168774",34,-,10,20,4,-
"S00168775",57,2,13,26,18,-
"S00168776",37,21,11,6,2,-
"S00168777",44,-,21,6,12,5
"S00168778",45,1,1,31,13,-
"S00168779",57,12,34,11,-,-
"S00168780",41,20,14,7,1,-
"S00168781",52,-,12,24,19,2
"S00168782",56,7,19,25,3,2
"S00168783",47,11,25,13,1,-
"S00168784",56,13,41,3,-,-
"S00168785",48,3,23,19,3,1
"S00168786",40,16,10,14,2,-
"S00168787",37,-,3,16,19,-
"S00168788",62,3,26,26,8,1
"S00168789",65,27,24,9,1,1
"S00168790",81,27,22,28,4,1
"S00168791",61,-,35,15,7,-
"S00168792",59,2,23,30,6,5
"S00168793",36,15,10,9,2,-
"S00168794",71,8,41,21,3,-
"S00168795",58,2,18,32,5,3
"S00168796",50,5,39,8,1,-
"S00168797",45,-,26,15,2,-
"S00168798",60,22,36,6,-,-
"S00168799",67,2,34,26,1,-
"S00168800",46,9,21,17,-,-
"S00168801",41,8,20,11,-,-
"S00168802",76,1,16,47,14,4
"S00168803",65,-,3,48,9,3
"S00168804",51,1,32,15,2,-
"S00168805",45,17,29,2,-,2
"S00168806",39,1,17,15,6,-
"S00168807",46,23,16,6,-,-
"S00168808",43,14,13,19,-,-
"S00168809",34,4,10,15,3,-
"S00168810",64,12,17,37,3,-
"S00168811",48,-,6,25,12,5
"S00168812",36,7,24,6,3,-
"S00168813",47,1,24,17,2,3
"S00168814",44,-,2,31,10,-
"S00168815",58,-,10,41,6,2
"S00168816",52,-,17,25,12,-
"S00168817",79,27,36,12,4,-
"S00168818",67,4,18,36,10,1
"S00168819",38,14,11,8,5,-
"S00168820",62,22,22,15,-,-
"S00168821",34,-,4,18,11,1
"S00168822",32,3,14,11,1,1
"S00168823",35,16,10,5,4,-
"S00168824",45,2,21,19,3,-
"S00168825",58,-,9,20,7,24
"S00168826",73,18,38,9,6,1
"S00168827",49,-,-,34,15,2
"S00168828",58,3,39,14,3,-
"S00168829",64,3,21,22,16,2
"S00168830",49,9,25,12,3,-
"S00168831",66,18,31,15,1,2
"S00168832",84,7,13,35,26,-
"S00168833",62,22,31,5,-,1
"S00168834",49,14,15,8,11,2
"S00168835",66,15,49,-,2,-
"S00168836",70,-,40,30,4,-
"S00168837",46,1,18,23,2,3
"S00168838",44,5,13,25,1,-
"S00168839",65,2,39,24,3,-
"S00168840",51,11,23,15,1,1
"S00168841",73,3,27,34,10,1
"S00168842",71,10,21,23,11,1
"S00168843",63,6,21,28,4,4
"S00168844",51,2,26,23,-,1
"S00168845",76,-,23,44,9,1
"S00168846",48,6,28,5,7,2
"S00168847",37,2,17,15,3,-
"S00168848",50,-,26,14,10,2
"S00168849",44,1,35,4,-,-
"S00168850",66,21,40,3,1,-
"S00168851",46,8,32,8,1,-
"S00168852",61,-,5,34,12,2
"S00168853",51,-,1,38,11,1
"S00168854",52,2,32,17,5,-
"S00168855",56,1,28,17,14,1
"S00168856",72,9,14,34,10,3
"S00168857",60,-,52,6,-,1
"S00168858",49,-,25,15,4,1
"S00168859",44,4,11,29,-,-
"S00168860",54,1,6,31,10,3
"S00168861",64,1,52,9,1,1
"S00168862",59,-,5,33,15,3
"S00168863",54,6,11,17,15,7
"S00168864",61,-,7,40,17,-
"S00168865",42,-,32,11,1,-
"S00168866",77,7,24,34,11,1
"S00168867",156,47,107,1,1,-
"S00168868",48,5,36,7,-,-
"S00168869",59,3,20,32,3,1
"S00168870",69,-,20,44,6,-
"S00168871",51,14,33,1,-,-
"S00168872",47,10,27,8,2,1
"S00168873",62,-,11,38,10,3
"S00168874",45,6,6,31,1,-
"S00168875",38,-,15,17,8,-
"S00168876",53,1,10,32,4,2
"S00168877",52,4,20,26,4,-
"S00168878",45,-,36,5,-,-
"S00168879",49,25,12,7,1,-
"S00168880",46,-,2,39,4,1
"S00168881",64,1,5,31,20,7
"S00168882",61,3,27,29,2,-
"S00168883",28,-,3,18,10,1
"S00168884",56,-,36,14,6,-
"S00168885",66,-,12,20,27,3
"S00168886",67,5,17,34,9,4
"S00168887",64,-,32,23,7,2
"S00168888",64,-,2,30,34,-
"S00168889",43,4,15,12,8,-
"S00168890",58,27,18,7,4,-
"S00168891",39,2,3,33,-,1
"S00168892",53,2,18,26,9,1
"S00168893",66,-,17,34,15,-
"S00168894",36,2,14,21,-,3
"S00168895",39,-,7,27,5,-
"S00168896",71,11,36,23,-,1
"S00168897",62,-,41,22,1,-
"S00168898",53,2,7,26,15,3
"S00168899",36,-,-,9,31,-
"S00168900",38,4,17,15,5,1
"S00168901",63,56,3,2,1,2
"S00168902",73,36,26,7,3,1
"S00168903",60,-,-,5,46,12
"S00168904",57,4,17,22,10,4
"S00168905",60,7,11,19,23,1
"S00168906",43,-,27,13,1,2
"S00168907",56,33,15,8,-,-
"S00168908",56,6,37,11,2,-
"S00168909",82,4,28,20,22,8
"S00168910",48,4,17,13,14,-
"S00168911",50,3,27,10,10,-
"S00168912",51,-,17,19,8,3
"S00168913",33,-,1,14,17,3
"S00168914",53,1,10,30,6,1
"S00168915",75,-,2,26,32,19
"S00168916",65,61,5,-,2,-
"S00168917",71,4,46,16,5,-
"S00168918",37,-,26,10,1,-
"S00168919",50,13,30,5,-,-
"S00168920",34,-,2,22,7,3
"S00168921",39,-,11,17,10,1
"S00168922",58,4,50,2,-,-
"S00168923",44,4,8,34,-,-
"S00168924",44,2,10,25,8,-
"S00168925",50,-,35,14,1,-
"S00168926",59,-,15,32,4,-
"S00168927",39,-,18,20,1,-
"S00168928",58,-,4,3,43,10
"S00168929",31,-,17,12,1,1
"S00168930",56,2,11,22,14,7
"S00168931",71,6,60,4,-,2
"S00168932",55,12,27,24,-,-
"S00168933",33,-,13,17,4,-
"S00168934",34,-,20,13,-,-
"S00168935",54,-,19,30,8,4
"S00168936",57,2,34,18,3,-
"S00168937",77,1,16,56,3,-
"S00168938",52,4,29,15,1,1
"S00168939",44,20,17,8,-,2
"S00168940",47,-,21,15,7,-
"S00168941",50,27,17,6,-,-
"S00168942",49,-,37,10,-,1
"S00168943",66,-,1,10,33,16
"S00168944",58,-,25,17,13,3
"S00168945",73,-,12,40,23,2
"S00168946",66,1,15,33,15,-
"S00168947",75,13,41,16,8,-
"S00168948",54,-,1,3,34,14
"S00168949",70,5,17,42,7,1
"S00168950",54,-,46,6,-,-
"S00168951",46,-,33,13,-,-
"S00168952",49,20,32,2,-,-
"S00168953",45,1,25,19,-,-
"S00168954",57,-,24,28,4,1
"S00168955",42,-,24,9,9,-
"S00168956",56,-,23,17,15,2
"S00168957",40,6,12,20,8,-
"S00168958",56,-,43,8,-,4
"S00168959",57,-,1,6,46,4
"S00168960",53,-,4,14,16,19
"S00168961",77,-,6,21,45,4
"S00168962",63,1,42,19,-,1
"S00168963",48,3,4,39,1,2
"S00168964",33,-,21,14,4,-
"S00168965",59,-,53,6,-,-
"S00168966",34,-,5,3,24,4
"S00168967",36,-,16,16,2,-
"S00168968",53,1,35,12,4,-
"S00168969",40,2,31,5,-,-
"S00168970",77,2,30,37,8,2
"S00168971",31,-,4,18,9,-
"S00168972",57,2,18,34,1,-
"S00168973",68,6,47,10,4,1
"S00168974",67,22,35,3,3,-
"S00168975",64,1,47,13,3,-
"S00168976",62,7,10,46,-,-
"S00168977",46,-,1,3,38,1
"S00168978",59,2,27,24,5,2
"S00168979",32,3,26,2,-,-
"S00168980",44,9,34,4,-,-
"S00168981",41,-,2,33,10,-
"S00168982",48,2,15,23,7,1
"S00168983",34,4,15,12,2,-
"S00168984",79,-,11,27,34,6
"S00168985",46,1,11,12,24,1
"S00168986",64,18,4,44,1,-
"S00168987",52,6,32,16,1,-
"S00168988",50,-,36,13,1,-
"S00168989",42,-,6,32,7,-
"S00168990",72,-,27,34,9,1
"S00168991",74,4,13,47,12,2
"S00168992",42,4,13,17,5,-
"S00168993",28,1,-,25,2,-
"S00168994",54,9,20,21,4,-
"S00168995",51,-,8,39,3,1
"S00168996",66,1,4,34,25,2
"S00168997",35,-,6,21,4,1
"S00168998",43,2,29,10,-,-
"S00168999",41,-,11,26,5,1
"S00169000",52,6,38,9,-,-
"S00169001",57,-,39,16,-,-
"S00169002",64,10,31,18,-,2
"S00169003",36,6,21,8,1,-
"S00169004",73,-,2,35,33,3
"S00169005",41,1,-,37,1,-
"S00169006",55,16,25,12,1,1
"S00169007",42,-,5,36,-,-
"S00169008",43,6,28,13,1,1
"S00169009",46,-,17,23,6,-
"S00169010",56,-,1,28,29,-
"S00169011",36,-,22,14,-,-
"S00169012",43,1,5,33,4,-
"S00169013",58,8,23,22,5,1
"S00169014",52,12,20,21,-,-
"S00169015",69,-,12,54,2,1
"S00169016",37,5,16,12,3,1
"S00169017",38,-,32,6,-,-
"S00169018",58,3,42,13,2,2
"S00169019",58,-,3,3,35,21
"S00169020",32,-,15,13,4,3
"S00169021",34,1,15,13,5,-
"S00169022",49,10,22,11,3,3
"S00169023",42,-,25,16,-,1
"S00169024",46,7,20,16,3,-
"S00169025",38,1,6,28,-,1
"S00169026",56,4,29,25,2,-
"S00169027",38,-,29,8,1,-
"S00169028",38,2,6,29,1,-
"S00169029",52,2,25,25,3,1
"S00169030",29,-,7,16,6,4
"S00169031",68,6,35,21,6,-
"S00169032",74,-,2,59,14,-
"S00169033",32,-,-,11,20,-
"S00169034",38,-,22,15,1,-
"S00169035",40,1,20,16,2,1
"S00169036",42,-,23,16,4,-
"S00169037",44,1,-,42,2,-
"S00169038",66,-,6,39,14,3
"S00169039",42,1,12,25,1,-
"S00169040",34,-,-,20,12,1
"S00169041",78,19,36,20,4,-
"S00169042",54,20,24,8,2,-
"S00169043",39,1,6,20,12,-
"S00169044",49,-,28,19,2,-
"S00169045",43,4,20,21,-,-
"S00169046",70,9,32,21,7,-
"S00169047",47,-,23,14,1,-
"S00169048",62,5,21,29,7,1
"S00169049",30,-,1,25,7,-
"S00169050",74,7,19,46,4,-
"S00169051",35,2,7,14,12,2
"S00169052",73,19,36,20,-,-
"S00169053",37,1,26,6,3,-
"S00169054",59,-,2,23,27,6
"S00169055",66,10,30,24,1,2
"S00169056",39,9,22,9,2,-
"S00169057",59,4,21,26,11,-
"S00169058",42,-,16,24,1,2
"S00169059",57,7,33,10,3,-
"S00169060",66,-,35,17,10,-
"S00169061",48,-,26,9,13,-
"S00169062",35,4,13,14,4,-
"S00169063",54,1,21,27,6,-
"S00169064",43,-,2,34,7,-
"S00169065",36,1,8,26,4,-
"S00169066",64,2,44,14,6,5
"S00169067",78,32,31,12,1,2
"S00169068",46,4,12,22,5,2
"S00169069",68,23,42,3,-,-
"S00169070",36,2,18,15,-,-
"S00169071",61,1,6,48,6,-
"S00169072",49,5,33,6,4,-
"S00169073",41,4,15,21,1,-
"S00169074",67,-,4,38,23,2
"S00169075",36,1,13,12,5,-
"S00169076",49,-,9,25,14,1
"S00169077",30,2,15,5,9,-
"S00169078",40,-,27,10,-,3
"S00169079",59,6,44,4,1,-
"S00169080",54,-,28,25,2,-
"S00169081",38,-,2,25,8,1
"S00169082",39,2,-,36,1,-
"S00169083",43,-,1,34,12,-
"S00169084",48,3,27,19,3,-
"S00169085",39,-,26,10,3,-
"S00169086",61,-,4,32,27,1
"S00169087",45,30,5,6,2,2
"S00169088",54,14,27,9,3,1
"S00169089",47,1,25,14,3,-
"S00169090",61,-,37,16,6,2
"S00169091",72,22,51,1,-,-
"S00169092",54,-,2,40,5,2
"S00169093",71,34,9,24,3,-
"S00169094",80,28,49,2,1,-
"S00169095",72,12,39,23,1,-
"S00169096",55,37,13,5,-,-
"S00169097",39,4,19,12,7,2
"S00169098",40,1,18,16,5,-
"S00169099",39,4,28,8,1,-
"S00169100",41,10,20,9,2,-
"S00169101",48,-,21,26,1,-
"S00169102",57,6,30,23,1,-
"S00169103",58,-,7,31,17,4
"S00169104",43,-,19,19,5,-
"S00169105",27,-,14,9,4,-
"S00169106",65,1,28,31,5,-
"S00169107",53,19,27,7,-,-
"S00169108",47,2,21,25,-,1
"S00169109",74,3,46,23,5,-
"S00169110",58,-,2,32,22,-
"S00169111",49,-,19,31,-,1
"S00169112",38,-,28,5,-,-
"S00169113",79,65,14,1,1,2
"S00169114",46,-,40,6,-,-
"S00169115",55,-,8,43,5,-
"S00169116",65,-,49,14,3,-
"S00169117",52,17,13,24,-,1
"S00169118",38,2,18,13,2,-
"S00169119",78,8,36,32,3,-
"S00169120",61,1,23,32,5,-
"S00169121",47,4,42,2,-,-
"S00169122",49,18,9,19,4,-
"S00169123",57,-,4,48,2,-
"S00169124",47,-,1,43,1,-
"S00169125",28,1,23,2,1,2
"S00169126",45,-,2,37,5,1
"S00169127",35,19,14,6,-,-
"S00169128",74,-,5,62,7,-
"S00169129",39,8,19,10,4,-
"S00169130",75,29,22,18,2,1
"S00169131",69,1,10,29,19,10
"S00169132",37,-,4,18,7,6
"S00169133",71,-,11,43,14,-
"S00169134",67,1,9,49,7,2
"S00169135",48,-,35,13,-,-
"S00169136",68,-,44,14,10,1
"S00169137",54,2,22,21,9,-
"S00169138",53,6,20,21,6,-
"S00169139",47,5,8,35,5,-
"S00169140",72,-,7,37,21,7
"S00169141",57,-,8,35,11,2
"S00169142",43,6,14,17,3,-
"S00169143",39,-,16,21,2,-
"S00169144",64,17,33,12,2,-
"S00169145",41,1,2,30,6,-
"S00169146",62,-,43,17,4,-
"S00169147",71,-,25,38,2,2
"S00169148",86,26,53,5,2,1
"S00169149",52,-,17,25,13,1
"S00169150",50,-,33,14,4,-
"S00169151",45,-,4,15,23,8
"S00169152",70,-,30,37,3,-
"S00169153",47,1,2,29,12,2
"S00169154",36,6,15,13,3,-
"S00169155",49,1,14,28,6,-
"S00169156",56,1,39,8,4,-
"S00169157",37,-,19,15,-,2
"S00169158",68,1,28,24,14,1
"S00169159",56,-,14,41,-,-
"S00169160",82,26,55,1,-,-
"S00169161",33,-,5,22,7,-
"S00169162",33,1,7,18,2,1
"S00169163",42,-,21,17,1,1
"S00169164",62,-,48,13,5,-
"S00169165",43,-,11,31,1,-
"S00169166",52,2,16,24,10,-
"S00169167",62,1,35,19,2,2
"S00169168",36,1,14,12,8,-
"S00169169",43,-,3,31,5,1
"S00169170",40,2,10,28,4,-
"S00169171",79,-,17,46,13,3
"S00169172",37,1,7,28,-,-
"S00169173",48,-,20,21,8,-
"S00169174",50,-,18,21,11,-
"S00169175",35,3,14,18,3,1
"S00169176",28,-,3,19,6,-
"S00169177",58,44,11,1,-,-
"S00169178",41,1,30,9,1,-
"S00169179",36,2,2,16,10,3
"S00169180",57,7,36,10,1,-
"S00169181",44,-,16,28,-,-
"S00169182",42,4,24,11,4,1
"S00169183",52,2,28,24,-,-
"S00169184",41,-,7,32,1,-
"S00169185",48,2,-,22,21,2
"S00169186",77,19,43,13,4,1
"S00169187",51,-,3,43,5,-
"S00169188",52,4,34,4,8,-
"S00169189",65,12,42,10,1,-
"S00169190",80,5,8,37,24,6
"S00169191",46,-,12,30,3,-
"S00169192",53,3,23,26,1,-
"S00169193",49,-,5,31,6,1
"S00169194",54,-,5,45,7,-
"S00169195",52,2,30,16,3,2
"S00169196",43,-,34,6,3,-
"S00169197",78,-,28,28,14,6
"S00169198",38,-,12,29,1,-
"S00169199",82,6,32,35,7,2
"S00169200",84,5,43,24,14,1
"S00169201",55,-,29,18,6,-
"S00169202",49,1,10,37,4,-
"S00169203",44,-,6,25,9,1
"S00169204",56,2,24,32,2,-
"S00169205",56,5,20,21,7,3
"S00169206",52,6,40,6,1,-
"S00169207",57,-,14,29,14,-
"S00169208",56,2,5,43,7,-
"S00169209",41,23,16,1,-,1
"S00169210",70,1,18,29,21,3
"S00169211",67,1,43,20,3,-
"S00169212",53,21,21,9,3,-
"S00169213",66,3,10,49,3,-
"S00169214",43,2,23,10,3,1
"S00169215",53,1,27,22,4,1
"S00169216",48,1,10,19,12,9
"S00169217",42,12,23,4,1,-
"S00169218",28,-,3,12,13,-
"S00169219",61,1,43,15,3,-
"S00169220",52,1,14,32,5,-
"S00169221",70,7,30,32,1,5
"S00169222",84,-,32,36,11,1
"S00169223",70,46,18,2,3,1
"S00169224",67,51,11,6,-,-
"S00169225",68,-,10,56,5,1
"S00169226",35,-,17,16,4,-
"S00169227",64,1,35,22,3,-
"S00169228",63,9,28,21,5,-
"S00169229",37,-,20,14,3,-
"S00169230",39,1,20,18,2,-
"S00169231",34,-,13,20,2,-
"S00169232",51,-,3,32,16,-
"S00169233",47,-,5,35,7,-
"S00169234",41,-,24,12,5,-
"S00169235",44,11,15,16,-,-
"S00169236",86,-,-,10,70,5
"S00169237",29,-,6,17,4,-
"S00169238",44,1,28,13,2,-
"S00169239",77,55,19,1,-,2
"S00169240",50,2,29,19,1,-
"S00169241",52,-,30,9,10,-
"S00169242",46,-,32,17,1,-
"S00169243",44,2,17,20,1,1
"S00169244",59,2,31,23,4,2
"S00169245",77,5,43,31,-,1
"S00169246",50,-,30,20,-,-
"S00169247",44,-,33,10,-,-
"S00169248",38,-,16,15,6,-
"S00169249",59,-,42,19,2,-
"S00169250",70,6,27,33,2,-
"S00169251",36,1,16,22,-,-
"S00169252",52,4,25,14,4,-
"S00169253",65,-,41,27,2,-
"S00169254",48,-,22,22,2,-
"S00169255",82,-,32,36,20,1
"S00169256",40,1,24,13,-,1
"S00169257",53,18,20,8,5,-
"S00169258",53,1,32,10,14,1
"S00169259",60,-,38,20,1,1
"S00169260",41,-,31,10,1,-
"S00169261",59,18,11,28,5,-
"S00169262",63,3,48,11,1,-
"S00169263",41,4,11,16,9,2
"S00169264",43,-,23,12,3,-
"S00169265",43,-,5,24,17,-
"S00169266",34,1,13,19,2,-
"S00169267",45,-,23,17,3,-
"S00169268",48,1,22,22,3,-
"S00169269",59,3,34,23,1,-
"S00169270",63,6,34,18,6,-
"S00169271",34,9,9,13,3,-
"S00169272",75,2,53,19,1,-
"S00169273",79,-,-,28,45,4
"S00169274",73,23,28,15,4,3
"S00169275",61,-,6,49,4,-
"S00169276",79,-,-,51,25,3
"S00169277",26,6,13,8,3,-
"S00169278",65,7,40,14,4,-
"S00169279",57,3,22,26,7,1
"S00169280",52,-,23,28,1,-
"S00169281",80,-,17,32,30,4
"S00169282",36,-,8,22,6,-
"S00169283",68,-,1,30,35,2
"S00169284",44,-,27,14,4,-
"S00169285",42,-,30,6,2,-
"S00169286",60,1,6,36,20,1
"S00169287",72,8,25,31,6,1
"S00169288",54,-,1,37,16,-
"S00169289",44,4,13,21,6,1
"S00169290",47,-,2,26,16,3
"S00169291",61,2,44,8,12,-
"S00169292",59,-,5,15,32,9
"S00169293",40,-,20,14,3,-
"S00169294",45,1,31,9,2,1
"S00169295",61,6,15,27,12,1
"S00169296",59,5,28,21,1,1
"S00169297",36,8,7,20,2,-
"S00169298",68,1,29,25,6,1
"S00169299",54,17,19,15,5,-
"S00169300",30,2,7,19,5,-
"S00169301",46,-,10,22,12,1
"S00169302",38,2,24,11,-,1
"S00169303",67,-,42,25,-,-
"S00169304",46,15,21,9,-,-
"S00169305",54,11,24,18,1,-
"S00169306",73,2,49,17,4,1
"S00169307",54,1,28,23,2,-
"S00169308",72,2,37,29,2,-
"S00169309",42,23,6,9,1,3
"S00169310",74,13,39,13,2,1
"S00169311",39,-,6,22,11,-
"S00169312",47,5,19,19,2,-
"S00169313",63,2,36,25,1,-
"S00169314",66,-,48,16,2,-
"S00169315",43,1,29,11,2,-
"S00169316",63,1,24,32,2,2
"S00169317",52,11,27,16,-,-
"S00169318",61,-,26,30,3,4
"S00169319",87,2,5,59,18,2
"S00169320",48,-,21,23,2,-
"S00169321",33,-,2,4,27,-
"S00169322",67,-,27,21,19,4
"S00169323",50,16,26,12,3,-
"S00169324",42,3,12,24,2,-
"S00169325",42,-,15,24,3,-
"S00169326",63,-,2,4,48,10
"S00169327",40,1,17,22,-,-
"S00169328",79,2,34,29,16,2
"S00169329",47,-,29,12,5,1
"S00169330",40,11,23,5,1,-
"S00169331",62,-,30,21,6,1
"S00169332",57,2,17,36,3,1
"S00169333",47,-,34,11,1,-
"S00169334",67,-,4,39,19,-
"S00169335",44,-,22,18,3,1
"S00169336",41,1,26,12,-,1
"S00169337",49,6,26,18,3,-
"S00169338",48,-,13,36,-,4
"S00169339",79,-,35,36,6,2
"S00169340",43,-,16,28,2,-
"S00169341",29,-,5,13,3,4
"S00169342",39,-,16,22,4,2
"S00169343",60,-,4,27,25,4
"S00169344",43,-,2,7,31,1
"S00169345",54,20,5,19,9,3
"S00169346",48,4,24,21,1,-
"S00169347",41,-,10,22,6,-
"S00169348",59,11,11,29,6,1
"S00169349",63,2,31,28,1,-
"S00169350",55,7,23,20,5,-
"S00169351",31,-,12,18,1,-
"S00169352",48,-,30,18,-,-
"S00169353",93,1,14,64,13,1
"S00169354",55,2,18,27,6,-
"S00169355",68,-,28,30,9,-
"S00169356",55,4,2,42,8,-
"S00169357",30,-,2,27,4,1
"S00169358",54,-,15,30,8,-
"S00169359",38,-,2,32,4,-
"S00169360",47,-,28,22,-,-
"S00169361",53,-,7,30,14,4
"S00169362",36,-,-,24,6,-
"S00169363",47,-,16,20,6,2
"S00169364",48,2,27,19,-,-
"S00169365",51,2,31,17,-,2
"S00169366",59,-,6,44,5,1
"S00169367",62,-,8,35,17,2
"S00169368",34,-,-,5,23,4
"S00169369",71,-,20,40,8,5
"S00169370",62,-,19,31,11,-
"S00169371",84,-,13,22,41,4
"S00169372",72,4,39,27,-,-
"S00169373",73,1,33,37,-,2
"S00169374",49,2,10,13,22,-
"S00169375",42,-,24,14,2,-
"S00169376",61,1,1,31,26,5
"S00169377",66,1,13,20,31,1
"S00169378",27,-,12,10,5,-
"S00169379",46,2,8,24,13,2
"S00169380",48,-,4,17,18,8
"S00169381",70,7,34,26,3,-
"S00169382",77,2,21,36,17,1
"S00169383",58,1,2,34,13,4
"S00169384",65,-,18,38,11,-
"S00169385",42,1,6,9,24,-
"S00169386",40,-,5,26,5,4
"S00169387",52,5,37,9,-,1
"S00169388",46,-,12,32,5,-
"S00169389",52,-,16,25,9,2
"S00169390",38,2,27,12,-,-
"S00169391",37,-,16,14,9,-
"S00169392",42,-,11,25,3,1
"S00169393",53,-,5,22,24,2
"S00169394",42,-,3,30,7,-
"S00169395",52,4,24,21,-,-
"S00169396",67,-,25,25,13,4
"S00169397",60,-,24,36,-,-
"S00169398",47,1,35,15,-,-
"S00169399",44,-,23,11,5,1
"S00169400",48,-,34,16,-,-
"S00169401",51,-,29,20,4,-
"S00169402",26,-,4,5,15,2
"S00169403",52,3,28,23,-,-
"S00169404",66,3,30,21,11,1
"S00169405",40,-,12,20,7,1
"S00169406",63,1,20,36,5,1
"S00169407",56,-,39,16,1,-
"S00169408",64,-,2,32,29,2
"S00169409",46,2,27,14,3,-
"S00169410",40,-,3,28,9,-
"S00169411",60,2,7,38,9,1
"S00169412",63,-,33,28,4,-
"S00169413",36,-,27,15,-,-
"S00169414",51,-,17,25,14,-
"S00169415",52,-,19,20,11,2
"S00169416",57,-,19,36,3,-
"S00169417",32,-,18,9,2,-
"S00169418",65,3,36,26,1,-
"S00169419",69,2,16,25,24,1
"S00169420",51,1,34,16,-,-
"S00169421",44,-,1,32,9,-
"S00169422",64,-,24,35,7,1
"S00169423",35,-,-,9,23,2
"S00169424",52,-,4,20,26,4
"S00169425",52,-,-,13,35,3
"S00169426",54,12,27,14,-,1
"S00169427",41,-,15,22,-,1
"S00169428",43,-,10,24,7,-
"S00169429",40,-,18,18,3,2
"S00169430",42,-,32,8,-,1
"S00169431",40,-,6,14,24,-
"S00169432",73,-,12,53,8,1
"S00169433",48,6,17,23,-,-
"S00169434",45,-,20,25,1,1
"S00169435",48,-,5,32,10,1
"S00169436",65,-,3,13,33,17
"S00169437",50,-,5,18,26,2
"S00169438",45,4,3,35,3,-
"S00169439",45,12,22,11,-,-
"S00169440",57,11,25,21,-,-
"S00169441",47,7,5,26,6,-
"S00169442",35,1,2,12,19,1
"S00169443",49,2,4,8,27,9
"S00169444",46,-,20,21,3,1
"S00169445",44,2,17,27,-,-
"S00169446",50,-,3,45,1,-
"S00169447",35,-,-,14,16,3
"S00169448",71,2,31,32,-,-
"S00169449",55,-,23,26,3,-
"S00169450",43,-,2,27,12,-
"S00169451",54,1,26,27,-,-
"S00169452",68,-,20,32,15,-
"S00169453",32,1,12,12,6,2
"S00169454",57,-,35,14,6,-
"S00169455",73,4,26,41,2,-
"S00169456",44,-,21,21,2,-
"S00169457",50,4,30,14,2,-
"S00169458",56,-,2,38,15,1
"S00169459",63,-,10,46,6,1
"S00169460",43,-,24,18,-,-
"S00169461",39,2,14,19,1,1
"S00169462",36,2,11,19,7,-
"S00169463",35,-,-,31,4,-
"S00169464",65,1,53,2,5,6
"S00169465",63,3,7,42,6,1
"S00169466",44,-,16,21,3,-
"S00169467",50,7,9,17,14,2
"S00169468",52,-,6,12,30,3
"S00169469",54,-,5,31,13,2
"S00169470",54,6,11,35,1,-
"S00169471",46,-,1,40,1,2
"S00169472",56,6,20,22,9,2
"S00169473",54,1,10,10,27,6
