Scotland's Census 2022 - National Records of Scotland
Table UV111 - Household lifestage
All households
,"All households","HRP aged under 35: Total","HRP aged under 35: One person household","HRP aged under 35: Two or more person household – no dependent child(ren)","HRP aged under 35: Two or more person household – with dependent child(ren)","HRP aged 35 to 54: Total","HRP aged 35 to 54: One person household","HRP aged 35 to 54: Two or more person household – no dependent child(ren)","HRP aged 35 to 54: Two or more person household – with dependent child(ren)","HRP aged 55 to 64: Total","HRP aged 55 to 64: One person household","HRP aged 55 to 64: Two or more person household – no dependent child(ren)","HRP aged 55 to 64: Two or more person household – with dependent child(ren)","HRP aged 65 to 74: Total","HRP aged 65 to 74: One person household","HRP aged 65 to 74: Two or more person household – no dependent child(ren)","HRP aged 65 to 74: Two or more person household – with dependent child(ren)","HRP aged 75 and over: Total","HRP aged 75 and over: One person household","HRP aged 75 and over: Two or more person household – no dependent child(ren)","HRP aged 75 and over: Two or more person household – with dependent child(ren)"
"S00175825",45,15,10,3,2,11,7,7,1,10,6,4,-,2,2,-,-,8,5,3,-
"S00175826",67,7,3,-,3,15,2,2,9,16,4,7,-,13,7,7,-,11,5,3,-
"S00175827",52,6,2,1,4,19,2,7,10,9,-,9,1,7,4,3,1,6,3,3,-
"S00175828",51,14,1,-,13,12,2,2,7,12,7,4,2,4,2,3,-,11,5,2,-
"S00175829",58,12,4,-,6,24,5,3,16,9,6,2,1,6,3,3,-,9,8,1,-
"S00175830",68,18,12,2,5,19,11,4,4,9,4,4,2,9,4,5,-,12,6,6,-
"S00175831",72,10,2,1,8,30,5,10,12,10,4,6,2,11,8,3,-,13,10,5,-
"S00175832",67,14,2,3,10,27,10,4,16,10,1,7,-,7,3,4,2,9,4,5,-
"S00175833",56,8,2,4,4,12,2,-,8,16,8,8,-,8,1,6,-,14,8,6,-
"S00175834",63,15,11,1,3,20,6,4,10,10,4,5,1,9,6,6,-,7,5,4,-
"S00175835",61,10,1,-,11,19,3,5,13,12,3,11,1,9,5,4,-,11,8,3,-
"S00175836",62,6,2,-,3,32,5,14,10,11,3,8,-,7,1,4,-,10,5,5,-
"S00175837",47,15,4,3,10,17,8,4,4,7,4,3,-,5,5,-,-,4,3,1,-
"S00175838",63,9,2,2,5,23,6,5,10,18,8,9,1,6,3,6,-,8,4,4,-
"S00175839",58,4,1,-,2,6,1,-,5,13,2,10,2,10,-,8,-,25,9,19,-
"S00175840",65,13,4,4,3,21,6,4,9,14,12,-,-,8,5,1,-,9,6,8,1
"S00175841",65,10,-,-,10,19,1,4,12,16,6,10,-,12,5,6,1,8,5,3,-
"S00175842",53,8,1,-,7,13,4,8,3,11,2,8,1,9,-,9,-,10,4,8,-
"S00175843",36,5,2,1,2,12,3,6,4,8,1,6,1,7,5,1,-,6,1,2,-
"S00175844",47,8,2,1,5,14,3,4,7,10,1,9,-,9,2,3,-,7,2,5,-
"S00175845",29,1,-,1,1,10,-,4,8,11,4,2,2,4,-,3,-,5,4,3,-
"S00175846",50,1,-,1,-,10,1,6,3,16,2,13,1,5,1,7,-,10,4,9,-
"S00175847",52,5,2,1,2,18,2,6,10,20,7,11,2,5,2,3,-,4,2,2,-
"S00175848",68,1,-,-,1,15,2,4,9,26,6,14,-,12,-,12,-,14,6,11,-
"S00175849",41,-,-,-,-,14,2,5,7,6,2,7,2,9,-,10,-,8,-,8,-
"S00175850",69,2,1,-,2,16,3,3,10,26,4,21,-,8,5,7,-,15,2,10,-
"S00175851",64,7,-,3,4,15,2,2,9,18,5,12,1,11,4,7,-,12,6,7,-
"S00175852",50,3,2,1,-,12,2,2,8,10,5,7,-,14,-,11,-,11,8,3,-
"S00175853",47,4,2,1,1,13,4,2,9,10,5,6,3,5,1,1,-,12,9,6,-
"S00175854",49,2,-,2,-,13,6,-,7,10,4,5,2,16,7,8,-,11,4,7,-
"S00175855",58,5,-,2,4,17,2,4,11,16,8,8,-,7,5,2,-,13,5,6,-
"S00175856",30,1,-,-,1,7,2,2,4,11,3,7,1,6,2,4,-,5,4,1,-
"S00175857",36,3,-,-,3,7,2,-,5,9,3,5,3,7,3,4,-,7,6,4,-
"S00175858",36,1,1,-,-,11,6,4,3,4,2,4,-,6,2,4,-,11,7,4,-
"S00175859",46,-,-,-,-,12,-,6,3,16,4,13,-,8,-,8,-,11,7,6,-
"S00175860",50,5,2,1,1,17,7,3,6,12,2,7,2,11,4,3,2,10,6,5,-
"S00175861",56,7,3,1,3,20,6,5,9,11,4,7,-,8,6,3,-,10,8,1,-
"S00175862",54,20,9,9,2,16,8,6,2,13,6,4,1,7,6,1,-,2,-,1,-
"S00175863",45,27,14,11,4,18,8,2,8,4,1,4,-,2,2,-,-,-,-,-,-
"S00175864",43,13,8,3,2,13,5,5,5,8,4,4,-,2,-,2,-,1,1,-,-
"S00175865",54,16,5,5,5,28,7,8,7,7,2,5,-,6,3,3,-,2,2,-,-
"S00175866",76,11,5,4,2,23,14,7,2,19,11,6,2,12,10,1,-,11,8,3,-
"S00175867",67,32,22,8,2,23,15,1,7,8,7,1,-,-,-,-,-,4,3,1,-
"S00175868",57,4,2,-,-,25,2,12,12,18,4,9,3,6,3,3,-,4,2,3,-
"S00175869",40,5,-,5,-,15,1,5,11,14,4,10,-,3,1,4,-,-,-,-,-
"S00175870",85,30,11,13,3,41,19,11,13,15,9,2,-,1,-,1,-,-,-,-,-
"S00175871",79,12,5,5,2,21,11,4,3,20,14,6,-,14,9,3,-,10,10,7,-
"S00175872",64,27,15,13,2,18,17,2,-,11,8,1,2,5,2,2,-,3,-,2,-
"S00175873",71,20,6,4,7,40,21,8,9,8,6,2,-,3,3,-,-,5,3,1,-
"S00175874",39,2,-,2,-,8,-,2,5,11,1,8,2,9,5,4,-,9,5,4,-
"S00175875",51,9,5,2,1,16,5,3,8,12,3,9,-,7,1,6,-,10,8,2,-
"S00175876",72,22,-,10,12,47,2,12,36,1,-,1,-,-,-,-,-,-,-,-,-
"S00175877",65,19,7,4,8,28,16,7,4,11,8,3,-,7,4,4,-,2,2,-,-
"S00175878",50,6,3,-,3,16,3,4,10,15,3,12,-,8,1,7,-,5,4,1,-
"S00175879",50,8,2,1,5,24,4,7,13,16,8,9,2,2,-,2,-,1,-,1,-
"S00175880",61,9,5,2,1,22,6,11,5,16,6,10,-,3,3,-,-,11,9,2,-
"S00175881",67,26,3,8,15,36,2,7,27,4,-,5,1,2,2,-,-,-,-,-,-
"S00175882",77,22,18,4,-,22,20,1,1,14,12,2,-,11,10,1,-,8,7,1,-
"S00175883",67,12,8,2,1,19,5,5,9,16,9,10,-,12,7,2,-,8,2,6,-
"S00175884",48,15,5,4,6,15,9,1,4,12,8,3,-,4,3,1,-,2,2,-,-
"S00175885",61,8,8,-,-,24,14,5,3,10,6,4,-,19,10,9,-,-,-,-,-
"S00175886",62,18,16,4,1,23,14,7,5,14,10,4,-,4,2,2,-,1,1,-,-
"S00175887",46,2,-,2,-,7,-,1,2,9,5,3,2,9,8,1,-,20,22,1,-
"S00175888",61,12,9,2,2,27,21,-,6,17,10,1,-,3,3,-,-,3,3,2,-
"S00175889",47,10,8,-,-,21,13,5,3,12,6,2,-,2,2,-,-,3,-,1,-
"S00175890",44,3,-,-,3,21,6,2,13,12,6,6,-,4,1,1,-,4,3,1,-
"S00175891",50,1,1,-,-,12,5,3,3,11,8,1,-,12,7,5,-,11,9,3,-
"S00175892",43,18,5,6,9,23,3,1,19,4,1,2,1,-,-,-,-,-,-,-,-
"S00175893",32,2,2,-,-,11,2,2,6,11,4,7,-,4,2,3,-,6,-,6,-
"S00175894",57,5,3,-,1,18,8,3,3,13,11,3,-,13,11,2,-,10,11,1,-
"S00175895",45,9,3,2,2,13,3,1,11,5,3,-,-,10,8,4,-,6,2,6,-
"S00175896",47,11,5,3,3,15,7,5,4,10,6,3,-,5,2,3,-,6,5,3,-
"S00175897",51,13,6,7,-,16,21,3,-,10,8,2,-,3,1,2,-,6,8,1,-
"S00175898",71,24,10,8,-,19,7,4,8,15,6,9,-,11,8,3,-,8,6,2,-
"S00175899",55,12,3,6,4,31,15,4,12,4,1,3,-,3,1,3,-,4,2,4,1
"S00175900",73,18,1,12,5,49,-,15,34,4,2,3,1,1,-,1,-,1,-,1,-
"S00175901",74,6,6,-,-,18,13,-,4,6,6,-,-,17,11,6,-,24,21,2,1
"S00175902",50,10,1,5,7,30,2,2,26,4,-,6,1,-,-,-,-,-,-,-,-
"S00175903",41,9,4,-,2,10,2,1,6,7,2,2,1,11,4,3,-,6,-,6,-
"S00175904",67,11,7,2,3,11,7,2,2,25,11,10,-,16,12,4,-,8,5,2,-
"S00175905",44,3,1,2,-,15,8,1,6,10,5,5,-,11,10,1,-,5,4,1,-
"S00175906",39,13,9,2,2,15,8,4,3,3,3,-,-,1,-,-,1,5,5,4,-
"S00175907",40,8,8,2,2,18,5,4,11,4,4,1,1,5,1,-,-,2,2,-,-
"S00175908",43,5,3,1,1,11,5,4,4,13,5,5,1,3,5,-,-,11,4,4,-
"S00175909",36,11,5,1,7,11,4,8,4,8,7,2,-,4,4,-,-,-,-,-,-
"S00175910",51,2,-,-,2,20,3,7,10,12,3,9,-,12,5,7,-,5,1,4,-
"S00175911",61,5,4,-,3,17,7,5,8,13,9,7,-,10,1,5,-,16,6,10,-
"S00175912",51,13,11,3,-,9,4,1,2,13,8,3,2,7,4,-,-,9,7,2,-
"S00175913",58,22,13,3,3,9,5,3,1,9,6,2,1,14,6,5,-,7,4,2,-
"S00175914",58,15,12,-,2,16,12,4,2,20,14,3,-,5,3,1,-,4,5,-,-
"S00175915",51,7,1,2,4,14,1,3,8,8,4,4,1,7,4,3,-,14,10,3,-
"S00175916",59,5,1,2,2,12,3,2,7,17,10,7,-,12,7,7,-,13,6,5,-
"S00175917",76,20,13,4,2,20,15,5,-,20,16,6,-,8,7,1,-,8,8,-,-
"S00175918",51,14,9,2,5,17,10,4,1,3,3,-,-,7,3,4,-,11,7,3,-
"S00175919",83,15,11,1,3,20,13,5,-,16,11,2,-,19,16,1,2,15,9,6,-
"S00175920",42,13,7,-,5,22,17,-,4,4,4,-,-,1,1,-,-,2,-,2,-
"S00175921",79,26,11,4,8,32,26,-,3,12,6,6,-,5,5,-,-,4,4,1,-
"S00175922",47,3,2,-,1,13,2,-,10,17,6,12,-,2,1,-,-,10,6,4,-
"S00175923",60,14,-,5,9,41,-,5,34,5,1,4,-,2,-,2,-,2,1,1,-
"S00175924",48,18,9,-,8,13,11,-,2,9,9,-,-,5,5,-,-,-,-,-,-
"S00175925",67,25,4,9,9,40,7,7,27,2,-,2,-,-,-,-,-,-,-,-,-
"S00175926",35,8,4,2,2,6,-,3,-,11,1,9,-,4,4,-,-,8,2,4,-
"S00175927",59,23,17,6,-,19,16,3,-,8,8,-,-,2,-,2,-,7,8,1,-
"S00175928",57,23,6,13,4,13,3,5,4,9,6,2,-,8,3,5,-,2,-,2,-
"S00175929",52,-,-,-,-,14,2,6,6,14,4,10,-,6,4,4,-,14,9,5,-
"S00175930",74,24,22,3,-,21,20,-,2,18,15,3,-,8,8,-,-,4,4,1,-
"S00175931",82,12,2,3,8,50,7,6,37,15,2,9,4,2,-,2,-,3,2,2,-
"S00175932",81,9,4,4,4,20,11,6,1,27,17,6,-,16,12,4,-,13,10,3,-
"S00175933",36,10,4,4,-,20,13,4,3,8,5,-,1,3,1,4,-,-,-,-,-
"S00175934",46,2,-,-,2,10,1,4,7,13,2,7,1,7,2,3,-,12,10,7,-
"S00175935",44,4,1,-,5,21,6,2,13,7,4,3,-,6,4,3,-,6,3,2,-
"S00175936",48,20,10,9,1,16,13,-,2,10,6,5,1,1,1,-,-,2,2,-,-
"S00175937",47,6,2,-,4,13,4,-,6,11,6,5,-,11,8,3,-,7,6,4,-
"S00175938",60,7,1,3,4,27,6,7,14,13,3,9,-,9,1,8,-,4,3,1,-
"S00175939",69,5,-,5,-,16,2,6,10,8,-,8,-,17,5,12,-,23,8,9,-
"S00175940",79,32,26,3,3,26,15,5,6,12,7,5,1,6,4,4,-,3,1,1,-
"S00175941",40,4,1,-,-,9,5,2,4,9,4,2,-,7,2,2,-,10,4,6,-
"S00175942",73,19,1,6,8,52,3,6,43,2,-,2,-,-,-,-,-,-,-,-,-
"S00175943",48,6,2,4,1,22,6,3,9,10,4,6,-,-,-,-,-,8,8,-,-
"S00175944",67,17,9,4,3,21,9,4,9,13,9,5,1,8,6,2,-,7,4,3,-
"S00175945",44,1,-,-,1,8,1,2,5,11,-,11,-,5,2,3,-,19,10,9,-
"S00175946",44,13,6,3,4,16,5,6,4,6,3,6,-,1,-,1,-,3,2,2,-
"S00175947",41,1,-,1,-,9,-,2,7,17,8,12,-,8,1,7,-,6,1,5,-
"S00175948",46,5,-,2,1,3,-,2,4,14,6,10,-,8,6,2,-,15,8,4,-
"S00175949",57,10,1,3,6,44,5,12,29,3,-,1,-,-,-,-,-,-,-,-,-
"S00175950",49,9,6,3,-,16,6,7,3,15,4,10,-,7,2,3,-,6,2,-,-
"S00175951",28,1,1,-,-,13,-,3,10,6,-,5,1,3,-,3,-,5,-,4,-
"S00175952",58,6,-,-,6,29,-,6,22,12,1,12,1,8,-,8,-,1,1,1,-
"S00175953",46,-,-,-,-,10,3,2,4,14,3,9,-,14,3,8,-,11,8,2,-
"S00175954",36,6,4,1,2,13,4,2,8,10,4,3,2,6,1,3,-,3,1,2,-
"S00175955",50,13,4,4,7,16,7,2,6,9,6,3,-,5,3,2,-,7,3,4,-
"S00175956",48,6,-,3,4,17,2,6,9,11,4,7,-,5,1,4,-,5,3,5,-
"S00175957",38,13,2,10,1,9,6,2,1,7,5,2,-,7,2,7,-,4,4,-,-
"S00175958",59,-,-,-,-,17,1,3,13,13,2,10,1,16,4,9,-,15,6,7,-
"S00175959",47,3,-,2,2,12,1,2,11,10,1,8,1,9,2,9,-,13,6,7,-
"S00175960",61,5,4,3,-,13,8,1,3,16,3,13,-,14,4,10,-,11,5,6,-
"S00175961",72,2,1,1,2,11,2,5,4,28,8,20,-,23,14,9,-,9,6,2,-
"S00175962",61,3,1,1,1,16,2,2,12,10,2,6,-,12,4,8,-,23,14,9,-
"S00175963",52,18,-,14,4,24,3,13,8,8,4,4,2,2,-,2,-,-,-,-,-
"S00175964",62,19,3,9,8,34,6,12,16,7,2,7,-,2,-,2,-,2,-,2,-
"S00175965",30,-,-,-,-,9,1,1,5,8,2,6,-,8,4,5,-,4,4,-,-
"S00175966",48,4,-,3,2,17,-,2,16,9,2,5,2,15,4,11,-,3,1,-,-
"S00175967",55,6,-,2,2,12,7,5,4,10,5,9,1,16,9,7,-,6,4,4,-
"S00175968",43,4,1,4,-,15,6,5,4,12,6,2,2,5,2,3,-,8,4,4,-
"S00175969",68,10,4,1,5,18,9,4,9,16,13,4,1,7,3,4,-,13,12,1,-
"S00175970",53,-,-,1,-,10,1,4,7,11,3,7,1,17,5,12,-,13,7,6,-
"S00175971",55,1,-,1,-,12,-,6,9,12,-,12,-,14,3,11,-,16,11,6,-
"S00175972",41,2,2,-,-,17,4,7,7,12,2,7,3,6,3,6,-,3,-,1,-
"S00175973",67,14,10,3,1,19,8,2,4,12,7,5,-,6,2,1,-,17,12,3,-
"S00175974",46,3,1,1,-,22,4,4,12,9,-,8,1,9,1,7,2,5,1,-,-
"S00175975",70,6,-,-,1,20,5,8,10,17,2,12,3,15,4,11,-,13,9,4,-
"S00175976",63,21,3,11,7,37,3,6,30,2,-,2,-,1,1,-,-,-,-,-,-
"S00175977",55,18,14,-,2,17,5,6,10,13,7,5,1,2,-,2,-,3,-,1,-
"S00175978",41,3,-,-,2,10,-,4,5,14,3,6,6,5,-,5,-,7,6,5,-
"S00175979",56,13,4,9,2,18,12,4,2,12,3,6,1,6,4,2,-,10,9,1,-
"S00175980",65,22,6,10,8,39,2,8,27,3,1,1,1,1,-,1,-,-,-,-,-
"S00175981",48,2,1,1,-,17,-,5,12,12,4,7,1,11,5,6,-,6,1,2,-
"S00175982",43,6,3,2,-,15,7,3,4,11,6,5,-,4,1,4,-,6,6,-,-
"S00175983",61,7,3,2,2,11,2,6,3,19,4,18,-,10,5,11,-,10,5,7,-
"S00175984",43,4,-,3,1,11,-,4,5,8,4,6,-,14,7,7,-,5,2,5,-
"S00175985",30,3,1,-,-,10,1,5,4,9,4,7,1,4,-,5,-,2,-,2,-
"S00175986",69,10,3,8,-,25,8,6,10,12,4,6,-,8,5,2,-,14,11,3,-
"S00175987",63,7,3,2,2,19,5,3,13,12,6,5,1,9,5,1,-,16,6,8,-
"S00175988",70,8,2,1,2,16,4,4,9,9,4,5,-,13,11,5,-,21,17,3,-
"S00175989",71,4,1,2,3,31,5,8,18,13,6,6,-,9,7,2,-,13,4,9,-
"S00175990",39,-,-,-,-,9,-,2,7,9,2,7,1,7,-,7,-,14,6,8,-
"S00175991",33,4,-,-,4,5,4,2,2,9,3,5,-,9,6,3,-,6,5,1,-
"S00175992",37,7,-,4,2,9,3,3,3,11,3,8,-,4,1,2,-,9,6,3,-
"S00175993",41,2,-,2,1,14,2,5,8,16,4,10,2,3,1,3,-,5,3,2,-
"S00175994",60,-,-,-,-,-,-,-,-,2,1,1,-,9,11,1,-,46,43,7,-
"S00175995",52,30,5,11,14,21,4,7,12,-,-,-,-,1,1,-,-,-,-,-,-
"S00175996",64,13,5,4,4,17,10,2,2,16,7,9,-,10,8,2,-,5,4,5,-
"S00175997",52,15,4,5,8,30,1,4,25,4,1,2,-,-,2,1,-,-,-,-,-
"S00175998",65,12,2,3,7,50,2,10,38,3,-,-,3,-,-,-,-,-,-,-,-
"S00175999",43,1,1,-,-,17,-,6,15,5,-,5,-,9,1,11,-,6,2,4,-
"S00176000",29,4,2,-,2,17,7,2,8,10,2,4,-,4,2,1,-,-,-,-,-
"S00176001",43,10,2,2,4,16,10,-,3,10,4,7,-,6,2,4,-,3,2,1,-
"S00176002",62,9,4,4,1,16,8,3,5,18,3,15,-,13,5,8,-,8,3,5,-
"S00176003",65,-,-,-,-,12,3,2,7,11,2,7,-,9,4,6,-,32,25,7,-
"S00176004",58,24,3,9,12,31,5,6,14,2,-,2,-,1,1,-,-,-,-,-,-
"S00176005",50,2,-,1,2,15,1,5,9,15,6,7,-,7,1,1,1,8,2,3,-
"S00176006",40,2,1,1,-,15,3,3,9,10,5,5,-,8,3,5,-,5,2,3,-
"S00176007",33,3,-,1,3,17,-,5,12,7,1,6,2,3,2,1,-,3,1,-,-
"S00176008",78,12,4,5,5,60,3,10,47,4,-,3,1,1,-,-,1,1,-,1,-
"S00176009",45,2,-,-,2,15,2,2,11,12,-,11,1,6,1,5,-,6,2,5,-
"S00176010",85,18,12,4,1,28,11,8,9,22,12,10,2,4,-,2,-,13,12,1,-
"S00176011",33,-,-,-,-,10,-,2,7,11,4,8,-,8,1,7,-,4,2,1,-
"S00176012",40,2,-,2,-,9,6,1,4,8,2,6,-,10,4,6,-,11,5,4,-
"S00176013",51,4,-,3,2,18,2,5,11,9,1,8,-,10,5,7,-,10,5,5,-
"S00176014",51,5,-,5,-,20,2,6,13,15,-,9,1,9,1,7,-,6,2,4,-
"S00176015",29,13,1,9,3,8,-,3,7,6,-,3,-,2,2,-,-,-,-,-,-
"S00176016",66,5,-,3,1,20,6,3,13,13,3,8,2,19,5,10,-,13,3,10,-
"S00176017",66,7,-,3,4,56,3,4,46,7,1,3,3,-,-,-,-,-,-,-,-
"S00176018",71,15,10,8,-,42,7,4,31,12,2,8,2,2,-,1,-,-,-,-,-
"S00176019",31,8,2,4,-,9,1,1,6,6,3,2,-,5,3,2,-,3,3,-,-
"S00176020",37,6,2,-,4,10,2,6,4,11,4,4,-,5,4,1,-,7,6,-,-
"S00176021",82,6,3,3,-,27,6,9,15,20,5,13,1,10,3,8,-,19,10,11,-
"S00176022",49,5,3,1,-,15,1,4,7,16,3,12,-,10,-,9,-,2,4,1,-
"S00176023",34,-,-,-,-,9,-,3,6,12,3,7,-,11,6,4,-,5,3,3,-
"S00176024",50,11,2,4,5,17,5,4,8,10,3,5,2,2,1,2,-,9,7,1,-
"S00176025",86,40,15,17,5,33,24,4,5,10,6,4,-,5,2,2,-,1,1,-,-
"S00176026",70,7,-,6,2,30,6,10,14,10,4,6,-,15,2,13,-,11,7,5,-
"S00176027",66,34,4,22,10,27,4,8,18,2,2,-,-,-,-,-,-,-,-,-,-
"S00176028",43,6,2,4,-,16,2,4,11,10,2,8,-,7,1,6,-,4,1,3,-
"S00176029",71,12,2,6,-,41,3,8,30,16,3,7,6,2,-,2,-,3,1,4,-
"S00176030",57,8,1,4,3,20,5,8,7,18,2,18,-,6,-,5,-,6,1,2,-
"S00176031",37,9,4,3,2,16,3,7,6,5,4,1,-,3,3,-,-,6,4,1,-
"S00176032",54,3,-,3,1,18,1,5,12,14,3,10,1,6,4,2,-,13,6,4,-
"S00176033",56,9,4,3,2,12,4,1,7,21,5,18,-,6,1,5,-,2,-,2,-
"S00176034",56,6,-,3,3,33,2,7,25,15,3,12,2,-,-,-,-,2,-,2,-
"S00176035",45,2,-,1,1,14,2,5,8,11,3,8,-,7,-,6,1,11,3,10,-
"S00176036",32,18,3,13,4,12,3,3,6,1,1,-,-,-,-,-,-,-,-,-,-
"S00176037",46,4,3,1,-,11,5,2,5,11,5,4,2,14,4,10,-,6,1,3,-
"S00176038",46,20,12,5,1,16,8,2,6,4,2,2,1,6,5,1,-,-,-,-,-
"S00176039",70,13,1,3,9,52,3,7,42,5,1,3,1,-,-,-,-,-,-,-,-
"S00176040",38,2,1,-,-,10,4,3,8,13,3,10,2,2,-,2,-,7,7,-,-
"S00176041",66,9,3,-,4,21,2,7,12,19,5,9,1,14,7,7,-,7,2,3,-
"S00176042",50,4,2,-,2,20,4,11,8,9,3,6,-,11,6,3,-,6,3,3,-
"S00176043",66,8,1,5,1,41,2,12,27,12,1,9,2,6,-,6,-,1,1,-,-
"S00176044",44,13,3,4,3,18,6,9,7,6,3,1,-,6,4,4,-,3,1,-,-
"S00176045",32,3,-,1,1,6,-,-,4,9,2,7,-,4,-,4,-,10,8,4,-
"S00176046",81,5,-,3,2,36,1,9,25,8,-,4,3,11,2,9,-,19,16,3,-
"S00176047",37,5,2,2,-,3,2,-,1,12,4,8,-,3,2,2,-,13,10,2,-
"S00176048",38,1,-,1,-,8,3,-,4,7,1,3,1,10,6,4,-,12,9,3,-
"S00176049",73,5,3,-,1,20,5,1,9,11,4,9,-,15,16,1,-,23,16,4,-
"S00176050",58,10,-,6,2,25,2,12,7,11,3,4,1,5,1,7,-,4,2,2,-
"S00176051",65,4,-,2,1,44,2,12,30,11,1,8,1,5,2,3,-,1,-,1,-
"S00176052",81,12,2,5,6,17,3,9,3,21,11,10,-,18,9,9,-,13,14,2,-
"S00176053",61,8,4,3,1,17,-,5,11,10,3,5,4,13,5,8,-,13,7,8,-
"S00176054",54,12,7,1,2,11,4,5,2,22,10,10,-,4,1,2,-,5,5,-,-
"S00176055",68,15,3,4,8,24,4,9,11,13,6,7,-,8,4,3,-,6,4,5,-
"S00176056",48,14,5,3,3,18,3,5,11,13,2,9,1,4,-,1,-,1,-,1,-
"S00176057",73,2,2,-,-,15,4,6,3,13,4,7,-,13,10,3,-,34,29,4,-
"S00176058",56,18,4,8,4,15,5,4,6,8,6,1,-,5,3,2,-,9,8,3,-
"S00176059",67,8,6,3,1,25,11,2,12,11,9,2,-,11,9,2,-,10,9,-,-
"S00176060",46,8,1,5,2,19,5,8,6,9,4,4,1,8,6,3,-,-,-,-,-
"S00176061",42,3,1,1,1,14,-,3,11,15,1,10,2,6,1,5,-,4,1,3,-
"S00176062",46,4,-,-,4,15,3,-,9,7,3,1,-,14,4,8,-,9,5,4,-
"S00176063",41,8,1,1,4,14,3,5,6,9,1,7,1,5,2,1,-,5,2,2,-
"S00176064",44,4,1,-,3,14,4,6,5,13,4,9,-,6,1,3,2,8,4,1,-
"S00176065",59,8,4,4,-,31,11,7,13,12,4,8,-,3,-,3,-,5,2,3,-
"S00176066",78,13,10,2,5,27,10,10,9,20,10,9,1,9,3,6,-,8,3,6,-
"S00176067",81,39,9,4,28,25,8,5,12,12,3,7,1,2,-,2,-,4,3,2,-
"S00176068",47,20,9,12,1,13,7,6,4,9,7,4,-,4,2,2,-,1,-,1,-
"S00176069",58,4,-,1,5,22,3,11,9,15,6,8,1,7,3,4,-,10,8,4,-
"S00176070",47,4,-,2,2,12,-,4,5,13,4,8,-,2,1,-,-,17,10,7,-
"S00176071",45,10,3,2,8,11,-,4,6,14,6,6,-,5,3,2,-,5,2,2,-
"S00176072",58,10,3,5,3,30,10,3,20,10,5,3,2,6,2,4,-,5,-,2,-
"S00176073",65,2,-,2,-,25,5,9,11,14,6,9,-,15,8,7,-,7,5,2,-
"S00176074",35,3,2,1,-,16,3,3,11,8,3,5,-,3,-,3,-,5,2,3,-
"S00176075",41,3,2,-,1,16,1,6,9,9,4,4,1,6,3,6,-,3,2,-,-
"S00176076",54,6,1,5,-,14,2,4,9,15,3,12,-,13,6,7,-,4,3,1,-
"S00176077",61,7,2,3,3,9,3,4,-,20,7,9,2,11,6,5,-,14,5,9,-
"S00176078",48,7,2,2,5,14,2,2,9,15,3,8,4,6,4,6,1,3,1,2,-
"S00176079",44,4,4,-,2,13,4,-,7,10,6,5,-,9,3,6,-,6,3,3,-
"S00176080",72,10,-,2,8,18,6,5,11,15,2,11,2,9,6,3,-,18,16,6,-
"S00176081",63,11,4,5,4,21,3,6,10,14,6,10,-,11,5,10,-,6,3,3,-
"S00176082",59,8,4,4,-,21,7,5,11,16,3,11,2,6,-,5,1,8,7,1,-
"S00176083",75,9,4,4,5,41,-,5,35,12,3,9,1,5,2,3,-,5,2,2,-
"S00176084",53,2,-,1,1,19,4,2,12,17,8,8,1,9,5,5,-,6,3,4,-
"S00176085",62,7,-,1,6,38,3,7,27,6,1,5,-,7,-,4,2,-,-,-,-
"S00176086",44,7,-,2,1,12,1,6,5,11,4,2,2,10,5,7,-,7,3,5,-
"S00176087",64,2,2,-,-,17,2,4,12,16,4,14,1,18,3,15,-,11,7,6,-
"S00176088",37,8,5,3,-,6,2,2,3,8,1,4,1,3,2,1,-,12,10,-,-
"S00176089",31,5,2,-,3,9,2,4,8,-,-,2,-,7,3,4,-,7,5,2,-
"S00176090",31,6,-,2,4,9,4,4,4,4,6,2,-,2,1,-,-,6,3,2,-
"S00176091",74,9,-,1,6,16,5,4,7,7,3,1,-,13,9,4,-,28,22,4,-
"S00176092",49,4,-,-,4,16,2,5,9,15,8,7,3,4,3,2,-,9,6,3,-
"S00176093",43,-,-,-,-,15,1,2,12,14,-,9,1,7,3,5,-,9,4,2,-
"S00176094",31,4,-,-,4,21,2,5,12,6,2,-,3,2,2,-,-,1,-,1,-
"S00176095",48,8,3,3,2,18,4,8,6,8,4,2,-,7,7,-,-,7,5,4,-
"S00176096",52,4,2,2,-,13,7,1,5,10,5,2,-,11,6,5,-,13,9,7,-
"S00176097",73,6,5,3,-,23,4,6,13,23,10,10,3,12,4,7,-,8,7,1,-
"S00176098",68,-,-,-,-,22,8,6,8,14,3,10,1,9,3,6,-,21,11,10,-
"S00176099",88,8,5,1,-,30,5,8,18,29,14,14,1,14,6,8,-,7,4,3,-
"S00176100",47,-,-,-,-,11,4,2,3,12,3,8,3,8,3,7,-,14,11,4,-
"S00176101",40,8,4,2,1,10,5,3,4,10,7,2,-,4,5,1,-,8,3,5,-
"S00176102",63,2,2,-,-,18,6,5,8,15,8,6,1,12,6,6,-,15,12,2,-
"S00176103",71,12,2,6,4,22,2,8,12,22,2,13,6,7,5,3,-,9,5,4,-
"S00176104",48,1,-,-,1,11,-,7,4,15,5,9,-,9,2,7,-,12,9,3,-
"S00176105",42,-,-,-,-,14,3,4,10,17,6,8,-,6,3,2,-,5,2,3,-
