Scotland's Census 2022 - National Records of Scotland
Table UV801 - Year of arrival in UK
All people
,"All people","Born in the UK","Arrived before 1941","Arrived 1941 - 1950","Arrived 1951 - 1960","Arrived 1961 - 1970","Arrived 1971 - 1980","Arrived 1981 - 1990","Arrived 1991 - 2000","Arrived 2001 - 2010","Arrived 2011 - 2013","Arrived 2014 - 2016","Arrived 2017 - 2019","Arrived 2020 - 2022"
"S00167349",113,108,-,-,-,-,-,-,-,1,2,3,-,-
"S00167350",68,65,-,-,-,1,-,-,-,-,3,-,-,-
"S00167351",95,96,-,-,-,-,-,-,-,1,-,-,-,-
"S00167352",88,86,-,-,-,1,-,-,1,-,-,-,-,-
"S00167353",111,106,-,-,2,-,-,1,-,-,-,-,-,2
"S00167354",153,148,-,-,-,-,1,-,1,1,-,-,-,1
"S00167355",69,65,-,-,-,-,-,-,-,-,-,-,2,-
"S00167356",121,117,-,-,-,-,-,-,-,3,-,-,-,-
"S00167357",83,81,-,-,-,-,-,-,-,1,-,-,-,-
"S00167358",95,92,-,-,-,-,1,-,-,-,-,-,-,-
"S00167359",98,95,-,-,-,-,1,-,-,1,1,-,-,-
"S00167360",117,117,-,-,-,-,-,-,-,-,-,-,-,-
"S00167361",103,103,-,-,-,-,-,-,-,-,-,-,-,-
"S00167362",105,104,-,-,-,1,-,-,-,-,-,-,-,-
"S00167363",106,102,-,-,-,-,-,3,-,1,-,-,-,-
"S00167364",119,117,-,-,-,1,-,-,-,-,-,-,1,-
"S00167365",102,97,-,-,-,-,1,6,-,-,-,-,-,-
"S00167366",146,145,-,-,-,-,1,-,-,-,-,-,-,-
"S00167367",62,62,-,-,-,-,-,-,-,-,-,-,-,-
"S00167368",191,188,-,1,-,2,-,-,-,2,-,-,-,-
"S00167369",86,86,-,-,-,-,-,-,2,-,-,-,-,-
"S00167370",155,153,-,-,-,-,-,1,-,1,-,-,-,-
"S00167371",135,118,-,-,-,-,-,-,1,4,2,10,-,2
"S00167372",72,69,-,-,1,-,1,-,-,-,-,1,-,-
"S00167373",104,96,-,-,-,-,2,-,2,1,1,-,4,-
"S00167374",78,75,-,-,-,-,-,1,-,1,-,2,-,-
"S00167375",124,121,-,-,-,-,-,-,-,-,-,1,-,-
"S00167376",165,165,-,-,-,-,-,-,-,-,-,-,-,-
"S00167377",82,72,-,-,-,-,-,-,2,3,-,-,2,4
"S00167378",62,59,-,-,-,-,-,-,-,1,-,2,-,-
"S00167379",77,73,-,-,-,-,-,-,-,1,-,-,1,-
"S00167380",150,149,-,-,2,-,-,-,-,-,-,2,-,-
"S00167381",86,85,-,-,-,-,-,-,-,-,-,-,-,-
"S00167382",119,117,-,-,-,-,-,-,-,-,-,4,-,-
"S00167383",175,170,-,-,-,1,-,-,-,2,-,-,-,-
"S00167384",75,67,-,-,-,-,-,-,1,1,-,-,8,-
"S00167385",95,94,-,-,-,-,-,-,1,-,-,-,-,-
"S00167386",191,186,-,-,-,-,-,-,2,1,-,4,-,-
"S00167387",93,89,-,-,1,-,-,-,-,-,-,1,2,-
"S00167388",105,101,-,-,-,-,2,2,-,-,-,-,-,-
"S00167389",58,61,-,-,-,1,-,-,-,-,-,-,-,-
"S00167390",119,117,-,-,-,2,-,-,-,-,-,-,-,-
"S00167391",120,115,-,-,-,-,-,-,1,4,-,-,-,-
"S00167392",101,94,-,-,-,-,2,-,3,3,-,-,-,-
"S00167393",153,155,-,-,-,-,-,2,-,-,-,-,-,-
"S00167394",114,111,-,-,-,-,-,-,-,-,-,-,-,2
"S00167395",126,125,-,-,-,-,1,-,-,-,-,-,-,-
"S00167396",141,131,-,-,1,1,-,-,3,2,-,1,2,-
"S00167397",116,107,-,-,-,-,1,-,-,2,-,2,1,-
"S00167398",181,175,-,-,-,-,-,2,3,2,-,-,-,-
"S00167399",162,149,-,-,-,1,1,4,-,1,1,2,1,2
"S00167400",116,113,-,-,-,-,-,-,-,-,1,-,1,-
"S00167401",64,62,-,-,-,-,-,-,2,-,1,-,-,-
"S00167402",97,93,-,-,-,-,-,-,-,1,2,-,-,-
"S00167403",249,236,-,-,-,-,1,1,1,5,-,-,3,-
"S00167404",99,97,-,-,-,-,-,-,-,2,-,-,-,-
"S00167405",185,184,-,-,-,-,-,-,-,-,-,-,-,-
"S00167406",202,196,-,-,-,1,1,4,-,-,-,-,-,-
"S00167407",165,154,-,-,-,-,-,2,1,4,1,-,-,-
"S00167408",119,118,-,-,-,-,1,-,-,-,-,-,-,-
"S00167409",130,128,-,-,-,-,-,1,-,1,-,1,-,-
"S00167410",201,188,-,-,3,2,1,-,2,2,-,-,4,-
"S00167411",132,128,-,-,-,-,-,-,-,-,2,2,1,-
"S00167412",72,63,-,-,-,-,-,-,-,3,2,-,-,-
"S00167413",191,185,-,-,-,2,1,1,1,-,-,2,-,-
"S00167414",94,94,-,-,-,-,-,-,-,-,-,-,-,-
"S00167415",137,132,-,-,-,1,1,2,-,-,-,-,-,-
"S00167416",76,76,-,-,-,-,-,-,-,-,-,-,-,-
"S00167417",114,109,-,-,-,-,-,3,-,1,1,-,1,-
"S00167418",151,146,-,1,-,-,1,-,-,-,1,-,-,-
"S00167419",137,139,-,-,-,-,-,-,1,-,-,-,-,-
"S00167420",159,154,-,-,2,-,-,2,-,-,-,-,-,2
"S00167421",134,128,-,-,-,-,-,-,3,-,-,-,4,-
"S00167422",90,90,-,-,-,-,-,-,-,-,-,-,-,-
"S00167423",68,68,-,-,-,-,-,-,-,-,-,-,-,-
"S00167424",162,161,-,-,-,-,-,-,-,-,-,-,1,-
"S00167425",101,97,-,-,-,-,1,-,-,3,-,-,-,-
"S00167426",102,102,-,-,-,-,-,-,-,-,-,-,-,-
"S00167427",91,83,-,-,-,-,-,-,1,-,-,2,2,2
"S00167428",189,179,-,-,-,1,-,5,-,3,-,-,-,-
"S00167429",98,96,-,-,-,-,-,-,-,1,-,1,-,-
"S00167430",164,159,-,-,-,1,1,1,3,-,-,-,-,-
"S00167431",98,96,-,-,-,-,-,-,-,1,-,-,-,-
"S00167432",109,107,-,-,-,-,2,1,-,-,-,-,-,-
"S00167433",100,97,-,-,-,-,1,-,-,1,-,-,1,-
"S00167434",134,130,-,-,-,-,-,-,-,-,-,1,1,-
"S00167435",125,120,-,-,-,-,-,2,1,2,-,-,-,-
"S00167436",112,110,-,-,-,1,-,-,-,-,-,-,-,-
"S00167437",169,164,-,-,-,-,-,-,-,-,2,3,-,-
"S00167438",241,232,-,-,-,-,-,1,4,1,-,-,-,5
"S00167439",124,122,-,-,-,-,1,-,-,-,-,-,-,-
"S00167440",206,200,-,-,2,-,-,-,1,3,-,-,-,-
"S00167441",167,169,-,-,-,-,-,-,-,-,2,-,-,-
"S00167442",61,61,-,-,-,-,-,-,-,-,-,-,-,-
"S00167443",169,169,-,-,-,-,-,-,-,-,-,-,-,-
"S00167444",106,91,-,-,-,-,1,-,-,1,8,-,-,-
"S00167445",123,123,-,-,-,-,-,-,-,-,-,-,-,-
"S00167446",128,121,-,-,-,-,-,1,-,3,-,-,-,5
"S00167447",126,126,-,-,-,-,-,-,-,-,-,-,-,-
"S00167448",108,102,-,-,-,-,-,-,-,2,-,-,-,-
"S00167449",81,78,-,-,-,-,-,-,-,-,1,-,2,-
"S00167450",161,154,-,-,-,1,1,2,2,-,-,-,1,-
"S00167451",152,138,-,-,-,-,-,-,-,5,-,-,5,4
"S00167452",117,113,-,-,-,-,-,-,-,2,2,1,-,-
"S00167453",119,116,-,-,-,-,-,-,-,1,-,2,-,-
"S00167454",83,83,-,-,-,-,-,-,-,-,-,-,-,-
"S00167455",111,106,-,-,-,-,-,-,-,-,1,-,-,-
"S00167456",91,87,-,-,-,1,1,-,-,-,-,-,-,-
"S00167457",133,131,-,-,-,-,1,-,1,-,-,-,-,-
"S00167458",111,110,-,-,-,-,-,-,2,-,-,-,-,-
"S00167459",95,93,-,-,-,-,-,-,-,1,1,-,-,-
"S00167460",138,140,-,-,-,-,-,-,-,-,-,-,-,-
"S00167461",194,174,-,-,1,3,3,1,1,6,4,-,-,4
"S00167462",131,125,-,-,-,1,-,-,1,-,-,-,-,-
"S00167463",201,192,-,-,-,2,-,1,-,3,1,-,-,-
"S00167464",153,149,-,-,-,-,-,-,-,2,-,-,-,1
"S00167465",113,108,-,-,-,-,-,-,-,-,-,2,2,-
"S00167466",169,164,-,-,-,-,-,-,2,2,-,-,1,-
"S00167467",169,160,-,-,-,2,-,-,-,3,-,-,-,1
"S00167468",106,104,-,-,-,-,-,2,-,1,-,-,-,-
"S00167469",121,116,-,-,-,-,-,-,-,-,-,-,-,-
"S00167470",116,115,-,-,-,1,-,-,-,-,-,-,-,-
"S00167471",99,94,-,1,-,-,-,-,-,4,2,-,-,-
"S00167472",141,130,-,-,1,1,2,1,-,5,-,-,2,-
"S00167473",96,95,1,-,-,-,-,-,-,1,-,-,-,-
"S00167474",87,81,-,-,-,2,-,1,-,-,-,5,-,-
"S00167475",70,70,-,-,-,-,-,-,-,-,-,-,-,-
"S00167476",86,84,-,-,-,-,-,-,1,2,-,-,-,-
"S00167477",94,89,-,-,-,-,2,-,3,-,-,-,-,-
"S00167478",88,87,-,-,-,-,-,-,1,-,-,-,-,-
"S00167479",75,74,-,-,-,-,-,-,1,1,-,-,4,-
"S00167480",99,97,-,-,-,1,-,-,-,1,-,-,-,-
"S00167481",92,92,-,-,-,1,-,-,-,-,-,-,-,-
"S00167482",135,128,-,-,-,-,-,2,2,-,-,-,4,-
"S00167483",119,112,-,-,-,-,-,-,-,1,-,-,-,-
"S00167484",72,71,-,-,-,1,-,-,-,-,-,1,-,-
"S00167485",115,113,-,-,-,-,-,-,1,1,-,-,-,-
"S00167486",148,146,-,-,2,1,-,-,-,-,-,-,-,-
"S00167487",109,109,-,-,-,-,-,-,-,-,-,-,-,-
"S00167488",67,65,-,-,-,-,-,-,-,-,-,-,-,-
"S00167489",91,86,-,-,-,-,-,1,-,2,-,-,-,-
"S00167490",204,199,-,-,-,2,1,2,-,-,3,-,-,-
"S00167491",83,81,-,-,-,-,-,-,-,1,-,-,-,-
"S00167492",115,114,-,-,-,-,-,2,-,-,-,-,-,-
"S00167493",100,94,-,-,1,-,1,-,-,2,-,-,1,-
"S00167494",87,87,-,-,-,-,-,-,-,-,-,-,-,-
"S00167495",114,112,-,-,1,1,-,-,-,-,-,-,-,-
"S00167496",73,74,-,-,-,-,-,1,-,-,-,-,-,-
"S00167497",113,108,-,-,1,-,-,-,-,2,4,-,-,-
"S00167498",140,138,-,-,-,-,1,-,-,-,-,-,-,-
"S00167499",88,84,-,-,-,1,-,-,-,-,-,-,-,1
"S00167500",97,93,-,-,-,-,-,-,1,-,-,-,-,-
"S00167501",156,156,-,-,-,-,-,-,-,-,-,-,-,-
"S00167502",212,195,-,-,-,-,-,1,1,1,-,-,10,5
"S00167503",98,97,-,-,-,-,-,-,1,-,-,-,-,-
"S00167504",149,140,-,-,1,-,-,-,-,6,1,-,-,-
"S00167505",112,109,-,-,-,-,-,-,-,3,-,-,-,-
"S00167506",92,88,-,-,-,-,-,-,-,4,-,-,-,-
"S00167507",113,109,-,-,-,2,-,-,-,-,-,-,2,2
"S00167508",110,105,-,-,-,-,-,-,-,2,-,-,-,-
"S00167509",136,124,-,-,-,-,-,-,-,5,-,-,4,5
"S00167510",114,106,-,-,-,-,2,-,1,3,-,-,-,-
"S00167511",103,99,-,-,-,-,-,-,-,1,-,-,-,-
"S00167512",119,116,-,-,-,1,-,-,-,2,-,-,-,-
"S00167513",90,90,-,-,-,-,-,-,-,-,-,-,-,-
"S00167514",182,173,-,-,-,1,2,1,-,5,-,-,1,-
"S00167515",92,89,-,-,-,1,-,-,1,-,1,-,-,-
"S00167516",183,172,-,-,-,-,1,-,2,3,1,2,-,1
"S00167517",134,130,-,1,-,-,-,-,-,1,-,-,-,2
"S00167518",147,144,-,-,-,-,1,-,2,-,1,-,-,-
"S00167519",112,111,-,-,-,-,1,-,-,-,-,-,-,-
"S00167520",87,82,-,-,-,-,-,-,-,-,1,-,1,-
"S00167521",111,109,-,-,-,-,-,1,-,-,-,-,-,-
"S00167522",104,101,-,-,-,-,-,-,-,-,1,-,-,1
"S00167523",71,72,-,-,-,-,-,-,-,1,-,-,-,-
"S00167524",118,115,-,-,-,1,-,1,-,-,-,-,-,-
"S00167525",187,170,-,-,-,1,-,-,-,6,1,5,-,-
"S00167526",98,97,-,-,-,-,-,1,-,-,-,-,-,-
"S00167527",132,129,-,-,-,-,-,2,-,1,-,-,-,-
"S00167528",135,126,-,-,-,-,-,-,2,3,-,-,4,-
"S00167529",84,78,-,-,-,-,-,-,-,-,-,5,1,-
"S00167530",86,86,-,-,-,-,-,-,-,-,-,-,-,-
"S00167531",134,133,-,-,-,-,-,-,-,-,-,-,1,1
"S00167532",136,132,-,-,-,-,2,-,4,-,-,-,-,-
"S00167533",143,141,-,-,1,1,-,-,-,-,-,-,-,-
"S00167534",164,163,-,-,-,-,-,-,4,-,-,-,-,-
"S00167535",112,111,-,-,-,-,-,-,-,-,-,-,-,-
"S00167536",180,168,-,-,-,-,-,-,-,3,-,1,-,8
"S00167537",80,74,-,-,1,1,-,-,-,2,-,-,-,-
"S00167538",85,83,-,-,-,-,-,1,-,-,-,-,-,-
"S00167539",97,92,-,-,-,-,-,-,-,-,2,-,-,-
"S00167540",162,159,-,-,-,1,-,-,-,1,-,-,-,1
"S00167541",142,143,1,-,-,-,-,-,-,-,-,-,-,-
"S00167542",138,138,-,-,-,-,-,-,-,-,-,-,-,-
"S00167543",94,92,-,-,-,2,-,-,1,-,-,-,-,-
"S00167544",93,93,-,-,-,-,-,2,-,1,-,-,-,-
"S00167545",106,101,-,-,-,-,-,2,-,-,-,-,2,-
"S00167546",199,192,-,-,-,-,-,2,-,1,1,2,2,-
"S00167547",96,93,-,-,-,-,-,1,-,3,-,-,-,-
"S00167548",109,109,-,-,-,-,-,-,-,-,-,-,-,-
"S00167549",108,100,-,-,-,-,-,-,-,2,-,-,-,6
"S00167550",106,105,-,-,-,-,-,-,-,1,-,-,-,-
"S00167551",114,113,-,-,-,-,1,-,-,-,-,-,-,-
"S00167552",124,122,-,-,-,-,-,1,1,-,-,-,-,-
"S00167553",153,149,-,-,-,-,-,-,-,4,1,-,-,1
"S00167554",66,66,-,-,-,-,-,-,-,-,-,-,-,-
"S00167555",87,86,-,-,-,-,-,-,1,-,-,-,-,-
"S00167556",96,92,-,-,1,-,-,-,3,-,-,-,1,-
"S00167557",138,136,-,-,-,1,-,1,-,-,-,-,-,-
"S00167558",141,134,-,-,-,-,1,1,2,2,-,-,-,-
"S00167559",122,118,-,-,-,-,-,-,-,1,-,-,-,-
"S00167560",125,121,-,-,-,-,1,-,1,-,-,-,-,-
"S00167561",83,80,-,1,-,-,-,-,-,-,-,-,-,-
"S00167562",142,139,-,-,-,1,-,-,-,-,-,2,-,-
"S00167563",99,98,-,-,1,-,-,-,-,-,-,-,-,-
"S00167564",60,57,-,-,-,-,-,1,-,2,-,-,-,-
"S00167565",91,93,-,-,-,-,-,-,-,2,-,-,-,-
"S00167566",129,129,-,-,-,-,-,-,-,-,-,-,-,-
"S00167567",148,135,-,-,-,4,2,-,-,1,4,-,-,-
"S00167568",92,92,-,-,-,-,-,-,-,-,-,-,-,-
"S00167569",142,141,-,1,-,-,-,-,-,-,-,-,-,-
"S00167570",137,129,2,-,-,-,-,-,-,3,-,-,-,-
"S00167571",88,87,-,-,-,-,-,-,-,-,-,2,-,-
"S00167572",61,62,-,-,-,-,-,-,2,1,1,-,-,-
"S00167573",150,146,-,-,-,1,2,-,-,-,-,-,-,1
"S00167574",85,80,-,-,-,-,2,-,-,2,-,-,-,-
"S00167575",72,70,-,-,-,-,-,3,-,-,-,-,-,-
"S00167576",85,85,-,-,-,-,-,-,-,-,-,-,-,-
"S00167577",107,98,-,2,-,-,-,-,1,2,-,1,-,-
"S00167578",124,119,-,-,-,-,-,-,-,3,-,-,1,-
"S00167579",166,160,-,-,-,-,-,-,1,3,-,2,-,-
"S00167580",90,87,-,-,-,-,-,-,-,2,1,-,-,-
"S00167581",154,151,-,-,-,-,-,-,-,2,-,-,-,-
"S00167582",86,75,-,-,-,-,-,1,-,6,-,-,4,-
"S00167583",103,100,-,-,-,-,-,-,-,-,-,-,4,-
"S00167584",64,63,-,-,-,-,-,-,-,1,-,-,-,-
"S00167585",73,72,-,-,-,2,-,-,-,-,-,-,-,-
"S00167586",123,111,-,-,-,-,-,-,2,4,-,-,3,-
"S00167587",135,125,-,-,-,1,3,-,1,5,3,-,-,3
"S00167588",128,125,-,-,-,1,-,-,-,-,1,-,-,-
"S00167589",82,80,-,-,-,-,-,-,-,-,1,1,-,-
"S00167590",129,119,-,-,-,-,1,1,-,3,2,1,2,-
"S00167591",153,146,-,-,-,-,-,-,-,3,-,3,-,-
"S00167592",78,78,-,-,-,-,-,-,-,-,-,-,-,-
"S00167593",103,104,-,-,-,2,-,-,-,-,-,-,-,-
"S00167594",105,98,-,-,-,-,1,1,1,4,-,1,-,-
"S00167595",186,164,-,-,-,-,2,-,-,6,3,5,4,1
"S00167596",119,117,-,-,-,4,-,-,-,1,-,-,-,-
"S00167597",165,158,-,-,-,-,2,2,-,-,-,-,-,-
"S00167598",98,97,-,-,-,1,-,-,-,-,-,-,-,-
"S00167599",81,75,-,-,-,1,-,1,-,3,-,-,-,-
"S00167600",95,95,-,-,-,-,-,-,-,-,-,-,-,-
"S00167601",146,138,-,-,-,1,3,-,2,-,1,-,1,2
"S00167602",80,79,-,-,-,-,-,-,1,-,-,-,-,-
"S00167603",188,183,-,-,-,-,-,1,-,-,-,-,-,-
"S00167604",66,64,1,-,-,-,-,-,-,2,-,-,-,-
"S00167605",163,158,-,-,-,-,-,-,-,1,-,-,-,-
"S00167606",93,86,-,-,-,-,-,-,-,4,-,-,-,2
"S00167607",182,173,-,-,-,-,1,1,-,4,-,-,5,-
"S00167608",139,129,-,-,-,-,1,-,-,-,-,-,11,-
"S00167609",87,84,-,-,-,-,-,-,-,-,-,-,-,-
"S00167610",138,133,-,-,-,-,-,-,-,1,-,-,-,-
"S00167611",75,71,-,-,-,3,-,-,1,1,-,-,-,-
"S00167612",117,115,-,-,-,-,-,-,-,2,-,-,-,-
"S00167613",76,71,1,-,-,-,2,-,-,-,-,1,-,-
"S00167614",115,111,-,-,-,-,2,-,-,1,-,1,-,-
"S00167615",93,93,-,-,-,-,1,-,-,-,-,-,-,-
"S00167616",138,137,-,-,-,-,-,-,-,-,1,-,-,-
"S00167617",117,110,-,-,-,-,1,-,1,3,-,-,3,-
"S00167618",165,157,-,-,-,1,1,-,1,-,4,-,3,-
"S00167619",106,105,-,-,-,1,-,-,-,-,-,-,-,-
"S00167620",104,98,-,-,1,-,-,1,-,1,-,-,-,3
"S00167621",94,92,-,-,-,-,-,-,-,2,-,-,-,-
"S00167622",90,88,-,-,-,1,-,-,-,-,1,-,-,-
"S00167623",81,79,-,-,-,1,-,-,-,-,-,-,-,-
"S00167624",100,97,-,-,-,-,-,-,-,1,-,-,-,-
"S00167625",83,68,-,-,-,-,-,-,-,4,-,1,6,-
"S00167626",165,161,-,-,-,1,-,-,-,1,-,-,-,2
"S00167627",100,94,-,-,2,-,1,-,1,-,-,-,2,-
"S00167628",125,122,-,-,-,-,-,-,2,1,-,-,-,-
"S00167629",125,118,-,-,-,-,-,1,-,3,-,-,3,-
"S00167630",105,104,-,-,-,-,-,1,-,-,-,-,-,-
"S00167631",109,107,-,-,-,-,-,-,-,1,-,-,-,-
"S00167632",153,145,-,-,-,-,-,3,-,-,-,-,1,5
"S00167633",115,115,-,-,-,-,-,-,-,-,-,-,-,-
"S00167634",84,83,-,-,-,-,-,-,-,1,-,-,-,-
"S00167635",91,90,-,-,-,-,-,1,-,-,-,-,-,-
"S00167636",105,102,-,-,-,1,-,-,-,2,-,-,-,-
"S00167637",71,68,-,-,-,-,-,-,-,1,-,1,-,-
"S00167638",157,154,-,-,-,-,-,2,-,1,-,-,-,-
"S00167639",110,105,-,-,1,2,-,1,1,-,-,-,-,-
"S00167640",129,125,-,-,-,-,-,-,-,2,-,-,1,-
"S00167641",88,87,-,-,-,-,-,-,-,-,-,-,-,-
"S00167642",114,108,-,-,-,-,-,-,1,2,1,-,1,3
"S00167643",117,110,-,-,-,-,-,1,-,3,1,1,-,1
"S00167644",92,92,-,-,-,-,-,-,-,-,-,-,-,-
"S00167645",86,86,-,-,-,-,-,-,-,-,-,-,-,-
"S00167646",87,87,-,-,2,-,-,-,-,-,-,-,-,-
"S00167647",109,107,-,-,-,-,1,-,-,-,-,-,-,-
"S00167648",137,132,-,-,-,-,1,1,-,1,-,1,-,-
"S00167649",143,138,-,-,-,-,-,2,-,3,-,1,-,-
"S00167650",189,189,-,-,-,-,1,-,-,1,-,-,-,-
"S00167651",98,97,-,-,-,-,-,1,-,-,-,-,-,-
"S00167652",99,96,-,-,-,2,-,-,-,1,-,2,1,-
"S00167653",118,114,-,-,-,-,-,-,-,-,-,-,-,5
"S00167654",147,138,-,-,-,2,1,-,1,-,-,-,-,3
"S00167655",66,65,-,-,-,1,-,-,-,-,-,-,-,-
"S00167656",64,64,-,-,-,-,-,-,-,-,-,-,-,-
"S00167657",72,71,-,-,-,-,-,-,-,-,-,1,-,-
"S00167658",96,93,-,-,1,-,-,-,1,1,-,-,-,-
"S00167659",101,98,-,-,-,-,-,-,-,2,-,-,1,-
"S00167660",114,111,-,-,-,-,-,-,-,-,-,1,1,1
"S00167661",106,102,-,-,-,-,-,-,-,1,-,2,-,-
"S00167662",102,96,-,-,-,1,-,-,-,-,-,-,1,-
"S00167663",72,70,-,-,-,-,-,-,-,1,-,-,-,-
"S00167664",135,133,1,-,-,-,-,-,-,-,-,2,-,-
"S00167665",74,70,-,-,-,2,-,-,-,-,2,-,-,-
"S00167666",182,181,-,-,-,-,-,-,-,-,-,-,-,-
"S00167667",94,90,-,-,-,-,-,-,-,2,2,-,-,-
"S00167668",163,164,-,-,-,1,-,-,-,1,-,-,-,-
"S00167669",131,131,-,-,-,-,-,-,-,-,-,-,-,-
"S00167670",117,110,-,-,-,-,-,-,-,-,-,-,5,-
"S00167671",132,130,-,-,-,-,-,-,-,1,-,-,1,-
"S00167672",165,163,-,-,-,-,-,1,1,-,-,-,-,-
"S00167673",141,140,-,-,-,-,-,-,-,-,-,2,-,-
"S00167674",96,91,-,-,-,-,1,-,-,-,-,-,-,2
"S00167675",70,70,-,-,-,-,-,-,-,-,-,-,-,-
"S00167676",116,113,-,-,-,-,-,2,-,5,-,-,-,-
"S00167677",71,70,-,-,-,1,-,-,-,-,-,-,-,-
"S00167678",124,121,-,-,-,1,-,1,-,1,-,-,-,-
"S00167679",67,66,-,-,-,-,-,-,-,-,-,-,-,-
"S00167680",115,111,-,-,-,-,-,-,-,1,-,-,-,-
"S00167681",120,115,-,-,1,-,-,-,-,-,-,-,-,-
"S00167682",125,114,-,-,-,-,-,-,-,-,1,9,6,-
"S00167683",123,118,-,-,-,1,-,1,-,3,-,-,-,-
"S00167684",76,76,-,-,-,-,-,-,-,-,-,-,-,-
"S00167685",72,72,-,-,-,-,-,-,-,-,-,-,-,-
"S00167686",66,68,-,-,2,-,-,-,-,-,-,-,-,-
"S00167687",105,101,-,-,-,-,-,1,-,-,-,-,-,-
"S00167688",200,186,-,-,-,-,3,2,-,2,2,1,3,-
"S00167689",99,98,-,-,-,-,1,-,-,-,-,-,-,-
"S00167690",73,74,-,-,-,1,-,-,-,-,-,-,-,-
"S00167691",81,80,-,-,-,-,-,1,-,-,-,-,-,-
"S00167692",126,123,-,-,-,-,-,-,-,-,-,2,1,-
"S00167693",96,93,-,-,-,-,-,1,-,-,-,2,-,-
"S00167694",95,97,-,-,-,-,-,-,-,-,-,-,-,-
"S00167695",111,107,-,-,-,-,1,2,-,-,-,-,-,4
"S00167696",124,122,-,-,-,-,-,-,-,-,-,-,-,2
"S00167697",158,158,-,-,-,-,-,-,-,-,-,-,-,-
"S00167698",125,117,-,-,-,-,1,3,2,-,-,-,2,2
"S00167699",166,161,-,-,-,1,-,-,-,1,-,-,-,-
"S00167700",95,90,-,-,-,-,-,-,-,-,-,-,-,1
"S00167701",119,117,-,-,-,-,-,3,-,-,-,-,-,-
"S00167702",164,160,2,-,-,-,-,-,-,1,-,-,-,-
"S00167703",77,76,-,-,-,-,-,-,-,1,-,-,-,-
"S00167704",106,102,-,-,-,1,-,-,-,-,-,-,3,-
"S00167705",138,138,-,-,-,-,-,-,-,-,-,-,-,-
"S00167706",149,147,-,-,-,-,1,-,-,-,-,-,-,-
"S00167707",159,154,-,-,1,-,1,1,-,2,-,-,-,-
"S00167708",85,79,-,-,-,-,-,-,3,4,-,1,-,1
"S00167709",118,113,1,-,-,-,-,-,2,-,-,-,-,-
"S00167710",61,61,-,-,-,-,-,-,-,-,-,-,-,-
"S00167711",107,106,-,-,-,1,-,-,-,-,-,-,-,-
"S00167712",87,87,-,-,-,-,-,-,-,-,-,-,-,-
"S00167713",195,190,-,-,-,-,-,2,-,1,-,-,-,-
"S00167714",160,149,-,-,-,-,7,2,-,2,-,1,-,-
"S00167715",272,241,-,-,-,2,-,2,2,7,-,3,4,13
"S00167716",187,181,-,-,-,-,-,-,1,-,2,-,1,3
"S00167717",155,150,-,-,-,-,1,2,1,-,1,-,-,-
"S00167718",85,82,-,-,-,1,-,-,-,2,1,-,-,-
"S00167719",141,133,1,-,-,-,-,4,1,-,-,-,-,-
"S00167720",158,140,-,-,-,2,1,-,4,6,1,1,-,1
"S00167721",170,163,-,-,1,3,-,-,1,1,-,-,-,-
"S00167722",61,57,-,-,-,-,-,-,-,2,-,4,-,-
"S00167723",70,64,-,-,1,-,2,-,-,-,1,1,1,-
"S00167724",163,151,-,-,-,2,4,2,2,4,-,-,-,-
"S00167725",64,63,-,-,-,-,1,-,-,-,-,-,-,-
"S00167726",140,134,-,-,2,1,-,-,2,-,-,-,2,-
"S00167727",93,89,-,-,-,1,-,1,-,4,-,3,-,-
"S00167728",132,123,-,1,1,2,-,2,-,-,-,3,1,-
"S00167729",161,150,-,-,-,2,1,-,-,3,3,-,1,-
"S00167730",85,85,-,-,-,-,-,-,-,-,-,-,-,-
"S00167731",69,59,-,-,-,1,-,-,-,5,3,3,-,-
"S00167732",123,117,-,-,-,-,-,1,-,-,-,3,-,-
"S00167733",157,146,-,1,-,-,-,2,1,1,-,2,2,-
"S00167734",106,103,-,-,-,-,-,-,-,-,1,-,-,-
"S00167735",136,127,-,-,3,-,-,-,-,5,1,1,-,-
"S00167736",102,92,-,-,1,-,-,1,2,5,-,-,1,2
"S00167737",103,96,-,-,-,-,-,-,1,2,-,1,-,-
"S00167738",96,76,-,-,-,-,-,2,-,11,3,3,-,-
"S00167739",66,58,-,1,-,1,-,-,-,-,-,4,-,1
"S00167740",109,108,-,-,1,-,-,-,1,2,-,-,-,2
"S00167741",173,174,-,-,1,-,-,-,-,-,-,-,-,2
"S00167742",98,95,1,-,-,-,2,-,-,-,-,-,-,-
"S00167743",73,68,-,-,1,-,-,-,3,-,-,1,-,-
"S00167744",110,100,-,-,-,-,-,2,3,1,1,1,-,1
"S00167745",124,115,-,-,-,1,-,1,2,-,-,2,4,-
"S00167746",106,102,-,-,-,1,1,1,-,-,-,-,-,-
"S00167747",125,118,-,-,-,2,2,-,-,3,-,-,2,-
"S00167748",70,69,-,-,-,-,1,-,-,-,-,-,-,-
"S00167749",99,92,-,-,-,2,-,-,-,-,-,6,1,-
"S00167750",72,65,-,-,-,2,-,2,1,-,2,-,-,-
"S00167751",121,117,-,-,-,-,-,-,-,-,-,-,2,-
"S00167752",65,65,-,-,-,-,2,-,4,-,-,-,-,-
"S00167753",128,123,-,1,1,1,1,-,1,-,-,-,-,-
