Scotland's Census 2022 - National Records of Scotland
Table UV212 - Main language
All people aged 3 and over

,"All people aged 3 and over","English","Scots","Gaelic","Sign Language","Other language"
"S00163777",68,66,-,-,-,3
"S00163778",112,105,-,-,-,3
"S00163779",100,96,-,-,-,4
"S00163780",113,107,-,-,-,4
"S00163781",67,66,1,-,-,-
"S00163782",106,106,-,-,-,-
"S00163783",102,98,-,-,-,2
"S00163784",74,70,-,-,-,4
"S00163785",65,62,-,-,-,3
"S00163786",135,135,-,-,-,1
"S00163787",183,181,-,-,-,2
"S00163788",116,114,-,-,-,2
"S00163789",114,105,-,1,-,4
"S00163790",101,95,-,-,-,2
"S00163791",156,155,-,-,-,1
"S00163792",139,134,-,-,-,5
"S00163793",81,81,-,-,-,-
"S00163794",114,110,-,-,-,4
"S00163795",77,77,-,-,-,-
"S00163796",136,123,-,5,-,4
"S00163797",96,88,1,-,-,7
"S00163798",140,140,-,-,-,-
"S00163799",167,168,1,-,-,2
"S00163800",118,115,-,-,-,-
"S00163801",89,85,-,-,-,-
"S00163802",107,107,-,-,-,-
"S00163803",144,143,-,1,-,-
"S00163804",135,129,-,1,-,7
"S00163805",151,144,-,1,-,2
"S00163806",134,134,-,-,-,-
"S00163807",174,169,-,2,-,4
"S00163808",104,98,-,-,-,6
"S00163809",100,92,-,-,-,8
"S00163810",120,118,-,-,-,3
"S00163811",64,63,-,-,-,2
"S00163812",142,137,-,-,-,5
"S00163813",114,111,-,-,-,3
"S00163814",85,83,-,-,-,2
"S00163815",103,102,-,-,-,1
"S00163816",108,108,-,-,-,-
"S00163817",70,64,-,-,-,2
"S00163818",93,88,-,-,-,5
"S00163819",95,93,-,-,-,1
"S00163820",112,114,-,-,-,-
"S00163821",80,78,1,-,-,1
"S00163822",83,83,-,-,-,-
"S00163823",102,102,-,-,-,-
"S00163824",83,82,-,-,-,1
"S00163825",137,132,-,-,-,2
"S00163826",75,73,-,-,-,1
"S00163827",133,133,-,-,-,4
"S00163828",117,117,-,-,-,-
"S00163829",65,65,-,-,-,-
"S00163830",71,71,-,-,-,-
"S00163831",88,87,-,-,-,2
"S00163832",92,92,-,-,-,-
"S00163833",73,73,-,-,-,-
"S00163834",72,68,-,-,-,4
"S00163835",62,62,-,-,-,-
"S00163836",125,117,-,-,-,7
"S00163837",165,162,2,-,-,2
"S00163838",110,105,-,-,-,7
"S00163839",117,116,-,-,-,1
"S00163840",96,94,-,-,-,2
"S00163841",162,150,-,-,-,11
"S00163842",85,84,1,-,-,-
"S00163843",103,102,-,1,-,-
"S00163844",107,98,-,7,-,3
"S00163845",150,149,-,-,-,1
"S00163846",72,71,-,-,-,1
"S00163847",68,67,-,-,-,1
"S00163848",108,100,-,-,-,8
"S00163849",119,116,-,-,-,4
"S00163850",117,113,-,-,-,3
"S00163851",104,102,-,-,-,-
"S00163852",105,108,-,-,-,2
"S00163853",86,77,-,-,-,9
"S00163854",154,147,-,-,-,11
"S00163855",103,97,-,-,-,6
"S00163856",157,152,-,-,-,5
"S00163857",73,68,-,-,-,2
"S00163858",62,59,-,-,-,3
"S00163859",144,139,2,-,-,3
"S00163860",68,62,-,-,-,2
"S00163861",129,119,-,-,1,9
"S00163862",126,119,1,-,-,6
"S00163863",106,102,-,-,-,2
"S00163864",139,135,-,-,-,3
"S00163865",129,126,-,-,-,4
"S00163866",72,69,-,-,-,3
"S00163867",68,62,1,-,-,7
"S00163868",65,63,-,-,-,3
"S00163869",143,139,1,-,-,1
"S00163870",81,79,-,-,-,-
"S00163871",68,67,-,-,1,-
"S00163872",180,162,-,-,-,18
"S00163873",139,107,-,21,-,11
"S00163874",117,111,-,-,-,4
"S00163875",139,127,-,4,-,8
"S00163876",63,58,-,-,-,5
"S00163877",128,117,-,-,-,8
"S00163878",106,97,-,4,-,4
"S00163879",68,67,-,-,-,1
"S00163880",70,64,-,-,-,6
"S00163881",142,133,-,10,-,1
"S00163882",102,93,-,-,-,9
"S00163883",99,95,-,-,-,4
"S00163884",101,97,-,-,-,-
"S00163885",162,129,-,31,-,2
"S00163886",69,63,-,-,-,3
"S00163887",121,124,1,-,-,-
"S00163888",66,65,-,-,-,1
"S00163889",64,64,-,-,-,-
"S00163890",163,162,-,1,-,-
"S00163891",167,161,-,-,-,5
"S00163892",92,92,-,-,-,-
"S00163893",86,81,-,3,-,2
"S00163894",118,114,-,-,-,4
"S00163895",137,132,-,-,-,2
"S00163896",156,147,-,-,-,6
"S00163897",133,131,-,4,-,-
"S00163898",113,111,-,-,-,2
"S00163899",149,145,-,-,-,3
"S00163900",128,124,2,-,-,3
"S00163901",105,105,-,-,-,-
"S00163902",140,132,-,-,-,8
"S00163903",92,92,-,-,-,-
"S00163904",135,134,-,-,-,1
"S00163905",83,83,-,-,-,-
"S00163906",93,89,-,-,-,4
"S00163907",111,105,-,-,-,4
"S00163908",127,119,-,-,-,8
"S00163909",104,100,-,-,-,3
"S00163910",151,148,-,-,-,3
"S00163911",63,59,-,-,-,4
"S00163912",95,95,-,-,-,-
"S00163913",125,122,-,-,-,1
"S00163914",101,99,2,-,-,2
"S00163915",143,142,-,-,-,1
"S00163916",94,92,2,-,-,-
"S00163917",143,137,-,-,-,6
"S00163918",64,64,-,-,-,-
"S00163919",96,95,-,-,-,1
"S00163920",81,81,-,-,-,-
"S00163921",140,139,-,1,-,-
"S00163922",128,124,-,-,-,4
"S00163923",82,79,-,-,-,3
"S00163924",107,103,-,-,-,6
"S00163925",133,120,-,-,-,13
"S00163926",83,82,2,-,-,-
"S00163927",144,139,-,1,-,3
"S00163928",113,104,-,-,-,6
"S00163929",82,81,2,-,-,-
"S00163930",80,80,-,-,-,-
"S00163931",72,70,-,3,-,3
"S00163932",130,125,-,2,-,4
"S00163933",120,123,-,1,-,-
"S00163934",77,76,-,-,-,1
"S00163935",183,178,-,-,-,5
"S00163936",77,77,-,-,-,-
"S00163937",114,111,-,-,-,3
"S00163938",115,115,-,-,-,1
"S00163939",127,127,-,-,-,-
"S00163940",133,134,-,1,-,-
"S00163941",139,126,-,2,-,6
"S00163942",194,187,-,-,-,7
"S00163943",81,81,-,-,-,-
"S00163944",156,155,-,-,-,1
"S00163945",79,79,-,-,-,-
"S00163946",157,148,-,-,-,8
"S00163947",177,172,-,-,-,5
"S00163948",186,186,-,-,-,4
"S00163949",149,148,-,-,-,1
"S00163950",131,126,-,-,-,2
"S00163951",157,160,-,1,-,-
"S00163952",87,87,-,-,-,-
"S00163953",114,113,-,1,-,-
"S00163954",127,126,-,-,-,5
"S00163955",116,114,-,-,-,-
"S00163956",113,112,-,2,-,-
"S00163957",181,176,-,-,-,5
"S00163958",96,83,-,-,-,13
"S00163959",197,197,-,-,-,-
"S00163960",121,110,-,-,-,8
"S00163961",99,98,-,-,-,2
"S00163962",111,111,-,-,-,-
"S00163963",147,146,1,-,-,3
"S00163964",123,121,-,-,-,2
"S00163965",174,171,-,1,-,2
"S00163966",64,61,-,-,-,3
"S00163967",90,81,-,-,-,7
"S00163968",157,144,5,-,-,6
"S00163969",116,108,-,-,-,9
"S00163970",78,77,-,-,-,4
"S00163971",78,76,-,-,-,-
"S00163972",103,100,-,-,-,3
"S00163973",71,68,-,2,-,1
"S00163974",103,103,-,-,-,-
"S00163975",87,83,-,-,-,4
"S00163976",119,107,2,-,-,9
"S00163977",115,115,-,-,-,-
"S00163978",99,94,-,-,-,5
"S00163979",143,136,-,-,-,7
"S00163980",119,116,-,-,-,3
"S00163981",78,76,-,-,-,-
"S00163982",70,70,-,-,-,-
"S00163983",100,100,-,-,-,-
"S00163984",124,121,-,-,-,3
"S00163985",119,117,-,-,-,4
"S00163986",123,116,-,-,-,7
"S00163987",100,99,-,-,-,1
"S00163988",163,162,-,-,-,1
"S00163989",69,68,-,-,1,-
"S00163990",107,102,-,5,-,-
"S00163991",177,174,-,-,-,1
"S00163992",79,79,-,-,-,-
"S00163993",93,91,-,2,-,-
"S00163994",95,95,-,-,-,-
"S00163995",107,107,-,-,-,-
"S00163996",113,107,-,-,-,6
"S00163997",114,113,-,-,-,1
"S00163998",107,104,-,-,-,3
"S00163999",124,121,-,-,-,1
"S00164000",114,110,-,-,-,4
"S00164001",115,108,-,-,-,8
"S00164002",256,227,-,8,-,21
"S00164003",171,163,-,-,-,8
"S00164004",69,68,-,1,-,-
"S00164005",93,86,-,-,-,7
"S00164006",73,70,-,-,-,5
"S00164007",125,124,-,-,-,1
"S00164008",157,144,-,-,-,13
"S00164009",119,99,-,-,-,20
"S00164010",106,92,-,-,-,14
"S00164011",158,151,-,1,-,6
"S00164012",122,94,-,-,-,27
"S00164013",112,97,-,3,-,12
"S00164014",72,70,-,-,-,2
"S00164015",76,67,-,-,-,9
"S00164016",96,86,-,-,-,10
"S00164017",84,70,-,-,-,13
"S00164018",127,114,-,-,-,13
"S00164019",118,95,-,-,-,23
"S00164020",131,105,-,-,-,26
"S00164021",99,87,-,-,-,12
"S00164022",103,83,-,-,-,23
"S00164023",104,99,-,-,-,5
"S00164024",76,64,-,-,-,12
"S00164025",110,101,-,-,-,11
"S00164026",108,78,2,-,-,29
"S00164027",111,102,2,-,-,4
"S00164028",84,84,-,-,-,1
"S00164029",92,94,-,-,-,1
"S00164030",102,97,-,2,-,3
"S00164031",79,72,-,2,-,5
"S00164032",176,152,2,-,-,20
"S00164033",96,88,-,-,-,8
"S00164034",84,84,-,-,-,-
"S00164035",97,91,1,-,-,3
"S00164036",80,58,-,-,-,25
"S00164037",93,94,-,-,-,-
"S00164038",126,120,-,-,-,6
"S00164039",146,141,-,1,-,5
"S00164040",101,98,-,-,-,5
"S00164041",111,106,-,2,-,3
"S00164042",93,89,-,1,-,3
"S00164043",100,93,-,6,-,-
"S00164044",175,155,5,-,-,15
"S00164045",111,106,-,-,-,5
"S00164046",113,102,1,-,-,10
"S00164047",163,142,-,-,-,21
"S00164048",109,108,-,-,-,2
"S00164049",91,85,-,-,-,6
"S00164050",102,97,-,-,-,3
"S00164051",87,83,-,3,-,1
"S00164052",143,132,-,-,-,11
"S00164053",183,179,-,-,-,1
"S00164054",125,119,2,2,-,2
"S00164055",199,192,-,4,-,1
"S00164056",169,160,-,-,-,9
"S00164057",87,83,-,1,-,-
"S00164058",61,61,-,-,-,-
"S00164059",135,122,-,-,-,13
"S00164060",80,79,-,1,-,-
"S00164061",122,120,-,-,-,2
"S00164062",77,76,-,-,-,1
"S00164063",98,98,-,-,-,-
"S00164064",105,103,-,-,-,-
"S00164065",91,86,-,-,-,3
"S00164066",67,65,-,1,-,1
"S00164067",70,70,-,-,-,-
"S00164068",79,77,-,-,-,2
"S00164069",86,83,-,-,-,3
"S00164070",83,74,-,-,-,9
"S00164071",86,88,-,-,-,1
"S00164072",188,185,-,1,-,4
"S00164073",81,80,-,-,-,1
"S00164074",104,94,-,2,-,9
"S00164075",174,161,-,-,-,9
"S00164076",113,108,-,1,-,-
"S00164077",185,179,-,-,-,7
"S00164078",137,124,1,-,-,10
"S00164079",98,96,-,2,-,1
"S00164080",131,128,-,-,-,3
"S00164081",131,131,-,-,-,-
"S00164082",93,81,3,-,-,9
"S00164083",108,106,-,-,-,2
"S00164084",67,60,-,-,-,7
"S00164085",112,110,-,-,-,-
"S00164086",145,140,-,-,-,4
"S00164087",68,68,-,-,-,-
"S00164088",92,88,-,1,-,1
"S00164089",99,99,-,-,-,1
"S00164090",92,91,-,-,-,-
"S00164091",139,137,-,-,-,2
"S00164092",75,75,-,-,-,-
"S00164093",87,87,-,-,-,-
"S00164094",152,151,-,-,-,1
"S00164095",155,155,-,-,-,-
"S00164096",124,124,-,-,-,-
"S00164097",65,65,-,-,-,-
"S00164098",87,87,-,-,-,-
"S00164099",72,72,-,-,-,-
"S00164100",83,81,-,-,-,2
"S00164101",106,106,-,-,-,5
"S00164102",117,117,-,-,-,-
"S00164103",121,117,-,-,-,4
"S00164104",77,75,-,-,-,4
"S00164105",85,85,-,-,-,-
"S00164106",109,109,-,-,-,-
"S00164107",66,61,-,-,-,1
"S00164108",61,60,-,-,-,-
"S00164109",97,96,-,-,-,-
"S00164110",71,70,-,-,-,2
"S00164111",105,96,-,-,-,7
"S00164112",85,85,-,-,-,-
"S00164113",118,117,-,-,-,1
"S00164114",99,99,-,-,-,-
"S00164115",123,123,-,-,-,-
"S00164116",125,125,-,-,-,-
"S00164117",127,122,-,-,1,2
"S00164118",66,65,1,-,-,-
"S00164119",70,70,-,-,-,-
"S00164120",81,75,3,-,-,3
"S00164121",118,115,-,-,-,3
"S00164122",128,128,-,-,-,-
"S00164123",83,81,-,-,-,2
"S00164124",111,111,-,-,-,-
"S00164125",106,102,-,-,-,4
"S00164126",62,61,-,-,-,2
"S00164127",104,102,-,-,-,2
"S00164128",113,112,-,-,-,2
"S00164129",82,82,-,-,-,-
"S00164130",99,98,-,-,-,1
"S00164131",66,64,-,-,-,2
"S00164132",87,84,-,-,-,3
"S00164133",90,89,1,-,-,-
"S00164134",103,103,-,-,-,-
"S00164135",114,113,-,-,-,1
"S00164136",201,201,-,-,-,-
"S00164137",96,94,-,-,-,3
"S00164138",108,108,-,-,-,-
"S00164139",145,142,-,-,-,3
"S00164140",119,118,-,-,-,2
"S00164141",138,138,-,-,-,-
"S00164142",102,102,-,-,-,-
"S00164143",85,85,-,-,-,-
"S00164144",61,61,-,-,-,-
"S00164145",76,76,-,-,-,-
"S00164146",96,95,1,-,-,-
"S00164147",95,95,-,-,-,-
"S00164148",122,118,-,-,-,3
"S00164149",58,58,-,-,-,-
"S00164150",124,124,-,-,-,-
"S00164151",108,111,-,-,-,1
"S00164152",99,96,-,-,-,1
"S00164153",66,66,-,-,-,-
"S00164154",60,58,-,-,1,-
"S00164155",116,118,-,-,-,1
"S00164156",84,79,-,-,-,1
"S00164157",119,118,-,-,-,1
"S00164158",103,103,-,-,-,-
"S00164159",101,100,-,-,-,2
"S00164160",131,131,-,-,-,4
"S00164161",113,112,-,-,-,1
"S00164162",131,131,-,-,-,-
"S00164163",60,60,-,-,-,-
"S00164164",74,69,-,-,1,3
"S00164165",152,148,-,-,-,6
"S00164166",115,115,-,-,-,-
"S00164167",135,135,-,-,-,-
"S00164168",107,107,-,-,-,-
"S00164169",105,106,-,1,-,2
"S00164170",96,96,-,-,-,-
"S00164171",137,137,-,-,-,-
"S00164172",78,78,-,-,-,-
"S00164173",196,196,-,-,-,-
"S00164174",165,163,-,-,-,2
"S00164175",70,70,-,-,-,-
"S00164176",105,105,-,-,-,-
"S00164177",137,135,-,-,-,1
"S00164178",84,84,-,-,-,-
"S00164179",100,96,2,-,-,2
"S00164180",119,117,1,-,1,-
"S00164181",101,99,-,-,-,1
"S00164182",70,70,-,-,-,-
"S00164183",189,187,1,-,-,1
"S00164184",106,105,-,-,-,1
"S00164185",125,125,-,-,-,-
"S00164186",135,134,-,-,-,1
"S00164187",119,119,-,-,-,-
"S00164188",76,76,-,-,-,-
"S00164189",172,172,-,-,-,-
"S00164190",116,116,-,-,-,-
"S00164191",84,84,-,-,-,-
"S00164192",88,88,-,-,-,-
"S00164193",76,75,-,-,-,1
"S00164194",95,95,-,-,-,-
"S00164195",101,97,2,-,-,3
"S00164196",121,121,-,-,-,-
"S00164197",101,101,-,-,-,-
"S00164198",87,85,-,-,-,3
"S00164199",136,135,-,-,-,-
"S00164200",142,140,-,-,-,2
"S00164201",143,139,-,-,-,4
"S00164202",94,94,-,-,-,-
"S00164203",176,171,-,-,-,5
"S00164204",86,84,-,-,-,2
"S00164205",110,110,-,-,-,-
"S00164206",132,132,-,-,-,-
"S00164207",77,77,-,-,-,-
"S00164208",135,132,-,-,-,2
"S00164209",125,125,-,-,-,-
"S00164210",111,106,-,-,-,5
"S00164211",97,96,-,-,-,2
"S00164212",103,100,-,-,-,3
"S00164213",83,82,-,-,-,1
"S00164214",130,128,-,-,-,2
"S00164215",84,79,-,-,-,5
"S00164216",105,105,-,-,-,-
"S00164217",145,145,-,-,-,-
"S00164218",127,126,-,-,-,1
"S00164219",150,147,-,-,-,3
"S00164220",152,150,-,-,1,1
"S00164221",101,100,-,-,-,-
"S00164222",173,172,1,-,-,-
"S00164223",131,127,-,-,-,4
"S00164224",96,96,-,-,-,-
"S00164225",78,78,-,-,-,-
"S00164226",122,122,-,-,-,-
"S00164227",122,120,-,-,-,2
"S00164228",96,93,-,-,1,2
"S00164229",134,132,-,-,-,-
"S00164230",140,140,-,-,-,-
"S00164231",71,68,1,-,-,-
"S00164232",160,152,-,-,-,8
"S00164233",82,78,-,-,-,4
"S00164234",79,77,-,-,-,-
"S00164235",69,69,-,-,-,-
"S00164236",114,114,-,-,-,-
"S00164237",73,69,-,-,-,1
"S00164238",160,159,-,-,-,1
"S00164239",111,111,-,-,-,-
"S00164240",137,137,-,-,-,-
"S00164241",156,152,-,-,-,1
"S00164242",80,78,-,-,-,4
"S00164243",78,74,-,-,-,4
"S00164244",61,61,-,-,-,-
"S00164245",73,73,-,-,-,-
"S00164246",70,66,-,-,-,3
"S00164247",107,103,1,-,-,3
"S00164248",106,103,-,-,2,1
"S00164249",149,147,-,-,-,2
"S00164250",90,89,-,-,-,1
"S00164251",59,59,-,-,-,-
"S00164252",133,129,-,-,-,6
"S00164253",74,72,-,-,-,2
"S00164254",103,102,-,-,-,5
"S00164255",123,126,-,-,1,-
"S00164256",116,115,-,-,-,2
"S00164257",110,108,-,-,-,2
"S00164258",137,132,-,-,-,5
"S00164259",80,77,-,-,1,3
"S00164260",71,65,-,-,-,6
"S00164261",112,112,-,-,-,-
"S00164262",83,80,-,-,-,3
"S00164263",162,161,1,-,-,-
"S00164264",101,99,-,-,-,3
"S00164265",94,89,-,1,-,-
"S00164266",73,70,-,-,-,1
"S00164267",120,111,-,-,-,7
"S00164268",66,63,1,-,-,2
"S00164269",76,75,-,-,-,1
"S00164270",63,63,-,-,-,-
"S00164271",134,129,1,-,-,3
"S00164272",103,99,-,-,-,1
"S00164273",115,117,-,-,-,1
"S00164274",84,79,-,-,-,2
"S00164275",65,65,-,-,-,-
"S00164276",92,88,-,-,-,4
"S00164277",106,106,-,-,-,-
"S00164278",82,77,5,-,-,1
"S00164279",122,123,-,-,-,1
"S00164280",144,142,-,-,-,1
"S00164281",180,175,-,-,-,1
"S00164282",86,86,-,-,-,-
"S00164283",114,114,-,-,-,-
"S00164284",101,101,-,-,-,-
"S00164285",139,124,-,-,-,12
"S00164286",91,91,-,-,-,-
"S00164287",116,112,-,-,-,4
"S00164288",90,89,-,-,-,-
"S00164289",208,209,1,-,-,-
"S00164290",83,82,-,-,-,1
"S00164291",98,97,-,-,-,2
"S00164292",124,120,-,-,-,1
"S00164293",154,148,-,-,-,6
"S00164294",80,77,1,-,-,2
"S00164295",97,96,-,-,-,1
"S00164296",115,114,-,-,1,-
"S00164297",101,103,-,-,2,-
"S00164298",96,95,-,-,-,1
"S00164299",70,70,-,-,-,-
"S00164300",100,100,-,-,-,-
"S00164301",239,239,-,-,-,-
"S00164302",94,91,-,-,-,3
"S00164303",89,87,-,-,1,-
"S00164304",78,78,-,-,-,-
"S00164305",117,116,-,-,-,-
"S00164306",87,84,-,-,-,3
"S00164307",98,93,4,-,-,5
"S00164308",194,194,-,-,-,-
"S00164309",143,138,1,-,-,2
"S00164310",125,123,-,-,-,2
"S00164311",108,108,-,-,-,-
"S00164312",126,126,-,-,-,-
"S00164313",99,97,1,-,-,1
"S00164314",102,97,-,-,-,5
"S00164315",81,79,4,-,-,-
"S00164316",120,118,-,-,-,1
"S00164317",158,158,-,-,-,-
"S00164318",80,73,2,-,1,-
"S00164319",76,80,2,-,-,-
"S00164320",107,104,-,-,-,2
"S00164321",93,90,-,-,-,3
"S00164322",173,169,-,-,-,4
"S00164323",142,141,-,-,-,1
"S00164324",140,137,4,-,1,-
"S00164325",78,77,-,-,-,1
"S00164326",129,129,-,-,-,-
"S00164327",115,113,1,-,-,2
"S00164328",74,71,-,-,-,3
"S00164329",95,95,-,-,-,2
"S00164330",56,55,1,-,-,-
"S00164331",89,90,1,-,-,-
"S00164332",103,99,2,-,-,4
"S00164333",101,101,-,-,-,-
"S00164334",83,76,-,-,-,6
"S00164335",68,68,-,-,-,-
"S00164336",115,110,-,-,-,5
"S00164337",87,87,-,-,-,-
"S00164338",60,61,-,-,-,3
"S00164339",169,166,-,-,-,3
"S00164340",82,81,2,-,-,-
"S00164341",113,103,1,-,-,8
"S00164342",95,92,2,-,-,2
"S00164343",105,104,-,-,-,1
"S00164344",72,72,-,-,-,-
"S00164345",93,93,-,-,-,-
"S00164346",140,136,2,-,-,3
"S00164347",150,148,-,-,-,1
"S00164348",110,110,-,-,-,-
"S00164349",106,99,-,-,-,6
"S00164350",99,95,-,-,1,2
"S00164351",98,96,-,-,-,1
"S00164352",177,171,-,-,-,2
"S00164353",110,110,-,-,-,-
"S00164354",149,143,-,-,-,3
"S00164355",75,73,1,-,-,1
"S00164356",111,109,2,-,-,-
"S00164357",96,95,-,-,-,1
"S00164358",81,81,-,-,-,-
"S00164359",111,111,-,-,-,-
"S00164360",79,79,-,-,-,1
"S00164361",171,168,1,1,-,-
"S00164362",73,65,-,-,-,10
"S00164363",67,53,-,-,-,10
"S00164364",121,123,1,-,-,-
"S00164365",128,128,-,-,-,-
"S00164366",104,92,3,-,-,13
"S00164367",110,110,-,-,-,-
"S00164368",66,66,-,-,-,-
"S00164369",77,76,-,-,-,1
"S00164370",108,107,2,-,-,1
"S00164371",111,109,1,-,-,-
"S00164372",106,104,2,-,-,1
"S00164373",128,123,-,-,-,5
"S00164374",80,78,1,-,1,-
"S00164375",117,117,-,-,-,-
"S00164376",147,145,-,-,-,1
"S00164377",131,131,-,-,-,-
"S00164378",74,72,-,-,-,3
"S00164379",64,64,-,-,-,-
"S00164380",79,77,1,-,-,1
"S00164381",110,109,-,-,-,1
"S00164382",98,91,-,-,-,4
"S00164383",70,70,-,-,-,-
"S00164384",89,85,-,-,-,4
"S00164385",124,123,-,-,-,2
"S00164386",134,134,-,-,-,-
"S00164387",158,157,-,-,-,1
"S00164388",100,100,-,-,-,-
"S00164389",131,131,-,-,-,-
"S00164390",76,72,-,-,-,4
"S00164391",82,73,-,-,-,9
"S00164392",127,125,-,-,4,-
"S00164393",224,212,5,-,-,4
"S00164394",173,173,-,-,-,-
"S00164395",115,114,-,-,-,-
"S00164396",90,88,1,-,-,-
"S00164397",108,106,-,-,-,-
"S00164398",96,94,1,-,-,1
"S00164399",87,88,-,-,-,1
"S00164400",104,101,-,-,-,3
"S00164401",72,69,1,-,-,2
"S00164402",126,126,-,-,-,-
"S00164403",91,91,-,-,-,-
"S00164404",126,126,-,-,-,-
"S00164405",152,149,-,-,-,3
"S00164406",102,97,1,-,-,-
"S00164407",143,122,-,-,-,22
"S00164408",128,122,4,-,-,-
"S00164409",84,84,-,-,-,-
"S00164410",188,185,2,-,-,-
"S00164411",93,93,-,-,-,-
"S00164412",118,114,2,-,-,2
"S00164413",63,63,-,-,-,-
"S00164414",107,106,-,-,-,1
"S00164415",96,94,-,-,-,3
"S00164416",80,80,-,-,-,-
"S00164417",95,94,-,-,-,-
"S00164418",68,68,-,-,-,-
"S00164419",133,133,-,-,-,-
"S00164420",110,108,-,-,-,2
"S00164421",120,120,-,-,-,-
"S00164422",135,109,3,-,-,24
"S00164423",134,133,-,-,-,1
"S00164424",110,110,-,-,-,-
"S00164425",78,74,-,-,-,4
"S00164426",114,114,-,-,-,-
"S00164427",76,76,-,-,-,-
"S00164428",114,114,-,-,-,-
"S00164429",82,82,-,-,-,-
"S00164430",65,65,-,-,-,-
"S00164431",78,77,1,-,-,-
"S00164432",114,111,1,-,1,1
"S00164433",134,134,-,-,-,-
"S00164434",97,95,-,-,-,1
"S00164435",87,84,2,-,-,2
"S00164436",143,145,-,-,-,1
"S00164437",100,100,-,-,-,-
"S00164438",82,80,1,-,1,-
"S00164439",73,73,-,-,-,-
"S00164440",127,126,-,-,-,-
"S00164441",76,74,2,-,-,-
"S00164442",117,112,1,-,-,4
"S00164443",131,129,1,-,-,2
"S00164444",108,111,-,-,-,2
"S00164445",89,89,-,-,-,-
"S00164446",102,101,-,-,-,2
"S00164447",94,94,-,-,-,-
"S00164448",65,64,-,-,-,2
"S00164449",96,96,-,-,-,-
"S00164450",115,115,-,-,-,-
"S00164451",115,112,1,-,-,-
"S00164452",137,131,-,-,-,4
"S00164453",91,91,-,-,-,-
"S00164454",237,229,-,-,-,4
"S00164455",121,119,1,-,-,1
"S00164456",93,93,-,-,-,-
"S00164457",70,70,-,-,-,-
"S00164458",98,95,-,-,-,4
"S00164459",96,94,-,-,-,-
"S00164460",102,102,-,-,-,-
"S00164461",86,86,-,-,-,-
"S00164462",196,194,-,-,-,4
"S00164463",155,153,-,-,-,2
"S00164464",117,110,-,-,-,7
"S00164465",236,226,-,-,-,7
"S00164466",111,111,-,-,-,-
"S00164467",71,71,-,-,-,-
"S00164468",95,95,-,-,-,-
"S00164469",113,110,1,-,-,4
"S00164470",93,92,-,-,-,1
"S00164471",166,160,1,-,-,-
"S00164472",141,126,-,-,-,15
"S00164473",116,115,-,-,-,1
"S00164474",121,121,-,-,-,-
"S00164475",163,163,-,-,1,1
"S00164476",111,111,-,-,-,-
"S00164477",85,83,-,-,-,4
"S00164478",95,95,-,-,-,-
"S00164479",107,105,-,-,-,1
"S00164480",158,158,-,-,-,-
"S00164481",185,183,-,-,-,2
"S00164482",125,121,1,-,-,2
"S00164483",118,120,1,-,-,-
"S00164484",65,65,-,-,-,-
"S00164485",149,143,-,-,-,4
"S00164486",132,132,-,-,-,-
"S00164487",140,133,-,-,-,7
"S00164488",156,156,-,-,-,-
"S00164489",74,73,-,-,-,1
"S00164490",137,136,-,-,-,2
"S00164491",139,139,-,-,-,-
"S00164492",98,98,-,-,-,-
"S00164493",99,80,-,-,-,19
"S00164494",128,128,-,-,-,-
"S00164495",120,120,-,-,-,-
"S00164496",145,145,-,-,-,-
"S00164497",143,143,-,-,-,-
"S00164498",63,63,-,-,-,-
"S00164499",118,117,-,-,-,1
"S00164500",64,64,-,-,-,-
"S00164501",177,175,4,-,-,-
"S00164502",100,99,-,-,-,-
"S00164503",100,100,-,-,-,-
"S00164504",134,131,-,-,-,1
"S00164505",66,62,-,-,-,6
"S00164506",79,79,-,-,-,-
"S00164507",155,155,-,-,-,-
"S00164508",117,116,-,-,-,-
"S00164509",187,182,-,-,-,5
"S00164510",91,91,1,-,-,-
"S00164511",124,121,-,-,-,3
"S00164512",79,79,-,-,-,-
"S00164513",166,166,-,-,-,-
"S00164514",107,101,1,-,7,-
"S00164515",126,123,2,-,1,-
"S00164516",63,63,-,-,-,-
"S00164517",113,113,-,-,-,-
"S00164518",71,71,-,-,-,-
"S00164519",120,120,-,-,-,-
"S00164520",119,118,-,-,-,2
"S00164521",156,152,-,-,-,4
"S00164522",133,126,1,-,-,6
"S00164523",62,62,-,-,-,-
"S00164524",140,140,-,-,-,-
"S00164525",65,65,-,-,-,-
"S00164526",79,60,-,-,10,9
"S00164527",111,105,-,-,-,6
"S00164528",123,123,-,-,-,-
"S00164529",128,120,-,-,-,5
"S00164530",76,76,-,-,-,-
"S00164531",128,124,-,-,-,5
"S00164532",164,161,1,-,-,2
"S00164533",132,129,-,-,-,5
"S00164534",85,82,3,-,-,-
"S00164535",143,145,-,-,-,1
"S00164536",149,149,-,-,-,-
"S00164537",110,106,-,-,-,4
"S00164538",155,151,-,-,-,4
"S00164539",154,154,-,-,-,-
"S00164540",181,182,-,-,-,-
"S00164541",136,136,-,-,-,-
"S00164542",79,76,-,-,-,-
"S00164543",67,66,-,-,-,1
"S00164544",130,127,2,-,-,-
"S00164545",58,54,1,-,-,-
"S00164546",111,111,-,-,-,-
"S00164547",88,86,1,-,1,-
"S00164548",100,100,-,-,-,-
"S00164549",102,102,-,-,-,-
